location,site,type,year,sample.no,depth,density,swe,htc
RIDe,RID,treeline,2008,3,55,183.2376894,100.7807292,0.179479253
RIDe,RID,treeline,2008,4,70,283.9457052,198.7619936,0.338625687
RIDe,RID,treeline,2008,5,74,253.465047,187.5641348,0.255241782
RIDe,RID,treeline,2008,6,110,267.2216303,293.9437934,0.190852505
RIDe,RID,treeline,2008,7,98,294.229453,288.344864,0.259712913
RIDe,RID,treeline,2008,8,113,294.8108842,333.1362991,0.226128818
RIDe,RID,treeline,2008,9,95,268.1592501,254.7512876,0.222540618
RIDe,RID,treeline,2008,10,118,239.6151988,282.7459346,0.143052037
RIDe,RID,treeline,2008,11,124,284.4617355,352.732552,0.191855103
RIDe,RID,treeline,2008,12,110,264.6766624,291.1443287,0.18723453
RIDe,RID,treeline,2008,13,112,259.9502934,291.1443287,0.177382157
RIDe,RID,treeline,2008,14,112,244.9531611,274.3475405,0.157505384
RIDe,RID,treeline,2008,15,102,263.4790305,268.7486111,0.200096399
RIDe,RID,treeline,2008,16,126,244.3977118,307.9411169,0.139370564
RIDe,RID,treeline,2008,17,89,242.2008784,215.5587818,0.193779911
RIDe,RID,treeline,2008,18,70,263.9495287,184.7646701,0.292611286
RIDe,RID,treeline,2008,19,60,242.6202739,145.5721643,0.288436527
RIDe,RID,treeline,2008,20,74,287.5125907,212.7593171,0.328419811
RIDe,RID,treeline,2008,21,59,223.0082048,131.5748408,0.247820371
RIDe,RID,treeline,2008,22,38,338.8825688,128.7753761,0.888509744
RIDe,RID,treeline,2008,23,37,287.5125907,106.3796585,0.656839622
RIDe,RID,treeline,2008,24,92,237.3459201,218.3582465,0.180020948
RIDe,RID,treeline,2008,25,80,230.9558376,184.7646701,0.196026701
RIDe,RID,treeline,2008,26,68,255.2453108,173.5668113,0.28167867
RIDe,RID,treeline,2008,27,64,275.5723063,176.366276,0.348849816
RIDe,RID,treeline,2008,28,58,250.9864902,145.5721643,0.31931552
RIDe,RID,treeline,2008,29,47,250.1649305,117.5775173,0.391473463
