series,pith.offset
338.1a10,8
338.1b10,8
338.2a10,5
338.2b10,5
339.1b10,12
339.2b10,10
340.1a10,5
340.1b10,5
340.2a10,8
340.2b10,8
342.1a10,6
342.1b10,6
342.2a10,0
342.2b10,0
343.1a10,10
343.1b10,10
343.2a10,10
343.2b10,10
344.1a10,8
344.1b10,8
344.2a10,4
344.2b10,4
