id,year,month,day,date,wsu_depth,tis_depth,tun_depth,ppa_depth,ppd_depth,mlk_depth,rpp_depth,rti_depth
488,2016,1,27,2016-01-27,40,20,NA,NA,NA,40,NA,NA
489,2016,1,28,2016-01-28,40,20,NA,NA,NA,39,NA,NA
490,2016,1,29,2016-01-29,40,20,NA,NA,NA,40,NA,NA
491,2016,1,30,2016-01-30,45,NA,NA,NA,NA,44,NA,NA
492,2016,1,31,2016-01-31,45,NA,NA,NA,NA,46,27,60
493,2016,2,1,2016-02-01,45,NA,NA,NA,NA,46,27,60
494,2016,2,2,2016-02-02,45,NA,NA,NA,NA,45,27,60
495,2016,2,3,2016-02-03,45,NA,NA,NA,NA,45,27,60
496,2016,2,4,2016-02-04,NA,NA,NA,NA,NA,45,27,58
497,2016,2,5,2016-02-05,NA,NA,NA,NA,NA,44,27,60
498,2016,2,6,2016-02-06,NA,40,NA,NA,NA,44,27,60
499,2016,2,7,2016-02-07,NA,40,NA,NA,NA,44,26,58
500,2016,2,8,2016-02-08,NA,40,NA,NA,NA,44,NA,58
501,2016,2,9,2016-02-09,NA,40,NA,NA,NA,44,NA,NA
502,2016,2,10,2016-02-10,NA,40,NA,NA,NA,44,NA,NA
503,2016,2,11,2016-02-11,NA,60,NA,NA,NA,44,NA,NA
504,2016,2,12,2016-02-12,NA,100,NA,NA,NA,45,NA,NA
505,2016,2,13,2016-02-13,NA,100,NA,NA,NA,44,28,62
506,2016,2,14,2016-02-14,NA,100,NA,NA,NA,44,29,62
507,2016,2,15,2016-02-15,NA,100,NA,NA,NA,47,33,68
508,2016,2,16,2016-02-16,NA,120,NA,NA,NA,50,NA,NA
509,2016,2,17,2016-02-17,50,120,NA,NA,NA,49,NA,NA
510,2016,2,18,2016-02-18,50,120,NA,NA,NA,48,NA,NA
511,2016,2,19,2016-02-19,50,120,NA,NA,NA,49,30,67
512,2016,2,20,2016-02-20,50,125,NA,NA,NA,52,NA,NA
513,2016,2,21,2016-02-21,50,125,NA,NA,NA,51,NA,NA
514,2016,2,22,2016-02-22,50,125,NA,NA,NA,50,30,67
515,2016,2,23,2016-02-23,50,125,NA,NA,NA,50,30,67
516,2016,2,24,2016-02-24,50,125,NA,NA,NA,50,30,67
517,2016,2,25,2016-02-25,40,125,10,NA,NA,50,30,67
518,2016,2,26,2016-02-26,40,130,10,5,NA,50,33,69
519,2016,2,27,2016-02-27,45,130,10,5,NA,51,NA,NA
520,2016,2,28,2016-02-28,45,130,10,5,NA,50,NA,NA
521,2016,2,29,2016-02-29,45,130,10,5,NA,50,NA,NA
522,2016,3,1,2016-03-01,45,130,10,5,NA,50,NA,NA
523,2016,3,2,2016-03-02,45,130,10,5,NA,49,NA,NA
524,2016,3,3,2016-03-03,45,130,10,5,NA,49,33,65
525,2016,3,4,2016-03-04,45,130,10,5,NA,49,33,65
526,2016,3,5,2016-03-05,50,130,10,5,NA,49,33,65
527,2016,3,6,2016-03-06,50,130,10,5,NA,52,NA,NA
528,2016,3,7,2016-03-07,50,140,10,5,NA,NA,NA,NA
529,2016,3,8,2016-03-08,50,140,10,5,NA,NA,36,70
530,2016,3,9,2016-03-09,50,140,10,5,NA,53,38,73
531,2016,3,10,2016-03-10,50,140,10,5,NA,55,36,73
532,2016,3,11,2016-03-11,50,135,10,5,NA,57,43,88
533,2016,3,12,2016-03-12,50,135,10,5,NA,63,NA,NA
534,2016,3,13,2016-03-13,50,135,10,5,NA,62,NA,NA
535,2016,3,14,2016-03-14,60,135,10,5,NA,61,NA,NA
536,2016,3,15,2016-03-15,60,135,10,5,NA,62,NA,NA
537,2016,3,16,2016-03-16,60,135,15,5,NA,62,NA,NA
538,2016,3,17,2016-03-17,60,135,15,5,NA,61,NA,NA
539,2016,3,18,2016-03-18,60,135,15,5,NA,61,NA,NA
540,2016,3,19,2016-03-19,60,135,15,5,NA,60,NA,NA
541,2016,3,20,2016-03-20,60,145,15,5,NA,60,NA,NA
542,2016,3,21,2016-03-21,60,160,15,5,NA,60,NA,NA
543,2016,3,22,2016-03-22,60,155,15,5,NA,59,NA,NA
544,2016,3,23,2016-03-23,60,150,15,5,NA,59,NA,NA
545,2016,3,24,2016-03-24,60,150,15,5,NA,59,NA,NA
546,2016,3,25,2016-03-25,60,150,15,5,NA,59,NA,NA
547,2016,3,26,2016-03-26,60,150,15,5,NA,59,NA,NA
548,2016,3,27,2016-03-27,60,150,15,5,NA,59,NA,NA
549,2016,3,28,2016-03-28,60,150,15,5,NA,59,NA,NA
550,2016,3,29,2016-03-29,55,150,10,5,NA,58,NA,NA
551,2016,3,30,2016-03-30,55,150,10,5,NA,60,NA,NA
552,2016,3,31,2016-03-31,55,150,10,5,NA,59,NA,NA
553,2016,4,1,2016-04-01,55,150,10,5,NA,59,NA,NA
554,2016,4,2,2016-04-02,55,150,10,5,NA,59,40,90
555,2016,4,3,2016-04-03,55,150,10,5,NA,59,40,90
556,2016,4,4,2016-04-04,55,150,10,5,NA,59,40,90
557,2016,4,5,2016-04-05,55,150,10,5,NA,59,40,90
558,2016,4,6,2016-04-06,55,150,10,5,NA,59,40,90
559,2016,4,7,2016-04-07,55,150,10,5,NA,59,40,90
560,2016,4,8,2016-04-08,55,150,10,5,NA,59,40,90
561,2016,4,9,2016-04-09,55,150,10,5,NA,58,40,90
562,2016,4,10,2016-04-10,55,150,10,5,NA,58,40,90
563,2016,4,11,2016-04-11,55,150,10,5,NA,58,40,90
564,2016,4,12,2016-04-12,55,150,10,5,NA,58,40,90
565,2016,4,13,2016-04-13,55,150,10,5,NA,58,40,90
566,2016,4,14,2016-04-14,55,150,10,5,NA,58,40,90
567,2016,4,15,2016-04-15,55,155,10,5,NA,59,40,90
568,2016,4,16,2016-04-16,55,150,10,5,NA,60,40,90
569,2016,4,17,2016-04-17,55,150,10,5,NA,60,40,90
570,2016,4,18,2016-04-18,55,145,5,5,NA,60,35,80
571,2016,4,19,2016-04-19,55,145,5,3,NA,60,NA,NA
572,2016,4,20,2016-04-20,55,145,5,3,NA,55,NA,NA
573,2016,4,21,2016-04-21,55,140,5,2,NA,54,NA,NA
574,2016,4,22,2016-04-22,55,140,5,2,NA,54,NA,NA
575,2016,4,23,2016-04-23,55,140,5,1,NA,54,NA,NA
576,2016,4,24,2016-04-24,55,140,5,1,NA,54,NA,NA
577,2016,4,25,2016-04-25,55,140,5,1,NA,54,NA,NA
578,2016,4,26,2016-04-26,55,140,5,1,NA,54,NA,NA
579,2016,4,27,2016-04-27,55,140,5,1,NA,53,NA,NA
580,2016,4,28,2016-04-28,45,140,5,1,NA,54,NA,NA
581,2016,4,29,2016-04-29,45,140,5,1,NA,53,20,70
582,2016,4,30,2016-04-30,40,140,5,1,NA,53,20,70
583,2016,5,1,2016-05-01,35,140,5,1,NA,52,10,60
584,2016,5,2,2016-05-02,30,130,5,1,NA,47,NA,NA
585,2016,5,3,2016-05-03,20,130,5,1,NA,40,NA,NA
586,2016,5,4,2016-05-04,20,125,5,0,0,39,0,45
587,2016,5,5,2016-05-05,20,125,5,0,0,37,0,35
588,2016,5,6,2016-05-06,15,130,5,0,0,37,10,45
589,2016,5,7,2016-05-07,15,125,5,2,0,47,10,45
590,2016,5,8,2016-05-08,15,125,5,0,0,43,0,40
591,2016,5,9,2016-05-09,15,120,5,0,0,40,0,30
592,2016,5,10,2016-05-10,10,115,5,0,0,34,0,10
593,2016,5,11,2016-05-11,10,115,5,0,0,30,0,0
594,2016,5,12,2016-05-12,10,115,5,0,0,30,5,5
595,2016,5,13,2016-05-13,10,115,5,0,0,30,0,0
596,2016,5,14,2016-05-14,0,115,5,0,0,30,5,5
597,2016,5,15,2016-05-15,0,115,5,0,0,30,0,0
598,2016,5,16,2016-05-16,0,110,5,0,0,30,0,0
599,2016,5,17,2016-05-17,0,110,0,0,0,26,0,0
600,2016,5,18,2016-05-18,0,110,0,0,0,25,0,0
601,2016,5,19,2016-05-19,5,110,0,0,0,19,0,0
602,2016,5,20,2016-05-20,10,110,0,1,0,18,0,0
603,2016,5,21,2016-05-21,0,105,0,0,0,14,0,0
604,2016,5,22,2016-05-22,0,110,0,0,0,14,0,0
605,2016,5,23,2016-05-23,0,110,0,0,0,12,0,0
606,2016,5,24,2016-05-24,0,110,0,0,0,13,0,0
607,2016,5,25,2016-05-25,0,110,0,0,0,13,0,0
608,2016,5,26,2016-05-26,0,110,0,0,0,13,0,0
609,2016,5,27,2016-05-27,0,110,0,0,0,13,0,0
610,2016,5,28,2016-05-28,0,110,0,0,0,12,0,0
611,2016,5,29,2016-05-29,0,105,0,0,0,12,0,0
612,2016,5,30,2016-05-30,0,100,0,0,0,12,0,0
613,2016,5,31,2016-05-31,0,90,0,0,0,12,0,0
614,2016,6,1,2016-06-01,0,80,0,0,0,14,0,0
615,2016,6,2,2016-06-02,0,70,0,0,0,14,0,0
616,2016,6,3,2016-06-03,0,50,0,0,0,14,0,0
617,2016,6,4,2016-06-04,0,30,0,0,0,14,0,0
618,2016,6,5,2016-06-05,0,NA,0,0,0,14,0,0
619,2016,6,6,2016-06-06,0,NA,0,0,0,13,0,0
620,2016,6,7,2016-06-07,0,NA,0,0,0,12,0,0
621,2016,6,8,2016-06-08,0,NA,0,0,0,14,0,0
622,2016,6,9,2016-06-09,0,NA,0,0,0,14,0,0
623,2016,6,10,2016-06-10,0,NA,0,0,0,14,0,0
624,2016,6,11,2016-06-11,0,NA,0,0,0,13,0,0
625,2016,6,12,2016-06-12,0,NA,0,0,0,13,0,0
626,2016,6,13,2016-06-13,0,NA,0,0,0,14,0,0
627,2016,6,14,2016-06-14,0,NA,0,0,0,14,NA,NA
628,2016,6,15,2016-06-15,0,NA,0,0,0,14,NA,NA
629,2016,6,16,2016-06-16,0,NA,0,0,0,14,NA,NA
630,2016,6,17,2016-06-17,0,0,0,0,0,14,0,0
631,2016,6,18,2016-06-18,0,0,0,0,0,12,0,0
632,2016,6,19,2016-06-19,0,0,0,0,0,14,0,0
633,2016,6,20,2016-06-20,0,0,0,0,0,14,0,0
634,2016,6,21,2016-06-21,0,0,0,0,0,14,0,0
635,2016,6,22,2016-06-22,0,0,0,0,0,12,0,0
636,2016,6,23,2016-06-23,0,0,0,0,0,13,0,0
637,2016,6,24,2016-06-24,0,0,0,0,0,13,0,0
638,2016,6,25,2016-06-25,0,0,0,0,0,12,0,0
639,2016,6,26,2016-06-26,0,0,0,0,0,13,0,0
640,2016,6,27,2016-06-27,0,0,0,0,0,13,0,0
641,2016,6,28,2016-06-28,0,0,0,0,0,13,0,0
642,2016,6,29,2016-06-29,0,0,0,0,0,12,0,0
643,2016,6,30,2016-06-30,0,0,0,0,0,12,0,0
644,2016,7,1,2016-07-01,0,0,0,0,0,0,0,0
645,2016,7,2,2016-07-02,0,0,0,0,0,0,0,0
646,2016,7,3,2016-07-03,0,0,0,0,0,0,0,0
647,2016,7,4,2016-07-04,0,0,0,0,0,0,0,0
648,2016,7,5,2016-07-05,0,0,0,0,0,0,0,0
649,2016,7,6,2016-07-06,0,0,0,0,0,0,0,0
650,2016,7,7,2016-07-07,0,0,0,0,0,0,0,0
651,2016,7,8,2016-07-08,0,0,0,0,0,0,0,0
652,2016,7,9,2016-07-09,0,0,0,0,0,0,0,0
653,2016,7,10,2016-07-10,0,0,0,0,0,0,0,0
654,2016,7,11,2016-07-11,0,0,0,0,0,0,0,0
655,2016,7,12,2016-07-12,0,0,0,0,0,0,0,0
656,2016,7,13,2016-07-13,0,0,0,0,0,0,0,0
657,2016,7,14,2016-07-14,0,0,0,0,0,0,0,0
658,2016,7,15,2016-07-15,0,0,0,0,0,0,0,0
659,2016,7,16,2016-07-16,0,0,0,0,0,0,0,0
660,2016,7,17,2016-07-17,0,0,0,0,0,0,0,0
661,2016,7,18,2016-07-18,0,0,0,0,0,0,0,0
662,2016,7,19,2016-07-19,0,0,0,0,0,0,0,0
663,2016,7,20,2016-07-20,0,0,0,0,0,0,0,0
664,2016,7,21,2016-07-21,0,0,0,0,0,0,0,0
665,2016,7,22,2016-07-22,0,0,0,0,0,0,0,0
666,2016,7,23,2016-07-23,0,0,0,0,0,0,0,0
667,2016,7,24,2016-07-24,0,0,0,0,0,0,0,0
668,2016,7,25,2016-07-25,0,0,0,0,0,0,0,0
669,2016,7,26,2016-07-26,0,0,0,0,0,0,0,0
670,2016,7,27,2016-07-27,0,0,0,0,0,0,0,0
671,2016,7,28,2016-07-28,0,0,0,0,0,0,0,0
672,2016,7,29,2016-07-29,0,0,0,0,0,0,0,0
673,2016,7,30,2016-07-30,0,0,0,0,0,0,0,0
674,2016,7,31,2016-07-31,0,0,0,0,0,0,0,0
675,2016,8,1,2016-08-01,0,0,0,0,0,0,0,0
676,2016,8,2,2016-08-02,0,0,0,0,0,0,0,0
677,2016,8,3,2016-08-03,0,0,0,0,0,0,0,0
678,2016,8,4,2016-08-04,0,0,0,0,0,0,0,0
679,2016,8,5,2016-08-05,0,0,0,0,0,0,0,0
680,2016,8,6,2016-08-06,0,0,0,0,0,0,0,0
681,2016,8,7,2016-08-07,0,0,0,0,0,0,0,0
682,2016,8,8,2016-08-08,0,0,0,0,0,0,0,0
683,2016,8,9,2016-08-09,0,0,0,0,0,0,0,0
684,2016,8,10,2016-08-10,0,0,0,0,0,0,0,0
685,2016,8,11,2016-08-11,0,0,0,0,0,0,0,0
686,2016,8,12,2016-08-12,0,0,0,0,0,0,0,0
687,2016,8,13,2016-08-13,0,0,0,0,0,0,0,0
688,2016,8,14,2016-08-14,0,0,0,0,0,0,0,0
689,2016,8,15,2016-08-15,0,0,0,0,0,0,0,0
690,2016,8,16,2016-08-16,0,0,0,0,0,0,0,0
691,2016,8,17,2016-08-17,0,0,0,0,0,0,0,0
692,2016,8,18,2016-08-18,0,0,0,0,0,0,0,0
693,2016,8,19,2016-08-19,0,0,0,0,0,0,0,0
694,2016,8,20,2016-08-20,0,0,0,0,0,0,0,0
695,2016,8,21,2016-08-21,0,0,0,0,0,0,0,0
696,2016,8,22,2016-08-22,0,0,0,0,0,0,0,0
697,2016,8,23,2016-08-23,0,0,0,0,0,0,0,0
698,2016,8,24,2016-08-24,0,0,0,0,0,0,0,0
699,2016,8,25,2016-08-25,0,0,0,0,0,0,0,0
700,2016,8,26,2016-08-26,0,0,0,0,0,0,0,0
701,2016,8,27,2016-08-27,0,0,0,0,0,0,0,0
702,2016,8,28,2016-08-28,0,0,0,0,0,0,0,0
703,2016,8,29,2016-08-29,0,0,0,0,0,0,0,0
704,2016,8,30,2016-08-30,0,0,0,0,0,0,0,0
705,2016,8,31,2016-08-31,0,0,0,0,0,0,0,0
706,2016,9,1,2016-09-01,0,0,0,0,0,0,0,0
707,2016,9,2,2016-09-02,0,0,0,0,0,0,0,0
708,2016,9,3,2016-09-03,0,0,0,0,0,0,0,0
709,2016,9,4,2016-09-04,0,0,0,0,0,0,0,0
710,2016,9,5,2016-09-05,0,0,0,0,0,0,0,0
711,2016,9,6,2016-09-06,0,0,0,0,0,0,0,0
712,2016,9,7,2016-09-07,0,0,0,0,0,0,0,0
713,2016,9,8,2016-09-08,0,0,0,0,0,0,0,0
714,2016,9,9,2016-09-09,0,0,0,0,0,0,0,0
715,2016,9,10,2016-09-10,0,0,0,0,0,0,0,0
716,2016,9,11,2016-09-11,0,0,0,0,0,0,0,0
717,2016,9,12,2016-09-12,0,0,0,0,0,0,0,0
718,2016,9,13,2016-09-13,0,0,0,0,0,0,0,0
719,2016,9,14,2016-09-14,0,0,0,0,0,0,0,0
720,2016,9,15,2016-09-15,0,0,0,0,0,0,0,0
721,2016,9,16,2016-09-16,0,0,0,0,0,0,0,0
722,2016,9,17,2016-09-17,0,0,0,0,0,0,0,0
723,2016,9,18,2016-09-18,0,0,0,0,0,0,0,0
724,2016,9,19,2016-09-19,0,0,0,0,0,0,0,0
725,2016,9,20,2016-09-20,0,0,0,0,0,0,0,0
726,2016,9,21,2016-09-21,0,0,0,0,0,0,0,0
727,2016,9,22,2016-09-22,0,0,0,0,0,0,0,0
728,2016,9,23,2016-09-23,0,0,0,0,0,0,0,0
729,2016,9,24,2016-09-24,0,0,0,0,0,0,0,0
730,2016,9,25,2016-09-25,0,0,0,0,0,0,0,0
731,2016,9,26,2016-09-26,0,0,0,0,0,0,0,0
732,2016,9,27,2016-09-27,0,0,0,0,0,0,0,0
733,2016,9,28,2016-09-28,0,0,0,0,0,0,0,0
734,2016,9,29,2016-09-29,0,0,0,0,0,0,0,0
735,2016,9,30,2016-09-30,0,0,0,0,0,0,0,0
736,2016,10,1,2016-10-01,0,0,0,0,0,0,0,0
737,2016,10,2,2016-10-02,0,0,0,0,0,0,0,0
738,2016,10,3,2016-10-03,0,0,0,0,0,0,0,0
739,2016,10,4,2016-10-04,0,0,0,0,0,0,0,0
740,2016,10,5,2016-10-05,0,0,0,0,0,0,5,5
741,2016,10,6,2016-10-06,0,0,0,0,0,0,5,5
742,2016,10,7,2016-10-07,0,0,0,0,0,0,5,5
743,2016,10,8,2016-10-08,0,0,0,0,0,0,0,5
744,2016,10,9,2016-10-09,0,0,0,0,0,0,0,0
745,2016,10,10,2016-10-10,0,0,0,0,0,0,NA,5
746,2016,10,11,2016-10-11,0,0,5,1,0,0,5,5
747,2016,10,12,2016-10-12,0,0,0,1,0,0,NA,5
748,2016,10,13,2016-10-13,0,0,0,1,0,0,10,10
749,2016,10,14,2016-10-14,0,0,0,1,0,0,10,10
750,2016,10,15,2016-10-15,0,0,0,1,0,0,5,10
751,2016,10,16,2016-10-16,5,0,0,2,0,0,5,10
752,2016,10,17,2016-10-17,5,0,0,1,0,0,5,10
753,2016,10,18,2016-10-18,3,0,0,1,0,0,25,10
754,2016,10,19,2016-10-19,2,0,0,1,0,0,15,5
755,2016,10,20,2016-10-20,1,0,0,1,0,0,15,5
756,2016,10,21,2016-10-21,1,0,0,1,0,14,15,5
757,2016,10,22,2016-10-22,1,5,0,1,0,0,15,5
758,2016,10,23,2016-10-23,1,0,0,1,0,0,10,5
759,2016,10,24,2016-10-24,1,0,0,1,0,0,10,5
760,2016,10,25,2016-10-25,1,0,0,1,0,0,10,5
761,2016,10,26,2016-10-26,1,0,0,1,0,14,10,5
762,2016,10,27,2016-10-27,5,5,5,2,9,14,10,5
763,2016,10,28,2016-10-28,5,5,5,1,NA,14,10,5
764,2016,10,29,2016-10-29,5,5,5,1,8,14,10,5
765,2016,10,30,2016-10-30,8,5,5,3,NA,15,NA,5
766,2016,10,31,2016-10-31,8,5,5,3,7,15,NA,5
767,2016,11,1,2016-11-01,8,5,5,3,NA,15,10,5
768,2016,11,2,2016-11-02,15,5,5,2,NA,20,20,10
769,2016,11,3,2016-11-03,15,5,5,3,NA,21,20,10
770,2016,11,4,2016-11-04,10,5,0,1,NA,20,15,10
771,2016,11,5,2016-11-05,10,5,0,NA,NA,17,10,5
772,2016,11,6,2016-11-06,10,5,0,NA,NA,17,5,5
773,2016,11,7,2016-11-07,5,5,0,NA,NA,14,5,5
774,2016,11,8,2016-11-08,5,5,0,NA,NA,14,5,5
775,2016,11,9,2016-11-09,5,5,0,NA,NA,14,5,5
776,2016,11,10,2016-11-10,5,5,0,NA,NA,14,NA,5
777,2016,11,11,2016-11-11,5,5,0,NA,NA,14,NA,5
778,2016,11,12,2016-11-12,3,5,0,NA,NA,13,5,5
779,2016,11,13,2016-11-13,5,5,5,1,NA,13,NA,5
780,2016,11,14,2016-11-14,5,5,5,1,NA,15,NA,5
781,2016,11,15,2016-11-15,5,0,0,1,NA,14,5,5
782,2016,11,16,2016-11-16,8,5,5,1,NA,13,5,5
783,2016,11,17,2016-11-17,NA,5,5,2,NA,15,5,5
784,2016,11,18,2016-11-18,NA,5,5,2,NA,15,5,5
785,2016,11,19,2016-11-19,NA,5,5,2,NA,15,5,5
786,2016,11,20,2016-11-20,NA,5,5,2,NA,15,5,5
787,2016,11,21,2016-11-21,15,5,5,4,NA,15,5,5
788,2016,11,22,2016-11-22,15,5,5,4,NA,15,5,5
789,2016,11,23,2016-11-23,15,5,5,4,NA,18,NA,5
790,2016,11,24,2016-11-24,15,10,5,4,NA,18,NA,5
791,2016,11,25,2016-11-25,20,10,5,4,5,17,5,5
792,2016,11,26,2016-11-26,20,10,5,4,5,18,5,5
793,2016,11,27,2016-11-27,20,10,5,5,5,16,5,5
794,2016,11,28,2016-11-28,20,10,5,5,6,18,5,5
795,2016,11,29,2016-11-29,20,10,5,4,6,18,5,5
796,2016,11,30,2016-11-30,20,10,NA,5,6,18,5,5
797,2016,12,1,2016-12-01,20,10,NA,5,6,17,5,5
798,2016,12,2,2016-12-02,20,10,NA,5,NA,18,5,5
799,2016,12,3,2016-12-03,20,10,NA,4,NA,18,5,5
800,2016,12,4,2016-12-04,20,10,NA,4,NA,18,5,5
801,2016,12,5,2016-12-05,20,10,NA,5,NA,18,5,5
802,2016,12,6,2016-12-06,20,10,NA,6,NA,18,5,5
803,2016,12,7,2016-12-07,NA,10,NA,6,NA,30,NA,NA
804,2016,12,8,2016-12-08,NA,40,NA,NA,NA,24,NA,NA
805,2016,12,9,2016-12-09,NA,40,NA,NA,NA,24,NA,NA
806,2016,12,10,2016-12-10,NA,40,NA,NA,NA,23,NA,NA
807,2016,12,11,2016-12-11,NA,40,NA,NA,NA,22,NA,NA
808,2016,12,12,2016-12-12,NA,40,NA,NA,NA,22,NA,NA
809,2016,12,13,2016-12-13,NA,40,NA,NA,NA,23,NA,NA
810,2016,12,14,2016-12-14,NA,NA,NA,NA,NA,23,NA,NA
811,2016,12,15,2016-12-15,NA,NA,NA,NA,NA,24,NA,NA
812,2016,12,16,2016-12-16,NA,NA,NA,NA,NA,24,NA,NA
813,2016,12,17,2016-12-17,NA,NA,NA,NA,NA,24,NA,NA
814,2016,12,18,2016-12-18,NA,NA,NA,NA,NA,24,NA,NA
815,2016,12,19,2016-12-19,NA,NA,NA,NA,NA,24,NA,NA
816,2016,12,20,2016-12-20,NA,NA,NA,NA,NA,24,NA,NA
817,2016,12,21,2016-12-21,NA,NA,NA,NA,NA,23,NA,NA
818,2016,12,22,2016-12-22,NA,NA,NA,NA,NA,23,NA,NA
819,2016,12,23,2016-12-23,NA,NA,NA,NA,NA,NA,NA,NA
820,2016,12,24,2016-12-24,NA,NA,NA,NA,NA,NA,NA,NA
821,2016,12,25,2016-12-25,NA,NA,NA,NA,NA,44,NA,NA
822,2016,12,26,2016-12-26,NA,NA,5,8,NA,43,NA,NA
823,2016,12,27,2016-12-27,NA,NA,5,5,NA,43,NA,NA
824,2016,12,28,2016-12-28,NA,NA,5,6,NA,NA,NA,NA
825,2016,12,29,2016-12-29,NA,60,NA,5,NA,NA,NA,NA
826,2016,12,30,2016-12-30,NA,80,NA,5,NA,30,NA,NA
827,2016,12,31,2016-12-31,NA,80,NA,5,NA,NA,NA,NA
828,2017,1,1,2017-01-01,NA,80,NA,5,NA,NA,NA,NA
829,2017,1,2,2017-01-02,NA,80,NA,5,NA,39,NA,NA
830,2017,1,3,2017-01-03,NA,80,NA,6,NA,NA,NA,NA
831,2017,1,4,2017-01-04,NA,80,NA,6,NA,NA,NA,NA
832,2017,1,5,2017-01-05,NA,80,NA,NA,NA,NA,NA,NA
833,2017,1,6,2017-01-06,NA,80,NA,NA,NA,NA,NA,NA
834,2017,1,7,2017-01-07,NA,80,NA,NA,NA,NA,NA,NA
835,2017,1,8,2017-01-08,NA,80,NA,NA,NA,NA,NA,NA
836,2017,1,9,2017-01-09,NA,80,NA,NA,NA,NA,NA,NA
837,2017,1,10,2017-01-10,NA,80,NA,NA,NA,29,NA,NA
838,2017,1,11,2017-01-11,NA,80,NA,NA,NA,NA,NA,NA
839,2017,1,12,2017-01-12,NA,80,NA,NA,NA,29,NA,NA
840,2017,1,13,2017-01-13,NA,80,NA,NA,NA,29,NA,NA
841,2017,1,14,2017-01-14,NA,80,NA,NA,NA,30,NA,NA
842,2017,1,15,2017-01-15,NA,90,NA,7,NA,30,NA,NA
843,2017,1,16,2017-01-16,NA,90,NA,6,NA,35,NA,NA
844,2017,1,17,2017-01-17,NA,90,NA,5,4,38,NA,NA
845,2017,1,18,2017-01-18,45,95,10,NA,NA,39,NA,NA
846,2017,1,19,2017-01-19,NA,95,NA,NA,NA,38,NA,NA
847,2017,1,20,2017-01-20,NA,95,NA,NA,NA,43,NA,NA
848,2017,1,21,2017-01-21,NA,100,NA,NA,NA,43,25,40
849,2017,1,22,2017-01-22,NA,NA,NA,NA,NA,42,25,40
850,2017,1,23,2017-01-23,NA,NA,NA,NA,NA,42,25,40
851,2017,1,24,2017-01-24,NA,NA,NA,NA,NA,42,25,40
852,2017,1,25,2017-01-25,NA,NA,NA,NA,NA,42,25,40
853,2017,1,26,2017-01-26,NA,NA,NA,NA,NA,41,25,40
854,2017,1,27,2017-01-27,NA,NA,NA,NA,NA,41,NA,NA
855,2017,1,28,2017-01-28,NA,NA,NA,NA,NA,43,NA,NA
856,2017,1,29,2017-01-29,NA,NA,NA,NA,NA,43,NA,NA
857,2017,1,30,2017-01-30,NA,NA,NA,NA,NA,43,NA,NA
858,2017,1,31,2017-01-31,NA,NA,NA,NA,NA,43,NA,NA
859,2017,2,1,2017-02-01,NA,NA,NA,NA,NA,42,NA,NA
860,2017,2,2,2017-02-02,NA,NA,NA,NA,NA,42,NA,NA
861,2017,2,3,2017-02-03,NA,NA,NA,NA,NA,42,NA,NA
862,2017,2,4,2017-02-04,NA,NA,NA,NA,NA,42,NA,NA
863,2017,2,5,2017-02-05,NA,NA,NA,NA,NA,42,NA,NA
864,2017,2,6,2017-02-06,NA,NA,NA,NA,NA,42,25,50
865,2017,2,7,2017-02-07,NA,NA,NA,NA,NA,41,25,50
866,2017,2,8,2017-02-08,NA,NA,NA,NA,NA,41,25,50
867,2017,2,9,2017-02-09,NA,NA,NA,NA,NA,41,25,50
868,2017,2,10,2017-02-10,NA,NA,NA,NA,NA,41,25,50
869,2017,2,11,2017-02-11,NA,NA,NA,NA,NA,40,25,50
870,2017,2,12,2017-02-12,NA,NA,NA,NA,NA,41,25,50
871,2017,2,13,2017-02-13,NA,NA,NA,NA,NA,41,25,50
872,2017,2,14,2017-02-14,NA,NA,NA,NA,NA,41,NA,NA
873,2017,2,15,2017-02-15,NA,NA,NA,NA,NA,41,NA,NA
874,2017,2,16,2017-02-16,NA,NA,NA,6,NA,41,NA,NA
875,2017,2,17,2017-02-17,NA,NA,NA,6,NA,50,NA,NA
876,2017,2,18,2017-02-18,NA,NA,NA,6,NA,51,NA,NA
877,2017,2,19,2017-02-19,NA,140,NA,6,NA,57,NA,NA
878,2017,2,20,2017-02-20,NA,140,NA,8,NA,57,40,50
879,2017,2,21,2017-02-21,NA,150,NA,NA,NA,62,60,70
880,2017,2,22,2017-02-22,NA,160,NA,NA,NA,69,NA,NA
881,2017,2,23,2017-02-23,NA,160,NA,11,NA,65,NA,NA
882,2017,2,24,2017-02-24,NA,160,NA,11,NA,65,65,75
883,2017,2,25,2017-02-25,NA,160,NA,11,NA,64,65,75
884,2017,2,26,2017-02-26,NA,160,20,11,NA,64,60,70
885,2017,2,27,2017-02-27,75,160,20,12,NA,64,60,70
886,2017,2,28,2017-02-28,75,160,20,12,NA,64,60,70
887,2017,3,1,2017-03-01,75,160,20,13,NA,NA,60,70
888,2017,3,2,2017-03-02,75,160,20,12,NA,NA,60,70
889,2017,3,3,2017-03-03,70,160,20,12,NA,NA,60,70
890,2017,3,4,2017-03-04,70,170,20,14,NA,50,50,70
891,2017,3,5,2017-03-05,75,170,20,7,NA,,NA,NA
892,2017,3,6,2017-03-06,NA,170,20,9,NA,65,NA,NA
893,2017,3,7,2017-03-07,NA,NA,NA,NA,NA,,NA,NA
894,2017,3,8,2017-03-08,NA,NA,NA,NA,NA,175,NA,NA
895,2017,3,9,2017-03-09,NA,NA,NA,NA,NA,,NA,NA
