site,sow.year,species,tag,exclosure,treat,treatment,seeded,scarif,no.germ,germ.0,germ.1,germ.2,germ.3,germ.4,germ.5,germ.prop,no.germ.prop,germ.prop.via,surv.prop.0,surv.prop.1,surv.prop.2,surv.prop.3,surv.prop.4,planted,viability
WSU,2016,ll,1346a,yes,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.8
WSU,2016,bs,1303b,yes,2,seeded,1,0,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.89
WSU,2016,bs,1304b,yes,4,seeded.scarified,1,1,19,1,0,0,0,0,0,0.05,0.95,0.06,0.00,0.00,0.00,0.00,0.00,20,0.89
WSU,2016,bs,1305b,yes,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.89
WSU,2016,bs,1306b,yes,3,scarified,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.89
WSU,2016,bs,1307b,yes,2,seeded,1,0,19,1,0,0,0,0,0,0.05,0.95,0.06,0.00,0.00,0.00,0.00,0.00,20,0.89
WSU,2016,bs,1308b,yes,4,seeded.scarified,1,1,17,3,3,0,0,0,0,0.15,0.85,0.17,3.00,0.00,0.00,0.00,0.00,20,0.89
WSU,2016,bs,1309b,yes,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.89
WSU,2016,bs,1310b,yes,3,scarified,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.89
WSU,2016,bs,1311b,yes,2,seeded,1,0,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.89
WSU,2016,bs,1312b,yes,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.89
WSU,2016,bs,1313b,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.89
WSU,2016,bs,1314b,yes,3,scarified,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.89
WSU,2016,bs,1315b,yes,2,seeded,1,0,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.89
WSU,2016,bs,1316b,yes,4,seeded.scarified,1,1,17,3,1,1,1,1,1,0.15,0.85,0.17,1.00,1.00,1.00,1.00,1.00,20,0.89
WSU,2016,bs,1317b,yes,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.89
WSU,2016,bs,1318b,yes,3,scarified,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.89
WSU,2016,bs,1343b,yes,2,seeded,1,0,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.89
WSU,2016,bs,1344b,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.89
WSU,2016,bs,1345b,yes,3,scarified,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.89
WSU,2016,bs,1346b,yes,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.89
WSU,2016,ws,1303a,no,2,seeded,1,0,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.815
WSU,2016,ws,1304a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.815
WSU,2016,ws,1305a,no,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
WSU,2016,ws,1306a,no,3,scarified,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
WSU,2016,ws,1307a,no,2,seeded,1,0,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.815
WSU,2016,ws,1308a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.815
WSU,2016,ws,1309a,no,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
WSU,2016,ws,1310a,no,3,scarified,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
WSU,2016,ws,1311a,no,2,seeded,1,0,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.815
WSU,2016,ws,1312a,no,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
WSU,2016,ws,1313a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.815
WSU,2016,ws,1314a,no,3,scarified,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
WSU,2016,ws,1315a,no,2,seeded,1,0,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.815
WSU,2016,ws,1316a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.815
WSU,2016,ws,1317a,no,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
WSU,2016,ws,1318a,no,3,scarified,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
WSU,2016,ws,1343a,no,2,seeded,1,0,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.815
WSU,2016,ws,1344a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.815
WSU,2016,ws,1345a,no,3,scarified,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
WSU,2016,ws,1346a,no,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
WSU,2016,ll,1303a,no,2,seeded,1,0,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.8
WSU,2016,ll,1304a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.8
WSU,2016,ll,1305a,no,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.8
WSU,2016,ll,1306a,no,3,scarified,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.8
WSU,2016,ll,1307a,no,2,seeded,1,0,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.8
WSU,2016,ll,1308a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.8
WSU,2016,ll,1309a,no,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.8
WSU,2016,ll,1310a,no,3,scarified,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.8
WSU,2016,ll,1311a,no,2,seeded,1,0,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.8
WSU,2016,ll,1312a,no,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.8
WSU,2016,ll,1313a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.8
WSU,2016,ll,1314a,no,3,scarified,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.8
WSU,2016,ll,1315a,no,2,seeded,1,0,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.8
WSU,2016,ll,1316a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.8
WSU,2016,ll,1317a,no,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.8
WSU,2016,ll,1318a,no,3,scarified,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.8
WSU,2016,ll,1343a,no,2,seeded,1,0,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.8
WSU,2016,ll,1344a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.8
WSU,2016,ll,1345a,no,3,scarified,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.8
WSU,2016,ll,1346a,no,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.8
WSU,2016,bs,1303b,no,2,seeded,1,0,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.89
WSU,2016,bs,1304b,no,4,seeded.scarified,1,1,19,1,0,0,0,0,0,0.05,0.95,0.06,0.00,0.00,0.00,0.00,0.00,20,0.89
WSU,2016,bs,1305b,no,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.89
WSU,2016,bs,1306b,no,3,scarified,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.89
WSU,2016,bs,1307b,no,2,seeded,1,0,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.89
WSU,2016,bs,1308b,no,4,seeded.scarified,1,1,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.89
WSU,2016,bs,1309b,no,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.89
WSU,2016,bs,1310b,no,3,scarified,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.89
WSU,2016,bs,1311b,no,2,seeded,1,0,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.89
WSU,2016,bs,1312b,no,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.89
WSU,2016,bs,1313b,no,4,seeded.scarified,1,1,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.89
WSU,2016,bs,1314b,no,3,scarified,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.89
WSU,2016,bs,1315b,no,2,seeded,1,0,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.89
WSU,2016,bs,1316b,no,4,seeded.scarified,1,1,17,3,1,0,0,0,0,0.15,0.85,0.17,1.00,0.00,0.00,0.00,0.00,20,0.89
WSU,2016,bs,1317b,no,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.89
WSU,2016,bs,1318b,no,3,scarified,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.89
WSU,2016,bs,1343b,no,2,seeded,1,0,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.89
WSU,2016,bs,1344b,no,4,seeded.scarified,1,1,20,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.89
WSU,2016,bs,1345b,no,3,scarified,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.89
WSU,2016,bs,1346b,no,1,control,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.89
RID,2017,ws,1347a,yes,2,seeded,1,0,20,0,0,1,0,0,NA,0.00,1.00,0.00,0.00,1.00,0.00,0.00,NA,20,0.88
RID,2017,ws,1348a,yes,4,seeded.scarified,1,1,19,1,1,1,0,0,NA,0.05,0.95,0.06,1.00,1.00,0.00,0.00,NA,20,0.88
RID,2017,ws,1349a,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
RID,2017,ws,1350a,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
RID,2017,ws,1351a,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
RID,2017,ws,1352a,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
RID,2017,ws,1353a,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
RID,2017,ws,1354a,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
RID,2017,ws,1355a,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
RID,2017,ws,1356a,yes,4,seeded.scarified,1,1,19,1,1,1,1,1,NA,0.05,0.95,0.06,1.00,1.00,1.00,1.00,NA,20,0.88
RID,2017,ws,1357a,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
RID,2017,ws,1358a,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
RID,2017,ws,1359a,yes,4,seeded.scarified,1,1,18,2,1,1,0,0,NA,0.10,0.90,0.11,1.00,1.00,0.00,0.00,NA,20,0.88
RID,2017,ws,1360a,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
RID,2017,ws,1361a,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
RID,2017,ws,1362a,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
RID,2017,ws,1363a,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
RID,2017,ws,1364a,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
RID,2017,ws,1365a,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
RID,2017,ws,1366a,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
RID,2017,ll,1347a,yes,2,seeded,1,0,19,1,0,0,0,0,NA,0.05,0.95,0.06,0.00,0.00,0.00,0.00,NA,20,0.815
RID,2017,ll,1348a,yes,4,seeded.scarified,1,1,19,1,1,1,0,0,NA,0.05,0.95,0.06,1.00,1.00,0.00,0.00,NA,20,0.815
RID,2017,ll,1349a,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
RID,2017,ll,1350a,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
RID,2017,ll,1351a,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
RID,2017,ll,1352a,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
RID,2017,ll,1353a,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
RID,2017,ll,1354a,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
RID,2017,ll,1355a,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
RID,2017,ll,1356a,yes,4,seeded.scarified,1,1,19,1,1,1,1,1,NA,0.05,0.95,0.06,1.00,1.00,1.00,1.00,NA,20,0.815
RID,2017,ll,1357a,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
RID,2017,ll,1358a,yes,3,scarified,0,1,NA,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
RID,2017,ll,1359a,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
RID,2017,ll,1360a,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
RID,2017,ll,1361a,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
RID,2017,ll,1362a,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
RID,2017,ll,1363a,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
RID,2017,ll,1364a,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
RID,2017,ll,1365a,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
RID,2017,ll,1366a,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
RID,2017,bs,1347b,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
RID,2017,bs,1348b,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
RID,2017,bs,1349b,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
RID,2017,bs,1350b,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
RID,2017,bs,1351b,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
RID,2017,bs,1352b,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
RID,2017,bs,1353b,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
RID,2017,bs,1354b,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
RID,2017,bs,1355b,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
RID,2017,bs,1356b,yes,4,seeded.scarified,1,1,18,2,2,1,0,0,NA,0.10,0.90,0.12,2.00,1.00,0.00,0.00,NA,20,0.855
RID,2017,bs,1357b,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
RID,2017,bs,1358b,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
RID,2017,bs,1359b,yes,4,seeded.scarified,1,1,18,2,0,0,0,0,NA,0.10,0.90,0.12,0.00,0.00,0.00,0.00,NA,20,0.855
RID,2017,bs,1360b,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
RID,2017,bs,1361b,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
RID,2017,bs,1362b,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
RID,2017,bs,1363b,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
RID,2017,bs,1364b,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
RID,2017,bs,1365b,yes,4,seeded.scarified,1,1,18,2,1,1,1,1,NA,0.10,0.90,0.12,1.00,1.00,1.00,1.00,NA,20,0.855
RID,2017,bs,1366b,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
RID,2017,ws,1347a,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
RID,2017,ws,1348a,no,4,seeded.scarified,1,1,18,2,1,1,1,1,NA,0.10,0.90,0.11,1.00,1.00,1.00,1.00,NA,20,0.88
RID,2017,ws,1349a,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
RID,2017,ws,1350a,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
RID,2017,ws,1351a,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
RID,2017,ws,1352a,no,4,seeded.scarified,1,1,19,1,0,0,0,0,NA,0.05,0.95,0.06,0.00,0.00,0.00,0.00,NA,20,0.88
RID,2017,ws,1353a,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
RID,2017,ws,1354a,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
RID,2017,ws,1355a,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
RID,2017,ws,1356a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
RID,2017,ws,1357a,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
RID,2017,ws,1358a,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
RID,2017,ws,1359a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
RID,2017,ws,1360a,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
RID,2017,ws,1361a,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
RID,2017,ws,1362a,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
RID,2017,ws,1363a,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
RID,2017,ws,1364a,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
RID,2017,ws,1365a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
RID,2017,ws,1366a,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
RID,2017,ll,1347a,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
RID,2017,ll,1348a,no,4,seeded.scarified,1,1,19,1,1,0,0,0,NA,0.05,0.95,0.06,1.00,0.00,0.00,0.00,NA,20,0.815
RID,2017,ll,1349a,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
RID,2017,ll,1350a,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
RID,2017,ll,1351a,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
RID,2017,ll,1352a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
RID,2017,ll,1353a,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
RID,2017,ll,1354a,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
RID,2017,ll,1355a,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
RID,2017,ll,1356a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
RID,2017,ll,1357a,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
RID,2017,ll,1358a,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
RID,2017,ll,1359a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
RID,2017,ll,1360a,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
RID,2017,ll,1361a,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
RID,2017,ll,1362a,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
RID,2017,ll,1363a,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
RID,2017,ll,1364a,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
RID,2017,ll,1365a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
RID,2017,ll,1366a,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
RID,2017,bs,1347b,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
RID,2017,bs,1348b,no,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
RID,2017,bs,1349b,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
