"","year","month","day","station_temp","dew_point","rel_humid","precip","pressure","datetime"
"68",2000,3,8,-25.6458333333333,-31.1375,60,NA,102.600833333333,2000-03-08
"69",2000,3,9,-16.2833333333333,-25.6333333333333,45.25,NA,101.850833333333,2000-03-09
"70",2000,3,10,-27.5583333333333,-33.1666666666667,58.7916666666667,NA,101.91,2000-03-10
"71",2000,3,11,-24.6708333333333,-30.7458333333333,57.0416666666667,NA,101.4075,2000-03-11
"72",2000,3,12,-23.0375,-29.0125,58.0833333333333,NA,100.936666666667,2000-03-12
"73",2000,3,13,-29.3458333333333,-35.1291666666667,57.25,NA,101.154166666667,2000-03-13
"74",2000,3,14,-30.9916666666667,-36.6541666666667,57.5833333333333,NA,101.459166666667,2000-03-14
"75",2000,3,15,-30.8458333333333,-36.6625,56.625,NA,102.1025,2000-03-15
"76",2000,3,16,-23.1875,-30.475,51.5,NA,101.841666666667,2000-03-16
"77",2000,3,17,-13.2416666666667,-20.1083333333333,56.875,NA,100.17375,2000-03-17
"78",2000,3,18,-14.5541666666667,-17.7791666666667,76.7083333333333,NA,100.333333333333,2000-03-18
"79",2000,3,19,-11.3375,-16.1666666666667,67.5,NA,101.216666666667,2000-03-19
"80",2000,3,20,-0.7,-6.1875,66.625,NA,100.725,2000-03-20
"81",2000,3,21,-4.47916666666667,-11.5375,57.8333333333333,NA,100.659583333333,2000-03-21
"82",2000,3,22,-5.225,-10.3625,67.1666666666667,NA,100.705833333333,2000-03-22
"83",2000,3,23,-6.20833333333333,-13.8333333333333,55.0416666666667,NA,101.639166666667,2000-03-23
"84",2000,3,24,-2.74583333333333,-9.6,59.125,NA,99.3779166666667,2000-03-24
"85",2000,3,25,-7.84166666666667,-13.3791666666667,64.5833333333333,NA,99.0329166666667,2000-03-25
"86",2000,3,26,-9.44583333333333,-16.0208333333333,59.25,NA,99.53,2000-03-26
"87",2000,3,27,-7.2875,-13.0458333333333,63.5416666666667,NA,101.147083333333,2000-03-27
"88",2000,3,28,-6.24166666666667,-12.9625,59.2916666666667,NA,101.51875,2000-03-28
"89",2000,3,29,-2.60416666666667,-10.8208333333333,53.2916666666667,NA,101.649583333333,2000-03-29
"90",2000,3,30,-2.4375,-10.5416666666667,54.2916666666667,NA,101.83125,2000-03-30
"91",2000,3,31,-3.78333333333333,-10.125,61.5833333333333,NA,101.730416666667,2000-03-31
"92",2000,4,1,-5.05,-12.1583333333333,58.4583333333333,NA,101.11,2000-04-01
"93",2000,4,2,-10.404347826087,-15.3304347826087,67.5652173913043,NA,101.456086956522,2000-04-02
"94",2000,4,3,-14.6916666666667,-19.2625,68.2916666666667,NA,101.730833333333,2000-04-03
"95",2000,4,4,-12.2041666666667,-17.55,64.875,NA,100.775,2000-04-04
"96",2000,4,5,-12.3375,-16.8875,69.4583333333333,NA,99.8966666666667,2000-04-05
"97",2000,4,6,-22.2666666666667,-27.5333333333333,62.25,NA,101.2,2000-04-06
"98",2000,4,7,-20.7625,-26.725,58.7916666666667,NA,101.65,2000-04-07
"99",2000,4,8,-22.0083333333333,-28.0791666666667,57.7916666666667,NA,101.595416666667,2000-04-08
"100",2000,4,9,-22.9416666666667,-28.7695652173913,58.6875,NA,102.262916666667,2000-04-09
"101",2000,4,10,-21.1375,-27.1041666666667,58.6666666666667,NA,102.43,2000-04-10
"102",2000,4,11,-20.6166666666667,-26.3666666666667,60.125,NA,102.26625,2000-04-11
"103",2000,4,12,-18.8291666666667,-24.5875,60.5416666666667,NA,102.3,2000-04-12
"104",2000,4,13,-21.3916666666667,-27.5,57.9583333333333,NA,102.39375,2000-04-13
"105",2000,4,14,-20.725,-27.925,52.625,NA,102.156666666667,2000-04-14
"106",2000,4,15,-22.6083333333333,-28.8208333333333,57,NA,102.32375,2000-04-15
"107",2000,4,16,-8.7125,-17.6083333333333,49.4583333333333,NA,101.58875,2000-04-16
"108",2000,4,17,-12.6666666666667,-18.1833333333333,63.25,NA,101.184583333333,2000-04-17
"109",2000,4,18,-15.3708333333333,-20.7875,63.4583333333333,NA,101.574583333333,2000-04-18
"110",2000,4,19,-8.29583333333333,-14.425,62.125,NA,101.54125,2000-04-19
"111",2000,4,20,-2.27083333333333,-7.34583333333333,68.5416666666667,NA,100.757083333333,2000-04-20
"112",2000,4,21,-7.6625,-12.5083333333333,68.5416666666667,NA,101.51,2000-04-21
"113",2000,4,22,-6.00416666666667,-12.9125,59.875,NA,101.545833333333,2000-04-22
"114",2000,4,23,1.97916666666667,-6.35,54.4166666666667,NA,101.015,2000-04-23
"115",2000,4,24,4.23333333333333,-4.2375,55.0833333333333,NA,100.771666666667,2000-04-24
"116",2000,4,25,-0.370833333333333,-6.775,62.125,NA,101.216666666667,2000-04-25
"117",2000,4,26,-3.6625,-9.39583333333333,64.625,NA,101.99625,2000-04-26
"118",2000,4,27,-5.70416666666667,-10.0583333333333,71.4166666666667,NA,102.695416666667,2000-04-27
"119",2000,4,28,-0.145833333333333,-9.32083333333333,51.5416666666667,NA,102.017916666667,2000-04-28
"120",2000,4,29,-6.32083333333333,-13.8125,55.2916666666667,NA,102.030833333333,2000-04-29
"121",2000,4,30,-6.425,-13.675,56.5833333333333,NA,101.832083333333,2000-04-30
"122",2000,5,1,-2.12916666666667,-10.8416666666667,51.5833333333333,NA,101.582083333333,2000-05-01
"123",2000,5,2,4.1,-3.61666666666667,57.4583333333333,NA,100.274583333333,2000-05-02
"124",2000,5,3,1.97083333333333,-4.85,60.8333333333333,NA,100.398333333333,2000-05-03
"125",2000,5,4,-0.65,-6.22916666666667,66.0416666666667,NA,101.026666666667,2000-05-04
"126",2000,5,5,-0.6875,-5.3125,70.8333333333333,NA,100.644583333333,2000-05-05
"127",2000,5,6,-1.47916666666667,-6.42916666666667,68.9583333333333,NA,101.2275,2000-05-06
"128",2000,5,7,-3.6875,-8.6625,68.3333333333333,NA,101.929583333333,2000-05-07
"129",2000,5,8,-3.06666666666667,-7.91666666666667,69.1666666666667,NA,101.787083333333,2000-05-08
"130",2000,5,9,-3.49166666666667,-8.47916666666667,68.25,NA,101.5825,2000-05-09
"131",2000,5,10,-3.09166666666667,-7.30454545454545,73.1666666666667,NA,101.427916666667,2000-05-10
"132",2000,5,11,-3.13333333333333,-7.42916666666667,72.125,NA,101.76,2000-05-11
"133",2000,5,12,-3.6875,-8.12916666666667,71.2916666666667,NA,101.964166666667,2000-05-12
"134",2000,5,13,-3.6,-8.02083333333333,71.625,NA,101.815,2000-05-13
"135",2000,5,14,-2.87916666666667,-8.58333333333333,64.9583333333333,NA,101.51375,2000-05-14
"136",2000,5,15,-4.3375,-8.72083333333333,71.5,NA,101.524166666667,2000-05-15
"137",2000,5,16,-6.96666666666667,-11.5541666666667,69.9166666666667,NA,101.5325,2000-05-16
"138",2000,5,17,-3.95416666666667,-9.85,63.7916666666667,NA,101.83875,2000-05-17
"139",2000,5,18,4.55833333333333,-4.8,51.9166666666667,NA,101.054583333333,2000-05-18
"140",2000,5,19,-1.9375,-7.075,68.0416666666667,NA,101.273333333333,2000-05-19
"141",2000,5,20,0.05,-5.5625,66.375,NA,101.172083333333,2000-05-20
"142",2000,5,21,-0.770833333333333,-4.43333333333333,76.3333333333333,NA,100.608333333333,2000-05-21
"143",2000,5,22,-1.39166666666667,-4.575,78.9583333333333,NA,99.99375,2000-05-22
"144",2000,5,23,-0.158333333333333,-3.03333333333333,80.9583333333333,NA,99.5845833333333,2000-05-23
"145",2000,5,24,-0.6,-3.99583333333333,77.875,NA,100.3425,2000-05-24
"146",2000,5,25,-5.50833333333333,-9.87083333333333,71.2916666666667,NA,101.56375,2000-05-25
"147",2000,5,26,-4.00833333333333,-8.49583333333333,70.9583333333333,NA,102.126666666667,2000-05-26
"148",2000,5,27,0.904166666666667,-4.525,67.0833333333333,NA,101.7525,2000-05-27
"149",2000,5,28,4.73333333333333,-0.0666666666666667,71.2083333333333,NA,100.280416666667,2000-05-28
"150",2000,5,29,1.475,-2.0625,77.5,NA,99.50375,2000-05-29
"151",2000,5,30,0.8375,-2.4,78.875,NA,99.7429166666667,2000-05-30
"152",2000,5,31,-1.42083333333333,-5.575,73.25,NA,101.509166666667,2000-05-31
"153",2000,6,1,-2.72916666666667,-8.69583333333333,63.5833333333333,NA,102.10125,2000-06-01
"154",2000,6,2,-3.63333333333333,-9.0625,66.0833333333333,NA,102.127916666667,2000-06-02
"155",2000,6,3,0.3875,-5.3375,65.8333333333333,NA,102.16,2000-06-03
"156",2000,6,4,4.7875,-2.80416666666667,61.2916666666667,NA,101.490833333333,2000-06-04
"157",2000,6,5,-1.375,-7.7125,62.0833333333333,NA,101.96,2000-06-05
"158",2000,6,6,0.0291666666666667,-6.22083333333333,62.7083333333333,NA,102.089583333333,2000-06-06
"159",2000,6,7,0.366666666666667,-5.40416666666667,65.4166666666667,NA,101.39,2000-06-07
"160",2000,6,8,0.139583333333333,-5.36086956521739,66.6666666666667,NA,101.456458333333,2000-06-08
"161",2000,6,9,0.108333333333333,-5.20416666666667,67.5833333333333,NA,102.105416666667,2000-06-09
"162",2000,6,10,1.37916666666667,-6.27391304347826,57.5208333333333,NA,102.87,2000-06-10
"163",2000,6,11,6.11666666666667,-3.18333333333333,52.7916666666667,NA,102.6025,2000-06-11
"164",2000,6,12,4.72916666666667,-3.55833333333333,56.0833333333333,NA,101.795416666667,2000-06-12
"165",2000,6,13,0.691666666666667,-3.7375,72.1666666666667,NA,101.440416666667,2000-06-13
"166",2000,6,14,0.654166666666667,-4.60416666666667,67.9583333333333,NA,100.88,2000-06-14
"167",2000,6,15,1.44583333333333,-4.89583333333333,62.7916666666667,NA,100.194166666667,2000-06-15
"168",2000,6,16,2.59583333333333,-4.5125,59.75,NA,100.600833333333,2000-06-16
"169",2000,6,17,9.4125,-2.72083333333333,44,NA,100.18375,2000-06-17
"170",2000,6,18,8.4125,-3.13333333333333,45.0416666666667,NA,100.22625,2000-06-18
"171",2000,6,19,13.3041666666667,0.120833333333333,42.5833333333333,NA,100.44375,2000-06-19
"172",2000,6,20,10.3041666666667,-0.7375,49.3333333333333,NA,100.08,2000-06-20
"173",2000,6,21,2.75416666666667,-3.06666666666667,65.7916666666667,NA,100.5875,2000-06-21
"174",2000,6,22,9.625,-0.525,50.1666666666667,NA,100.527083333333,2000-06-22
"175",2000,6,23,9.03333333333333,5.225,79.4166666666667,NA,99.97875,2000-06-23
"176",2000,6,24,2.975,1.67083333333333,91.375,NA,100.52875,2000-06-24
"177",2000,6,25,4.62083333333333,2.925,89.625,NA,100.72625,2000-06-25
"178",2000,6,26,3.26666666666667,2.84166666666667,97.125,NA,100.52375,2000-06-26
"179",2000,6,27,1.62083333333333,1.4125,98.5,NA,100.81375,2000-06-27
"180",2000,6,28,9.20416666666667,4.33333333333333,73.1666666666667,NA,100.545416666667,2000-06-28
"181",2000,6,29,10.0854166666667,6.55652173913044,80.8125,NA,100.180416666667,2000-06-29
"182",2000,6,30,4.175,3.1375,93.375,NA,100.799166666667,2000-06-30
"183",2000,7,1,2.0625,1.43333333333333,95.6666666666667,NA,101.39625,2000-07-01
"184",2000,7,2,7.02916666666667,4.15,83.6666666666667,NA,101.353333333333,2000-07-02
"185",2000,7,3,3.37083333333333,2.55,94.5416666666667,NA,101.560833333333,2000-07-03
"186",2000,7,4,1.82083333333333,1.22916666666667,95.9583333333333,NA,102.129583333333,2000-07-04
"187",2000,7,5,4.55416666666667,2.875,89.375,NA,102.12,2000-07-05
"188",2000,7,6,14.7791666666667,7.67826086956522,64.7916666666667,NA,101.643125,2000-07-06
"189",2000,7,7,15.5166666666667,9.4125,69.7916666666667,NA,100.784583333333,2000-07-07
"190",2000,7,8,6.28333333333333,4.32083333333333,87.625,NA,100.942083333333,2000-07-08
"191",2000,7,9,10.1333333333333,5.3,73.125,NA,101.654583333333,2000-07-09
"192",2000,7,10,18.9291666666667,9.65217391304348,57.1666666666667,NA,101.422083333333,2000-07-10
"193",2000,7,11,20.9375,10.0625,52.25,NA,100.9,2000-07-11
"194",2000,7,12,12.2291666666667,10.0375,87.5833333333333,NA,100.374166666667,2000-07-12
"195",2000,7,13,6.12916666666667,3.8375,86.0833333333333,NA,101.101666666667,2000-07-13
"196",2000,7,14,17.01875,12.1391304347826,75.9583333333333,NA,100.818125,2000-07-14
"197",2000,7,15,8.6125,6.8875,90.1666666666667,NA,100.14125,2000-07-15
"198",2000,7,16,2.79166666666667,0.770833333333333,86.5833333333333,NA,101.077083333333,2000-07-16
"199",2000,7,17,7.7875,2.675,70.9583333333333,NA,101.966666666667,2000-07-17
"200",2000,7,18,10.25,4.60833333333333,70.9583333333333,NA,101.646666666667,2000-07-18
"201",2000,7,19,11.15,5.19583333333333,69.7083333333333,NA,101.452083333333,2000-07-19
"202",2000,7,20,16.1291666666667,5.85833333333333,53.7083333333333,NA,101.3975,2000-07-20
"203",2000,7,21,20.3583333333333,7.9875,47.0833333333333,NA,101.093333333333,2000-07-21
"204",2000,7,22,20.3208333333333,11.4166666666667,60.75,NA,100.630833333333,2000-07-22
"205",2000,7,23,16.36875,13.6391304347826,84.4375,NA,100.473125,2000-07-23
"206",2000,7,24,8.30416666666667,8.125,98.7916666666667,NA,100.687083333333,2000-07-24
"207",2000,7,25,7.45,7.15833333333333,98.0416666666667,NA,100.960416666667,2000-07-25
"208",2000,7,26,9.45416666666667,8.48333333333333,93.7083333333333,NA,101.585,2000-07-26
"209",2000,7,27,16.5166666666667,9.92083333333333,65.875,NA,101.7075,2000-07-27
"210",2000,7,28,21.5083333333333,16.425,74.25,NA,100.954166666667,2000-07-28
"211",2000,7,29,24.7,17.8916666666667,67.375,NA,100.074583333333,2000-07-29
"212",2000,7,30,19.3916666666667,12.5375,67.25,NA,99.9220833333333,2000-07-30
"213",2000,7,31,10.4166666666667,8.7125,89.7916666666667,NA,101.04125,2000-07-31
"214",2000,8,1,15.5958333333333,8.9875,67.0833333333333,NA,101.595,2000-08-01
"215",2000,8,2,19.1333333333333,10.3166666666667,55.5625,NA,101.414166666667,2000-08-02
"216",2000,8,3,20.0708333333333,10.6352941176471,56.6666666666667,NA,100.973541666667,2000-08-03
"217",2000,8,4,13.2083333333333,10.325,83.125,NA,101.040416666667,2000-08-04
"218",2000,8,5,11.3958333333333,8.02916666666667,81.3333333333333,NA,101.08625,2000-08-05
"219",2000,8,6,13.3416666666667,7.27083333333333,70.2916666666667,NA,101.083333333333,2000-08-06
"220",2000,8,7,16.4541666666667,8.72916666666667,64.0833333333333,NA,100.909166666667,2000-08-07
"221",2000,8,8,16.3958333333333,7.525,61.4166666666667,NA,100.878333333333,2000-08-08
"222",2000,8,9,15.55,9.575,70.5,NA,101.002083333333,2000-08-09
"223",2000,8,10,17.6916666666667,13.1083333333333,76.2083333333333,NA,101.1775,2000-08-10
"224",2000,8,11,14.2583333333333,12.325,88.5416666666667,NA,100.842083333333,2000-08-11
"225",2000,8,12,9.89166666666667,9.12083333333333,95.0833333333333,NA,100.08375,2000-08-12
"226",2000,8,13,11.4333333333333,9.08333333333333,85.875,NA,100.252083333333,2000-08-13
"227",2000,8,14,11.5333333333333,7.94583333333333,80.375,NA,100.455,2000-08-14
"228",2000,8,15,12.775,8.4,75.5833333333333,NA,101.395416666667,2000-08-15
"229",2000,8,16,13.2416666666667,9.65,79.3333333333333,NA,101.09375,2000-08-16
"230",2000,8,17,8.69583333333333,5.87916666666667,83.0416666666667,NA,101.599583333333,2000-08-17
"231",2000,8,18,13.2625,6.09583333333333,64.625,NA,101.835416666667,2000-08-18
"232",2000,8,19,17.1875,7.16666666666667,54,NA,101.170833333333,2000-08-19
"233",2000,8,20,18.4833333333333,13.625,74.125,NA,100.444583333333,2000-08-20
"234",2000,8,21,13.3291666666667,11.9291666666667,91.7083333333333,NA,99.89625,2000-08-21
"235",2000,8,22,10.0208333333333,9.12916666666667,94.2083333333333,NA,100.284166666667,2000-08-22
"236",2000,8,23,12.30625,10.1260869565217,86.8333333333333,NA,100.417083333333,2000-08-23
"237",2000,8,24,12.5083333333333,10.5833333333333,88.625,NA,100.196666666667,2000-08-24
"238",2000,8,25,9.22916666666667,5.5,78.0416666666667,NA,101.1325,2000-08-25
"239",2000,8,26,7.15416666666667,4.72083333333333,85.0416666666667,NA,101.169583333333,2000-08-26
"240",2000,8,27,8.31666666666667,7.5,94.6666666666667,NA,99.6970833333333,2000-08-27
"241",2000,8,28,13.4041666666667,9.55,79.0833333333333,NA,99.2504166666667,2000-08-28
"242",2000,8,29,7.06666666666667,4.24347826086957,81.9375,NA,100.154791666667,2000-08-29
"243",2000,8,30,5.66666666666667,1.69166666666667,76,NA,101.175,2000-08-30
"244",2000,8,31,7.62083333333333,3.09583333333333,73.5,NA,101.735833333333,2000-08-31
"245",2000,9,1,9.69583333333333,5.10416666666667,73.75,NA,102.142083333333,2000-09-01
"246",2000,9,2,8.1375,3.475,73.0416666666667,NA,102.220833333333,2000-09-02
"247",2000,9,3,8.65,3.33478260869565,70.9791666666667,NA,102.327291666667,2000-09-03
"248",2000,9,4,10.3958333333333,4.25,68.1666666666667,NA,102.140833333333,2000-09-04
"249",2000,9,5,12.2458333333333,9.28333333333333,82.5833333333333,NA,100.765833333333,2000-09-05
"250",2000,9,6,15.2333333333333,11.4041666666667,79.2083333333333,NA,100.004166666667,2000-09-06
"251",2000,9,7,9.62083333333333,8.56666666666667,93.0833333333333,NA,99.8920833333333,2000-09-07
"252",2000,9,8,13.9333333333333,8.00416666666667,69.2916666666667,NA,99.7020833333333,2000-09-08
"253",2000,9,9,17.6416666666667,12.975,75.5833333333333,NA,98.39,2000-09-09
"254",2000,9,10,11.2083333333333,10.8954545454545,96.4880952380952,NA,96.9279166666667,2000-09-10
"255",2000,9,11,8.25416666666667,7.68,96.5952380952381,NA,98.0445833333333,2000-09-11
"256",2000,9,12,7.94583333333333,6.88333333333333,93.0416666666667,NA,98.9966666666667,2000-09-12
"257",2000,9,13,7.23333333333333,4.40833333333333,82.375,NA,100.145,2000-09-13
"258",2000,9,14,5.42916666666667,1.60416666666667,77.0416666666667,NA,101.464166666667,2000-09-14
"259",2000,9,15,11.0208333333333,5.45833333333333,69.0833333333333,NA,100.075416666667,2000-09-15
"260",2000,9,16,8.23333333333333,4.39166666666667,77,NA,100.053333333333,2000-09-16
"261",2000,9,17,4.93333333333333,1.39583333333333,78.125,NA,100.69375,2000-09-17
"262",2000,9,18,2.3625,0.35,86.7083333333333,NA,100.464583333333,2000-09-18
"263",2000,9,19,4.14791666666667,0.8,79.1458333333333,NA,100.704166666667,2000-09-19
"264",2000,9,20,2.83333333333333,-0.5875,78.625,NA,100.654166666667,2000-09-20
"265",2000,9,21,1.81666666666667,-2.58333333333333,72.7083333333333,NA,101.39375,2000-09-21
"266",2000,9,22,1.6125,-3.60416666666667,68.4583333333333,NA,101.629166666667,2000-09-22
"267",2000,9,23,3.55416666666667,-0.433333333333333,76.625,NA,100.060833333333,2000-09-23
"268",2000,9,24,0.9125,-3.8625,71,NA,100.913333333333,2000-09-24
"269",2000,9,25,-2.08333333333333,-8.8875,60.2916666666667,NA,100.586666666667,2000-09-25
"270",2000,9,26,-1.56666666666667,-6.28333333333333,70.5833333333333,NA,100.647083333333,2000-09-26
"271",2000,9,27,0.333333333333333,-3.09166666666667,78.2083333333333,NA,101.45375,2000-09-27
"272",2000,9,28,-0.170833333333333,-3.33913043478261,79.1666666666667,NA,101.213541666667,2000-09-28
"273",2000,9,29,0.2375,-3.74583333333333,74.625,NA,101.066666666667,2000-09-29
"274",2000,9,30,2.44583333333333,-0.166666666666667,83.1666666666667,NA,100.325416666667,2000-09-30
"275",2000,10,1,3.03333333333333,2.375,95.5,NA,98.9825,2000-10-01
"276",2000,10,2,1.36458333333333,-1.72608695652174,81.1666666666667,NA,98.94,2000-10-02
"277",2000,10,3,-1.2125,-2.6625,89.9583333333333,NA,99.5466666666667,2000-10-03
"278",2000,10,4,0.416666666666667,-0.45,93.9166666666667,NA,99.9941666666667,2000-10-04
"279",2000,10,5,-0.754166666666667,-1.62916666666667,93.9166666666667,NA,101.72375,2000-10-05
"280",2000,10,6,-5.75833333333333,-6.95,91.4166666666667,NA,102.745,2000-10-06
"281",2000,10,7,2.27916666666667,-4.01111111111111,62.625,NA,101.745,2000-10-07
"282",2000,10,8,3.90833333333333,-3.32083333333333,59.75,NA,100.869583333333,2000-10-08
"283",2000,10,9,5.0625,-0.554166666666667,68.4583333333333,NA,100.419166666667,2000-10-09
"284",2000,10,10,1.94166666666667,0.9125,93.125,NA,101.6925,2000-10-10
"285",2000,10,11,1.925,1.425,96.4166666666667,NA,100.665833333333,2000-10-11
"286",2000,10,12,0.0125,-1.38333333333333,90.375,NA,101.264166666667,2000-10-12
"287",2000,10,13,-0.908333333333333,-2.51304347826087,88.6458333333333,NA,101.458958333333,2000-10-13
"288",2000,10,14,-5.59166666666667,-7.54166666666667,86.0833333333333,NA,101.994583333333,2000-10-14
"289",2000,10,15,0.841666666666667,0.191666666666667,95.3333333333333,NA,100.836666666667,2000-10-15
"290",2000,10,16,1.15,1.05,99.3333333333333,NA,100.433333333333,2000-10-16
"291",2000,10,17,5.32916666666667,1.975,80.125,NA,100.000833333333,2000-10-17
"292",2000,10,18,0.479166666666667,-0.316666666666667,94.4583333333333,NA,100.940833333333,2000-10-18
