site,site1,zone,year,date,depth,density,swe,htc
ROK,ROKE,E,2008,20080228,41,273.1185072,111.9785879,0.534891546
ROK,ROKE,E,2008,20080228,41,273.1185072,111.9785879,0.534891546
ROK,ROKE,E,2008,20080228,50,260.350217,130.1751085,0.398559545
ROK,ROKE,E,2008,20080228,66,229.0471117,151.1710937,0.233696945
ROK,ROKE,E,2008,20080228,82,249.2206378,204.360923,0.222690394
ROK,ROKE,E,2008,20080228,44,209.9598524,92.38233506,0.294555524
ROK,ROKE,E,2008,20080228,40,174.9665437,69.98661747,0.225007692
ROK,ROKE,E,2008,20080228,68,247.0115911,167.9678819,0.263798963
ROK,ROKE,E,2008,20080228,35,215.9587053,75.58554686,0.391760564
ROK,ROKE,E,2008,20080228,81,262.6658236,212.7593171,0.250420253
ROK,ROKE,E,2008,20080228,71,252.3461137,179.1657407,0.263683056
ROK,ROKE,E,2008,20080228,33,229.0471117,75.58554686,0.467393889
ROK,ROKE,E,2008,20080228,75,227.6897955,170.7673466,0.20322316
ROK,ROKE,E,2008,20080228,54,258.6912749,139.6932885,0.364348623
ROK,ROKE,E,2008,20080228,52,255.7203331,132.9745732,0.369721332
ROK,ROKE,E,2008,20080228,39,276.3574126,107.7793909,0.575738085
ROK,ROKE,E,2008,20080228,27,176.2625921,47.59089988,0.33830146
ROK,ROKE,E,2008,20080228,24,227.4565068,54.58956162,0.633771665
ROK,ROKE,E,2008,20080228,15,261.2833719,39.19250578,1.338072408
ROK,ROKE,E,2008,20080228,25,235.1550347,58.78875867,0.65030319
ROK,ROKE,E,2008,20080228,5,335.9357638,16.79678819,6.635746841
ROK,ROKE,E,2008,20080228,12,198.2954162,23.79544994,0.963366266
ROK,ROKE,E,2008,20080228,12,279.9464699,33.59357638,1.920065637
ROK,ROKE,E,2008,20080228,22,248.134371,54.58956162,0.822807992
ROK,ROKE,E,2008,20080228,32,266.8239791,85.38367331,0.654104392
ROK,ROKE,E,2008,20080228,47,262.0775463,123.1764467,0.429644345
ROK,ROKE,E,2008,20080228,50,246.3528935,123.1764467,0.356855719
ROK,ROKE,E,2008,20080228,55,218.8672401,120.376982,0.256062608
ROK,ROKE,E,2008,20080228,55,180.6927215,99.3809968,0.17452834
ROK,ROKE,E,2008,20080228,57,243.111408,138.5735026,0.304847861
ROK,ROKE,E,2008,20080228,51,466.5774498,237.9544994,1.254944861
ROK,ROKE,E,2008,20080228,61,234.053606,142.7726996,0.264026895
ROK,ROKE,E,2008,20080228,31,275.4312042,85.38367331,0.719468722
ROK,ROKF,F,2008,20080228,66,178.1477536,117.5775173,0.141372226
ROK,ROKF,F,2008,20080228,66,169.6645272,111.9785879,0.128228776
ROK,ROKF,F,2008,20080228,70,179.9655878,125.9759114,0.136027974
ROK,ROKF,F,2008,20080228,44,178.1477536,78.38501156,0.212058339
ROK,ROKF,F,2008,20080228,52,161.5075788,83.98394096,0.147478869
ROK,ROKF,F,2008,20080228,90,230.1782086,207.1603877,0.173074558
ROK,ROKF,F,2008,20080228,68,164.674394,111.9785879,0.117243984
ROK,ROKF,F,2008,20080228,62,135.4579693,83.98394096,0.087009117
ROK,ROKF,F,2008,20080228,74,226.9836242,167.9678819,0.204693788
ROK,ROKF,F,2008,20080228,82,245.8066565,201.5614583,0.216631076
ROK,ROKF,F,2008,20080228,34,214.0767123,72.78608217,0.396284664
ROK,ROKF,F,2008,20080228,54,228.104531,123.1764467,0.283283575
ROK,ROKF,F,2008,20080228,38,206.2763462,78.38501156,0.329202098
ROK,ROKF,F,2008,20080228,56,254.9512493,142.7726996,0.341250733
ROK,ROKF,F,2008,20080228,48,221.6242886,106.3796585,0.300843618
ROK,ROKF,F,2008,20080228,69,247.4889081,170.7673466,0.260981498
ROK,ROKF,F,2008,20080228,60,209.9598524,125.9759114,0.216007384
ROK,ROKF,F,2008,20080228,76,228.3773833,173.5668113,0.201762255
ROK,ROKF,F,2008,20080228,78,244.0558968,190.3635995,0.224507751
ROK,ROKF,F,2008,20080228,58,236.5065004,137.1737702,0.283534232
ROK,ROKF,F,2008,20080228,63,217.7361432,137.1737702,0.221242131
ROK,ROKF,F,2008,20080228,65,163.6610132,106.3796585,0.121150286
ROK,ROKF,F,2008,20080228,68,144.0900948,97.98126445,0.089764925
ROK,ROKF,F,2008,20080228,67,200.558665,134.3743055,0.17650434
ROK,ROKF,F,2008,20080228,60,158.6363329,95.18179975,0.123310882
ROK,ROKF,F,2008,20080228,64,192.463198,123.1764467,0.170162067
ROK,ROKF,F,2008,20080228,64,174.9665437,111.9785879,0.140629807
ROK,ROKF,F,2008,20080228,64,209.9598524,134.3743055,0.202506923
ROK,ROKF,F,2008,20080228,70,171.9671172,120.376982,0.124205295
ROK,ROKF,F,2008,20080228,60,209.9598524,125.9759114,0.216007384
ROK,ROKF,F,2008,20080228,55,203.5974326,111.9785879,0.221579325
ROK,ROKF,F,2008,20080228,59,189.7942169,111.9785879,0.179498684
ROK,ROKF,F,2008,20080228,60,177.2994309,106.3796585,0.154031932
ROK,ROKT,T,2008,20080228,3,93.31548996,2.799464699,0.853362505
ROK,ROKT,T,2008,20080228,8,174.9665437,13.99732349,1.125038459
ROK,ROKT,T,2008,20080228,10,293.9437934,29.39437934,2.540246837
ROK,ROKT,T,2008,20080228,2,237.9544994,4.759089988,8.323484535
ROK,ROKT,T,2008,20080228,6,139.9732349,8.398394096,0.960032818
ROK,ROKT,T,2008,20080228,4,139.9732349,5.598929397,1.440049228
ROK,ROKT,T,2008,20080228,4.5,311.0516332,13.99732349,6.321203743
ROK,ROKT,T,2008,20080228,7,195.9625289,13.71737702,1.612855135
ROK,ROKT,T,2008,20080228,16,262.4498155,41.99197048,1.265668266
ROK,ROKT,T,2008,20080228,8,234.4551685,18.75641348,2.020119057
ROK,ROKT,T,2008,20080228,8,97.98126445,7.838501156,0.352812061
ROK,ROKT,T,2008,20080228,5,251.9518229,12.59759114,3.732607598
ROK,ROKT,T,2008,20080228,5,251.9518229,12.59759114,3.732607598
ROK,ROKT,T,2008,20080228,4,209.9598524,8.398394096,3.240110762
ROK,ROKT,T,2008,20080228,6,163.3021074,9.798126445,1.306711336
ROK,ROKT,T,2008,20080228,9,223.9571759,20.15614583,1.63845601
ROK,ROKT,T,2008,20080228,8,167.9678819,13.43743055,1.036835444
ROK,ROKT,T,2008,20080228,6,223.9571759,13.43743055,2.457684015
ROK,ROKT,T,2008,20080228,6,186.6309799,11.19785879,1.70672501
ROK,ROKT,T,2008,20080228,6,186.6309799,11.19785879,1.70672501
ROK,ROKT,T,2008,20080228,11,279.9464699,30.79411169,2.094617058
ROK,ROKT,T,2008,20080228,6,242.6202739,14.55721643,2.884365268
ROK,ROKT,T,2008,20080228,5,229.5561053,11.47780526,3.098525122
ROK,ROKT,T,2008,20080228,4,174.9665437,6.998661747,2.250076918
ROK,ROKT,T,2008,20080228,6,279.9464699,16.79678819,3.840131274
ROK,ROKT,T,2008,20080228,11,264.6766624,29.11443287,1.872345298
ROK,ROKT,T,2008,20080228,2,419.9197048,8.398394096,25.9208861
ROK,ROKT,T,2008,20080228,7,199.9617642,13.99732349,1.6793577
ROK,ROKT,T,2008,20080228,8,279.9464699,22.39571759,2.880098455
ROK,ROKT,T,2008,20080228,4,244.9531611,9.798126445,4.410150759
ROK,ROKT,T,2008,20080228,4,69.98661747,2.799464699,0.360012307
ROK,ROKT,T,2008,20080228,6,237.9544994,14.27726996,2.774494845
ROK,ROKT,T,2008,20080228,4,293.9437934,11.75775173,6.350617094
FRO,FROE,E,2008,20080229,19,294.6804946,55.98929397,1.343682032
FRO,FROE,E,2008,20080229,8,209.9598524,16.79678819,1.620055381
FRO,FROE,E,2008,20080229,20,279.9464699,55.98929397,1.152039382
FRO,FROE,E,2008,20080229,8,279.9464699,22.39571759,2.880098455
FRO,FROE,E,2008,20080229,30,354.5988618,106.3796585,1.232255458
FRO,FROE,E,2008,20080229,38,250.4784204,95.18179975,0.485405134
FRO,FROE,E,2008,20080229,28,239.954117,67.18715277,0.604568772
FRO,FROE,E,2008,20080229,34,279.9464699,95.18179975,0.677670225
FRO,FROE,E,2008,20080229,10,223.9571759,22.39571759,1.474610409
FRO,FROE,E,2008,20080229,12,233.2887249,27.99464699,1.333378914
FRO,FROE,E,2008,20080229,24,256.6175974,61.58822337,0.806694243
FRO,FROE,E,2008,20080229,4,419.9197048,16.79678819,12.96044305
FRO,FROE,E,2008,20080229,8,209.9598524,16.79678819,1.620055381
FRO,FROE,E,2008,20080229,7,319.9388227,22.39571759,4.299155712
FRO,FROE,E,2008,20080229,6,233.2887249,13.99732349,2.666757829
FRO,FROE,E,2008,20080229,8,419.9197048,33.59357638,6.480221524
FRO,FROE,E,2008,20080229,11,203.5974326,22.39571759,1.107896626
FRO,FROE,E,2008,20080229,10,279.9464699,27.99464699,2.304078764
FRO,FROE,E,2008,20080229,16,174.9665437,27.99464699,0.56251923
FRO,FROE,E,2008,20080229,22,254.4967908,55.98929397,0.865544239
FRO,FROE,E,2008,20080229,30,223.9571759,67.18715277,0.491536803
FRO,FROE,E,2008,20080229,38,309.4145193,117.5775173,0.74070472
FRO,FROE,E,2008,20080229,36,217.7361432,78.38501156,0.387173729
FRO,FROE,E,2008,20080229,54,238.4729188,128.7753761,0.309621924
FRO,FROE,E,2008,20080229,34,296.4139093,100.7807292,0.759741013
FRO,FROE,E,2008,20080229,16,279.9464699,44.79143518,1.440049228
FRO,FROE,E,2008,20080229,4,209.9598524,8.398394096,3.240110762
FRO,FROE,E,2008,20080229,9,279.9464699,25.19518229,2.560087516
FRO,FROE,E,2008,20080229,9,248.8413065,22.39571759,2.022785198
FRO,FROE,E,2008,20080229,10,279.9464699,27.99464699,2.304078764
FRO,FROE,E,2008,20080229,5,279.9464699,13.99732349,4.608157528
FRO,FROE,E,2008,20080229,10,391.9250578,39.19250578,4.515994378
FRO,FROE,E,2008,20080229,14,259.9502934,36.39304108,1.419057256
FRO,FROF,F,2008,20080229,45,348.3778292,156.7700231,0.792931797
FRO,FROF,F,2008,20080229,20,335.9357638,67.18715277,1.65893671
FRO,FROF,F,2008,20080229,30,335.9357638,100.7807292,1.105957807
FRO,FROF,F,2008,20080229,54,259.2096943,139.9732349,0.365810402
FRO,FROF,F,2008,20080229,46,286.0322627,131.5748408,0.522901084
FRO,FROF,F,2008,20080229,22,203.5974326,44.79143518,0.553948313
FRO,FROF,F,2008,20080229,60,298.6095679,179.1657407,0.436921603
FRO,FROF,F,2008,20080229,83,311.9885357,258.9504846,0.344783528
FRO,FROF,F,2008,20080229,54,261.8017913,141.3729673,0.373163191
FRO,FROF,F,2008,20080229,72,301.3312696,216.9585141,0.370768847
FRO,FROF,F,2008,20080229,100,307.9411169,307.9411169,0.27879353
FRO,FROF,F,2008,20080229,96,274.1142517,263.1496817,0.230112033
FRO,FROF,F,2008,20080229,96,285.778688,274.3475405,0.250112717
FRO,FROF,F,2008,20080229,104,288.0218488,299.5427228,0.234511886
FRO,FROF,F,2008,20080229,84,28.99445581,24.35534288,0.002942375
FRO,FROF,F,2008,20080229,66,252.3759842,166.5681496,0.283726203
FRO,FROF,F,2008,20080229,30,270.6149209,81.18447626,0.717677867
FRO,FROF,F,2008,20080229,27,259.2096943,69.98661747,0.731620804
FRO,FROF,F,2008,20080229,12,233.2887249,27.99464699,1.333378914
FRO,FROF,F,2008,20080229,48,297.4431242,142.7726996,0.541893524
FRO,FROF,F,2008,20080229,37,249.6819866,92.38233506,0.495358967
FRO,FROF,F,2008,20080229,32,192.463198,61.58822337,0.340324134
FRO,FROF,F,2008,20080229,7,239.954117,16.79678819,2.418275088
FRO,FROF,F,2008,20080229,20,174.9665437,34.99330873,0.450015384
FRO,FROF,F,2008,20080229,16,314.9397786,50.39036458,1.822562304
FRO,FROF,F,2008,20080229,32,323.6881058,103.5801939,0.962611032
FRO,FROF,F,2008,20080229,56,279.9464699,156.7700231,0.411442636
FRO,FROF,F,2008,20080229,43,292.9672359,125.9759114,0.586836316
FRO,FROF,F,2008,20080229,16,314.9397786,50.39036458,1.822562304
FRO,FROF,F,2008,20080229,43,286.4568529,123.1764467,0.561044498
FRO,FROF,F,2008,20080229,34,263.4790305,89.58287036,0.600289196
FRO,FROF,F,2008,20080229,30,214.6256269,64.38768807,0.451428765
FRO,FROF,F,2008,20080229,51,274.4573234,139.9732349,0.434236976
FRO,FROT,T,2008,20080229,16,244.9531611,39.19250578,1.10253769
FRO,FROT,T,2008,20080229,12,209.9598524,25.19518229,1.080036921
FRO,FROT,T,2008,20080229,18,217.7361432,39.19250578,0.774347458
FRO,FROT,T,2008,20080229,12,233.2887249,27.99464699,1.333378914
FRO,FROT,T,2008,20080229,15,242.6202739,36.39304108,1.153746107
FRO,FROT,T,2008,20080229,9,186.6309799,16.79678819,1.137816674
FRO,FROT,T,2008,20080229,9,217.7361432,19.59625289,1.548694917
FRO,FROT,T,2008,20080229,18,171.0783983,30.79411169,0.478041033
FRO,FROT,T,2008,20080229,6,373.2619598,22.39571759,6.826900042
FRO,FROT,T,2008,20080229,10,251.9518229,25.19518229,1.866303799
FRO,FROT,T,2008,20080229,8,279.9464699,22.39571759,2.880098455
FRO,FROT,T,2008,20080229,22,216.3222722,47.59089988,0.625355713
FRO,FROT,T,2008,20080229,9,186.6309799,16.79678819,1.137816674
FRO,FROT,T,2008,20080229,9,186.6309799,16.79678819,1.137816674
FRO,FROT,T,2008,20080229,11,203.5974326,22.39571759,1.107896626
FRO,FROT,T,2008,20080229,6,233.2887249,13.99732349,2.666757829
FRO,FROT,T,2008,20080229,21,213.2925485,44.79143518,0.636911957
FRO,FROT,T,2008,20080229,11,127.2483954,13.99732349,0.432772119
FRO,FROT,T,2008,20080229,8,192.463198,15.39705584,1.361296535
FRO,FROT,T,2008,20080229,13,193.8090945,25.19518229,0.849478288
FRO,FROT,T,2008,20080229,21,191.9632936,40.31229166,0.515898685
FRO,FROT,T,2008,20080229,10,195.9625289,19.59625289,1.128998594
FRO,FROT,T,2008,20080229,19,206.2763462,39.19250578,0.658404196
FRO,FROT,T,2008,20080229,9,323.4936985,29.11443287,3.418506984
FRO,FROT,T,2008,20080229,18,124.4206533,22.39571759,0.25284815
FRO,FROT,T,2008,20080229,26,323.0151575,83.98394096,1.179830956
FRO,FROT,T,2008,20080229,19,265.2124451,50.39036458,1.088382446
FRO,FROT,T,2008,20080229,12,349.9330873,41.99197048,3.000102557
FRO,FROT,T,2008,20080229,16,244.9531611,39.19250578,1.10253769
FRO,FROT,T,2008,20080229,13,236.8777822,30.79411169,1.268973739
FRO,FROT,T,2008,20080229,14,199.9617642,27.99464699,0.83967885
FRO,FROT,T,2008,20080229,12,116.6443624,13.99732349,0.333344729
FRO,FROT,T,2008,20080229,7,239.954117,16.79678819,2.418275088
RID,RIDE,E,2008,20080229,63,217.7361432,137.1737702,0.221242131
RID,RIDE,E,2008,20080229,81,269.5780821,218.3582465,0.263773687
RID,RIDE,E,2008,20080229,55,183.2376894,100.7807292,0.179479253
RID,RIDE,E,2008,20080229,70,283.9457052,198.7619936,0.338625687
RID,RIDE,E,2008,20080229,74,253.465047,187.5641348,0.255241782
RID,RIDE,E,2008,20080229,110,267.2216303,293.9437934,0.190852505
RID,RIDE,E,2008,20080229,98,294.229453,288.344864,0.259712913
RID,RIDE,E,2008,20080229,113,294.8108842,333.1362991,0.226128818
RID,RIDE,E,2008,20080229,95,268.1592501,254.7512876,0.222540618
RID,RIDE,E,2008,20080229,118,239.6151988,282.7459346,0.143052037
RID,RIDE,E,2008,20080229,124,284.4617355,352.732552,0.191855103
RID,RIDE,E,2008,20080229,110,264.6766624,291.1443287,0.18723453
RID,RIDE,E,2008,20080229,112,259.9502934,291.1443287,0.177382157
RID,RIDE,E,2008,20080229,112,244.9531611,274.3475405,0.157505384
RID,RIDE,E,2008,20080229,102,263.4790305,268.7486111,0.200096399
RID,RIDE,E,2008,20080229,126,244.3977118,307.9411169,0.139370564
RID,RIDE,E,2008,20080229,89,242.2008784,215.5587818,0.193779911
RID,RIDE,E,2008,20080229,70,263.9495287,184.7646701,0.292611286
RID,RIDE,E,2008,20080229,60,242.6202739,145.5721643,0.288436527
RID,RIDE,E,2008,20080229,74,287.5125907,212.7593171,0.328419811
RID,RIDE,E,2008,20080229,59,223.0082048,131.5748408,0.247820371
RID,RIDE,E,2008,20080229,38,338.8825688,128.7753761,0.888509744
RID,RIDE,E,2008,20080229,37,287.5125907,106.3796585,0.656839622
RID,RIDE,E,2008,20080229,92,237.3459201,218.3582465,0.180020948
RID,RIDE,E,2008,20080229,80,230.9558376,184.7646701,0.196026701
RID,RIDE,E,2008,20080229,68,255.2453108,173.5668113,0.28167867
RID,RIDE,E,2008,20080229,64,275.5723063,176.366276,0.348849816
RID,RIDE,E,2008,20080229,58,250.9864902,145.5721643,0.31931552
RID,RIDE,E,2008,20080229,47,250.1649305,117.5775173,0.391473463
RID,RIDE,E,2008,20080229,59,284.6913253,167.9678819,0.403872039
RID,RIDE,E,2008,20080229,86,263.6705123,226.7566406,0.237668708
RID,RIDE,E,2008,20080229,50,279.9464699,139.9732349,0.460815753
RID,RIDE,E,2008,20080229,56,192.9631024,108.0593374,0.195482484
RID,RIDF,F,2008,20080229,60,234.2218798,140.5331279,0.268813456
RID,RIDF,F,2008,20080229,74,196.719141,145.5721643,0.153747778
RID,RIDF,F,2008,20080229,40,195.9625289,78.38501156,0.282249649
RID,RIDF,F,2008,20080229,70,231.9556465,162.3689525,0.225974372
RID,RIDF,F,2008,20080229,71,236.5744816,167.9678819,0.231752686
RID,RIDF,F,2008,20080229,57,225.9217125,128.7753761,0.263262146
RID,RIDF,F,2008,20080229,24,326.6042148,78.38501156,1.306711336
RID,RIDF,F,2008,20080229,68,222.310432,151.1710937,0.21367716
RID,RIDF,F,2008,20080229,59,227.7530602,134.3743055,0.258478105
RID,RIDF,F,2008,20080229,38,206.2763462,78.38501156,0.329202098
RID,RIDF,F,2008,20080229,50,201.5614583,100.7807292,0.238886886
RID,RIDF,F,2008,20080229,37,181.5868994,67.18715277,0.262008049
RID,RIDF,F,2008,20080229,68,238.7778714,162.3689525,0.246505475
RID,RIDF,F,2008,20080229,94,273.990162,257.5507523,0.234795309
RID,RIDF,F,2008,20080229,71,252.3461137,179.1657407,0.263683056
RID,RIDF,F,2008,20080229,49,205.6749575,100.7807292,0.253813129
RID,RIDF,F,2008,20080229,72,241.0650157,173.5668113,0.237292062
RID,RIDF,F,2008,20080229,65,215.3434384,139.9732349,0.209747725
RID,RIDF,F,2008,20080229,63,213.2925485,134.3743055,0.212303986
RID,RIDF,F,2008,20080229,29,154.4532248,44.79143518,0.241848441
RID,RIDF,F,2008,20080229,51,230.5441517,117.5775173,0.30639761
RID,RIDF,F,2008,20080229,44,241.7719512,106.3796585,0.390576838
RID,RIDF,F,2008,20080229,49,239.954117,117.5775173,0.34546787
RID,RIDF,F,2008,20080229,57,216.0990294,123.1764467,0.240867446
RID,RIDF,F,2008,20080229,32,174.9665437,55.98929397,0.281259615
RID,RIDF,F,2008,20080229,39,287.1245845,111.9785879,0.621474742
RID,RIDF,F,2008,20080229,58,193.0665309,111.9785879,0.188944095
RID,RIDF,F,2008,20080229,67,250.6983312,167.9678819,0.275788031
RID,RIDF,F,2008,20080229,87,270.2931433,235.1550347,0.246886951
RID,RIDF,F,2008,20080229,89,239.0554125,212.7593171,0.18877935
RID,RIDF,F,2008,20080229,48,209.9598524,100.7807292,0.27000923
RID,RIDF,F,2008,20080229,50,302.3421875,151.1710937,0.537495494
RID,RIDF,F ,2008,20080229,64,219.5830123,140.5331279,0.221495462
RID,RIDT,T,2008,20080229,10,305.1416522,30.51416522,2.73747598
RID,RIDT,T,2008,20080229,14,255.9510582,35.83314814,1.375729828
RID,RIDT,T,2008,20080229,10,265.9491464,26.59491464,2.079431085
RID,RIDT,T,2008,20080229,14,277.9468522,38.91255931,1.622343506
RID,RIDT,T,2008,20080229,6,279.9464699,16.79678819,3.840131274
RID,RIDT,T,2008,20080229,30,298.6095679,89.58287036,0.873843205
RID,RIDT,T,2008,20080229,4,258.9504846,10.35801939,4.928568481
RID,RIDT,T,2008,20080229,7,171.9671172,12.0376982,1.242052955
RID,RIDT,T,2008,20080229,8,251.9518229,20.15614583,2.332879749
RID,RIDT,T,2008,20080229,8.5,293.1204214,24.91523582,2.971806699
RID,RIDT,T,2008,20080229,10,341.5346932,34.15346932,3.429390833
RID,RIDT,T,2008,20080229,16,208.210187,33.31362991,0.796583481
RID,RIDT,T,2008,20080229,9,239.5097576,21.55587818,1.873920849
RID,RIDT,T,2008,20080229,12,590.220474,70.82645688,8.534825093
RID,RIDT,T,2008,20080229,2,237.9544994,4.759089988,8.323484535
RID,RIDT,T,2008,20080229,6,279.9464699,16.79678819,3.840131274
RID,RIDT,T,2008,20080229,2,167.9678819,3.359357638,4.147341775
RID,RIDT,T,2008,20080229,10,279.9464699,27.99464699,2.304078764
RID,RIDT,T,2008,20080229,14,259.9502934,36.39304108,1.419057256
RID,RIDT,T,2008,20080229,4,349.9330873,13.99732349,9.000307672
RID,RIDT,T,2008,20080229,7,119.9770585,8.398394096,0.604568772
RID,RIDT,T,2008,20080229,5,324.737905,16.23689525,6.20073677
RID,RIDT,T,2008,20080229,18,242.6202739,43.6716493,0.961455089
RID,RIDT,T,2008,20080229,14,263.9495287,36.95293402,1.463056428
RID,RIDT,T,2008,20080229,14,247.9525876,34.71336226,1.2910902
RID,RIDT,T,2008,20080229,4,223.9571759,8.958287036,3.686526023
RID,RIDT,T,2008,20080229,10.5,271.9479993,28.55453993,2.070760001
RID,RIDT,T,2008,20080229,7,279.9464699,19.59625289,3.291541092
RID,RIDT,T,2008,20080229,5,223.9571759,11.19785879,2.949220818
RID,RIDT,T,2008,20080229,9,251.9518229,22.67566406,2.073670888
RID,RIDT,T,2008,20080229,3,391.9250578,11.75775173,15.05331459
RID,RIDT,T,2008,20080229,5,195.9625289,9.798126445,2.257997189
RID,RIDT,T,2008,20080229,9,273.7254372,24.63528935,2.447570089
RAM,RAME,E,2008,20080301,45,307.9411169,138.5735026,0.619541179
RAM,RAME,E,2008,20080301,49,245.6673103,120.376982,0.362114564
RAM,RAME,E,2008,20080301,54,228.104531,123.1764467,0.283283575
RAM,RAME,E,2008,20080301,66,254.4967908,167.9678819,0.288514746
RAM,RAME,E,2008,20080301,87,284.7731331,247.7526258,0.274047664
RAM,RAME,E,2008,20080301,43,253.9049378,109.1791232,0.440779277
RAM,RAME,E,2008,20080301,62,270.9159386,167.9678819,0.348036469
RAM,RAME,E,2008,20080301,34,222.310432,75.58554686,0.42735432
RAM,RAME,E,2008,20080301,31,216.7327509,67.18715277,0.44548668
RAM,RAME,E,2008,20080301,43,179.0355331,76.98527921,0.219158007
RAM,RAME,E,2008,20080301,35,231.9556465,81.18447626,0.451948744
RAM,RAME,E,2008,20080301,25,492.705787,123.1764467,2.854845752
RAM,RAME,E,2008,20080301,22,165.422914,36.39304108,0.365692441
RAM,RAME,E,2008,20080301,8,279.9464699,22.39571759,2.880098455
RAM,RAME,E,2008,20080301,14,199.9617642,27.99464699,0.83967885
RAM,RAME,E,2008,20080301,20,181.9652054,36.39304108,0.486736639
RAM,RAME,E,2008,20080301,32,262.4498155,83.98394096,0.632834133
RAM,RAME,E,2008,20080301,41,211.6668431,86.78340566,0.321269235
RAM,RAME,E,2008,20080301,39,277.075224,108.0593374,0.578732817
RAM,RAME,E,2008,20080301,32,227.4565068,72.78608217,0.475328749
RAM,RAME,E,2008,20080301,21,173.3001956,36.39304108,0.420461409
RAM,RAME,E,2008,20080301,32,201.2115252,64.38768807,0.371965841
RAM,RAME,E,2008,20080301,30,205.2940779,61.58822337,0.413027453
RAM,RAME,E,2008,20080301,16,192.463198,30.79411169,0.680648268
RAM,RAME,E,2008,20080301,30,200.6283034,60.18849102,0.394466818
RAM,RAME,E,2008,20080301,40,251.9518229,100.7807292,0.46657595
RAM,RAME,E,2008,20080301,69,271.8320794,187.5641348,0.314847069
RAM,RAME,E,2008,20080301,45,248.8413065,111.9785879,0.40455704
RAM,RAME,E,2008,20080301,62,270.9159386,167.9678819,0.348036469
RAM,RAME,E,2008,20080301,72,283.8346153,204.360923,0.328961863
RAM,RAME,E,2008,20080301,64,258.0756519,165.1684172,0.305957725
RAM,RAME,E,2008,20080301,61,284.5357563,173.5668113,0.390203531
RAM,RAME,E,2008,20080301,63,293.2772541,184.7646701,0.401387223
RAM,RAMF,F,2008,20080301,160,297.4431242,475.9089988,0.162568057
RAM,RAMF,F,2008,20080301,115,309.1582754,355.5320167,0.24434938
RAM,RAMF,F,2008,20080301,180,304.8306005,548.6950809,0.151772102
RAM,RAMF,F,2008,20080301,174,328.2131026,571.0907985,0.182016145
RAM,RAMF,F,2008,20080301,144,303.2753424,436.716493,0.187784197
RAM,RAMF,F,2008,20080301,147,293.2772541,431.1175636,0.172023096
RAM,RAMF,F,2008,20080301,122,298.3036154,363.9304108,0.214439376
RAM,RAMF,F,2008,20080301,164,337.9841526,554.2940103,0.204784064
RAM,RAMF,F,2008,20080301,149,340.0692017,506.7031105,0.228189505
RAM,RAMF,F,2008,20080301,139,273.9044597,380.727199,0.158683122
RAM,RAMF,F,2008,20080301,213,360.1189331,767.0533274,0.179002723
RAM,RAMF,F,2008,20080301,160,293.9437934,470.3100694,0.158765427
RAM,RAMF,F,2008,20080301,212,357.8561006,758.6549333,0.177594013
RAM,RAMF,F,2008,20080301,244,369.4375545,901.427633,0.164452161
RAM,RAMF,F,2008,20080301,169,361.1143812,610.2833043,0.226855961
RAM,RAMF,F,2008,20080301,146,345.1394834,503.9036458,0.239874324
RAM,RAMF,F,2008,20080301,186,322.0889492,599.0854455,0.16397817
RAM,RAMF,F,2008,20080301,210,405.2558421,851.0372684,0.229925217
RAM,RAMT,T,2008,20080301,13,301.4808137,39.19250578,2.055527709
RAM,RAMT,T,2008,20080301,11,178.1477536,19.59625289,0.848233354
RAM,RAMT,T,2008,20080301,10,67.18715277,6.718715277,0.132714937
RAM,RAMT,T,2008,20080301,28,209.9598524,58.78875867,0.462872966
RAM,RAMT,T,2008,20080301,14,179.9655878,25.19518229,0.680139868
RAM,RAMT,T,2008,20080301,12,247.2860484,29.67432581,1.498184548
RAM,RAMT,T,2008,20080301,10,190.3635995,19.03635995,1.065406021
RAM,RAMT,T,2008,20080301,8,104.9799262,8.398394096,0.405013845
RAM,RAMT,T,2008,20080301,10,235.1550347,23.51550347,1.625757976
RAM,RAMT,T,2008,20080301,12,289.2780189,34.71336226,2.050203419
RAM,RAMT,T,2008,20080301,12,181.9652054,21.83582465,0.811227732
RAM,RAMT,T,2008,20080301,13,206.7297008,26.87486111,0.966517519
RAM,RAMT,T,2008,20080301,11,274.8565341,30.23421875,2.019141601
RAM,RAMT,T,2008,20080301,8,237.9544994,19.03635995,2.080871134
RAM,RAMT,T,2008,20080301,7,319.9388227,22.39571759,4.299155712
RAM,RAMT,T,2008,20080301,8,335.9357638,26.87486111,4.147341775
RAM,RAMT,T,2008,20080301,8,209.9598524,16.79678819,1.620055381
RAM,RAMT,T,2008,20080301,9,236.3992412,21.27593171,1.825563641
RAM,RAMT,T,2008,20080301,14,195.9625289,27.43475405,0.806427567
RAM,RAMT,T,2008,20080301,14,235.9548817,33.03368344,1.169168831
RAM,RAMT,T,2008,20080301,9,167.9678819,15.11710937,0.921631506
RAM,RAMT,T,2008,20080301,7,223.9571759,15.67700231,2.106586299
RAM,RAMT,T,2008,20080301,9,248.8413065,22.39571759,2.022785198
RAM,RAMT,T,2008,20080301,9,186.6309799,16.79678819,1.137816674
RAM,RAMT,T,2008,20080301,10,263.1496817,26.31496817,2.035883996
RAM,RAMT,T,2008,20080301,11,178.1477536,19.59625289,0.848233354
