site,site2,pit,type,plotting,year,depth,density,swe,htc,letter
TIS,TIS,TIS,island,A.2004,2004,210,249,523,0.09,A
TIS,TIS,TIS,island,A.2004,2004,97,179,174,0.1,A
TIS,TIS,TIS,island,A.2004,2004,186,256,476,0.1,A
TIS,TIS,TIS,island,A.2004,2004,230,344,792,0.15,A
TIS,TIS,TIS,island,A.2004,2004,110,249,274,0.17,A
TIS,TIS,TIS,island,A.2004,2004,108,257,277,0.18,A
TIS,TIS,TIS,island,A.2004,2004,151,302,456,0.18,A
TIS,TIS,TIS,island,A.2004,2004,238,377,898,0.18,A
TIS,TIS,TIS,island,A.2004,2004,118,277,326,0.19,A
TIS,TIS,TIS,island,A.2004,2004,125,282,353,0.19,A
TIS,TIS,TIS,island,A.2004,2004,149,306,456,0.19,A
TIS,TIS,TIS,island,A.2004,2004,100,258,258,0.2,A
TIS,TIS,TIS,island,A.2004,2004,102,263,269,0.2,A
TIS,TIS,TIS,island,A.2004,2004,215,381,820,0.2,A
TIS,TIS,TIS,island,A.2004,2004,135,311,420,0.21,A
TIS,TIS,TIS,island,A.2004,2004,219,393,862,0.21,A
TIS,TIS,TIS,island,A.2004,2004,220,398,876,0.21,A
TIS,TIS,TIS,island,A.2004,2004,223,398,887,0.21,A
TIS,TIS,TIS,island,A.2004,2004,219,399,873,0.21,A
TIS,TIS,TIS,island,A.2004,2004,99,274,272,0.22,A
TIS,TIS,TIS,island,A.2004,2004,141,322,454,0.22,A
TIS,TIS,TIS,island,A.2004,2004,190,376,714,0.22,A
TIS,TIS,TIS,island,A.2004,2004,106,288,305,0.23,A
TIS,TIS,TIS,island,A.2004,2004,111,298,330,0.23,A
TIS,TIS,TIS,island,A.2004,2004,139,326,454,0.23,A
TIS,TIS,TIS,island,A.2004,2004,142,335,476,0.23,A
TIS,TIS,TIS,island,A.2004,2004,143,337,482,0.23,A
TIS,TIS,TIS,island,A.2004,2004,164,355,582,0.23,A
TIS,TIS,TIS,island,A.2004,2004,196,394,773,0.23,A
TIS,TIS,TIS,island,A.2004,2004,97,283,274,0.24,A
TIS,TIS,TIS,island,A.2004,2004,107,293,314,0.24,A
TIS,TIS,TIS,island,A.2004,2004,107,293,314,0.24,A
TIS,TIS,TIS,island,A.2004,2004,108,295,319,0.24,A
TIS,TIS,TIS,island,A.2004,2004,133,333,442,0.24,A
TIS,TIS,TIS,island,A.2004,2004,142,339,482,0.24,A
TIS,TIS,TIS,island,A.2004,2004,140,340,476,0.24,A
TIS,TIS,TIS,island,A.2004,2004,140,340,476,0.24,A
TIS,TIS,TIS,island,A.2004,2004,147,349,512,0.24,A
TIS,TIS,TIS,island,A.2004,2004,151,349,526,0.24,A
TIS,TIS,TIS,island,A.2004,2004,157,357,560,0.24,A
TIS,TIS,TIS,island,A.2004,2004,113,307,347,0.25,A
TIS,TIS,TIS,island,A.2004,2004,113,307,347,0.25,A
TIS,TIS,TIS,island,A.2004,2004,111,308,342,0.25,A
TIS,TIS,TIS,island,A.2004,2004,86,277,238,0.26,A
TIS,TIS,TIS,island,A.2004,2004,112,315,353,0.26,A
TIS,TIS,TIS,island,A.2004,2004,113,315,356,0.26,A
TIS,TIS,TIS,island,A.2004,2004,158,372,588,0.26,A
TIS,TIS,TIS,island,A.2004,2004,165,385,635,0.26,A
TIS,TIS,TIS,island,A.2004,2004,97,300,291,0.27,A
TIS,TIS,TIS,island,A.2004,2004,137,351,482,0.27,A
TIS,TIS,TIS,island,A.2004,2004,137,354,484,0.27,A
TIS,TIS,TIS,island,A.2004,2004,141,361,510,0.27,A
TIS,TIS,TIS,island,A.2004,2004,93,298,277,0.28,A
TIS,TIS,TIS,island,A.2004,2004,96,300,288,0.28,A
TIS,TIS,TIS,island,A.2004,2004,118,334,394,0.28,A
TIS,TIS,TIS,island,A.2004,2004,155,385,596,0.28,A
TIS,TIS,TIS,island,A.2004,2004,150,384,577,0.29,A
TIS,TIS,TIS,island,A.2004,2004,101,327,330,0.31,A
TIS,TIS,TIS,island,A.2004,2004,45,240,108,0.38,A
TIS,TIS,TIS,island,A.2004,2004,46,284,130,0.51,A
TIS,TIS,TIS,island,A.2004,2004,47,289,136,0.52,A
TIS,TIS,TIS,island,A.2004,2004,40,284,114,0.59,A
TIS,TIS,TIS,island,A.2004,2004,47,307,144,0.59,A
TIS,TIS,TIS,island,A.2004,2004,44,322,142,0.69,A
TIS,TIS,TIS,island,A.2004,2004,47,349,164,0.76,A
TIS,TIS,TIS,island,A.2004,2004,40,347,139,0.89,A
TIS,TIS,TIS,island,A.2004,2004,35,341,119,0.98,A
TIS,TIS,TIS,island,A.2005,2005,218,321,700,0.14,A
TIS,TIS,TIS,island,A.2005,2005,243,357,868,0.15,A
TIS,TIS,TIS,island,A.2005,2005,140,288,403,0.17,A
TIS,TIS,TIS,island,A.2005,2005,224,356,798,0.17,A
TIS,TIS,TIS,island,A.2005,2005,118,273,322,0.19,A
TIS,TIS,TIS,island,A.2005,2005,181,340,616,0.19,A
TIS,TIS,TIS,island,A.2005,2005,226,381,861,0.19,A
TIS,TIS,TIS,island,A.2005,2005,238,394,938,0.19,A
TIS,TIS,TIS,island,A.2005,2005,248,401,994,0.19,A
TIS,TIS,TIS,island,A.2005,2005,116,284,329,0.2,A
TIS,TIS,TIS,island,A.2005,2005,146,316,462,0.2,A
TIS,TIS,TIS,island,A.2005,2005,148,320,473,0.2,A
TIS,TIS,TIS,island,A.2005,2005,170,338,574,0.2,A
TIS,TIS,TIS,island,A.2005,2005,176,350,616,0.2,A
TIS,TIS,TIS,island,A.2005,2005,234,395,924,0.2,A
TIS,TIS,TIS,island,A.2005,2005,133,312,414,0.21,A
TIS,TIS,TIS,island,A.2005,2005,119,300,357,0.22,A
TIS,TIS,TIS,island,A.2005,2005,132,318,420,0.23,A
TIS,TIS,TIS,island,A.2005,2005,140,330,462,0.23,A
TIS,TIS,TIS,island,A.2005,2005,127,320,406,0.24,A
TIS,TIS,TIS,island,A.2005,2005,117,317,371,0.25,A
TIS,TIS,TIS,island,A.2005,2005,140,358,501,0.27,A
TIS,TIS,TIS,island,A.2005,2005,142,359,510,0.27,A
TIS,TIS,TIS,island,A.2005,2005,166,388,644,0.27,A
TIS,TIS,TIS,island,A.2005,2005,77,269,207,0.28,A
TIS,TIS,TIS,island,A.2005,2005,140,362,507,0.28,A
TIS,TIS,TIS,island,A.2005,2005,164,393,644,0.28,A
TIS,TIS,TIS,island,A.2005,2005,144,383,551,0.3,A
TIS,TIS,TIS,island,A.2005,2005,158,399,630,0.3,A
TIS,TIS,TIS,island,A.2005,2005,75,287,216,0.32,A
TIS,TIS,TIS,island,A.2005,2005,72,284,204,0.33,A
TIS,TIS,TIS,island,A.2005,2005,80,297,238,0.33,A
TIS,TIS,TIS,island,A.2005,2005,74,295,218,0.35,A
TIS,TIS,TIS,island,A.2005,2005,61,285,174,0.39,A
TIS,TIS,TIS,island,A.2005,2005,77,320,246,0.39,A
TIS,TIS,TIS,island,A.2006,2006,211,308,649,0.13,A
TIS,TIS,TIS,island,A.2006,2006,181,303,549,0.15,A
TIS,TIS,TIS,island,A.2006,2006,160,290,465,0.16,A
TIS,TIS,TIS,island,A.2006,2006,210,341,717,0.16,A
TIS,TIS,TIS,island,A.2006,2006,106,251,266,0.17,A
TIS,TIS,TIS,island,A.2006,2006,168,308,518,0.17,A
TIS,TIS,TIS,island,A.2006,2006,104,256,266,0.18,A
TIS,TIS,TIS,island,A.2006,2006,128,280,358,0.18,A
TIS,TIS,TIS,island,A.2006,2006,148,299,442,0.18,A
TIS,TIS,TIS,island,A.2006,2006,122,278,339,0.19,A
TIS,TIS,TIS,island,A.2006,2006,91,246,224,0.2,A
TIS,TIS,TIS,island,A.2006,2006,112,275,308,0.2,A
TIS,TIS,TIS,island,A.2006,2006,106,275,291,0.21,A
TIS,TIS,TIS,island,A.2006,2006,107,275,294,0.21,A
TIS,TIS,TIS,island,A.2006,2006,106,277,294,0.21,A
TIS,TIS,TIS,island,A.2006,2006,114,289,329,0.21,A
TIS,TIS,TIS,island,A.2006,2006,126,298,375,0.21,A
TIS,TIS,TIS,island,A.2006,2006,136,315,428,0.21,A
TIS,TIS,TIS,island,A.2006,2006,101,273,276,0.22,A
TIS,TIS,TIS,island,A.2006,2006,142,323,459,0.22,A
TIS,TIS,TIS,island,A.2006,2006,113,297,336,0.23,A
TIS,TIS,TIS,island,A.2006,2006,166,363,602,0.23,A
TIS,TIS,TIS,island,A.2006,2006,108,298,322,0.24,A
TIS,TIS,TIS,island,A.2006,2006,113,303,343,0.24,A
TIS,TIS,TIS,island,A.2006,2006,114,307,350,0.24,A
TIS,TIS,TIS,island,A.2006,2006,100,294,294,0.25,A
TIS,TIS,TIS,island,A.2006,2006,138,341,470,0.25,A
TIS,TIS,TIS,island,A.2006,2006,100,305,305,0.27,A
TIS,TIS,TIS,island,A.2006,2006,132,350,462,0.27,A
TIS,TIS,TIS,island,A.2006,2006,92,297,273,0.28,A
TIS,TIS,TIS,island,A.2006,2006,103,313,322,0.28,A
TIS,TIS,TIS,island,A.2006,2006,104,316,329,0.28,A
TIS,TIS,TIS,island,A.2006,2006,106,317,336,0.28,A
TIS,TIS,TIS,island,A.2006,2006,134,355,476,0.28,A
TIS,TIS,TIS,island,A.2006,2006,82,290,238,0.3,A
TIS,TIS,TIS,island,A.2006,2006,96,313,301,0.3,A
TIS,TIS,TIS,island,A.2006,2006,112,337,378,0.3,A
TIS,TIS,TIS,island,A.2006,2006,118,349,412,0.3,A
TIS,TIS,TIS,island,A.2006,2006,124,356,441,0.3,A
TIS,TIS,TIS,island,A.2006,2006,98,320,314,0.31,A
TIS,TIS,TIS,island,A.2006,2006,103,332,342,0.31,A
TIS,TIS,TIS,island,A.2006,2006,75,284,213,0.32,A
TIS,TIS,TIS,island,A.2006,2006,82,297,244,0.32,A
TIS,TIS,TIS,island,A.2006,2006,95,321,305,0.32,A
TIS,TIS,TIS,island,A.2006,2006,67,276,185,0.33,A
TIS,TIS,TIS,island,A.2006,2006,89,318,283,0.33,A
TIS,TIS,TIS,island,A.2006,2006,70,284,199,0.34,A
TIS,TIS,TIS,island,A.2006,2006,82,314,258,0.35,A
TIS,TIS,TIS,island,A.2006,2006,104,355,370,0.36,A
TIS,TIS,TIS,island,A.2006,2006,112,369,413,0.36,A
TIS,TIS,TIS,island,A.2006,2006,70,296,207,0.37,A
TIS,TIS,TIS,island,A.2006,2006,106,391,414,0.42,A
TIS,TIS,TIS,island,A.2006,2006,69,325,224,0.45,A
TIS,TIS,TIS,island,A.2006,2006,56,320,179,0.54,A
TIS,TIS,TIS,island,A.2006,2006,46,438,202,1.23,A
TIS,TIS,TIS,island,A.2007,2007,228,300,683,0.12,A
TIS,TIS,TIS,island,A.2007,2007,227,308,700,0.12,A
TIS,TIS,TIS,island,A.2007,2007,240,352,845,0.15,A
TIS,TIS,TIS,island,A.2007,2007,260,370,963,0.16,A
TIS,TIS,TIS,island,A.2007,2007,260,371,966,0.16,A
TIS,TIS,TIS,island,A.2007,2007,241,371,893,0.17,A
TIS,TIS,TIS,island,A.2007,2007,239,375,896,0.17,A
TIS,TIS,TIS,island,A.2007,2007,230,372,857,0.18,A
TIS,TIS,TIS,island,A.2007,2007,228,378,862,0.18,A
TIS,TIS,TIS,island,A.2007,2007,238,389,927,0.19,A
TIS,TIS,TIS,island,A.2007,2007,249,398,991,0.19,A
TIS,TIS,TIS,island,A.2007,2007,249,408,1016,0.2,A
TIS,TIS,TIS,island,A.2007,2007,213,394,840,0.21,A
TIS,TIS,TIS,island,A.2007,2007,223,400,893,0.21,A
TIS,TIS,TIS,island,A.2007,2007,236,406,957,0.21,A
TIS,TIS,TIS,island,A.2007,2007,227,408,927,0.22,A
TIS,TIS,TIS,island,A.2007,2007,222,411,913,0.22,A
TIS,TIS,TIS,island,A.2007,2007,228,411,938,0.22,A
TIS,TIS,TIS,island,A.2007,2007,231,417,963,0.22,A
TIS,TIS,TIS,island,A.2007,2007,171,367,627,0.23,A
TIS,TIS,TIS,island,A.2007,2007,179,377,675,0.23,A
TIS,TIS,TIS,island,A.2007,2007,182,378,689,0.23,A
TIS,TIS,TIS,island,A.2007,2007,187,382,714,0.23,A
TIS,TIS,TIS,island,A.2007,2007,165,370,610,0.24,A
TIS,TIS,TIS,island,A.2007,2007,175,378,661,0.24,A
TIS,TIS,TIS,island,A.2007,2007,218,425,927,0.24,A
TIS,TIS,TIS,island,A.2007,2007,185,393,728,0.25,A
TIS,TIS,TIS,island,A.2007,2007,178,393,700,0.26,A
TIS,TIS,TIS,island,A.2007,2007,178,399,711,0.26,A
TIS,TIS,TIS,island,A.2007,2007,208,425,885,0.26,A
TIS,TIS,TIS,island,A.2007,2007,214,434,929,0.26,A
TIS,TIS,TIS,island,A.2007,2007,164,391,641,0.27,A
TIS,TIS,TIS,island,A.2007,2007,142,367,521,0.28,A
TIS,TIS,TIS,island,A.2007,2007,144,369,532,0.28,A
TIS,TIS,TIS,island,A.2007,2007,142,371,526,0.28,A
TIS,TIS,TIS,island,A.2007,2007,142,377,535,0.29,A
TIS,TIS,TIS,island,A.2007,2007,146,385,563,0.3,A
TIS,TIS,TIS,island,A.2007,2007,148,388,574,0.3,A
TIS,TIS,TIS,island,A.2007,2007,108,347,375,0.33,A
TIS,TIS,TIS,island,A.2007,2007,109,352,384,0.33,A
TIS,TIS,TIS,island,A.2007,2007,111,353,392,0.33,A
TIS,TIS,TIS,island,A.2007,2007,108,353,381,0.34,A
TIS,TIS,TIS,island,A.2007,2007,108,355,384,0.34,A
TIS,TIS,TIS,island,A.2007,2007,152,416,633,0.34,A
TIS,TIS,TIS,island,A.2007,2007,100,353,353,0.37,A
TIS,TIS,TIS,island,A.2007,2007,100,358,358,0.38,A
TIS,TIS,TIS,island,A.2007,2007,144,430,619,0.38,A
TIS,TIS,TIS,island,A.2007,2007,98,360,353,0.39,A
TIS,TIS,TIS,island,A.2007,2007,98,360,353,0.39,A
TIS,TIS,TIS,island,A.2007,2007,141,437,616,0.4,A
TIS,TIS,TIS,island,A.2007,2007,100,382,382,0.43,A
TIS,TIS,TIS,island,A.2007,2007,99,393,389,0.46,A
TIS,TIS,TIS,island,A.2007,2007,142,477,677,0.47,A
TIS,TIS,TIS,island,A.2007,2007,124,456,566,0.49,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,141,238.25,335.94,0.1184,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,142,246.43,349.93,0.1257,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,132,233.29,307.94,0.1212,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,128,284.32,363.93,0.1857,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,97,230.88,223.96,0.1616,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,119,258.77,307.94,0.1654,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,109,269.67,293.94,0.1962,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,112,237.45,265.95,0.148,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,119,243.48,289.74,0.1465,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,103,245.97,253.35,0.1727,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,102,192.12,195.96,0.1064,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,127,229.25,291.14,0.1217,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,114,240.66,274.35,0.1494,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,114,225.92,257.55,0.1316,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,99,220.56,218.36,0.1445,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,100,285.55,285.55,0.2397,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,114,255.39,291.14,0.1682,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,102,236.03,240.75,0.1606,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,98,257.09,251.95,0.1983,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,106,213.92,226.76,0.1269,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,111,237.07,263.15,0.1489,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,95,218.06,207.16,0.1472,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,114,238.2,271.55,0.1463,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,124,246.08,305.14,0.1436,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,110,259.59,285.55,0.1801,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,104,349.93,363.93,0.3462,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,118,270.46,319.14,0.1822,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,110,241.77,265.95,0.1562,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,84,216.63,181.97,0.1642,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,94,184.65,173.57,0.1066,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,130,241.18,313.54,0.1316,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2008,2008,102,233.29,237.95,0.1569,A
TIS,TIS,TIS,island,A.2008,2008,135,223,301,0.11,A
TIS,TIS,TIS,island,A.2008,2008,178,275,490,0.13,A
TIS,TIS,TIS,island,A.2008,2008,244,338,826,0.14,A
TIS,TIS,TIS,island,A.2008,2008,255,355,906,0.15,A
TIS,TIS,TIS,island,A.2008,2008,254,356,904,0.15,A
TIS,TIS,TIS,island,A.2008,2008,252,358,901,0.15,A
TIS,TIS,TIS,island,A.2008,2008,250,359,899,0.15,A
TIS,TIS,TIS,island,A.2008,2008,251,361,906,0.15,A
TIS,TIS,TIS,island,A.2008,2008,257,364,935,0.15,A
TIS,TIS,TIS,island,A.2008,2008,248,366,907,0.16,A
TIS,TIS,TIS,island,A.2008,2008,248,373,924,0.16,A
TIS,TIS,TIS,island,A.2008,2008,249,373,929,0.16,A
TIS,TIS,TIS,island,A.2008,2008,150,299,448,0.17,A
TIS,TIS,TIS,island,A.2008,2008,248,384,952,0.17,A
TIS,TIS,TIS,island,A.2008,2008,226,370,837,0.18,A
TIS,TIS,TIS,island,A.2008,2008,226,374,845,0.18,A
TIS,TIS,TIS,island,A.2008,2008,218,374,815,0.19,A
TIS,TIS,TIS,island,A.2008,2008,222,380,843,0.19,A
TIS,TIS,TIS,island,A.2008,2008,224,380,851,0.19,A
TIS,TIS,TIS,island,A.2008,2008,222,381,845,0.19,A
TIS,TIS,TIS,island,A.2008,2008,224,382,857,0.19,A
TIS,TIS,TIS,island,A.2008,2008,224,382,857,0.19,A
TIS,TIS,TIS,island,A.2008,2008,222,383,851,0.19,A
TIS,TIS,TIS,island,A.2008,2008,133,299,398,0.2,A
TIS,TIS,TIS,island,A.2008,2008,141,310,437,0.2,A
TIS,TIS,TIS,island,A.2008,2008,222,387,859,0.2,A
TIS,TIS,TIS,island,A.2008,2008,226,390,882,0.2,A
TIS,TIS,TIS,island,A.2008,2008,137,319,437,0.22,A
TIS,TIS,TIS,island,A.2008,2008,146,330,482,0.22,A
TIS,TIS,TIS,island,A.2008,2008,148,331,490,0.22,A
TIS,TIS,TIS,island,A.2008,2008,148,331,490,0.22,A
TIS,TIS,TIS,island,A.2008,2008,127,315,400,0.23,A
TIS,TIS,TIS,island,A.2008,2008,125,316,395,0.23,A
TIS,TIS,TIS,island,A.2008,2008,138,327,451,0.23,A
TIS,TIS,TIS,island,A.2008,2008,137,335,459,0.24,A
TIS,TIS,TIS,island,A.2008,2008,138,335,462,0.24,A
TIS,TIS,TIS,island,A.2008,2008,126,328,413,0.25,A
TIS,TIS,TIS,island,A.2008,2008,146,353,515,0.25,A
TIS,TIS,TIS,island,A.2008,2008,150,358,537,0.25,A
TIS,TIS,TIS,island,A.2008,2008,97,303,294,0.28,A
TIS,TIS,TIS,island,A.2008,2008,99,308,305,0.28,A
TIS,TIS,TIS,island,A.2008,2008,103,315,325,0.28,A
TIS,TIS,TIS,island,A.2008,2008,112,327,367,0.28,A
TIS,TIS,TIS,island,A.2008,2008,130,355,462,0.29,A
TIS,TIS,TIS,island,A.2008,2008,94,310,291,0.3,A
TIS,TIS,TIS,island,A.2008,2008,96,312,300,0.3,A
TIS,TIS,TIS,island,A.2008,2008,100,322,322,0.3,A
TIS,TIS,TIS,island,A.2008,2008,134,368,493,0.3,A
TIS,TIS,TIS,island,A.2008,2008,96,321,308,0.32,A
TIS,TIS,TIS,island,A.2008,2008,98,326,319,0.32,A
TIS,TIS,TIS,island,A.2008,2008,99,334,330,0.33,A
TIS,TIS,TIS,island,A.2008,2008,105,341,358,0.33,A
TIS,TIS,TIS,island,A.2008,2008,82,318,260,0.36,A
TIS,TIS,TIS,island,A.2008,2008,98,349,342,0.36,A
TIS,TIS,TIS,island,A.2008,2008,100,350,350,0.36,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2009,2009,81,224.65,181.97,0.1832,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2009,2009,77,199.96,153.97,0.1527,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2009,2009,81,276.49,223.96,0.2775,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2009,2009,51,219.57,111.98,0.2779,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2009,2009,96,233.29,223.96,0.1667,A
TIS,TIS,TIS,island,A.2009,2009,250,389,971,0.18,A
TIS,TIS,TIS,island,A.2009,2009,246,397,977,0.19,A
TIS,TIS,TIS,island,A.2009,2009,246,402,988,0.19,A
TIS,TIS,TIS,island,A.2009,2009,145,317,459,0.2,A
TIS,TIS,TIS,island,A.2009,2009,147,320,470,0.2,A
TIS,TIS,TIS,island,A.2009,2009,244,403,983,0.2,A
TIS,TIS,TIS,island,A.2009,2009,246,409,1005,0.2,A
TIS,TIS,TIS,island,A.2009,2009,242,410,991,0.2,A
TIS,TIS,TIS,island,A.2009,2009,245,410,1005,0.2,A
TIS,TIS,TIS,island,A.2009,2009,146,324,473,0.21,A
TIS,TIS,TIS,island,A.2009,2009,206,385,792,0.21,A
TIS,TIS,TIS,island,A.2009,2009,207,388,803,0.21,A
TIS,TIS,TIS,island,A.2009,2009,244,418,1019,0.21,A
TIS,TIS,TIS,island,A.2009,2009,250,423,1058,0.21,A
TIS,TIS,TIS,island,A.2009,2009,134,315,423,0.22,A
TIS,TIS,TIS,island,A.2009,2009,208,390,812,0.22,A
TIS,TIS,TIS,island,A.2009,2009,207,394,815,0.22,A
TIS,TIS,TIS,island,A.2009,2009,205,397,815,0.23,A
TIS,TIS,TIS,island,A.2009,2009,206,404,831,0.23,A
TIS,TIS,TIS,island,A.2009,2009,241,433,1044,0.23,A
TIS,TIS,TIS,island,A.2009,2009,244,433,1055,0.23,A
TIS,TIS,TIS,island,A.2009,2009,135,332,448,0.24,A
TIS,TIS,TIS,island,A.2009,2009,144,346,498,0.24,A
TIS,TIS,TIS,island,A.2009,2009,203,404,820,0.24,A
TIS,TIS,TIS,island,A.2009,2009,203,407,826,0.24,A
TIS,TIS,TIS,island,A.2009,2009,140,344,482,0.25,A
TIS,TIS,TIS,island,A.2009,2009,138,345,476,0.25,A
TIS,TIS,TIS,island,A.2009,2009,138,345,476,0.25,A
TIS,TIS,TIS,island,A.2009,2009,200,413,826,0.25,A
TIS,TIS,TIS,island,A.2009,2009,112,317,356,0.26,A
TIS,TIS,TIS,island,A.2009,2009,147,360,529,0.26,A
TIS,TIS,TIS,island,A.2009,2009,203,423,859,0.26,A
TIS,TIS,TIS,island,A.2009,2009,128,346,442,0.27,A
TIS,TIS,TIS,island,A.2009,2009,131,346,454,0.27,A
TIS,TIS,TIS,island,A.2009,2009,132,350,462,0.27,A
TIS,TIS,TIS,island,A.2009,2009,137,354,484,0.27,A
TIS,TIS,TIS,island,A.2009,2009,147,365,536,0.27,A
TIS,TIS,TIS,island,A.2009,2009,158,383,605,0.27,A
TIS,TIS,TIS,island,A.2009,2009,114,329,375,0.28,A
TIS,TIS,TIS,island,A.2009,2009,158,390,616,0.28,A
TIS,TIS,TIS,island,A.2009,2009,160,394,630,0.28,A
TIS,TIS,TIS,island,A.2009,2009,112,335,375,0.29,A
TIS,TIS,TIS,island,A.2009,2009,117,337,395,0.29,A
TIS,TIS,TIS,island,A.2009,2009,155,394,610,0.29,A
TIS,TIS,TIS,island,A.2009,2009,105,328,344,0.3,A
TIS,TIS,TIS,island,A.2009,2009,165,411,677,0.3,A
TIS,TIS,TIS,island,A.2009,2009,116,348,403,0.31,A
TIS,TIS,TIS,island,A.2009,2009,102,335,342,0.32,A
TIS,TIS,TIS,island,A.2009,2009,144,395,568,0.32,A
TIS,TIS,TIS,island,A.2009,2009,104,339,353,0.33,A
TIS,TIS,TIS,island,A.2009,2009,116,360,417,0.33,A
TIS,TIS,TIS,island,A.2009,2009,100,342,342,0.34,A
TIS,TIS,TIS,island,A.2009,2009,95,365,347,0.41,A
TIS,TIS,TIS,island,A.2009,2009,91,360,328,0.42,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,71,232.63,165.17,0.2241,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,88,203.6,179.17,0.1385,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,92,249.52,229.56,0.199,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,93,231.78,215.56,0.1698,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,69,210.97,145.57,0.1897,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,103,255.49,263.15,0.1863,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,81,238.47,193.16,0.2064,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,63,226.62,142.77,0.2397,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,66,220.56,145.57,0.2167,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,66,212.08,139.97,0.2004,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,112,252.45,282.75,0.1673,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,118,296.55,349.93,0.2191,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,135,294.46,397.52,0.1888,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,140,273.95,383.53,0.1576,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,91,243.03,221.16,0.1908,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,79,237.42,187.56,0.2098,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,71,205.03,145.57,0.1741,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,97,239.54,232.36,0.1739,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,71,193.2,137.17,0.1546,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,67,162.95,109.18,0.1165,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,58,183.41,106.38,0.1705,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,75,216.49,162.37,0.1837,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,85,256.89,218.36,0.2283,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,110,279.95,307.94,0.2095,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,89,251.64,223.96,0.2092,A
