site,site2,pit,type,plotting,year,depth,density,swe,htc,letter
BSW,BSW,BSW,forest,C.2020,2020,68,205.8429925,139.9732349,0.183193724,C
BSW,BSW,BSW,forest,C.2020,2020,66,212.080659,139.9732349,0.200357463,C
BSW,BSW,BSW,forest,C.2020,2020,66,201.476626,132.9745732,0.18082261,C
BSW,BSW,BSW,forest,C.2020,2020,65,204.5762664,132.9745732,0.189297322,C
BSW,BSW,BSW,forest,C.2020,2020,64,207.7727706,132.9745732,0.198310002,C
BSW,BSW,BSW,forest,C.2020,2020,62,191.8987898,118.9772497,0.174622464,C
BSW,BSW,BSW,forest,C.2020,2020,60,186.6309799,111.9785879,0.170672501,C
BSW,BSW,BSW,forest,C.2020,2020,62,203.1869539,125.9759114,0.195770514,C
BSW,BSW,BSW,forest,C.2020,2020,66,212.080659,139.9732349,0.200357463,C
BSW,BSW,BSW,forest,C.2020,2020,65,204.5762664,132.9745732,0.189297322,C
BSW,BSW,BSW,forest,C.2020,2020,55,178.1477536,97.98126445,0.169646671,C
BSW,BSW,BSW,forest,C.2020,2020,58,180.9998728,104.9799262,0.166064146,C
BSW,BSW,BSW,forest,C.2020,2020,68,195.5508429,132.9745732,0.165332336,C
BSW,BSW,BSW,forest,C.2020,2020,68,195.5508429,132.9745732,0.165332336,C
BSW,BSW,BSW,forest,C.2020,2020,68,205.8429925,139.9732349,0.183193724,C
BSW,BSW,BSW,forest,C.2020,2020,68,205.8429925,139.9732349,0.183193724,C
BSW,BSW,BSW,forest,C.2020,2020,68,226.4272918,153.9705584,0.221664406,C
BSW,BSW,BSW,forest,C.2020,2020,68,216.1351422,146.9718967,0.201971081,C
BSW,BSW,BSW,forest,C.2020,2020,72,194.4072707,139.9732349,0.154326263,C
BSW,BSW,BSW,forest,C.2020,2020,70,219.9579406,153.9705584,0.203202282,C
BSW,BSW,BSW,forest,C.2020,2020,68,205.8429925,139.9732349,0.183193724,C
BSW,BSW,BSW,forest,C.2020,2020,68,185.2586933,125.9759114,0.148386917,C
BSW,BSW,BSW,forest,C.2020,2020,66,190.8725931,125.9759114,0.162289545,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,74,200.5022014,148.371629,0.159718014,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,70,175.9663525,123.1764467,0.13004946,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,68,197.6092728,134.3743055,0.168831336,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,62,176.0953601,109.1791232,0.147045408,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,70,223.9571759,156.7700231,0.21065863,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,88,232.2283216,204.360923,0.180175205,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,82,160.457123,131.5748408,0.09231058,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,74,196.719141,145.5721643,0.153747778,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,78,114.8498338,89.58287036,0.049717979,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,88,229.0471117,201.5614583,0.175272708,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,90,227.0676922,204.360923,0.168428474,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,82,232.1507311,190.3635995,0.193229571,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,92,261.6890914,240.7539641,0.218842034,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,92,231.2601273,212.7593171,0.170907462,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,66,229.0471117,151.1710937,0.233696945,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,67,238.1634147,159.5694878,0.248898698,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,80,279.9464699,223.9571759,0.288009846,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,84,249.9522052,209.9598524,0.218666367,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,89,261.0736741,232.35557,0.22515598,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,92,213.0027488,195.9625289,0.144987286,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,84,226.6233327,190.3635995,0.179753472,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,86,227.8634057,195.9625289,0.177499873,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,88,162.2417041,142.7726996,0.087940647,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,91,187.6564249,170.7673466,0.113771325,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,76,139.9732349,106.3796585,0.075792065,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,73,276.1115867,201.5614583,0.307039135,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,81,269.5780821,218.3582465,0.263773687,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,88,251.3155809,221.1577112,0.211010219,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,92,264.7319878,243.5534288,0.223960972,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,85,266.7725183,226.7566406,0.246156088,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,80,269.4484772,215.5587818,0.266814121,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,82,232.1507311,190.3635995,0.193229571,C
Mary Lake: Forest,MLK,MLK,forest,C.2020,2020,78,247.6449541,193.1630642,0.231159472,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,53,169.0242837,89.58287036,0.158478251,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,50,179.1657407,89.58287036,0.188750132,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,49,182.8221844,89.58287036,0.200543707,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,50,167.9678819,83.98394096,0.165893671,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,50,179.1657407,89.58287036,0.188750132,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,52,161.5075788,83.98394096,0.147478869,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,53,163.7422748,86.78340566,0.148728124,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,59,161.3250843,95.18179975,0.129687799,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,59,189.7942169,111.9785879,0.179498684,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,70,167.9678819,117.5775173,0.118495479,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,75,186.6309799,139.9732349,0.136538001,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,66,131.4900086,86.78340566,0.077017409,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,74,143.7562953,106.3796585,0.082104953,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,69,158.2306134,109.1791232,0.10667908,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,66,144.2148481,95.18179975,0.092645291,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,66,169.6645272,111.9785879,0.128228776,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,66,135.7316218,89.58287036,0.082066417,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,56,169.9674996,95.18179975,0.151666992,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,54,186.6309799,100.7807292,0.189636112,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,50,117.5775173,58.78875867,0.081287899,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,60,149.3047839,89.58287036,0.109230401,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,55,173.0578177,95.18179975,0.160091062,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,60,149.3047839,89.58287036,0.109230401,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,55,157.7880103,86.78340566,0.133086082,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,60,158.6363329,95.18179975,0.123310882,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,61,192.7500284,117.5775173,0.179063223,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,52,123.8224771,64.38768807,0.086684802,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,60,130.6416859,78.38501156,0.083629526,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,59,199.2839277,117.5775173,0.197897299,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,61,188.160742,114.7780526,0.170637913,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,62,117.3969067,72.78608217,0.065353515,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,58,164.1065513,95.18179975,0.136512108,C
Owl: Spruce Forest,OSF,OSF,forest,C.2020,2020,56,149.9713231,83.98394096,0.118079838,C
WSU,WSU,WSU,forest,C.2020,2020,68,209.9598524,142.7726996,0.190594751,C
WSU,WSU,WSU,forest,C.2020,2020,70,203.9609995,142.7726996,0.174720375,C
WSU,WSU,WSU,forest,C.2020,2020,68,214.0767123,145.5721643,0.198142332,C
WSU,WSU,WSU,forest,C.2020,2020,68,209.9598524,142.7726996,0.190594751,C
WSU,WSU,WSU,forest,C.2020,2020,73,199.4139237,145.5721643,0.160153129,C
WSU,WSU,WSU,forest,C.2020,2020,70,207.9602348,145.5721643,0.181639329,C
WSU,WSU,WSU,forest,C.2020,2020,73,203.2488069,148.371629,0.166372093,C
WSU,WSU,WSU,forest,C.2020,2020,67,213.0935815,142.7726996,0.199256852,C
WSU,WSU,WSU,forest,C.2020,2020,68,218.1935721,148.371629,0.205836469,C
WSU,WSU,WSU,forest,C.2020,2020,68,218.1935721,148.371629,0.205836469,C
WSU,WSU,WSU,forest,C.2020,2020,67,217.2718871,145.5721643,0.207147454,C
WSU,WSU,WSU,forest,C.2020,2020,66,262.9800171,173.5668113,0.308069635,C
WSU,WSU,WSU,forest,C.2020,2020,68,214.0767123,145.5721643,0.198142332,C
WSU,WSU,WSU,forest,C.2020,2020,66,180.2685601,118.9772497,0.144758267,C
WSU,WSU,WSU,forest,C.2020,2020,64,214.334016,137.1737702,0.211032605,C
WSU,WSU,WSU,forest,C.2020,2020,66,178.1477536,117.5775173,0.141372226,C
WSU,WSU,WSU,forest,C.2020,2020,63,173.3001956,109.1791232,0.140153803,C
WSU,WSU,WSU,forest,C.2020,2020,70,207.9602348,145.5721643,0.181639329,C
WSU,WSU,WSU,forest,C.2020,2020,70,195.9625289,137.1737702,0.161285513,C
WSU,WSU,WSU,forest,C.2020,2020,78,179.4528653,139.9732349,0.121381786,C
WSU,WSU,WSU,forest,C.2020,2020,68,185.2586933,125.9759114,0.148386917,C
WSU,WSU,WSU,forest,C.2020,2020,68,209.9598524,142.7726996,0.190594751,C
WSU,WSU,WSU,forest,C.2020,2020,70,207.9602348,145.5721643,0.181639329,C
WSU,WSU,WSU,forest,C.2020,2020,70,187.9640583,131.5748408,0.148388046,C
WSU,WSU,WSU,forest,C.2020,2020,70,199.9617642,139.9732349,0.16793577,C
WSU,WSU,WSU,forest,C.2020,2020,68,189.3755531,128.7753761,0.155055168,C
WSU,WSU,WSU,forest,C.2020,2020,65,245.4915197,159.5694878,0.272588144,C
WSU,WSU,WSU,forest,C.2020,2020,66,254.4967908,167.9678819,0.288514746,C
WSU,WSU,WSU,forest,C.2020,2020,66,250.2551776,165.1684172,0.278977731,C
WSU,WSU,WSU,forest,C.2020,2020,67,250.6983312,167.9678819,0.275788031,C
WSU,WSU,WSU,forest,C.2020,2020,65,271.3327323,176.366276,0.332995489,C
WSU,WSU,WSU,forest,C.2020,2020,72,233.2887249,167.9678819,0.222229819,C
WSU,WSU,WSU,forest,C.2020,2020,74,253.465047,187.5641348,0.255241782,C
WSU,WSU,WSU,forest,C.2020,2020,78,247.6449541,193.1630642,0.231159472,C
WSU,WSU,WSU,forest,C.2020,2020,78,254.8230687,198.7619936,0.244754232,C
WSU,WSU,WSU,forest,C.2020,2020,81,248.8413065,201.5614583,0.224753911,C
WSU,WSU,WSU,forest,C.2020,2020,76,257.8454328,195.9625289,0.257189139,C
WSU,WSU,WSU,forest,C.2020,2020,80,230.9558376,184.7646701,0.196026701,C
WSU,WSU,WSU,forest,C.2020,2020,78,265.5902406,207.1603877,0.265874663,C
WSU,WSU,WSU,forest,C.2020,2020,64,196.8373616,125.9759114,0.1779846,C
WSU,WSU,WSU,forest,C.2020,2020,66,220.5638854,145.5721643,0.216706632,C
WSU,WSU,WSU,forest,C.2020,2020,66,224.8054985,148.371629,0.225121645,C
WSU,WSU,WSU,forest,C.2020,2020,64,227.4565068,145.5721643,0.237664374,C
WSU,WSU,WSU,forest,C.2020,2020,62,216.7327509,134.3743055,0.22274334,C
WSU,WSU,WSU,forest,C.2020,2020,64,227.4565068,145.5721643,0.237664374,C
WSU,WSU,WSU,forest,C.2020,2020,67,213.0935815,142.7726996,0.199256852,C
WSU,WSU,WSU,forest,C.2020,2020,69,142.0018325,97.98126445,0.085918391,C
WSU,WSU,WSU,forest,C.2020,2020,66,203.5974326,134.3743055,0.184649438,C
WSU,WSU,WSU,forest,C.2020,2020,64,341.1847602,218.3582465,0.534744843,C
WSU,WSU,WSU,forest,C.2020,2020,66,220.5638854,145.5721643,0.216706632,C
WSU,WSU,WSU,forest,C.2020,2020,62,198.6716883,123.1764467,0.187166279,C
WSU,WSU,WSU,forest,C.2020,2020,66,212.080659,139.9732349,0.200357463,C
WSU,WSU,WSU,forest,C.2020,2020,73,193.2781107,141.0930208,0.150449176,C
WSU,WSU,WSU,forest,C.2020,2020,75,190.3635995,142.7726996,0.142054136,C
WSU,WSU,WSU,forest,C.2020,2020,74,204.2852618,151.1710937,0.165801968,C
WSU,WSU,WSU,forest,C.2020,2020,76,187.8588153,142.7726996,0.136520194,C
WSU,WSU,WSU,forest,C.2020,2020,62,229.3754947,142.2128067,0.249488009,C
WSU,WSU,WSU,forest,C.2020,2020,69,206.916956,142.7726996,0.18242754,C
WSU,WSU,WSU,forest,C.2020,2020,72,196.3513434,141.3729673,0.157428221,C
WSU,WSU,WSU,forest,C.2020,2020,69,204.8883584,141.3729673,0.178868064,C
WSU,WSU,WSU,forest,C.2020,2020,72,186.6309799,134.3743055,0.142227084,C
WSU,WSU,WSU,forest,C.2020,2020,71,191.2310393,135.7740379,0.151427849,C
WSU,WSU,WSU,forest,C.2020,2020,66,207.8390458,137.1737702,0.192423307,C
WSU,WSU,WSU,forest,C.2020,2020,66,212.080659,139.9732349,0.200357463,C
WSU,WSU,WSU,forest,C.2020,2020,66,216.3222722,142.7726996,0.208451904,C
WSU,WSU,WSU,forest,C.2020,2020,76,173.1247906,131.5748408,0.115945063,C
WSU,WSU,WSU,forest,C.2020,2020,62,218.9903837,135.7740379,0.227407995,C
WSU,WSU,WSU,forest,C.2020,2020,61,185.8660988,113.3783203,0.16650139,C
WSU,WSU,WSU,forest,C.2020,2020,63,219.9579406,138.5735026,0.225780313,C
WSU,WSU,WSU,forest,C.2020,2020,63,213.2925485,134.3743055,0.212303986,C
WSU,WSU,WSU,forest,C.2020,2020,65,213.190004,138.5735026,0.205573746,C
WSU,WSU,WSU,forest,C.2020,2020,62,219.8934368,136.3339308,0.229287392,C
WSU,WSU,WSU,forest,C.2020,2020,65,211.0365696,137.1737702,0.201441716,C
WSU,WSU,WSU,forest,C.2020,2020,61,224.8750332,137.1737702,0.243724942,C
WSU,WSU,WSU,forest,C.2020,2020,66,205.7182392,135.7740379,0.188516337,C
WSU,WSU,WSU,forest,C.2020,2020,64,218.7081796,139.9732349,0.219734074,C
WSU,WSU,WSU,forest,C.2020,2020,68,201.7261327,137.1737702,0.175939253,C
WSU,WSU,WSU,forest,C.2020,2020,67,208.915276,139.9732349,0.191519466,C
WSU,WSU,WSU,forest,C.2020,2020,68,123.5057955,83.98394096,0.065949741,C
WSU,WSU,WSU,forest,C.2020,2020,64,185.9019526,118.9772497,0.158757868,C
WSU,WSU,WSU,forest,C.2020,2020,62,191.8987898,118.9772497,0.174622464,C
WSU,WSU,WSU,forest,C.2020,2020,64,207.7727706,132.9745732,0.198310002,C
WSU,WSU,WSU,forest,C.2020,2020,62,191.8987898,118.9772497,0.174622464,C
WSU,WSU,WSU,forest,C.2020,2020,60,163.3021074,97.98126445,0.130671134,C
WSU,WSU,WSU,forest,C.2020,2020,64,196.8373616,125.9759114,0.1779846,C
WSU,WSU,WSU,forest,C.2020,2020,66,222.6846919,146.9718967,0.220894103,C
WSU,WSU,WSU,forest,C.2020,2020,67,219.3610398,146.9718967,0.211150211,C
WSU,WSU,WSU,forest,C.2020,2020,68,216.1351422,146.9718967,0.201971081,C
WSU,WSU,WSU,forest,C.2020,2020,68,205.8429925,139.9732349,0.183193724,C
WSU,WSU,WSU,forest,C.2020,2020,66,212.080659,139.9732349,0.200357463,C
WSU,WSU,WSU,forest,C.2020,2020,64,218.7081796,139.9732349,0.219734074,C
WSU,WSU,WSU,forest,C.2020,2020,60,116.6443624,69.98661747,0.066668946,C
WSU,WSU,WSU,forest,C.2020,2020,64,87.48327183,55.98929397,0.035157452,C
WSU,WSU,WSU,forest,C.2020,2020,66,190.8725931,125.9759114,0.162289545,C
WSU,WSU,WSU,forest,C.2020,2020,68,195.5508429,132.9745732,0.165332336,C
WSU,WSU,WSU,forest,C.2020,2020,78,143.5622922,111.9785879,0.077684343,C
WSU,WSU,WSU,forest,C.2020,2020,70,169.9674996,118.9772497,0.121333594,C
WSU,WSU,WSU,forest,C.2020,2020,70,159.9694114,111.9785879,0.107478893,C
WSU,WSU,WSU,forest,C.2020,2020,76,184.1753091,139.9732349,0.131218948,C
WSU,WSU,WSU,forest,C.2020,2020,72,213.8479978,153.9705584,0.186734779,C
WSU,WSU,WSU,forest,C.2020,2020,64,185.9019526,118.9772497,0.158757868,C
WSU,WSU,WSU,forest,C.2020,2020,70,159.9694114,111.9785879,0.107478893,C
WSU,WSU,WSU,forest,C.2020,2020,66,190.8725931,125.9759114,0.162289545,C
WSU,WSU,WSU,forest,C.2020,2020,74,189.1530202,139.9732349,0.142148464,C
FEN,FEN,FEN,fen,G.2005,2005,34,222,76,0.43,G
FEN,FEN,FEN,fen,G.2005,2005,46,268,123,0.46,G
FEN,FEN,FEN,fen,G.2005,2005,33,229,76,0.47,G
FEN,FEN,FEN,fen,G.2005,2005,23,195,45,0.48,G
FEN,FEN,FEN,fen,G.2005,2005,35,240,84,0.48,G
FEN,FEN,FEN,fen,G.2005,2005,48,286,137,0.5,G
FEN,FEN,FEN,fen,G.2005,2005,28,220,62,0.51,G
FEN,FEN,FEN,fen,G.2005,2005,38,258,98,0.51,G
FEN,FEN,FEN,fen,G.2005,2005,43,273,118,0.51,G
FEN,FEN,FEN,fen,G.2005,2005,27,218,59,0.52,G
FEN,FEN,FEN,fen,G.2005,2005,44,280,123,0.52,G
FEN,FEN,FEN,fen,G.2005,2005,30,233,70,0.53,G
FEN,FEN,FEN,fen,G.2005,2005,32,245,78,0.55,G
FEN,FEN,FEN,fen,G.2005,2005,42,280,118,0.55,G
FEN,FEN,FEN,fen,G.2005,2005,36,264,95,0.57,G
FEN,FEN,FEN,fen,G.2005,2005,36,264,95,0.57,G
FEN,FEN,FEN,fen,G.2005,2005,33,254,84,0.58,G
FEN,FEN,FEN,fen,G.2005,2005,48,309,148,0.59,G
FEN,FEN,FEN,fen,G.2005,2005,34,263,90,0.6,G
FEN,FEN,FEN,fen,G.2005,2005,27,238,64,0.62,G
FEN,FEN,FEN,fen,G.2005,2005,29,251,73,0.64,G
FEN,FEN,FEN,fen,G.2005,2005,29,251,73,0.64,G
FEN,FEN,FEN,fen,G.2005,2005,36,280,101,0.64,G
FEN,FEN,FEN,fen,G.2005,2005,31,262,81,0.65,G
FEN,FEN,FEN,fen,G.2005,2005,27,249,67,0.67,G
FEN,FEN,FEN,fen,G.2005,2005,30,261,78,0.67,G
FEN,FEN,FEN,fen,G.2005,2005,44,318,140,0.68,G
FEN,FEN,FEN,fen,G.2005,2005,44,318,140,0.68,G
FEN,FEN,FEN,fen,G.2005,2005,44,318,140,0.68,G
FEN,FEN,FEN,fen,G.2005,2005,32,280,90,0.72,G
FEN,FEN,FEN,fen,G.2005,2005,32,280,90,0.72,G
FEN,FEN,FEN,fen,G.2005,2005,37,303,112,0.73,G
FEN,FEN,FEN,fen,G.2005,2005,20,224,45,0.74,G
FEN,FEN,FEN,fen,G.2005,2005,31,280,87,0.74,G
FEN,FEN,FEN,fen,G.2005,2005,25,258,64,0.78,G
FEN,FEN,FEN,fen,G.2005,2005,38,317,120,0.78,G
FEN,FEN,FEN,fen,G.2005,2005,27,270,73,0.79,G
FEN,FEN,FEN,fen,G.2005,2005,26,269,70,0.82,G
FEN,FEN,FEN,fen,G.2005,2005,15,205,31,0.83,G
FEN,FEN,FEN,fen,G.2005,2005,25,269,67,0.85,G
FEN,FEN,FEN,fen,G.2005,2005,40,343,137,0.86,G
FEN,FEN,FEN,fen,G.2005,2005,22,254,56,0.87,G
FEN,FEN,FEN,fen,G.2005,2005,28,290,81,0.88,G
FEN,FEN,FEN,fen,G.2005,2005,35,328,115,0.9,G
FEN,FEN,FEN,fen,G.2005,2005,35,328,115,0.9,G
FEN,FEN,FEN,fen,G.2005,2005,29,299,87,0.91,G
FEN,FEN,FEN,fen,G.2005,2005,40,364,146,0.97,G
FEN,FEN,FEN,fen,G.2005,2005,30,317,95,0.99,G
FEN,FEN,FEN,fen,G.2005,2005,18,249,45,1.01,G
FEN,FEN,FEN,fen,G.2005,2005,28,310,87,1.01,G
FEN,FEN,FEN,fen,G.2005,2005,26,301,78,1.03,G
FEN,FEN,FEN,fen,G.2005,2005,27,311,84,1.05,G
FEN,FEN,FEN,fen,G.2005,2005,32,341,109,1.07,G
FEN,FEN,FEN,fen,G.2005,2005,26,312,81,1.1,G
FEN,FEN,FEN,fen,G.2005,2005,25,308,77,1.12,G
FEN,FEN,FEN,fen,G.2005,2005,20,280,56,1.15,G
FEN,FEN,FEN,fen,G.2005,2005,33,365,120,1.19,G
FEN,FEN,FEN,fen,G.2005,2005,22,305,67,1.25,G
FEN,FEN,FEN,fen,G.2005,2005,20,294,59,1.27,G
FEN,FEN,FEN,fen,G.2005,2005,18,280,50,1.28,G
FEN,FEN,FEN,fen,G.2005,2005,30,364,109,1.3,G
FEN,FEN,FEN,fen,G.2005,2005,21,307,64,1.32,G
FEN,FEN,FEN,fen,G.2005,2005,19,295,56,1.34,G
FEN,FEN,FEN,fen,G.2005,2005,26,345,90,1.34,G
FEN,FEN,FEN,fen,G.2005,2005,23,329,76,1.38,G
FEN,FEN,FEN,fen,G.2005,2005,20,308,62,1.39,G
FEN,FEN,FEN,fen,G.2005,2005,21,320,67,1.43,G
FEN,FEN,FEN,fen,G.2005,2005,24,350,84,1.5,G
FEN,FEN,FEN,fen,G.2005,2005,24,350,84,1.5,G
FEN,FEN,FEN,fen,G.2005,2005,13,258,34,1.51,G
FEN,FEN,FEN,fen,G.2005,2005,9,218,20,1.55,G
FEN,FEN,FEN,fen,G.2005,2005,23,353,81,1.59,G
FEN,FEN,FEN,fen,G.2005,2005,23,353,81,1.59,G
FEN,FEN,FEN,fen,G.2005,2005,7,200,14,1.68,G
FEN,FEN,FEN,fen,G.2005,2005,23,365,84,1.7,G
FEN,FEN,FEN,fen,G.2005,2005,11,254,28,1.73,G
FEN,FEN,FEN,fen,G.2005,2005,20,350,70,1.8,G
FEN,FEN,FEN,fen,G.2005,2005,27,415,112,1.87,G
FEN,FEN,FEN,fen,G.2005,2005,17,329,56,1.88,G
FEN,FEN,FEN,fen,G.2005,2005,12,280,34,1.92,G
FEN,FEN,FEN,fen,G.2005,2005,33,467,154,1.94,G
FEN,FEN,FEN,fen,G.2005,2005,21,373,78,1.95,G
FEN,FEN,FEN,fen,G.2005,2005,20,392,78,2.26,G
FEN,FEN,FEN,fen,G.2005,2005,24,443,106,2.41,G
FEN,FEN,FEN,fen,G.2005,2005,8,315,25,3.65,G
FEN,FEN,FEN,fen,G.2005,2005,9,342,31,3.82,G
FEN,FEN,FEN,fen,G.2005,2005,8,350,28,4.5,G
FEN,FEN,FEN,fen,G.2005,2005,11,433,48,5,G
FEN,FEN,FEN,fen,G.2006,2006,27,197,53,0.42,G
FEN,FEN,FEN,fen,G.2006,2006,28,200,56,0.42,G
FEN,FEN,FEN,fen,G.2006,2006,32,254,81,0.59,G
FEN,FEN,FEN,fen,G.2006,2006,24,222,53,0.6,G
FEN,FEN,FEN,fen,G.2006,2006,32,262,84,0.63,G
FEN,FEN,FEN,fen,G.2006,2006,20,210,42,0.65,G
FEN,FEN,FEN,fen,G.2006,2006,31,262,81,0.65,G
FEN,FEN,FEN,fen,G.2006,2006,28,250,70,0.66,G
FEN,FEN,FEN,fen,G.2006,2006,16,192,31,0.68,G
FEN,FEN,FEN,fen,G.2006,2006,32,271,87,0.68,G
FEN,FEN,FEN,fen,G.2006,2006,34,280,95,0.68,G
FEN,FEN,FEN,fen,G.2006,2006,31,271,84,0.7,G
FEN,FEN,FEN,fen,G.2006,2006,35,288,101,0.7,G
FEN,FEN,FEN,fen,G.2006,2006,22,247,54,0.81,G
FEN,FEN,FEN,fen,G.2006,2006,26,269,70,0.82,G
FEN,FEN,FEN,fen,G.2006,2006,26,269,70,0.82,G
FEN,FEN,FEN,fen,G.2006,2006,26,269,70,0.82,G
FEN,FEN,FEN,fen,G.2006,2006,27,280,76,0.85,G
FEN,FEN,FEN,fen,G.2006,2006,28,290,81,0.88,G
FEN,FEN,FEN,fen,G.2006,2006,25,281,70,0.93,G
FEN,FEN,FEN,fen,G.2006,2006,23,274,63,0.96,G
FEN,FEN,FEN,fen,G.2006,2006,26,293,76,0.97,G
FEN,FEN,FEN,fen,G.2006,2006,21,267,56,1,G
FEN,FEN,FEN,fen,G.2006,2006,21,267,56,1,G
FEN,FEN,FEN,fen,G.2006,2006,21,267,56,1,G
FEN,FEN,FEN,fen,G.2006,2006,16,234,38,1.01,G
FEN,FEN,FEN,fen,G.2006,2006,27,306,83,1.02,G
FEN,FEN,FEN,fen,G.2006,2006,23,286,66,1.05,G
FEN,FEN,FEN,fen,G.2006,2006,27,311,84,1.05,G
FEN,FEN,FEN,fen,G.2006,2006,28,320,90,1.07,G
FEN,FEN,FEN,fen,G.2006,2006,32,341,109,1.07,G
FEN,FEN,FEN,fen,G.2006,2006,21,280,59,1.1,G
FEN,FEN,FEN,fen,G.2006,2006,26,312,81,1.1,G
FEN,FEN,FEN,fen,G.2006,2006,28,330,92,1.14,G
FEN,FEN,FEN,fen,G.2006,2006,23,302,69,1.16,G
FEN,FEN,FEN,fen,G.2006,2006,29,338,98,1.16,G
FEN,FEN,FEN,fen,G.2006,2006,18,268,48,1.17,G
FEN,FEN,FEN,fen,G.2006,2006,9,193,17,1.21,G
FEN,FEN,FEN,fen,G.2006,2006,24,315,76,1.22,G
FEN,FEN,FEN,fen,G.2006,2006,30,355,106,1.23,G
FEN,FEN,FEN,fen,G.2006,2006,16,262,42,1.27,G
FEN,FEN,FEN,fen,G.2006,2006,22,318,70,1.35,G
FEN,FEN,FEN,fen,G.2006,2006,14,260,36,1.42,G
FEN,FEN,FEN,fen,G.2006,2006,16,280,45,1.44,G
FEN,FEN,FEN,fen,G.2006,2006,10,224,22,1.47,G
FEN,FEN,FEN,fen,G.2006,2006,22,350,77,1.64,G
FEN,FEN,FEN,fen,G.2006,2006,12,261,31,1.67,G
FEN,FEN,FEN,fen,G.2006,2006,18,327,59,1.74,G
FEN,FEN,FEN,fen,G.2006,2006,24,385,92,1.82,G
