Site1,Site2,site,group,Date1,date,sample,weight,depth,density,swe,htc
PFR,PFR,PFR,NA,200202,2002,4,NA,40,241,96.4,0.4268954
PFR,PFR,PFR,NA,200202,2002,5,NA,40,241,96.4,0.4268954
PFR,PFR,PFR,NA,200202,2002,6,NA,40,241,96.4,0.4268954
PFR,PFR,PFR,NA,200202,2002,7,NA,38,295,112.1,0.6732987
PFR,PFR,PFR,NA,200202,2002,8,NA,37,303,112.11,0.7295094
PFR,PFR,PFR,NA,200202,2002,9,NA,38,253,96.14,0.4952275
PFR,PFR,PFR,NA,200202,2002,10,NA,40,281,112.4,0.5803634
PFR,PFR,PFR,NA,200202,2002,11,NA,84,267,224.28,0.2495115
PFR,PFR,PFR,NA,200202,2002,12,NA,84,248,208.32,0.215264
PFR,PFR,PFR,NA,200202,2002,13,NA,84,229,192.36,0.1835435
PFR,PFR,PFR,NA,200202,2002,14,NA,83,271,224.93,0.2601404
PFR,PFR,PFR,NA,200202,2002,15,NA,83,155,128.65,0.0851006
PFR,PFR,PFR,NA,200202,2002,16,NA,84,229,192.36,0.1835435
PFR,PFR,PFR,NA,200202,2002,17,NA,84,229,192.36,0.1835435
PFR,PFR,PFR,NA,200202,2002,18,NA,82,235,192.7,0.1980018
PFR,PFR,PFR,NA,200202,2002,19,NA,83,213,176.79,0.1607047
PFR,PFR,PFR,NA,200202,2002,20,NA,85,226,192.1,0.1766629
PFR,PFR,PFR,NA,200202,2002,21,NA,40,241,96.4,0.4268954
PFR,PFR,PFR,NA,200202,2002,22,NA,40,241,96.4,0.4268954
PFR,PFR,PFR,NA,200202,2002,23,NA,44,219,96.36,0.3204667
PFR,PFR,PFR,NA,200202,2002,24,NA,44,219,96.36,0.3204667
PFR,PFR,PFR,NA,200202,2002,25,NA,49,262,128.38,0.411864
PFR,PFR,PFR,NA,200202,2002,26,NA,45,214,96.3,0.2992005
PFR,PFR,PFR,NA,200202,2002,27,NA,48,200,96,0.245
PFR,PFR,PFR,NA,200202,2002,28,NA,43,224,96.32,0.3430638
PFR,PFR,PFR,NA,200202,2002,29,NA,48,200,96,0.245
PFR,PFR,PFR,NA,200202,2002,30,NA,44,146,64.24,0.1424296
PFR,PFR,PFR,NA,200202,2002,31,NA,39,329,128.31,0.8159706
PFR,PFR,PFR,NA,200202,2002,32,NA,40,281,112.4,0.5803634
PFR,PFR,PFR,NA,200202,2002,33,NA,48,267,128.16,0.4366451
PFR,PFR,PFR,NA,200202,2002,34,NA,49,327,160.23,0.641574
PFR,PFR,PFR,NA,200202,2002,35,NA,51,283,144.33,0.4616895
PFR,PFR,PFR,NA,200202,2002,36,NA,50,257,128.5,0.3883681
PFR,PFR,PFR,NA,200202,2002,37,NA,48,267,128.16,0.4366451
PFR,PFR,PFR,NA,200202,2002,38,NA,48,267,128.16,0.4366451
PFR,PFR,PFR,NA,200202,2002,39,NA,50,321,160.5,0.6058811
PFR,PFR,PFR,NA,200202,2002,40,NA,44,292,128.48,0.5697185
PFR,PFR,PFR,NA,200202,2002,41,NA,62,233,144.46,0.2574349
PFR,PFR,PFR,NA,200202,2002,42,NA,52,247,128.44,0.3449355
PFR,PFR,PFR,NA,200202,2002,43,NA,47,239,112.33,0.3573101
PFR,PFR,PFR,NA,200202,2002,44,NA,62,233,144.46,0.2574349
PFR,PFR,PFR,NA,200202,2002,45,NA,49,262,128.38,0.411864
PFR,PFR,PFR,NA,200202,2002,46,NA,41,235,96.35,0.3960037
PFR,PFR,PFR,NA,200202,2002,47,NA,70,252,176.4,0.2667168
PFR,PFR,PFR,NA,200202,2002,48,NA,34,189,64.26,0.3088816
PFR,PFR,PFR,NA,200202,2002,49,NA,52,247,128.44,0.3449355
PFR,PFR,PFR,NA,200202,2002,50,NA,57,281,160.17,0.4072725
PFR,PFR,PFR,NA,200202,2002,51,NA,34,189,64.26,0.3088816
PFR,PFR,PFR,NA,200202,2002,52,NA,37,173,64.01,0.2378142
PFR,PFR,PFR,NA,200202,2002,53,NA,37,173,64.01,0.2378142
PFR,PFR,PFR,NA,200202,2002,54,NA,35,183,64.05,0.2813076
PFR,PFR,PFR,NA,200202,2002,55,NA,34,189,64.26,0.3088816
PFR,PFR,PFR,NA,200202,2002,56,NA,33,194,64.02,0.3353025
PFR,PFR,PFR,NA,200202,2002,57,NA,36,178,64.08,0.2587527
PFR,PFR,PFR,NA,200202,2002,58,NA,35,183,64.05,0.2813076
PFR,PFR,PFR,NA,200202,2002,59,NA,36,134,48.24,0.1466407
PFR,PFR,PFR,NA,200202,2002,60,NA,35,183,64.05,0.2813076
PFR,PFR,PFR,NA,200202,2002,61,NA,38,169,64.22,0.2209719
PFR,PFR,PFR,NA,200202,2002,62,NA,36,267,96.12,0.5821935
PFR,PFR,PFR,NA,200202,2002,63,NA,32,301,96.32,0.8323967
PFR,PFR,PFR,NA,200202,2002,64,NA,31,207,64.17,0.4063744
PFR,PFR,PFR,NA,200202,2002,65,NA,38,169,64.22,0.2209719
PFR,PFR,PFR,NA,200202,2002,66,NA,36,89.1,32.076,0.0648336
PFR,PFR,PFR,NA,200202,2002,67,NA,35,275,96.25,0.63525
PFR,PFR,PFR,NA,200202,2002,68,NA,35,275,96.25,0.63525
PFR,PFR,PFR,NA,200202,2002,69,NA,30,214,64.2,0.4488008
