site,zone,year,tree,aspect,height,viability,gmin
T11,Tree island,2013,4,W,C,96,3.00E-05
T11,Tree island,2013,4,W,S,98,3.00E-05
T11,Tree island,2013,4,W,S,100,1.30E-05
T11,Tree island,2013,5,W,A,99,9.90E-06
T11,Tree island,2013,5,W,A,100,1.10E-05
T11,Tree island,2013,5,W,C,100,2.10E-06
T11,Tree island,2013,5,W,C,95,2.40E-05
T11,Tree island,2013,5,W,S,98,3.50E-05
T11,Tree island,2013,5,W,S,100,6.40E-06
T12,Tree island,2013,1,W,A,94,1.70E-05
T12,Tree island,2013,1,W,A,100,2.20E-05
T12,Tree island,2013,1,W,C,97,2.00E-05
T12,Tree island,2013,1,W,C,98,8.30E-06
T12,Tree island,2013,1,W,S,100,2.20E-05
T12,Tree island,2013,1,W,S,97,1.30E-05
T12,Tree island,2013,2,W,A,96,3.90E-06
T12,Tree island,2013,2,W,A,92,2.20E-05
T12,Tree island,2013,2,W,C,100,4.10E-05
T12,Tree island,2013,2,W,C,100,2.60E-05
T12,Tree island,2013,2,W,S,96,1.40E-05
T12,Tree island,2013,2,W,S,100,1.60E-06
T12,Tree island,2013,3,W,A,97,2.60E-05
T12,Tree island,2013,3,W,A,98,3.10E-05
T12,Tree island,2013,3,W,C,100,5.70E-05
T12,Tree island,2013,3,W,C,96,3.10E-05
T12,Tree island,2013,3,W,S,100,9.40E-06
T12,Tree island,2013,3,W,S,97,8.90E-06
T12,Tree island,2013,4,W,A,79,1.60E-05
T12,Tree island,2013,4,W,A,100,1.10E-05
T12,Tree island,2013,4,W,C,96,5.90E-05
T12,Tree island,2013,4,W,C,100,3.30E-05
T12,Tree island,2013,4,W,S,100,1.00E-05
T12,Tree island,2013,4,W,S,97,1.60E-05
T12,Tree island,2013,5,W,A,100,2.50E-05
T12,Tree island,2013,5,W,A,100,1.20E-05
T12,Tree island,2013,5,W,C,95,2.90E-05
T12,Tree island,2013,5,W,C,97,3.70E-05
T12,Tree island,2013,5,W,S,100,1.60E-05
T12,Tree island,2013,5,W,S,100,1.30E-05
T14,Tree island,2013,1,W,A,100,1.20E-06
T14,Tree island,2013,1,W,A,97,5.30E-06
T14,Tree island,2013,1,W,C,97,2.70E-06
T14,Tree island,2013,1,W,C,100,1.20E-05
T14,Tree island,2013,1,W,S,97,9.10E-06
T14,Tree island,2013,1,W,S,98,4.90E-06
T14,Tree island,2013,2,W,A,97,4.50E-06
T14,Tree island,2013,2,W,A,100,1.10E-05
T14,Tree island,2013,2,W,C,97,2.10E-05
T14,Tree island,2013,2,W,C,100,6.70E-06
T14,Tree island,2013,2,W,S,100,1.60E-05
T14,Tree island,2013,2,W,S,96,7.60E-06
T14,Tree island,2013,3,W,A,100,7.20E-06
T14,Tree island,2013,3,W,A,100,3.70E-06
T14,Tree island,2013,3,W,C,98,2.30E-06
T14,Tree island,2013,3,W,C,100,4.00E-06
T14,Tree island,2013,3,W,S,100,1.80E-05
T14,Tree island,2013,3,W,S,71,3.80E-06
T14,Tree island,2013,4,W,A,91,2.80E-06
T14,Tree island,2013,4,W,A,75,1.10E-05
T14,Tree island,2013,4,W,C,100,2.80E-05
T14,Tree island,2013,4,W,C,100,5.10E-06
T14,Tree island,2013,4,W,S,100,3.60E-05
T14,Tree island,2013,4,W,S,57,5.80E-06
T14,Tree island,2013,5,W,A,100,8.80E-07
T14,Tree island,2013,5,W,A,96,1.00E-05
T14,Tree island,2013,5,W,C,96,1.30E-05
T14,Tree island,2013,5,W,C,0,1.90E-06
T14,Tree island,2013,5,W,S,100,1.10E-06
TIS,Tree island,2013,1,W,A,64,2.10E-05
TIS,Tree island,2013,1,W,A,14,9.40E-05
TIS,Tree island,2013,1,W,C,100,2.20E-05
TIS,Tree island,2013,1,W,C,88,6.00E-07
TIS,Tree island,2013,1,W,S,96,9.70E-06
TIS,Tree island,2013,1,W,S,59,5.00E-05
TIS,Tree island,2013,2,W,A,95,2.90E-05
TIS,Tree island,2013,2,W,A,89,3.40E-05
TIS,Tree island,2013,2,W,C,97,1.10E-05
TIS,Tree island,2013,2,W,C,96,2.70E-05
TIS,Tree island,2013,2,W,S,63,1.50E-05
TIS,Tree island,2013,3,W,A,81,2.50E-05
TIS,Tree island,2013,3,W,C,70,1.80E-05
TIS,Tree island,2013,3,W,C,96,3.10E-07
TIS,Tree island,2013,3,W,S,94,1.40E-05
TIS,Tree island,2013,3,W,S,0,1.50E-05
TIS,Tree island,2013,4,W,A,0,1.60E-05
TIS,Tree island,2013,4,W,A,10,3.90E-05
TIS,Tree island,2013,4,W,C,88,2.10E-05
TIS,Tree island,2013,4,W,C,91,2.80E-05
TIS,Tree island,2013,4,W,S,100,1.30E-05
TIS,Tree island,2013,4,W,S,71,2.00E-05
TIS,Tree island,2013,5,W,A,98,1.80E-05
TIS,Tree island,2013,5,W,A,95,1.50E-05
TIS,Tree island,2013,5,W,C,99,2.50E-05
TIS,Tree island,2013,5,W,C,77,2.60E-05
TIS,Tree island,2013,5,W,S,98,8.80E-06
TIS,Tree island,2013,5,W,S,20,3.80E-05
BSW,Forest,2014,1,L,A,100,1.41E-05
BSW,Forest,2014,1,L,C,100,1.31E-05
BSW,Forest,2014,1,L,S,100,7.44E-06
BSW,Forest,2014,1,W,A,100,1.08E-05
BSW,Forest,2014,1,W,C,96,1.88E-05
BSW,Forest,2014,1,W,S,98,1.38E-05
BSW,Forest,2014,2,L,A,100,2.60E-05
BSW,Forest,2014,2,L,C,98,1.95E-06
BSW,Forest,2014,2,L,S,100,6.93E-06
BSW,Forest,2014,2,W,A,100,4.32E-06
BSW,Forest,2014,2,W,C,97,7.43E-06
BSW,Forest,2014,2,W,S,100,1.75E-05
BSW,Forest,2014,3,L,A,100,8.26E-06
BSW,Forest,2014,3,L,C,100,6.51E-06
BSW,Forest,2014,3,W,A,100,8.30E-06
BSW,Forest,2014,3,W,C,100,7.21E-06
BSW,Forest,2014,3,W,S,100,8.52E-06
BSW,Forest,2014,4,L,A,100,6.41E-06
BSW,Forest,2014,4,L,C,100,6.70E-06
BSW,Forest,2014,4,L,S,100,1.11E-05
BSW,Forest,2014,4,W,A,100,1.85E-05
BSW,Forest,2014,4,W,C,100,1.52E-05
BSW,Forest,2014,4,W,S,100,8.14E-06
BSW,Forest,2014,5,L,A,100,1.00E-05
BSW,Forest,2014,5,L,C,100,1.10E-05
BSW,Forest,2014,5,L,S,100,1.80E-05
BSW,Forest,2014,5,W,A,100,9.52E-06
BSW,Forest,2014,5,W,C,100,1.09E-05
BSW,Forest,2014,5,W,S,95,8.94E-06
RID,Ecotone,2014,1,L,A,100,1.15E-05
RID,Ecotone,2014,1,L,C,100,1.46E-05
RID,Ecotone,2014,1,L,S,100,1.22E-05
RID,Ecotone,2014,1,W,A,98,2.07E-05
RID,Ecotone,2014,1,W,C,100,1.60E-05
RID,Ecotone,2014,1,W,S,99,1.31E-05
RID,Ecotone,2014,2,L,A,20,1.22E-05
RID,Ecotone,2014,2,L,C,100,1.31E-05
RID,Ecotone,2014,2,L,S,98,1.15E-05
RID,Ecotone,2014,2,W,A,100,1.77E-05
RID,Ecotone,2014,2,W,C,17,1.66E-05
RID,Ecotone,2014,3,L,A,98,8.68E-06
RID,Ecotone,2014,3,L,C,100,1.06E-05
RID,Ecotone,2014,3,L,S,100,6.22E-06
RID,Ecotone,2014,3,W,A,100,1.15E-05
RID,Ecotone,2014,3,W,C,99,1.54E-05
RID,Ecotone,2014,3,W,S,100,1.31E-05
RID,Ecotone,2014,4,L,A,100,1.39E-05
RID,Ecotone,2014,4,L,C,99,1.16E-05
RID,Ecotone,2014,4,L,S,100,1.56E-05
RID,Ecotone,2014,4,W,A,100,2.06E-05
RID,Ecotone,2014,4,W,C,100,1.24E-05
RID,Ecotone,2014,4,W,S,100,1.65E-05
RID,Ecotone,2014,5,L,A,100,8.52E-06
RID,Ecotone,2014,5,L,C,89,3.66E-05
RID,Ecotone,2014,5,L,S,100,1.06E-05
RID,Ecotone,2014,5,W,A,100,1.14E-05
RID,Ecotone,2014,5,W,C,100,9.48E-06
RID,Ecotone,2014,5,W,S,100,1.33E-05
ROK,Ecotone,2014,1,L,A,100,9.61E-06
ROK,Ecotone,2014,1,L,C,100,1.07E-05
ROK,Ecotone,2014,1,L,S,100,5.71E-06
ROK,Ecotone,2014,1,W,A,100,1.37E-05
ROK,Ecotone,2014,1,W,C,100,1.60E-05
ROK,Ecotone,2014,1,W,S,100,1.10E-05
ROK,Ecotone,2014,2,L,A,98,1.43E-05
ROK,Ecotone,2014,2,L,C,93,8.97E-06
ROK,Ecotone,2014,2,L,S,100,1.04E-05
ROK,Ecotone,2014,2,W,A,100,1.36E-05
ROK,Ecotone,2014,2,W,C,100,1.33E-05
ROK,Ecotone,2014,2,W,S,93,2.42E-05
ROK,Ecotone,2014,3,L,A,100,6.66E-06
ROK,Ecotone,2014,3,L,C,98,7.72E-06
ROK,Ecotone,2014,3,L,S,100,7.47E-06
ROK,Ecotone,2014,3,W,A,100,4.45E-06
ROK,Ecotone,2014,3,W,C,100,1.19E-05
ROK,Ecotone,2014,3,W,S,99,8.50E-06
ROK,Ecotone,2014,4,L,A,100,1.03E-05
ROK,Ecotone,2014,4,L,C,100,9.54E-06
ROK,Ecotone,2014,4,L,S,100,7.36E-06
ROK,Ecotone,2014,4,W,A,98,1.96E-05
ROK,Ecotone,2014,4,W,C,100,1.24E-05
ROK,Ecotone,2014,4,W,S,100,7.16E-06
ROK,Ecotone,2014,5,L,A,100,1.33E-05
ROK,Ecotone,2014,5,L,C,100,9.38E-06
ROK,Ecotone,2014,5,L,S,100,9.86E-06
ROK,Ecotone,2014,5,W,A,100,9.64E-06
ROK,Ecotone,2014,5,W,C,97,1.43E-05
ROK,Ecotone,2014,5,W,S,100,1.62E-05
T10,Tree island,2014,1,L,A,100,2.78E-05
T10,Tree island,2014,1,L,C,100,1.54E-05
T10,Tree island,2014,1,L,S,100,1.59E-05
T10,Tree island,2014,1,W,S,97,2.09E-05
T10,Tree island,2014,2,L,A,100,5.84E-05
T10,Tree island,2014,2,L,C,100,8.82E-06
T10,Tree island,2014,2,L,S,100,2.10E-05
T10,Tree island,2014,2,W,C,100,1.84E-05
T10,Tree island,2014,2,W,S,100,2.60E-05
T10,Tree island,2014,3,L,A,100,1.47E-05
T10,Tree island,2014,3,L,C,100,1.55E-05
T10,Tree island,2014,3,L,S,98,1.72E-05
T10,Tree island,2014,3,W,A,100,3.78E-05
T10,Tree island,2014,3,W,C,100,3.82E-05
T10,Tree island,2014,3,W,S,100,2.15E-05
T10,Tree island,2014,4,L,C,98,1.31E-05
T10,Tree island,2014,4,L,S,99,2.19E-05
T10,Tree island,2014,5,L,A,100,1.77E-05
T10,Tree island,2014,5,L,C,100,1.60E-05
T10,Tree island,2014,5,L,S,100,1.01E-05
T10,Tree island,2014,5,W,A,100,8.02E-05
T10,Tree island,2014,5,W,C,100,3.35E-05
T10,Tree island,2014,5,W,S,100,2.90E-05
T10,Tree island,2014,1,L,A,100,2.78E-05
T10,Tree island,2014,1,L,C,100,1.18E-05
T10,Tree island,2014,1,L,S,100,1.06E-05
T10,Tree island,2014,1,W,A,95,4.12E-05
T10,Tree island,2014,1,W,C,99,2.91E-05
T10,Tree island,2014,1,W,S,100,9.74E-06
T10,Tree island,2014,2,L,A,99,2.22E-05
T10,Tree island,2014,2,L,C,100,2.03E-05
T10,Tree island,2014,2,L,S,96,7.96E-06
T10,Tree island,2014,2,W,A,47,4.46E-05
T10,Tree island,2014,2,W,C,92,7.49E-05
T10,Tree island,2014,2,W,S,94,3.35E-05
T10,Tree island,2014,3,L,A,100,6.70E-05
T10,Tree island,2014,3,L,C,100,3.08E-05
T10,Tree island,2014,3,L,S,100,1.68E-05
T10,Tree island,2014,3,W,C,96,2.69E-05
T10,Tree island,2014,4,L,A,100,2.34E-05
T10,Tree island,2014,4,L,C,100,1.28E-05
T10,Tree island,2014,4,L,S,100,1.94E-05
T10,Tree island,2014,4,L,S,100,7.15E-06
T10,Tree island,2014,4,W,A,99,4.39E-05
T10,Tree island,2014,4,W,S,92,3.68E-05
T10,Tree island,2014,5,L,A,100,2.40E-05
T10,Tree island,2014,5,L,C,96,1.97E-05
T10,Tree island,2014,5,L,S,100,3.99E-05
T10,Tree island,2014,5,W,A,100,2.66E-05
T10,Tree island,2014,5,W,C,100,4.88E-05
T10,Tree island,2014,5,W,S,97,1.86E-05
T11,Tree island,2014,1,L,A,100,2.76E-05
T11,Tree island,2014,1,L,C,94,1.71E-05
T11,Tree island,2014,1,L,S,99,1.67E-05
T11,Tree island,2014,1,W,A,100,1.57E-05
T11,Tree island,2014,1,W,C,100,1.62E-05
T11,Tree island,2014,1,W,S,100,1.78E-05
T11,Tree island,2014,2,L,A,100,1.17E-05
T11,Tree island,2014,2,L,C,100,1.21E-05
T11,Tree island,2014,2,L,S,99,7.79E-06
T11,Tree island,2014,2,W,A,98,3.22E-05
T11,Tree island,2014,2,W,C,100,2.77E-05
T11,Tree island,2014,2,W,S,100,8.03E-06
T11,Tree island,2014,3,L,A,98,3.96E-05
T11,Tree island,2014,3,L,C,99,1.65E-05
T11,Tree island,2014,3,L,S,100,1.31E-05
T11,Tree island,2014,3,W,C,100,4.03E-05
T11,Tree island,2014,3,W,S,98,1.73E-05
T11,Tree island,2014,4,L,A,100,1.37E-05
T11,Tree island,2014,4,L,C,100,2.14E-05
T11,Tree island,2014,4,L,S,80,4.93E-05
T11,Tree island,2014,4,W,A,100,2.94E-05
T11,Tree island,2014,4,W,C,95,1.72E-05
T11,Tree island,2014,4,W,S,97,1.42E-05
T11,Tree island,2014,5,L,A,100,9.87E-06
T11,Tree island,2014,5,L,C,100,7.99E-06
T11,Tree island,2014,5,L,S,99,2.54E-05
T11,Tree island,2014,5,W,A,100,4.03E-05
T11,Tree island,2014,5,W,C,77,6.29E-05
T11,Tree island,2014,5,W,S,93,3.93E-05
T11,Tree island,2014,1,L,A,100,1.86E-05
T11,Tree island,2014,1,L,C,100,1.92E-05
T11,Tree island,2014,1,L,S,100,7.81E-06
T11,Tree island,2014,1,W,A,96,2.53E-05
T11,Tree island,2014,1,W,C,100,3.14E-05
T11,Tree island,2014,1,W,S,100,2.82E-05
T11,Tree island,2014,2,L,A,100,2.65E-05
T11,Tree island,2014,2,L,C,100,2.09E-05
T11,Tree island,2014,2,L,S,99,6.92E-06
T11,Tree island,2014,2,W,A,100,4.53E-05
T11,Tree island,2014,2,W,C,98,3.20E-05
T11,Tree island,2014,2,W,S,100,2.72E-05
T11,Tree island,2014,3,L,A,100,2.60E-05
T11,Tree island,2014,3,L,C,100,6.37E-06
T11,Tree island,2014,3,L,S,100,9.74E-06
T11,Tree island,2014,3,W,C,100,4.06E-05
T11,Tree island,2014,4,L,A,98,3.81E-05
T11,Tree island,2014,4,L,C,100,1.26E-05
T11,Tree island,2014,4,L,S,100,1.77E-05
T11,Tree island,2014,4,W,A,0,8.63E-05
T11,Tree island,2014,4,W,C,100,2.95E-05
T11,Tree island,2014,4,W,S,0,1.82E-05
T11,Tree island,2014,5,L,A,100,3.34E-05
T11,Tree island,2014,5,L,C,100,9.39E-06
T11,Tree island,2014,5,L,S,100,6.64E-06
T11,Tree island,2014,5,W,A,100,2.20E-05
T11,Tree island,2014,5,W,C,100,3.58E-05
T11,Tree island,2014,5,W,S,100,1.74E-05
T12,Tree island,2014,1,L,A,100,3.17E-05
T12,Tree island,2014,1,L,S,100,1.38E-05
T12,Tree island,2014,1,W,A,98,2.71E-05
T12,Tree island,2014,2,L,A,95,4.13E-05
T12,Tree island,2014,2,L,C,100,1.32E-05
T12,Tree island,2014,2,L,S,100,2.47E-05
T12,Tree island,2014,2,L,S,100,1.79E-05
T12,Tree island,2014,2,W,S,99,1.13E-05
T12,Tree island,2014,1,L,A,100,3.01E-05
T12,Tree island,2014,1,W,A,100,2.89E-05
T12,Tree island,2014,1,W,C,96,3.19E-05
T12,Tree island,2014,1,W,S,99,1.33E-05
T12,Tree island,2014,2,L,A,98,3.51E-05
T12,Tree island,2014,2,L,C,94,2.94E-05
T12,Tree island,2014,2,L,S,100,1.79E-05
T12,Tree island,2014,2,W,A,99,6.06E-05
T12,Tree island,2014,2,W,S,100,2.23E-05
T12,Tree island,2014,3,L,A,100,1.39E-05
T12,Tree island,2014,3,L,C,98,2.36E-05
T12,Tree island,2014,3,L,S,100,1.52E-05
T12,Tree island,2014,3,W,C,0,3.44E-06
T12,Tree island,2014,3,W,S,96,4.37E-05
T12,Tree island,2014,4,L,A,71,3.42E-05
T12,Tree island,2014,4,L,C,98,3.43E-05
T12,Tree island,2014,4,L,S,100,1.05E-05
T12,Tree island,2014,4,W,A,100,5.87E-05
T12,Tree island,2014,4,W,C,92,4.81E-05
T12,Tree island,2014,4,W,S,99,2.27E-05
T12,Tree island,2014,5,L,C,100,1.54E-05
T12,Tree island,2014,5,L,S,100,2.96E-05
T12,Tree island,2014,5,W,C,97,6.12E-05
T12,Tree island,2014,5,W,S,100,1.53E-05
T13,Tree island,2014,1,L,A,100,4.90E-05
T13,Tree island,2014,1,L,C,100,1.33E-05
T13,Tree island,2014,1,L,S,99,1.77E-05
T13,Tree island,2014,1,W,A,100,4.68E-05
T13,Tree island,2014,1,W,C,98,3.51E-05
T13,Tree island,2014,2,L,A,89,3.63E-05
T13,Tree island,2014,2,L,C,100,6.02E-05
T13,Tree island,2014,2,L,S,99,3.45E-05
T13,Tree island,2014,2,W,A,100,4.19E-05
T13,Tree island,2014,2,W,C,100,5.48E-05
T13,Tree island,2014,2,W,S,96,3.07E-05
T13,Tree island,2014,3,L,A,100,4.68E-05
T13,Tree island,2014,3,L,C,99,3.87E-05
T13,Tree island,2014,3,L,S,95,3.29E-05
T13,Tree island,2014,3,W,C,100,6.38E-05
T13,Tree island,2014,3,W,S,87,4.00E-05
T13,Tree island,2014,1,L,A,100,5.07E-05
T13,Tree island,2014,1,L,C,96,2.10E-05
T13,Tree island,2014,1,L,S,100,3.00E-05
T13,Tree island,2014,1,W,A,100,7.00E-05
T13,Tree island,2014,1,W,C,100,5.90E-05
T13,Tree island,2014,1,W,S,95,8.31E-06
T13,Tree island,2014,1,W,S,100,4.56E-05
T13,Tree island,2014,2,L,A,100,3.33E-05
T13,Tree island,2014,2,L,C,95,2.56E-05
T13,Tree island,2014,2,L,S,100,9.93E-06
T13,Tree island,2014,2,W,S,94,8.64E-06
T13,Tree island,2014,3,L,A,93,2.56E-05
T13,Tree island,2014,3,L,C,100,5.83E-05
T13,Tree island,2014,3,L,S,98,4.09E-05
T13,Tree island,2014,3,W,A,100,5.90E-05
T13,Tree island,2014,3,W,C,98,7.61E-05
T13,Tree island,2014,4,L,A,100,4.79E-05
T13,Tree island,2014,4,L,C,100,3.62E-05
T13,Tree island,2014,4,L,S,100,4.79E-05
T13,Tree island,2014,4,W,C,98,4.65E-05
T13,Tree island,2014,4,W,S,94,1.92E-05
T13,Tree island,2014,5,L,A,96,4.89E-05
T13,Tree island,2014,5,L,C,100,1.61E-05
T13,Tree island,2014,5,L,S,100,6.63E-06
T13,Tree island,2014,5,W,A,98,1.80E-05
T13,Tree island,2014,5,W,C,80,9.65E-06
T13,Tree island,2014,5,W,S,96,8.56E-05
WSU,Forest,2014,1,L,A,100,8.22E-06
WSU,Forest,2014,1,L,C,100,1.15E-05
WSU,Forest,2014,1,W,A,100,9.10E-06
WSU,Forest,2014,1,W,C,100,1.02E-05
WSU,Forest,2014,2,L,A,100,1.11E-05
WSU,Forest,2014,2,L,C,100,1.92E-05
WSU,Forest,2014,2,W,A,100,9.91E-06
WSU,Forest,2014,2,W,C,100,1.11E-05
WSU,Forest,2014,3,L,A,100,6.72E-06
WSU,Forest,2014,3,L,C,100,1.34E-05
WSU,Forest,2014,3,W,A,100,1.45E-05
WSU,Forest,2014,3,W,C,100,9.25E-06
WSU,Forest,2014,4,L,A,100,7.13E-06
WSU,Forest,2014,4,L,C,100,1.23E-05
WSU,Forest,2014,4,W,A,100,1.01E-05
WSU,Forest,2014,4,W,C,100,1.45E-05
WSU,Forest,2014,5,L,A,100,1.22E-05
WSU,Forest,2014,5,L,C,100,1.39E-05
WSU,Forest,2014,5,W,A,100,8.28E-06
WSU,Forest,2014,5,W,C,100,2.06E-05
BLK,Ecotone,2014,1,L,C,100,2.21E-05
BLK,Ecotone,2014,1,W,C,15,2.29E-05
BLK,Ecotone,2014,2,L,A,100,1.38E-05
BLK,Ecotone,2014,2,L,C,93,1.64E-05
BLK,Ecotone,2014,2,L,S,87,2.13E-05
BLK,Ecotone,2014,2,W,A,100,1.14E-05
BLK,Ecotone,2014,2,W,C,94,1.62E-05
BLK,Ecotone,2014,2,W,S,21,3.59E-05
BLK,Ecotone,2014,3,L,C,90,2.58E-05
BLK,Ecotone,2014,3,L,S,95,1.15E-05
BLK,Ecotone,2014,3,W,A,100,1.56E-05
BLK,Ecotone,2014,3,W,C,100,1.45E-05
BLK,Ecotone,2014,3,W,S,95,1.16E-05
BLK,Ecotone,2014,4,L,A,100,1.60E-05
BLK,Ecotone,2014,4,L,C,14,2.43E-05
BLK,Ecotone,2014,4,L,S,100,1.24E-05
BLK,Ecotone,2014,4,W,C,17,3.39E-05
BLK,Ecotone,2014,4,W,S,94,2.11E-05
BLK,Ecotone,2014,5,L,A,82,1.49E-05
BLK,Ecotone,2014,5,L,C,100,2.26E-05
BLK,Ecotone,2014,5,L,S,86,1.06E-05
BLK,Ecotone,2014,5,W,A,0,3.47E-05
BLK,Ecotone,2014,5,W,C,100,1.90E-05
BLK,Ecotone,2014,5,W,S,0,2.07E-05
BLK,Ecotone,2014,1,L,A,100,7.63E-06
BLK,Ecotone,2014,1,L,C,100,5.81E-06
BLK,Ecotone,2014,1,W,A,100,5.28E-06
BLK,Ecotone,2014,1,W,C,100,1.41E-05
BLK,Ecotone,2014,2,L,A,94,1.66E-05
BLK,Ecotone,2014,2,L,C,100,2.33E-05
BLK,Ecotone,2014,2,L,S,100,6.61E-06
BLK,Ecotone,2014,2,W,A,100,1.28E-05
BLK,Ecotone,2014,2,W,C,100,2.10E-05
BLK,Ecotone,2014,2,W,S,100,9.28E-06
BLK,Ecotone,2014,3,L,A,100,9.62E-06
BLK,Ecotone,2014,3,L,C,100,1.13E-05
BLK,Ecotone,2014,3,L,S,100,1.26E-05
BLK,Ecotone,2014,3,W,A,100,8.28E-06
BLK,Ecotone,2014,3,W,C,100,1.91E-05
BLK,Ecotone,2014,4,L,C,84,2.80E-05
BLK,Ecotone,2014,4,W,A,100,2.04E-05
BLK,Ecotone,2014,4,W,C,100,3.23E-05
BLK,Ecotone,2014,5,L,A,98,1.53E-05
BLK,Ecotone,2014,5,L,C,75,2.95E-05
BLK,Ecotone,2014,5,L,S,100,1.07E-05
BLK,Ecotone,2014,5,W,A,91,1.66E-05
BLK,Ecotone,2014,5,W,C,100,9.61E-06
BLK,Ecotone,2014,5,W,S,89,9.47E-06
BLK,Ecotone,2014,1,L,S,100,9.02E-06
BRR,Forest,2014,1,L,A,74,6.18E-05
BRR,Forest,2014,1,L,C,5,1.17E-04
BRR,Forest,2014,1,L,S,87,5.82E-05
BRR,Forest,2014,1,W,A,100,1.32E-04
BRR,Forest,2014,1,W,C,67,7.92E-05
BRR,Forest,2014,1,W,S,100,9.61E-05
BRR,Forest,2014,2,L,A,22,2.69E-05
BRR,Forest,2014,2,L,C,0,1.84E-05
BRR,Forest,2014,2,L,S,6,7.33E-05
BRR,Forest,2014,2,W,A,0,1.36E-04
BRR,Forest,2014,2,W,C,26,5.78E-05
BRR,Forest,2014,2,W,S,9,7.99E-05
BRR,Forest,2014,3,L,A,100,1.87E-05
BRR,Forest,2014,3,L,C,87,2.60E-05
BRR,Forest,2014,3,L,S,32,3.67E-05
BRR,Forest,2014,3,W,A,13,5.06E-05
BRR,Forest,2014,3,W,C,65,2.24E-05
BRR,Forest,2014,3,W,S,91,1.80E-05
BRR,Forest,2014,4,L,A,31,4.84E-05
BRR,Forest,2014,4,L,C,18,3.28E-05
BRR,Forest,2014,4,W,A,100,6.52E-05
BRR,Forest,2014,4,W,C,100,1.63E-04
BRR,Forest,2014,5,L,A,0,2.79E-05
BRR,Forest,2014,5,L,C,44,2.48E-05
BRR,Forest,2014,5,L,S,35,6.09E-05
BRR,Forest,2014,5,W,A,89,2.25E-05
BRR,Forest,2014,5,W,C,93,5.54E-05
BRR,Forest,2014,5,W,S,97,1.64E-05
BRR,Forest,2014,1,L,A,92,3.92E-05
BRR,Forest,2014,1,L,C,100,2.17E-05
BRR,Forest,2014,1,L,S,90,2.09E-05
BRR,Forest,2014,1,W,A,99,1.04E-05
BRR,Forest,2014,1,W,C,55,5.53E-05
BRR,Forest,2014,1,W,S,92,3.09E-05
BRR,Forest,2014,2,L,A,91,2.48E-05
BRR,Forest,2014,2,L,C,100,1.78E-05
BRR,Forest,2014,2,L,S,100,1.55E-05
BRR,Forest,2014,2,W,A,96,1.51E-05
BRR,Forest,2014,2,W,C,68,6.20E-05
BRR,Forest,2014,2,W,S,100,2.83E-05
BRR,Forest,2014,3,L,A,83,2.03E-05
BRR,Forest,2014,3,L,C,0,7.15E-05
BRR,Forest,2014,3,L,S,41,5.24E-05
BRR,Forest,2014,3,W,A,75,2.74E-05
BRR,Forest,2014,3,W,C,39,3.50E-05
BRR,Forest,2014,3,W,S,48,6.02E-05
BRR,Forest,2014,4,L,A,100,1.21E-05
BRR,Forest,2014,4,L,C,87,2.06E-05
BRR,Forest,2014,4,L,S,97,3.47E-05
BRR,Forest,2014,4,W,A,97,2.64E-05
BRR,Forest,2014,4,W,C,100,1.61E-05
BRR,Forest,2014,4,W,S,91,1.88E-05
BRR,Forest,2014,5,L,C,74,4.34E-05
BRR,Forest,2014,5,L,S,18,2.92E-05
BRR,Forest,2014,5,W,A,100,7.53E-05
BRR,Forest,2014,5,W,C,87,3.36E-05
BRR,Forest,2014,5,W,S,75,2.60E-05
MLK,Forest,2014,1,L,A,63,4.64E-05
MLK,Forest,2014,1,L,C,100,1.52E-05
MLK,Forest,2014,1,L,S,100,2.78E-05
MLK,Forest,2014,1,W,A,17,2.42E-05
MLK,Forest,2014,1,W,C,100,1.97E-05
MLK,Forest,2014,1,W,S,33,1.55E-05
MLK,Forest,2014,2,L,A,92,2.04E-05
MLK,Forest,2014,2,L,C,100,2.11E-05
MLK,Forest,2014,2,L,S,100,1.02E-05
MLK,Forest,2014,2,W,A,100,2.17E-05
MLK,Forest,2014,2,W,C,100,4.08E-05
MLK,Forest,2014,3,L,A,81,1.82E-05
MLK,Forest,2014,3,L,C,100,1.76E-05
MLK,Forest,2014,3,W,A,100,1.34E-05
MLK,Forest,2014,3,W,C,100,1.48E-05
MLK,Forest,2014,4,L,A,77,1.77E-05
MLK,Forest,2014,4,L,C,91,9.91E-06
MLK,Forest,2014,4,L,S,0,1.23E-05
MLK,Forest,2014,4,W,A,15,2.01E-06
MLK,Forest,2014,4,W,C,27,1.02E-05
MLK,Forest,2014,4,W,S,18,1.20E-05
MLK,Forest,2014,5,L,A,0,1.13E-04
MLK,Forest,2014,5,L,C,0,1.39E-04
MLK,Forest,2014,5,W,A,0,8.88E-05
MLK,Forest,2014,5,W,C,13,9.84E-05
MLK,Forest,2014,5,W,S,80,7.26E-05
OWL,Forest,2014,1,L,A,100,6.52E-06
OWL,Forest,2014,1,L,C,9,1.06E-05
OWL,Forest,2014,1,W,A,100,1.01E-05
OWL,Forest,2014,1,W,C,65,2.45E-05
OWL,Forest,2014,2,L,A,57,2.02E-05
OWL,Forest,2014,2,L,C,81,2.48E-05
OWL,Forest,2014,2,W,A,57,6.11E-05
OWL,Forest,2014,2,W,C,48,6.53E-05
OWL,Forest,2014,3,L,A,94,2.30E-05
OWL,Forest,2014,3,L,C,83,2.51E-05
