site,zone,date,year,zone.year,depth,density,swe,htc
RA2,E,20140310,2014,E.2014,42,200,84,0.28
RA2,E,20140310,2014,E.2014,44,229,101,0.351
RA2,E,20140310,2014,E.2014,58,265,154,0.357
RA2,E,20140310,2014,E.2014,35,208,73,0.363
RA2,E,20140310,2014,E.2014,52,256,133,0.37
RA2,E,20140310,2014,E.2014,50,266,133,0.416
RA2,E,20140310,2014,E.2014,50,280,140,0.461
RA2,E,20140310,2014,E.2014,46,274,126,0.479
RA2,E,20140310,2014,E.2014,31,226,70,0.483
RA2,E,20140310,2014,E.2014,52,296,154,0.496
RA2,E,20140310,2014,E.2014,36,249,90,0.506
RA2,E,20140310,2014,E.2014,64,332,213,0.508
RA2,E,20140310,2014,E.2014,40,266,106,0.52
RA2,E,20140310,2014,E.2014,48,292,140,0.521
RA2,E,20140310,2014,E.2014,34,247,84,0.528
RA2,E,20140310,2014,E.2014,30,233,70,0.533
RA2,E,20140310,2014,E.2014,72,369,266,0.557
RA2,E,20140310,2014,E.2014,50,308,154,0.558
RA2,E,20140310,2014,E.2014,40,280,112,0.576
RA2,E,20140310,2014,E.2014,40,280,112,0.576
RA2,E,20140310,2014,E.2014,42,293,123,0.602
RA2,E,20140310,2014,E.2014,32,262,84,0.633
RA2,E,20140310,2014,E.2014,32,262,84,0.633
RA2,E,20140310,2014,E.2014,36,280,101,0.64
RA2,E,20140310,2014,E.2014,36,295,106,0.713
RA2,E,20140310,2014,E.2014,34,288,98,0.718
RA2,E,20140310,2014,E.2014,28,300,84,0.945
RA2,E,20140310,2014,E.2014,52,485,252,1.327
RA2,F,20140310,2014,A.2014,112,175,196,0.08
RA2,F,20140310,2014,A.2014,83,186,154,0.122
RA2,F,20140310,2014,A.2014,138,254,350,0.137
RA2,F,20140310,2014,A.2014,92,213,196,0.145
RA2,F,20140310,2014,A.2014,146,268,392,0.145
RA2,F,20140310,2014,A.2014,142,266,378,0.147
RA2,F,20140310,2014,A.2014,154,294,452,0.165
RA2,F,20140310,2014,A.2014,92,228,210,0.166
RA2,F,20140310,2014,A.2014,97,237,230,0.17
RA2,F,20140310,2014,A.2014,122,271,330,0.177
RA2,F,20140310,2014,A.2014,146,297,434,0.178
RA2,F,20140310,2014,A.2014,131,288,378,0.187
RA2,F,20140310,2014,A.2014,140,300,420,0.189
RA2,F,20140310,2014,A.2014,143,303,434,0.189
RA2,F,20140310,2014,A.2014,126,289,364,0.195
RA2,F,20140310,2014,A.2014,146,316,462,0.202
RA2,F,20140310,2014,A.2014,120,292,350,0.208
RA2,F,20140310,2014,A.2014,106,277,294,0.213
RA2,F,20140310,2014,A.2014,125,302,378,0.215
RA2,F,20140310,2014,A.2014,147,333,490,0.222
RA2,F,20140310,2014,A.2014,129,315,406,0.226
RA2,F,20140310,2014,A.2014,118,301,356,0.226
RA2,F,20140310,2014,A.2014,131,321,420,0.231
RA2,F,20140310,2014,A.2014,130,323,420,0.236
RA2,F,20140310,2014,A.2014,130,323,420,0.236
RA2,F,20140310,2014,A.2014,112,300,336,0.236
RA2,F,20140310,2014,A.2014,175,376,658,0.237
RA2,F,20140310,2014,A.2014,128,324,414,0.241
RA2,F,20140310,2014,A.2014,175,390,683,0.256
RA2,F,20140310,2014,A.2014,175,400,700,0.269
RA2,F,20140310,2014,A.2014,127,342,434,0.27
RA2,F,20140310,2014,A.2014,137,358,490,0.274
RA2,F,20140310,2014,A.2014,115,377,434,0.364
RA2,T,20140310,2014,T.2014,5,73,4,0.312
RA2,T,20140310,2014,T.2014,6,103,6,0.516
RA2,T,20140310,2014,T.2014,7,116,8,0.565
RA2,T,20140310,2014,T.2014,8,129,10,0.616
RA2,T,20140310,2014,T.2014,11,160,18,0.687
RA2,T,20140310,2014,T.2014,8,140,11,0.72
RA2,T,20140310,2014,T.2014,7,132,9,0.732
RA2,T,20140310,2014,T.2014,5.5,127,7,0.866
RA2,T,20140310,2014,T.2014,10,176,18,0.914
RA2,T,20140310,2014,T.2014,6,140,8,0.96
RA2,T,20140310,2014,T.2014,5.5,137,8,1.01
RA2,T,20140310,2014,T.2014,6.5,151,10,1.028
RA2,T,20140310,2014,T.2014,5,134,7,1.062
RA2,T,20140310,2014,T.2014,5,134,7,1.062
RA2,T,20140310,2014,T.2014,5.5,143,8,1.086
RA2,T,20140310,2014,T.2014,4.5,131,6,1.115
RA2,T,20140310,2014,T.2014,8,175,14,1.125
RA2,T,20140310,2014,T.2014,8,189,15,1.312
RA2,T,20140310,2014,T.2014,6.5,172,11,1.342
RA2,T,20140310,2014,T.2014,8,192,15,1.361
RA2,T,20140310,2014,T.2014,7.5,187,14,1.365
RA2,T,20140310,2014,T.2014,8.5,214,18,1.585
RA2,T,20140310,2014,T.2014,5,168,8,1.659
RA2,T,20140310,2014,T.2014,7.5,220,17,1.901
RA2,T,20140310,2014,T.2014,6.5,211,14,2.014
RA2,T,20140310,2014,T.2014,5,190,10,2.131
RA2,T,20140310,2014,T.2014,5,196,10,2.258
RA2,T,20140310,2014,T.2014,5.5,229,13,2.804
RA2,T,20140310,2014,T.2014,4,203,8,3.028
RA2,T,20140310,2014,T.2014,3.5,200,7,3.359
RA2,T,20140310,2014,T.2014,6,327,20,5.227
RAM,E,20140312,2014,E.2014,80,231,185,0.196
RAM,E,20140312,2014,E.2014,73,230,168,0.213
RAM,E,20140312,2014,E.2014,91,258,235,0.216
RAM,E,20140312,2014,E.2014,74,238,176,0.226
RAM,E,20140312,2014,E.2014,89,264,235,0.231
RAM,E,20140312,2014,E.2014,74,242,179,0.233
RAM,E,20140312,2014,E.2014,80,252,202,0.233
RAM,E,20140312,2014,E.2014,84,260,218,0.237
RAM,E,20140312,2014,E.2014,88,267,235,0.239
RAM,E,20140312,2014,E.2014,77,254,196,0.247
RAM,E,20140312,2014,E.2014,84,267,224,0.249
RAM,E,20140312,2014,E.2014,72,249,179,0.253
RAM,E,20140312,2014,E.2014,82,266,218,0.254
RAM,E,20140312,2014,E.2014,82,266,218,0.254
RAM,E,20140312,2014,E.2014,73,253,185,0.258
RAM,E,20140312,2014,E.2014,78,266,207,0.266
RAM,E,20140312,2014,E.2014,69,252,174,0.27
RAM,E,20140312,2014,E.2014,70,256,179,0.275
RAM,E,20140312,2014,E.2014,97,303,294,0.278
RAM,E,20140312,2014,E.2014,95,301,286,0.28
RAM,E,20140312,2014,E.2014,92,298,274,0.284
RAM,E,20140312,2014,E.2014,76,273,207,0.287
RAM,E,20140312,2014,E.2014,76,273,207,0.287
RAM,E,20140312,2014,E.2014,89,296,263,0.289
RAM,E,20140312,2014,E.2014,85,290,246,0.291
RAM,E,20140312,2014,E.2014,78,280,218,0.295
RAM,E,20140312,2014,E.2014,78,280,218,0.295
RAM,E,20140312,2014,E.2014,86,296,255,0.3
RAM,E,20140312,2014,E.2014,70,268,188,0.302
RAM,E,20140312,2014,E.2014,72,272,196,0.302
RAM,E,20140312,2014,E.2014,70,272,190,0.311
RAM,E,20140312,2014,E.2014,74,280,207,0.311
RAM,E,20140312,2014,E.2014,65,267,174,0.323
RAM,F,20140311,2014,A.2014,127,29,37,0.002
RAM,F,20140311,2014,A.2014,129,263,339,0.157
RAM,F,20140311,2014,A.2014,126,271,342,0.171
RAM,F,20140311,2014,A.2014,144,301,434,0.185
RAM,F,20140311,2014,A.2014,122,278,339,0.186
RAM,F,20140311,2014,A.2014,134,292,392,0.188
RAM,F,20140311,2014,A.2014,136,296,403,0.19
RAM,F,20140311,2014,A.2014,115,275,316,0.193
RAM,F,20140311,2014,A.2014,260,418,1086,0.197
RAM,F,20140311,2014,A.2014,133,301,400,0.2
RAM,F,20140311,2014,A.2014,140,310,434,0.202
RAM,F,20140311,2014,A.2014,142,313,445,0.203
RAM,F,20140311,2014,A.2014,147,322,473,0.207
RAM,F,20140311,2014,A.2014,95,259,246,0.208
RAM,F,20140311,2014,A.2014,141,320,451,0.213
RAM,F,20140311,2014,A.2014,140,320,448,0.215
RAM,F,20140311,2014,A.2014,260,436,1134,0.215
RAM,F,20140311,2014,A.2014,140,326,456,0.223
RAM,F,20140311,2014,A.2014,260,445,1156,0.224
RAM,F,20140311,2014,A.2014,132,318,420,0.225
RAM,F,20140311,2014,A.2014,134,321,430,0.226
RAM,F,20140311,2014,A.2014,137,325,445,0.227
RAM,F,20140311,2014,A.2014,140,330,462,0.229
RAM,F,20140311,2014,A.2014,136,327,445,0.232
RAM,F,20140311,2014,A.2014,260,455,1184,0.235
RAM,F,20140311,2014,A.2014,130,325,423,0.239
RAM,F,20140311,2014,A.2014,133,335,445,0.248
RAM,F,20140311,2014,A.2014,135,340,459,0.252
RAM,F,20140311,2014,A.2014,260,506,1316,0.29
RAM,F,20140311,2014,A.2014,260,514,1335,0.298
RAM,T,20140312,2014,T.2014,10,146,15,0.623
RAM,T,20140312,2014,T.2014,6,140,8,0.96
RAM,T,20140312,2014,T.2014,8,196,16,1.411
RAM,T,20140312,2014,T.2014,8,280,22,2.88
RAM,T,20140312,2014,T.2014,6,243,15,2.884
RAM,T,20140312,2014,T.2014,4.5,218,10,3.097
RAM,T,20140312,2014,T.2014,6,257,15,3.227
RAM,T,20140312,2014,T.2014,5,235,12,3.252
RAM,T,20140312,2014,T.2014,5,241,12,3.408
RAM,T,20140312,2014,T.2014,4.5,236,11,3.651
RAM,T,20140312,2014,T.2014,7,312,22,4.087
RAM,T,20140312,2014,T.2014,4,238,10,4.162
RAM,T,20140312,2014,T.2014,5,269,13,4.247
RAM,T,20140312,2014,T.2014,6,313,19,4.788
RAM,T,20140312,2014,T.2014,4.5,274,12,4.895
RAM,T,20140312,2014,T.2014,4,266,11,5.199
RAM,T,20140312,2014,T.2014,4,280,11,5.76
RAM,T,20140312,2014,T.2014,4.5,299,13,5.826
RAM,T,20140312,2014,T.2014,4,308,12,6.97
RAM,T,20140312,2014,T.2014,4,315,13,7.29
RAM,T,20140312,2014,T.2014,4.5,336,15,7.373
RID,E,20140309,2014,E.2014,131,288,378,0.187
RID,E,20140309,2014,E.2014,117,273,319,0.187
RID,E,20140309,2014,E.2014,121,280,339,0.19
RID,E,20140309,2014,E.2014,131,297,389,0.198
RID,E,20140309,2014,E.2014,122,289,353,0.201
RID,E,20140309,2014,E.2014,147,324,476,0.21
RID,E,20140309,2014,E.2014,135,311,420,0.211
RID,E,20140309,2014,E.2014,111,282,314,0.211
RID,E,20140309,2014,E.2014,123,298,367,0.212
RID,E,20140309,2014,E.2014,108,280,302,0.213
RID,E,20140309,2014,E.2014,108,283,305,0.217
RID,E,20140309,2014,E.2014,107,283,302,0.219
RID,E,20140309,2014,E.2014,108,285,308,0.221
RID,E,20140309,2014,E.2014,104,280,291,0.222
RID,E,20140309,2014,E.2014,109,288,314,0.223
RID,E,20140309,2014,E.2014,126,311,392,0.226
RID,E,20140309,2014,E.2014,104,283,294,0.226
RID,E,20140309,2014,E.2014,116,299,347,0.227
RID,E,20140309,2014,E.2014,128,315,403,0.228
RID,E,20140309,2014,E.2014,113,297,336,0.23
RID,E,20140309,2014,E.2014,106,291,308,0.234
RID,E,20140309,2014,E.2014,112,300,336,0.236
RID,E,20140309,2014,E.2014,108,295,319,0.238
RID,E,20140309,2014,E.2014,129,323,417,0.238
RID,E,20140309,2014,E.2014,104,296,308,0.248
RID,E,20140309,2014,E.2014,101,294,297,0.251
RID,E,20140309,2014,E.2014,110,310,342,0.258
RID,E,20140309,2014,E.2014,118,323,381,0.259
RID,E,20140309,2014,E.2014,102,302,308,0.263
RID,E,20140309,2014,E.2014,95,295,280,0.269
RID,E,20140309,2014,E.2014,106,317,336,0.279
RID,E,20140309,2014,E.2014,98,314,308,0.296
RID,E,20140309,2014,E.2014,110,341,375,0.311
RID,F,20140309,2014,A.2014,67,167,112,0.123
RID,F,20140309,2014,A.2014,52,162,84,0.147
RID,F,20140309,2014,A.2014,68,196,133,0.165
RID,F,20140309,2014,A.2014,74,212,157,0.178
RID,F,20140309,2014,A.2014,56,195,109,0.2
RID,F,20140309,2014,A.2014,84,243,204,0.207
RID,F,20140309,2014,A.2014,57,201,115,0.209
RID,F,20140309,2014,A.2014,68,222,151,0.214
RID,F,20140309,2014,A.2014,94,262,246,0.215
RID,F,20140309,2014,A.2014,53,198,105,0.218
RID,F,20140309,2014,A.2014,94,265,249,0.22
RID,F,20140309,2014,A.2014,90,268,241,0.234
RID,F,20140309,2014,A.2014,76,247,188,0.236
RID,F,20140309,2014,A.2014,58,217,126,0.239
RID,F,20140309,2014,A.2014,62,226,140,0.242
RID,F,20140309,2014,A.2014,100,297,297,0.259
RID,F,20140309,2014,A.2014,74,261,193,0.271
RID,F,20140309,2014,A.2014,54,228,123,0.283
RID,F,20140309,2014,A.2014,37,189,70,0.284
RID,F,20140309,2014,A.2014,66,254,168,0.289
RID,F,20140309,2014,A.2014,58,241,140,0.295
RID,F,20140309,2014,A.2014,49,223,109,0.298
RID,F,20140309,2014,A.2014,66,263,174,0.308
RID,F,20140309,2014,A.2014,44,216,95,0.313
RID,F,20140309,2014,A.2014,38,203,77,0.318
RID,F,20140309,2014,A.2014,58,265,154,0.357
RID,F,20140309,2014,A.2014,42,227,95,0.36
RID,F,20140309,2014,A.2014,40,224,90,0.369
RID,F,20140309,2014,A.2014,45,249,112,0.405
RID,F,20140309,2014,A.2014,56,280,157,0.411
RID,F,20140309,2014,A.2014,55,280,154,0.419
RID,F,20140309,2014,A.2014,40,259,104,0.493
RID,F,20140309,2014,A.2014,36,311,112,0.79
RID,T,20140309,2014,T.2014,4,140,6,1.44
RID,T,20140309,2014,T.2014,4,140,6,1.44
RID,T,20140309,2014,T.2014,4,154,6,1.742
RID,T,20140309,2014,T.2014,4.5,168,8,1.843
RID,T,20140309,2014,T.2014,4,161,6,1.904
RID,T,20140309,2014,T.2014,5,185,9,2.007
RID,T,20140309,2014,T.2014,4,168,7,2.074
RID,T,20140309,2014,T.2014,4,182,7,2.434
RID,T,20140309,2014,T.2014,3.5,176,6,2.601
RID,T,20140309,2014,T.2014,4,196,8,2.822
RID,T,20140309,2014,T.2014,3,177,5,3.081
RID,T,20140309,2014,T.2014,3.5,200,7,3.359
RID,T,20140309,2014,T.2014,5,241,12,3.408
RID,T,20140309,2014,T.2014,3.5,208,7,3.633
RID,T,20140309,2014,T.2014,4,224,9,3.687
RID,T,20140309,2014,T.2014,3,205,6,4.13
RID,T,20140309,2014,T.2014,3,205,6,4.13
RID,T,20140309,2014,T.2014,2,168,3,4.147
RID,T,20140309,2014,T.2014,3.25,215,7,4.195
RID,T,20140309,2014,T.2014,2.5,213,5,5.323
RID,T,20140309,2014,T.2014,2.5,213,5,5.323
ROK,E,20140309,2014,E.2014,60,182,109,0.162
ROK,E,20140309,2014,E.2014,80,234,188,0.202
ROK,E,20140309,2014,E.2014,82,239,196,0.205
ROK,E,20140309,2014,E.2014,78,248,193,0.231
ROK,E,20140309,2014,E.2014,67,230,154,0.232
ROK,E,20140309,2014,E.2014,74,246,182,0.24
ROK,E,20140309,2014,E.2014,79,255,202,0.242
ROK,E,20140309,2014,E.2014,66,242,160,0.26
ROK,E,20140309,2014,E.2014,62,235,146,0.261
ROK,E,20140309,2014,E.2014,57,226,129,0.263
ROK,E,20140309,2014,E.2014,68,247,168,0.264
ROK,E,20140309,2014,E.2014,76,262,199,0.265
ROK,E,20140309,2014,E.2014,56,225,126,0.266
ROK,E,20140309,2014,E.2014,62,237,147,0.266
ROK,E,20140309,2014,E.2014,60,233,140,0.267
ROK,E,20140309,2014,E.2014,60,233,140,0.267
ROK,E,20140309,2014,E.2014,58,232,134,0.272
ROK,E,20140309,2014,E.2014,58,232,134,0.272
ROK,E,20140309,2014,E.2014,56,230,129,0.278
ROK,E,20140309,2014,E.2014,74,265,196,0.279
ROK,E,20140309,2014,E.2014,76,273,207,0.287
ROK,E,20140309,2014,E.2014,56,235,132,0.29
ROK,E,20140309,2014,E.2014,62,253,157,0.303
ROK,E,20140309,2014,E.2014,70,276,193,0.32
ROK,E,20140309,2014,E.2014,62,262,162,0.325
ROK,E,20140309,2014,E.2014,52,242,126,0.332
ROK,E,20140309,2014,E.2014,52,242,126,0.332
ROK,E,20140309,2014,E.2014,55,249,137,0.333
ROK,E,20140309,2014,E.2014,66,276,182,0.339
ROK,E,20140309,2014,E.2014,53,254,134,0.357
ROK,E,20140309,2014,E.2014,51,258,132,0.384
ROK,E,20140309,2014,E.2014,62,284,176,0.384
ROK,E,20140309,2014,E.2014,54,321,174,0.562
ROK,F,20140309,2014,A.2014,71,166,118,0.114
ROK,F,20140309,2014,A.2014,67,165,111,0.12
ROK,F,20140309,2014,A.2014,60,159,95,0.123
ROK,F,20140309,2014,A.2014,64,175,112,0.141
ROK,F,20140309,2014,A.2014,56,175,98,0.161
ROK,F,20140309,2014,A.2014,61,184,112,0.162
ROK,F,20140309,2014,A.2014,44,159,70,0.169
ROK,F,20140309,2014,A.2014,55,178,98,0.17
ROK,F,20140309,2014,A.2014,60,187,112,0.171
ROK,F,20140309,2014,A.2014,64,197,126,0.178
ROK,F,20140309,2014,A.2014,48,175,84,0.188
ROK,F,20140309,2014,A.2014,53,185,98,0.19
ROK,F,20140309,2014,A.2014,64,203,130,0.19
ROK,F,20140309,2014,A.2014,62,203,126,0.196
ROK,F,20140309,2014,A.2014,67,213,143,0.199
ROK,F,20140309,2014,A.2014,48,181,87,0.2
ROK,F,20140309,2014,A.2014,54,200,108,0.217
ROK,F,20140309,2014,A.2014,40,175,70,0.225
ROK,F,20140309,2014,A.2014,50,196,98,0.226
ROK,F,20140309,2014,A.2014,50,196,98,0.226
ROK,F,20140309,2014,A.2014,50,196,98,0.226
ROK,F,20140309,2014,A.2014,47,191,90,0.227
ROK,F,20140309,2014,A.2014,48,198,95,0.241
ROK,F,20140309,2014,A.2014,52,215,112,0.262
ROK,F,20140309,2014,A.2014,50,213,106,0.266
ROK,F,20140309,2014,A.2014,54,233,126,0.296
ROK,F,20140309,2014,A.2014,56,245,137,0.315
ROK,F,20140309,2014,A.2014,32,192,62,0.34
ROK,F,20140309,2014,A.2014,68,282,192,0.344
ROK,F,20140309,2014,A.2014,53,251,133,0.349
ROK,F,20140309,2014,A.2014,39,280,109,0.591
ROK,F,20140309,2014,A.2014,56,395,221,0.819
ROK,F,20140309,2014,A.2014,41,430,176,1.327
ROK,T,20140309,2014,T.2014,5,140,7,1.152
ROK,T,20140309,2014,T.2014,4,126,5,1.166
ROK,T,20140309,2014,T.2014,6,163,10,1.307
ROK,T,20140309,2014,T.2014,4,140,6,1.44
ROK,T,20140309,2014,T.2014,4.5,156,7,1.58
ROK,T,20140309,2014,T.2014,3.5,144,5,1.741
ROK,T,20140309,2014,T.2014,4,154,6,1.742
ROK,T,20140309,2014,T.2014,4,161,6,1.904
ROK,T,20140309,2014,T.2014,3.5,152,5,1.94
ROK,T,20140309,2014,T.2014,5,196,10,2.258
ROK,T,20140309,2014,T.2014,5,196,10,2.258
ROK,T,20140309,2014,T.2014,5.5,224,12,2.681
ROK,T,20140309,2014,T.2014,3.25,172,6,2.685
ROK,T,20140309,2014,T.2014,4.5,205,9,2.754
ROK,T,20140309,2014,T.2014,3,168,5,2.765
ROK,T,20140309,2014,T.2014,7.5,272,20,2.91
ROK,T,20140309,2014,T.2014,3,187,6,3.413
ROK,T,20140309,2014,T.2014,3,187,6,3.413
ROK,T,20140309,2014,T.2014,3,191,6,3.586
ROK,T,20140309,2014,T.2014,4,224,9,3.687
ROK,T,20140309,2014,T.2014,2.5,179,4,3.775
ROK,T,20140309,2014,T.2014,3,205,6,4.13
ROK,T,20140309,2014,T.2014,5,280,14,4.608
ROK,T,20140309,2014,T.2014,3.5,240,8,4.837
ROK,T,20140309,2014,T.2014,3,243,7,5.769
ROK,T,20140309,2014,T.2014,3.5,264,9,5.852
ROK,T,20140309,2014,T.2014,3,252,8,6.221
ROK,T,20140309,2014,T.2014,3,261,8,6.69
ROK,T,20140309,2014,T.2014,4,308,12,6.97
ROK,T,20140309,2014,T.2014,3,280,8,7.68
BLK,E,20150301,2015,E.2015,71,177,126,0.13
BLK,E,20150301,2015,E.2015,54,156,84,0.132
BLK,E,20150301,2015,E.2015,98,214,210,0.138
BLK,E,20150301,2015,E.2015,66,178,118,0.141
BLK,E,20150301,2015,E.2015,58,169,98,0.145
BLK,E,20150301,2015,E.2015,66,191,126,0.162
BLK,E,20150301,2015,E.2015,75,209,157,0.171
BLK,E,20150301,2015,E.2015,78,215,168,0.175
BLK,E,20150301,2015,E.2015,68,206,140,0.183
BLK,E,20150301,2015,E.2015,64,201,129,0.186
BLK,E,20150301,2015,E.2015,54,187,101,0.19
BLK,E,20150301,2015,E.2015,79,227,179,0.191
BLK,E,20150301,2015,E.2015,78,226,176,0.193
BLK,E,20150301,2015,E.2015,62,203,126,0.196
BLK,E,20150301,2015,E.2015,58,198,115,0.199
BLK,E,20150301,2015,E.2015,68,216,147,0.202
BLK,E,20150301,2015,E.2015,70,220,154,0.203
BLK,E,20150301,2015,E.2015,78,233,182,0.205
BLK,E,20150301,2015,E.2015,54,194,105,0.206
BLK,E,20150301,2015,E.2015,67,217,146,0.207
BLK,E,20150301,2015,E.2015,55,199,109,0.211
BLK,E,20150301,2015,E.2015,54,197,106,0.211
BLK,E,20150301,2015,E.2015,63,218,137,0.221
BLK,E,20150301,2015,E.2015,47,191,90,0.227
BLK,E,20150301,2015,E.2015,61,218,133,0.229
BLK,E,20150301,2015,E.2015,58,217,126,0.239
BLK,E,20150301,2015,E.2015,66,233,154,0.242
BLK,E,20150301,2015,E.2015,53,211,112,0.248
BLK,E,20150301,2015,E.2015,45,202,91,0.267
BLK,E,20150301,2015,E.2015,36,194,70,0.309
BLK,E,20150301,2015,E.2015,55,244,134,0.319
BLK,E,20150301,2015,E.2015,83,304,252,0.326
BLK,E,20150301,2015,E.2015,44,223,98,0.331
BLK,F,20150301,2015,A.2015,75,149,112,0.087
BLK,F,20150301,2015,A.2015,78,154,120,0.09
BLK,F,20150301,2015,A.2015,74,170,126,0.115
BLK,F,20150301,2015,A.2015,69,170,118,0.124
BLK,F,20150301,2015,A.2015,65,172,112,0.134
BLK,F,20150301,2015,A.2015,65,181,118,0.148
BLK,F,20150301,2015,A.2015,71,189,134,0.148
BLK,F,20150301,2015,A.2015,59,178,105,0.158
BLK,F,20150301,2015,A.2015,59,178,105,0.158
BLK,F,20150301,2015,A.2015,56,175,98,0.161
BLK,F,20150301,2015,A.2015,53,172,91,0.163
BLK,F,20150301,2015,A.2015,50,168,84,0.166
BLK,F,20150301,2015,A.2015,57,184,105,0.175
BLK,F,20150301,2015,A.2015,71,207,147,0.177
BLK,F,20150301,2015,A.2015,65,202,132,0.185
BLK,F,20150301,2015,A.2015,72,214,154,0.187
BLK,F,20150301,2015,A.2015,67,207,139,0.188
BLK,F,20150301,2015,A.2015,55,191,105,0.195
BLK,F,20150301,2015,A.2015,74,227,168,0.205
BLK,F,20150301,2015,A.2015,73,226,165,0.206
BLK,F,20150301,2015,A.2015,60,210,126,0.216
BLK,F,20150301,2015,A.2015,65,220,143,0.218
BLK,F,20150301,2015,A.2015,70,228,160,0.218
BLK,F,20150301,2015,A.2015,59,214,126,0.227
BLK,F,20150301,2015,A.2015,63,222,140,0.23
BLK,F,20150301,2015,A.2015,66,229,151,0.234
BLK,F,20150301,2015,A.2015,61,220,134,0.234
BLK,F,20150301,2015,A.2015,60,224,134,0.246
BLK,F,20150301,2015,A.2015,67,251,168,0.276
BLK,F,20150301,2015,A.2015,65,254,165,0.292
BLK,F,20150301,2015,A.2015,57,241,137,0.299
BLK,F,20150301,2015,A.2015,59,261,154,0.339
BLK,F,20150301,2015,A.2015,56,262,147,0.362
BLK,T,20150301,2015,T.2015,15,84,13,0.138
BLK,T,20150301,2015,T.2015,16,87,14,0.141
BLK,T,20150301,2015,T.2015,17,124,21,0.264
BLK,T,20150301,2015,T.2015,18,132,24,0.285
BLK,T,20150301,2015,T.2015,15,140,21,0.384
BLK,T,20150301,2015,T.2015,19,162,31,0.406
BLK,T,20150301,2015,T.2015,17,156,27,0.423
BLK,T,20150301,2015,T.2015,18,163,29,0.436
BLK,T,20150301,2015,T.2015,16,166,27,0.508
BLK,T,20150301,2015,T.2015,16,175,28,0.563
BLK,T,20150301,2015,T.2015,14,170,24,0.607
BLK,T,20150301,2015,T.2015,15,177,27,0.616
BLK,T,20150301,2015,T.2015,16,184,29,0.62
BLK,T,20150301,2015,T.2015,14,174,24,0.636
BLK,T,20150301,2015,T.2015,16,192,31,0.681
BLK,T,20150301,2015,T.2015,16,201,32,0.744
BLK,T,20150301,2015,T.2015,9,156,14,0.79
BLK,T,20150301,2015,T.2015,15,202,30,0.796
BLK,T,20150301,2015,T.2015,16,210,34,0.81
BLK,T,20150301,2015,T.2015,13,190,25,0.812
BLK,T,20150301,2015,T.2015,15,205,31,0.826
BLK,T,20150301,2015,T.2015,11,178,20,0.848
BLK,T,20150301,2015,T.2015,14,210,29,0.926
BLK,T,20150301,2015,T.2015,14,210,29,0.926
BLK,T,20150301,2015,T.2015,13,202,26,0.927
BLK,T,20150301,2015,T.2015,13,205,27,0.946
BLK,T,20150301,2015,T.2015,14,216,30,0.979
BLK,T,20150301,2015,T.2015,13,209,27,0.987
BLK,T,20150301,2015,T.2015,13,215,28,1.049
BLK,T,20150301,2015,T.2015,10,235,24,1.626
BLK,T,20150301,2015,T.2015,9,236,21,1.826
BLK,T,20150301,2015,T.2015,9,243,22,1.923
BLK,T,20150301,2015,T.2015,13,345,45,2.685
LIN,E,20150304,2015,E.2015,126,233,294,0.127
LIN,E,20150304,2015,E.2015,127,260,330,0.157
LIN,E,20150304,2015,E.2015,222,354,786,0.166
LIN,E,20150304,2015,E.2015,135,280,378,0.171
LIN,E,20150304,2015,E.2015,226,364,822,0.172
LIN,E,20150304,2015,E.2015,226,386,873,0.194
LIN,E,20150304,2015,E.2015,135,301,406,0.197
LIN,E,20150304,2015,E.2015,104,275,286,0.213
LIN,E,20150304,2015,E.2015,100,274,274,0.221
LIN,E,20150304,2015,E.2015,87,272,237,0.25
LIN,E,20150304,2015,E.2015,114,324,370,0.271
LIN,E,20150304,2015,E.2015,66,254,168,0.289
LIN,E,20150304,2015,E.2015,104,320,333,0.29
LIN,E,20150304,2015,E.2015,84,297,249,0.308
LIN,E,20150304,2015,E.2015,61,257,157,0.318
LIN,E,20150304,2015,E.2015,78,294,230,0.326
LIN,E,20150304,2015,E.2015,77,304,234,0.352
LIN,E,20150304,2015,E.2015,73,301,220,0.365
LIN,E,20150304,2015,E.2015,58,280,162,0.397
LIN,E,20150304,2015,E.2015,18,165,30,0.444
LIN,E,20150304,2015,E.2015,49,291,143,0.509
LIN,E,20150304,2015,E.2015,17,175,30,0.527
LIN,E,20150304,2015,E.2015,63,338,213,0.532
LIN,E,20150304,2015,E.2015,34,250,85,0.542
LIN,E,20150304,2015,E.2015,17,178,30,0.547
LIN,E,20150304,2015,E.2015,16,182,29,0.608
LIN,E,20150304,2015,E.2015,34,280,95,0.678
LIN,E,20150304,2015,E.2015,24,243,58,0.721
LIN,E,20150304,2015,E.2015,134,587,786,0.756
LIN,E,20150304,2015,E.2015,42,333,140,0.777
LIN,E,20150304,2015,E.2015,36,319,115,0.83
LIN,E,20150304,2015,E.2015,27,312,84,1.061
LIN,E,20150304,2015,E.2015,12,233,28,1.333
LIN,F,20150304,2015,A.2015,83,169,140,0.101
LIN,F,20150304,2015,A.2015,63,181,114,0.153
LIN,F,20150304,2015,A.2015,110,254,280,0.173
LIN,F,20150304,2015,A.2015,114,260,297,0.175
LIN,F,20150304,2015,A.2015,78,215,168,0.175
LIN,F,20150304,2015,A.2015,84,225,189,0.177
LIN,F,20150304,2015,A.2015,81,225,182,0.183
LIN,F,20150304,2015,A.2015,68,208,142,0.188
