site,zone,date,year,zone.year,depth,density,swe,htc
LIN,F,20150304,2015,A.2015,80,227,182,0.19
LIN,F,20150304,2015,A.2015,67,209,140,0.192
LIN,F,20150304,2015,A.2015,71,217,154,0.195
LIN,F,20150304,2015,A.2015,121,287,347,0.2
LIN,F,20150304,2015,A.2015,66,215,142,0.205
LIN,F,20150304,2015,A.2015,74,228,169,0.206
LIN,F,20150304,2015,A.2015,65,215,140,0.21
LIN,F,20150304,2015,A.2015,82,242,199,0.211
LIN,F,20150304,2015,A.2015,87,251,218,0.213
LIN,F,20150304,2015,A.2015,73,231,169,0.215
LIN,F,20150304,2015,A.2015,83,246,204,0.215
LIN,F,20150304,2015,A.2015,86,251,216,0.215
LIN,F,20150304,2015,A.2015,79,248,196,0.229
LIN,F,20150304,2015,A.2015,73,240,175,0.231
LIN,F,20150304,2015,A.2015,71,237,168,0.232
LIN,F,20150304,2015,A.2015,71,239,170,0.236
LIN,F,20150304,2015,A.2015,90,271,244,0.239
LIN,F,20150304,2015,A.2015,70,240,168,0.242
LIN,F,20150304,2015,A.2015,66,233,154,0.242
LIN,F,20150304,2015,A.2015,86,267,230,0.244
LIN,F,20150304,2015,A.2015,84,267,224,0.249
LIN,F,20150304,2015,A.2015,69,245,169,0.256
LIN,F,20150304,2015,A.2015,66,254,168,0.289
LIN,F,20150304,2015,A.2015,81,297,241,0.321
LIN,T,20150304,2015,T.2015,12,163,20,0.653
LIN,T,20150304,2015,T.2015,14,190,27,0.758
LIN,T,20150304,2015,T.2015,18,246,44,0.986
LIN,T,20150304,2015,T.2015,16,245,39,1.103
LIN,T,20150304,2015,T.2015,18,263,47,1.128
LIN,T,20150304,2015,T.2015,10,218,22,1.402
LIN,T,20150304,2015,T.2015,17,290,49,1.453
LIN,T,20150304,2015,T.2015,12,245,29,1.47
LIN,T,20150304,2015,T.2015,12,247,30,1.498
LIN,T,20150304,2015,T.2015,17,296,50,1.519
LIN,T,20150304,2015,T.2015,9,218,20,1.549
LIN,T,20150304,2015,T.2015,10,230,23,1.549
LIN,T,20150304,2015,T.2015,16,301,48,1.664
LIN,T,20150304,2015,T.2015,13,271,35,1.665
LIN,T,20150304,2015,T.2015,14,296,41,1.839
LIN,T,20150304,2015,T.2015,13,297,39,1.997
LIN,T,20150304,2015,T.2015,8,245,20,2.205
LIN,T,20150304,2015,T.2015,12,303,36,2.253
LIN,T,20150304,2015,T.2015,9,264,24,2.284
LIN,T,20150304,2015,T.2015,10,280,28,2.304
LIN,T,20150304,2015,T.2015,10,280,28,2.304
LIN,T,20150304,2015,T.2015,8,262,21,2.531
LIN,T,20150304,2015,T.2015,8,262,21,2.531
LIN,T,20150304,2015,T.2015,10,302,30,2.687
LIN,T,20150304,2015,T.2015,8,280,22,2.88
LIN,T,20150304,2015,T.2015,8,280,22,2.88
LIN,T,20150304,2015,T.2015,12,345,41,2.921
LIN,T,20150304,2015,T.2015,8,294,24,3.175
LIN,T,20150304,2015,T.2015,7,280,20,3.292
LIN,T,20150304,2015,T.2015,10,350,35,3.6
LIN,T,20150304,2015,T.2015,8,315,25,3.645
LIN,T,20150304,2015,T.2015,7,328,23,4.517
LIN,T,20150304,2015,T.2015,7,332,23,4.628
RA2,E,20150303,2015,E.2015,100,252,252,0.187
RA2,E,20150303,2015,E.2015,88,262,231,0.23
RA2,E,20150303,2015,E.2015,87,264,230,0.235
RA2,E,20150303,2015,E.2015,83,270,224,0.258
RA2,E,20150303,2015,E.2015,80,271,217,0.27
RA2,E,20150303,2015,E.2015,92,295,272,0.278
RA2,E,20150303,2015,E.2015,87,290,252,0.283
RA2,E,20150303,2015,E.2015,88,293,258,0.286
RA2,E,20150303,2015,E.2015,93,301,280,0.286
RA2,E,20150303,2015,E.2015,46,213,98,0.29
RA2,E,20150303,2015,E.2015,76,276,210,0.295
RA2,E,20150303,2015,E.2015,54,233,126,0.296
RA2,E,20150303,2015,E.2015,37,204,76,0.332
RA2,E,20150303,2015,E.2015,45,233,105,0.356
RA2,E,20150303,2015,E.2015,38,221,84,0.378
RA2,E,20150303,2015,E.2015,46,243,112,0.379
RA2,E,20150303,2015,E.2015,45,243,109,0.385
RA2,E,20150303,2015,E.2015,32,210,67,0.405
RA2,E,20150303,2015,E.2015,61,298,182,0.429
RA2,E,20150303,2015,E.2015,31,226,70,0.483
RA2,E,20150303,2015,E.2015,37,257,95,0.526
RA2,E,20150303,2015,E.2015,26,237,62,0.634
RA2,E,20150303,2015,E.2015,28,250,70,0.656
RA2,E,20150303,2015,E.2015,34,288,98,0.718
RA2,E,20150303,2015,E.2015,22,242,53,0.781
RA2,E,20150303,2015,E.2015,27,270,73,0.791
RA2,E,20150303,2015,E.2015,23,256,59,0.835
RA2,E,20150303,2015,E.2015,25,280,70,0.922
RA2,E,20150303,2015,E.2015,14,220,31,1.016
RA2,E,20150303,2015,E.2015,20,280,56,1.152
RA2,E,20150303,2015,E.2015,20,280,56,1.152
RA2,E,20150303,2015,E.2015,14,240,34,1.209
RA2,E,20150303,2015,E.2015,18,280,50,1.28
RA2,E,20150303,2015,E.2015,15,261,39,1.338
RA2,E,20150303,2015,E.2015,19,295,56,1.344
RA2,E,20150303,2015,E.2015,19,295,56,1.344
RA2,E,20150303,2015,E.2015,19,295,56,1.344
RA2,E,20150303,2015,E.2015,21,320,67,1.433
RA2,E,20150303,2015,E.2015,16,280,45,1.44
RA2,E,20150303,2015,E.2015,15,280,42,1.536
RA2,E,20150303,2015,E.2015,18,311,56,1.58
RA2,E,20150303,2015,E.2015,22,356,78,1.696
RA2,E,20150303,2015,E.2015,15,299,45,1.748
RA2,E,20150303,2015,E.2015,14,320,45,2.15
RA2,F,20150303,2015,A.2015,189,304,574,0.143
RA2,F,20150303,2015,A.2015,186,304,565,0.146
RA2,F,20150303,2015,A.2015,96,222,213,0.15
RA2,F,20150303,2015,A.2015,110,242,266,0.156
RA2,F,20150303,2015,A.2015,78,208,162,0.163
RA2,F,20150303,2015,A.2015,108,246,266,0.165
RA2,F,20150303,2015,A.2015,104,249,259,0.175
RA2,F,20150303,2015,A.2015,120,280,336,0.192
RA2,F,20150303,2015,A.2015,95,250,238,0.194
RA2,F,20150303,2015,A.2015,172,340,585,0.198
RA2,F,20150303,2015,A.2015,98,263,258,0.207
RA2,F,20150303,2015,A.2015,105,273,287,0.209
RA2,F,20150303,2015,A.2015,68,222,151,0.214
RA2,F,20150303,2015,A.2015,127,314,399,0.228
RA2,F,20150303,2015,A.2015,98,279,273,0.233
RA2,F,20150303,2015,A.2015,82,273,224,0.267
RA2,F,20150303,2015,A.2015,42,200,84,0.28
RA2,F,20150303,2015,A.2015,69,260,179,0.287
RA2,F,20150303,2015,A.2015,42,233,98,0.381
RA2,F,20150303,2015,A.2015,42,233,98,0.381
RA2,F,20150303,2015,A.2015,39,251,98,0.476
RA2,F,20150303,2015,A.2015,22,254,56,0.866
RA2,T,20150303,2015,T.2015,18,180,32,0.532
RA2,T,20150303,2015,T.2015,14,160,22,0.537
RA2,T,20150303,2015,T.2015,16,175,28,0.563
RA2,T,20150303,2015,T.2015,14,188,26,0.742
RA2,T,20150303,2015,T.2015,13,183,24,0.758
RA2,T,20150303,2015,T.2015,14,192,27,0.774
RA2,T,20150303,2015,T.2015,15,203,31,0.811
RA2,T,20150303,2015,T.2015,15,205,31,0.826
RA2,T,20150303,2015,T.2015,13,194,25,0.849
RA2,T,20150303,2015,T.2015,16,220,35,0.893
RA2,T,20150303,2015,T.2015,16,224,36,0.922
RA2,T,20150303,2015,T.2015,15,224,34,0.983
RA2,T,20150303,2015,T.2015,15,233,35,1.067
RA2,T,20150303,2015,T.2015,14,230,32,1.11
RA2,T,20150303,2015,T.2015,12,219,26,1.178
RA2,T,20150303,2015,T.2015,12,222,27,1.203
RA2,T,20150303,2015,T.2015,14,240,34,1.209
RA2,T,20150303,2015,T.2015,14,244,34,1.25
RA2,T,20150303,2015,T.2015,11,234,26,1.465
RA2,T,20150303,2015,T.2015,10,230,23,1.549
RA2,T,20150303,2015,T.2015,12,252,30,1.555
RA2,T,20150303,2015,T.2015,12,257,31,1.613
RA2,T,20150303,2015,T.2015,12,275,33,1.857
RA2,T,20150303,2015,T.2015,10,252,25,1.866
RA2,T,20150303,2015,T.2015,12,280,34,1.92
RA2,T,20150303,2015,T.2015,10,266,27,2.079
RA2,T,20150303,2015,T.2015,10,308,31,2.788
RA2,T,20150303,2015,T.2015,9,292,26,2.793
RA2,T,20150303,2015,T.2015,8,294,24,3.175
RA2,T,20150303,2015,T.2015,8,308,25,3.485
RA2,T,20150303,2015,T.2015,10,350,35,3.6
RA2,T,20150303,2015,T.2015,7,368,26,5.686
RA2,T,20150303,2015,T.2015,10,490,49,7.056
RAM,E,20150303,2015,E.2015,84,250,210,0.219
RAM,E,20150303,2015,E.2015,46,207,95,0.274
RAM,E,20150303,2015,E.2015,72,264,190,0.285
RAM,E,20150303,2015,E.2015,58,241,140,0.295
RAM,E,20150303,2015,E.2015,52,237,123,0.317
RAM,E,20150303,2015,E.2015,59,256,151,0.327
RAM,E,20150303,2015,E.2015,44,223,98,0.331
RAM,E,20150303,2015,E.2015,54,254,137,0.351
RAM,E,20150303,2015,E.2015,50,246,123,0.357
RAM,E,20150303,2015,E.2015,54,259,140,0.366
RAM,E,20150303,2015,E.2015,44,235,104,0.37
RAM,E,20150303,2015,E.2015,55,265,146,0.374
RAM,E,20150303,2015,E.2015,36,218,78,0.387
RAM,E,20150303,2015,E.2015,65,293,190,0.388
RAM,E,20150303,2015,E.2015,47,250,118,0.391
RAM,E,20150303,2015,E.2015,51,269,137,0.417
RAM,E,20150303,2015,E.2015,48,262,126,0.422
RAM,E,20150303,2015,E.2015,45,255,115,0.425
RAM,E,20150303,2015,E.2015,44,254,112,0.433
RAM,E,20150303,2015,E.2015,44,261,115,0.455
RAM,E,20150303,2015,E.2015,44,261,115,0.455
RAM,E,20150303,2015,E.2015,44,261,115,0.455
RAM,E,20150303,2015,E.2015,45,264,119,0.457
RAM,E,20150303,2015,E.2015,45,274,123,0.49
RAM,E,20150303,2015,E.2015,34,239,81,0.493
RAM,E,20150303,2015,E.2015,47,283,133,0.501
RAM,E,20150303,2015,E.2015,48,292,140,0.521
RAM,E,20150303,2015,E.2015,29,232,67,0.544
RAM,E,20150303,2015,E.2015,44,286,126,0.548
RAM,E,20150303,2015,E.2015,35,256,90,0.55
RAM,E,20150303,2015,E.2015,32,249,80,0.571
RAM,E,20150303,2015,E.2015,28,240,67,0.605
RAM,E,20150303,2015,E.2015,33,263,87,0.616
RAM,E,20150303,2015,E.2015,27,259,70,0.732
RAM,F,20150303,2015,A.2015,319,312,994,0.089
RAM,F,20150303,2015,A.2015,378,388,1467,0.117
RAM,F,20150303,2015,A.2015,380,400,1520,0.124
RAM,F,20150303,2015,A.2015,386,407,1570,0.126
RAM,F,20150303,2015,A.2015,376,407,1529,0.129
RAM,F,20150303,2015,A.2015,318,392,1246,0.142
RAM,F,20150303,2015,A.2015,328,400,1313,0.144
RAM,F,20150303,2015,A.2015,318,396,1260,0.145
RAM,T,20150303,2015,T.2015,16,154,25,0.436
RAM,T,20150303,2015,T.2015,14,156,22,0.511
RAM,T,20150303,2015,T.2015,16,175,28,0.563
RAM,T,20150303,2015,T.2015,16,175,28,0.563
RAM,T,20150303,2015,T.2015,16,178,29,0.585
RAM,T,20150303,2015,T.2015,16,189,30,0.656
RAM,T,20150303,2015,T.2015,19,206,39,0.658
RAM,T,20150303,2015,T.2015,13,181,24,0.74
RAM,T,20150303,2015,T.2015,15,198,30,0.767
RAM,T,20150303,2015,T.2015,14,192,27,0.774
RAM,T,20150303,2015,T.2015,20,245,49,0.882
RAM,T,20150303,2015,T.2015,19,250,48,0.971
RAM,T,20150303,2015,T.2015,21,267,56,0.995
RAM,T,20150303,2015,T.2015,18,249,45,1.011
RAM,T,20150303,2015,T.2015,16,236,38,1.025
RAM,T,20150303,2015,T.2015,21,293,62,1.204
RAM,T,20150303,2015,T.2015,14,240,34,1.209
RAM,T,20150303,2015,T.2015,14,244,34,1.25
RAM,T,20150303,2015,T.2015,13,237,31,1.269
RAM,T,20150303,2015,T.2015,18,280,50,1.28
RAM,T,20150303,2015,T.2015,15,269,40,1.416
RAM,T,20150303,2015,T.2015,14,260,36,1.419
RAM,T,20150303,2015,T.2015,18,295,53,1.426
RAM,T,20150303,2015,T.2015,13,258,34,1.51
RAM,T,20150303,2015,T.2015,14,280,39,1.646
RAM,T,20150303,2015,T.2015,14,284,40,1.693
RAM,T,20150303,2015,T.2015,12,280,34,1.92
RAM,T,20150303,2015,T.2015,10,258,26,1.95
RAM,T,20150303,2015,T.2015,10,280,28,2.304
RAM,T,20150303,2015,T.2015,11,305,34,2.493
RAM,T,20150303,2015,T.2015,9,280,25,2.56
RAM,T,20150303,2015,T.2015,9,286,26,2.675
RAM,T,20150303,2015,T.2015,10,314,31,2.89
RID,E,20150227,2015,E.2015,90,246,221,0.197
RID,E,20150227,2015,E.2015,74,227,168,0.205
RID,E,20150227,2015,E.2015,88,248,218,0.206
RID,E,20150227,2015,E.2015,77,236,182,0.213
RID,E,20150227,2015,E.2015,88,254,224,0.216
RID,E,20150227,2015,E.2015,75,235,176,0.217
RID,E,20150227,2015,E.2015,36,163,59,0.218
RID,E,20150227,2015,E.2015,64,219,140,0.22
RID,E,20150227,2015,E.2015,53,211,112,0.248
RID,E,20150227,2015,E.2015,74,257,190,0.263
RID,E,20150227,2015,E.2015,38,199,76,0.306
RID,E,20150227,2015,E.2015,59,251,148,0.315
RID,E,20150227,2015,E.2015,63,262,165,0.321
RID,E,20150227,2015,E.2015,50,235,118,0.325
RID,E,20150227,2015,E.2015,25,168,42,0.332
RID,E,20150227,2015,E.2015,65,276,179,0.344
RID,E,20150227,2015,E.2015,32,197,63,0.356
RID,E,20150227,2015,E.2015,40,224,90,0.369
RID,E,20150227,2015,E.2015,38,221,84,0.378
RID,E,20150227,2015,E.2015,80,325,260,0.389
RID,E,20150227,2015,E.2015,61,285,174,0.39
RID,E,20150227,2015,E.2015,36,233,84,0.444
RID,E,20150227,2015,E.2015,71,347,246,0.499
RID,E,20150227,2015,E.2015,30,233,70,0.533
RID,E,20150227,2015,E.2015,33,254,84,0.577
RID,E,20150227,2015,E.2015,32,254,81,0.591
RID,E,20150227,2015,E.2015,30,257,77,0.645
RID,E,20150227,2015,E.2015,16,192,31,0.681
RID,E,20150227,2015,E.2015,28,260,73,0.71
RID,E,20150227,2015,E.2015,17,206,35,0.733
RID,E,20150227,2015,E.2015,30,280,84,0.768
RID,E,20150227,2015,E.2015,17,231,39,0.919
RID,E,20150227,2015,E.2015,28,325,91,1.109
RID,F,20150227,2015,A.2015,88,156,137,0.081
RID,F,20150227,2015,A.2015,84,200,168,0.14
RID,F,20150227,2015,A.2015,96,216,207,0.143
RID,F,20150227,2015,A.2015,67,188,126,0.155
RID,F,20150227,2015,A.2015,75,205,154,0.165
RID,F,20150227,2015,A.2015,82,215,176,0.166
RID,F,20150227,2015,A.2015,81,214,174,0.167
RID,F,20150227,2015,A.2015,58,183,106,0.171
RID,F,20150227,2015,A.2015,74,208,154,0.172
RID,F,20150227,2015,A.2015,74,208,154,0.172
RID,F,20150227,2015,A.2015,78,215,168,0.175
RID,F,20150227,2015,A.2015,49,171,84,0.176
RID,F,20150227,2015,A.2015,67,201,134,0.177
RID,F,20150227,2015,A.2015,71,209,148,0.181
RID,F,20150227,2015,A.2015,70,208,146,0.182
RID,F,20150227,2015,A.2015,70,208,146,0.182
RID,F,20150227,2015,A.2015,68,206,140,0.183
RID,F,20150227,2015,A.2015,78,223,174,0.187
RID,F,20150227,2015,A.2015,77,222,171,0.188
RID,F,20150227,2015,A.2015,66,208,137,0.192
RID,F,20150227,2015,A.2015,69,215,148,0.197
RID,F,20150227,2015,A.2015,61,207,126,0.206
RID,F,20150227,2015,A.2015,73,230,168,0.213
RID,F,20150227,2015,A.2015,64,219,140,0.22
RID,F,20150227,2015,A.2015,73,234,171,0.22
RID,F,20150227,2015,A.2015,55,204,112,0.222
RID,F,20150227,2015,A.2015,68,231,157,0.23
RID,F,20150227,2015,A.2015,66,229,151,0.234
RID,F,20150227,2015,A.2015,72,241,174,0.237
RID,F,20150227,2015,A.2015,62,226,140,0.242
RID,F,20150227,2015,A.2015,56,215,120,0.243
RID,F,20150227,2015,A.2015,60,233,140,0.267
RID,F,20150227,2015,A.2015,66,263,174,0.308
RID,T,20150227,2015,T.2015,13,140,18,0.443
RID,T,20150227,2015,T.2015,13,151,20,0.514
RID,T,20150227,2015,T.2015,15,168,25,0.553
RID,T,20150227,2015,T.2015,24,227,55,0.634
RID,T,20150227,2015,T.2015,19,206,39,0.658
RID,T,20150227,2015,T.2015,21,220,46,0.677
RID,T,20150227,2015,T.2015,15,252,38,1.244
RID,T,20150227,2015,T.2015,16,261,42,1.249
RID,T,20150227,2015,T.2015,11,224,25,1.341
RID,T,20150227,2015,T.2015,10,232,23,1.587
RID,T,20150227,2015,T.2015,8,210,17,1.62
RID,T,20150227,2015,T.2015,15,289,43,1.64
RID,T,20150227,2015,T.2015,9,233,21,1.778
RID,T,20150227,2015,T.2015,8,227,18,1.901
RID,T,20150227,2015,T.2015,11,267,29,1.909
RID,T,20150227,2015,T.2015,12,280,34,1.92
RID,T,20150227,2015,T.2015,16,332,53,2.031
RID,T,20150227,2015,T.2015,12,292,35,2.083
RID,T,20150227,2015,T.2015,10,280,28,2.304
RID,T,20150227,2015,T.2015,11,300,33,2.41
RID,T,20150227,2015,T.2015,8,262,21,2.531
RID,T,20150227,2015,T.2015,9,280,25,2.56
RID,T,20150227,2015,T.2015,8,280,22,2.88
RID,T,20150227,2015,T.2015,8,280,22,2.88
RID,T,20150227,2015,T.2015,8,287,23,3.026
RID,T,20150227,2015,T.2015,9,311,28,3.161
RID,T,20150227,2015,T.2015,8,315,25,3.645
RID,T,20150227,2015,T.2015,7,300,21,3.779
RID,T,20150227,2015,T.2015,7,308,22,3.983
RID,T,20150227,2015,T.2015,5,336,17,6.636
RID,T,20150227,2015,T.2015,6,392,24,7.527
ROK,E,20150225,2015,E.2015,74,201,148,0.16
ROK,E,20150225,2015,E.2015,42,180,76,0.227
ROK,E,20150225,2015,E.2015,65,235,153,0.249
ROK,E,20150225,2015,E.2015,62,235,146,0.261
ROK,E,20150225,2015,E.2015,66,254,168,0.289
ROK,E,20150225,2015,E.2015,60,245,147,0.294
ROK,E,20150225,2015,E.2015,29,174,50,0.306
ROK,E,20150225,2015,E.2015,56,245,137,0.315
ROK,E,20150225,2015,E.2015,64,262,168,0.316
ROK,E,20150225,2015,E.2015,35,200,70,0.336
ROK,E,20150225,2015,E.2015,55,254,140,0.346
ROK,E,20150225,2015,E.2015,50,246,123,0.357
ROK,E,20150225,2015,E.2015,55,260,143,0.36
ROK,E,20150225,2015,E.2015,41,232,95,0.386
ROK,E,20150225,2015,E.2015,36,218,78,0.387
ROK,E,20150225,2015,E.2015,48,257,123,0.403
ROK,E,20150225,2015,E.2015,45,249,112,0.405
ROK,E,20150225,2015,E.2015,33,229,76,0.467
ROK,E,20150225,2015,E.2015,35,240,84,0.484
ROK,E,20150225,2015,E.2015,38,250,95,0.485
ROK,E,20150225,2015,E.2015,36,249,90,0.506
ROK,E,20150225,2015,E.2015,38,258,98,0.514
ROK,E,20150225,2015,E.2015,38,258,98,0.514
ROK,E,20150225,2015,E.2015,30,233,70,0.533
ROK,E,20150225,2015,E.2015,17,178,30,0.547
ROK,E,20150225,2015,E.2015,36,272,98,0.605
ROK,E,20150225,2015,E.2015,47,328,154,0.671
ROK,E,20150225,2015,E.2015,26,258,67,0.755
ROK,E,20150225,2015,E.2015,19,236,45,0.86
ROK,E,20150225,2015,E.2015,22,254,56,0.866
ROK,E,20150225,2015,E.2015,18,233,42,0.889
ROK,E,20150225,2015,E.2015,24,280,67,0.96
ROK,E,20150225,2015,E.2015,13,237,31,1.269
ROK,F,20150225,2015,A.2015,62,113,70,0.06
ROK,F,20150225,2015,A.2015,66,127,84,0.072
ROK,F,20150225,2015,A.2015,72,156,112,0.099
ROK,F,20150225,2015,A.2015,76,184,140,0.131
ROK,F,20150225,2015,A.2015,94,217,204,0.148
ROK,F,20150225,2015,A.2015,68,185,126,0.148
ROK,F,20150225,2015,A.2015,62,181,112,0.155
ROK,F,20150225,2015,A.2015,68,189,129,0.155
ROK,F,20150225,2015,A.2015,100,232,232,0.159
ROK,F,20150225,2015,A.2015,59,180,106,0.162
ROK,F,20150225,2015,A.2015,61,184,112,0.162
ROK,F,20150225,2015,A.2015,73,203,148,0.166
ROK,F,20150225,2015,A.2015,65,194,126,0.17
ROK,F,20150225,2015,A.2015,63,200,126,0.187
ROK,F,20150225,2015,A.2015,58,193,112,0.189
ROK,F,20150225,2015,A.2015,45,174,78,0.198
ROK,F,20150225,2015,A.2015,53,190,101,0.201
ROK,F,20150225,2015,A.2015,52,188,98,0.201
ROK,F,20150225,2015,A.2015,64,214,137,0.211
ROK,F,20150225,2015,A.2015,51,192,98,0.213
ROK,F,20150225,2015,A.2015,55,204,112,0.222
ROK,F,20150225,2015,A.2015,54,202,109,0.223
ROK,F,20150225,2015,A.2015,63,222,140,0.23
ROK,F,20150225,2015,A.2015,46,195,90,0.242
ROK,F,20150225,2015,A.2015,53,211,112,0.248
ROK,F,20150225,2015,A.2015,46,201,92,0.258
ROK,F,20150225,2015,A.2015,56,225,126,0.266
ROK,F,20150225,2015,A.2015,47,208,98,0.272
ROK,F,20150225,2015,A.2015,55,229,126,0.28
ROK,F,20150225,2015,A.2015,50,224,112,0.295
ROK,F,20150225,2015,A.2015,56,250,140,0.328
ROK,F,20150225,2015,A.2015,54,249,134,0.337
ROK,F,20150225,2015,A.2015,26,205,53,0.473
ROK,T,20150225,2015,T.2015,14,200,28,0.84
ROK,T,20150225,2015,T.2015,10,190,19,1.065
ROK,T,20150225,2015,T.2015,10,196,20,1.129
ROK,T,20150225,2015,T.2015,9,187,17,1.138
ROK,T,20150225,2015,T.2015,9,187,17,1.138
ROK,T,20150225,2015,T.2015,15,269,40,1.416
ROK,T,20150225,2015,T.2015,8,203,16,1.514
ROK,T,20150225,2015,T.2015,9,233,21,1.778
ROK,T,20150225,2015,T.2015,16,318,51,1.863
ROK,T,20150225,2015,T.2015,10,252,25,1.866
ROK,T,20150225,2015,T.2015,10,252,25,1.866
ROK,T,20150225,2015,T.2015,9.5,248,24,1.896
ROK,T,20150225,2015,T.2015,11,280,31,2.095
ROK,T,20150225,2015,T.2015,8,245,20,2.205
ROK,T,20150225,2015,T.2015,8,248,20,2.269
ROK,T,20150225,2015,T.2015,7.5,243,18,2.307
ROK,T,20150225,2015,T.2015,8,252,20,2.333
ROK,T,20150225,2015,T.2015,7.5,254,19,2.525
ROK,T,20150225,2015,T.2015,8,273,22,2.738
ROK,T,20150225,2015,T.2015,8,280,22,2.88
ROK,T,20150225,2015,T.2015,8,287,23,3.026
ROK,T,20150225,2015,T.2015,6,252,15,3.111
ROK,T,20150225,2015,T.2015,8,294,24,3.175
ROK,T,20150225,2015,T.2015,7,280,20,3.292
ROK,T,20150225,2015,T.2015,7,280,20,3.292
ROK,T,20150225,2015,T.2015,11,356,39,3.393
ROK,T,20150225,2015,T.2015,6,289,17,4.1
ROK,T,20150225,2015,T.2015,5,269,13,4.247
ROK,T,20150225,2015,T.2015,7,320,22,4.299
ROK,T,20150225,2015,T.2015,8,350,28,4.5
ROK,T,20150225,2015,T.2015,5,325,16,6.201
ROK,T,20150225,2015,T.2015,8,420,34,6.48
