year,site,zone,tree,aspect,height,code,dry.wgt,fresh.wgt,water,viability,stem,sur.area,gmin,lat,lon,dist,cover
2015,BSF,Forest,5,L,C,BR R5 LC,0.34,0.6860,99.7089,96.4912,23.1000,0.0209,0.0000175,58.12008,-92.96609,7.162149902,51
2015,BSF,Forest,5,L,S,BR R5 LS,0.27,0.6049,120.6054,59.6491,21.4000,0.0203,0.0000301,58.12008,-92.96609,7.162149902,51
2015,BSF,Forest,5,W,A,BR R5 WA,0.28,0.5865,107.3904,96.0784,21.1000,0.0205,0.0000134,58.12008,-92.96609,7.162149902,51
2015,BSF,Forest,5,W,C,BR R5 WC,0.43,0.9330,116.0222,97.0149,25.4000,0.0262,0.0000242,58.12008,-92.96609,7.162149902,51
2015,BSF,Forest,5,W,S,BR R5 WS,0.16,0.3227,97.6118,91.4286,17.1000,0.0125,0.0001027,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,1,L,A,BR F1 LA,0.34,0.8340,143.7171,NA,33.5000,0.0225,0.0000179,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,1,L,C,BR F1 LC,0.28,0.6388,129.5365,NA,33.3000,0.0205,0.0000147,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,1,W,A,BR F1 WA,0.21,0.4898,128.8785,NA,22.8000,0.0182,0.0000193,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,1,W,C,BR F1 WC,0.32,0.7403,130.7668,NA,34.3000,0.0258,0.0000185,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,2,L,A,BR F2 LA,0.16,0.4056,149.7537,NA,24.4000,0.0128,0.0000237,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,2,L,C,BR F2 LC,0.16,0.3345,111.3076,NA,19.9000,0.0124,0.0000081,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,2,W,A,BR F2 WA,0.19,0.6370,236.1478,NA,36.2000,0.0233,0.0000141,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,2,W,C,BR F2 WC,0.46,1.0881,135.9280,NA,24.5000,0.0318,0.0000151,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,3,L,A,BR F3 LA,0.45,1.0444,131.6770,NA,46.6000,0.0281,0.0000150,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,3,L,C,BR F3 LC,0.16,0.3580,117.3649,NA,23.1000,0.0104,0.0000168,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,3,W,A,BR F3 WA,0.15,0.2767,83.0026,NA,22.0000,0.0082,0.0000402,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,3,W,C,BR F3 WC,0.18,0.3952,122.6479,NA,22.3000,0.0122,0.0000152,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,4,L,A,BR F4 LA,0.32,0.7021,117.1667,NA,39.1000,0.0263,0.0000145,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,4,L,C,BR F4 LC,0.24,0.5725,133.8644,NA,34.8000,0.0220,0.0000178,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,4,W,A,BR F4 WA,0.09,0.1937,124.9710,NA,22.6000,0.0091,0.0000145,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,4,W,C,BR F4 WC,0.54,1.1479,112.3774,NA,40.6000,0.0271,0.0000201,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,5,L,A,BR F5 LA,0.65,1.5569,138.8616,NA,47.9000,0.0376,0.0000240,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,5,L,C,BR F5 LC,0.32,0.8163,152.4899,NA,33.7000,0.0194,0.0000315,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,5,W,A,BR F5 WA,0.05,0.1189,137.8000,NA,16.0000,0.0071,0.0000220,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,5,W,C,BR F5 WC,0.16,0.3699,127.0718,NA,33.9000,0.0122,0.0000308,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,1,L,A,BR R1 LA,0.06,0.1337,137.4778,NA,14.7000,0.0060,0.0000588,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,1,L,C,BR R1 LC,0.17,0.4456,160.2804,NA,24.4000,0.0174,0.0000291,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,1,L,S,BR R1 LS,0.17,0.3524,111.1444,NA,21.2000,0.0129,0.0000586,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,1,W,A,BR R1 WA,0.12,0.3379,174.0470,NA,26.8000,0.0138,0.0000245,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,1,W,C,BR R1 WC,0.08,0.2133,179.5544,NA,19.9000,0.0106,0.0000200,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,2,L,A,BR R2 LA,0.11,0.2710,155.4194,NA,19.1000,0.0121,0.0000147,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,2,L,C,BR R2 LC,0.09,0.2855,201.4784,NA,26.5000,0.0151,0.0000119,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,2,W,A,BR R2 WA,0.25,0.4112,65.0743,NA,21.7000,0.0099,0.0000223,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,2,W,C,BR R2 WC,0.14,0.3448,139.2783,NA,23.3000,0.0164,0.0000410,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,3,L,A,BR R3 LA,0.27,0.6647,146.1852,NA,29.9000,0.0252,0.0000178,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,3,L,C,BR R3 LC,0.29,0.6904,136.1149,NA,26.1000,0.0200,0.0000561,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,3,W,A,BR R3 WA,0.17,0.3953,139.1410,NA,25.3000,0.0168,0.0000100,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,3,W,C,BR R3 WC,0.27,0.6202,128.1825,NA,30.4000,0.0194,0.0000099,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,4,L,A,BR R4 LA,0.39,0.8978,128.6806,NA,41.1000,0.0261,0.0000113,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,4,L,C,BR R4 LC,0.41,0.9463,128.9620,NA,39.2000,0.0238,0.0000164,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,4,L,S,BR R4 LS,0.12,0.3229,166.8595,NA,29.4000,0.0127,0.0000191,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,4,W,A,BR R4 WA,0.15,0.4058,173.8192,NA,34.3000,0.0180,0.0000207,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,4,W,C,BR R4 WC,0.24,0.5754,139.7500,NA,29.8000,0.0208,0.0000152,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,4,W,S,BR R4 WS,0.20,0.4291,117.5963,NA,28.2000,0.0151,0.0000159,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,5,L,C,BR R5 LC,0.15,0.3684,149.9322,NA,24.5000,0.0123,0.0000133,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,5,W,A,BR R5 WA,0.29,0.6714,127.8249,NA,34.3000,0.0229,0.0000131,58.12008,-92.96609,7.162149902,51
2016,BSF,Forest,5,W,C,BR R5 WC,0.00,0.0879,1693.8776,NA,13.8000,0.0046,0.0000188,58.12008,-92.96609,7.162149902,51
2013,MLK,Forest,1,L,A,MLK F1 LA,0.17,0.3639,112.5584,94.8718,16.8000,0.0143,0.0000047,58.40198,-93.39603,20.864,2
2013,MLK,Forest,1,L,C,MLK F1 LC,0.23,0.5028,119.4675,98.4375,21.5000,0.0200,0.0000078,58.40198,-93.39603,20.864,2
2013,MLK,Forest,1,L,S,MLK F1 LS,NA,NA,NA,NA,NA,NA,NA,58.40198,-93.39603,20.864,2
2013,MLK,Forest,1,W,A,MLK F1 WA,2.09,2.3085,10.4809,91.6667,18.9000,0.0152,0.0000079,58.40198,-93.39603,20.864,2
2013,MLK,Forest,1,W,C,MLK F1 WC,2.14,2.3749,10.9974,98.1481,22.9000,0.0172,0.0000102,58.40198,-93.39603,20.864,2
2013,MLK,Forest,1,W,S,MLK F1 WS,0.23,0.5089,121.4534,94.6667,24.3000,0.0222,0.0000072,58.40198,-93.39603,20.864,2
2013,MLK,Forest,2,L,A,MLK F2 LA,0.20,0.4443,118.3292,100.0000,26.0000,0.0156,0.0000147,58.40198,-93.39603,20.864,2
2013,MLK,Forest,2,L,C,MLK F2 LC,0.13,0.2739,113.1518,100.0000,15.3000,0.0111,0.0000169,58.40198,-93.39603,20.864,2
2013,MLK,Forest,2,L,S,MLK F2 LS,0.08,0.1660,114.7477,100.0000,12.2000,0.0075,0.0000128,58.40198,-93.39603,20.864,2
2013,MLK,Forest,2,W,A,MLK F2 WA,0.03,0.0712,155.1971,100.0000,1.0000,0.0036,0.0000107,58.40198,-93.39603,20.864,2
2013,MLK,Forest,2,W,C,MLK F2 WC,0.11,0.2292,118.0780,100.0000,13.5000,0.0093,0.0000103,58.40198,-93.39603,20.864,2
2013,MLK,Forest,2,W,S,MLK F2 WS,0.10,0.2133,117.4312,100.0000,15.4000,0.0104,0.0000081,58.40198,-93.39603,20.864,2
2013,MLK,Forest,3,L,A,MLK F3 LA,1.15,1.3991,21.5024,100.0000,22.5000,0.0162,0.0000061,58.40198,-93.39603,20.864,2
2013,MLK,Forest,3,L,C,MLK F3 LC,0.09,0.2037,138.2456,100.0000,10.5000,0.0074,0.0000024,58.40198,-93.39603,20.864,2
2013,MLK,Forest,3,L,S,MLK F3 LS,0.07,0.1842,174.9254,100.0000,12.7000,0.0092,0.0000018,58.40198,-93.39603,20.864,2
2013,MLK,Forest,3,W,A,MLK F3 WA,0.14,0.3502,144.2120,100.0000,12.0000,0.0112,0.0000067,58.40198,-93.39603,20.864,2
2013,MLK,Forest,3,W,C,MLK F3 WC,0.12,0.3220,179.2715,100.0000,15.8000,0.0113,0.0000070,58.40198,-93.39603,20.864,2
2013,MLK,Forest,3,W,S,MLK F3 WS,0.08,0.1946,129.2108,100.0000,16.0000,0.0129,0.0000044,58.40198,-93.39603,20.864,2
2013,MLK,Forest,4,L,A,MLK F4 LA,0.10,0.2193,111.2717,100.0000,14.0000,0.0089,0.0000098,58.40198,-93.39603,20.864,2
2013,MLK,Forest,4,L,C,MLK F4 LC,0.07,0.2525,252.1618,100.0000,16.0000,0.0090,0.0000259,58.40198,-93.39603,20.864,2
2013,MLK,Forest,4,L,S,MLK F4 LS,0.11,0.2323,108.1541,100.0000,18.0000,0.0102,0.0000061,58.40198,-93.39603,20.864,2
2013,MLK,Forest,4,W,A,MLK F4 WA,0.10,0.2068,111.6684,100.0000,13.0000,0.0072,0.0000107,58.40198,-93.39603,20.864,2
2013,MLK,Forest,4,W,C,MLK F4 WC,0.10,0.2091,108.8911,100.0000,18.0000,0.0082,0.0000113,58.40198,-93.39603,20.864,2
2013,MLK,Forest,4,W,S,MLK F4 WS,0.08,0.1752,117.9104,100.0000,14.0000,0.0071,0.0000065,58.40198,-93.39603,20.864,2
2013,MLK,Forest,5,L,A,MLK F5 LA,0.06,0.1347,121.5461,100.0000,9.0000,0.0046,0.0000041,58.40198,-93.39603,20.864,2
2013,MLK,Forest,5,L,C,MLK F5 LC,0.14,0.2063,43.7631,100.0000,5.0000,0.0045,0.0000220,58.40198,-93.39603,20.864,2
2013,MLK,Forest,5,L,S,MLK F5 LS,0.07,0.1526,133.3333,100.0000,11.0000,0.0058,0.0000016,58.40198,-93.39603,20.864,2
2013,MLK,Forest,5,W,A,MLK F5 WA,0.08,0.1823,135.5297,100.0000,12.0000,0.0039,0.0000127,58.40198,-93.39603,20.864,2
2013,MLK,Forest,5,W,C,MLK F5 WC,0.11,0.2466,116.6960,100.0000,16.0000,0.0070,0.0000091,58.40198,-93.39603,20.864,2
2013,MLK,Forest,5,W,S,MLK F5 WS,0.10,0.2100,118.2952,100.0000,15.0000,0.0077,0.0000061,58.40198,-93.39603,20.864,2
2014,MLK,Forest,1,L,A,MLK F1 LA,0.07,0.1381,108.6103,62.9630,12.1000,0.0045,0.0000464,58.40198,-93.39603,20.864,2
2014,MLK,Forest,1,L,C,MLK F1 LC,0.09,0.1834,112.7610,100.0000,16.0000,0.0055,0.0000152,58.40198,-93.39603,20.864,2
2014,MLK,Forest,1,L,S,MLK F1 LS,0.09,0.1820,111.8743,100.0000,15.5000,0.0069,0.0000278,58.40198,-93.39603,20.864,2
2014,MLK,Forest,1,W,A,MLK F1 WA,0.08,0.1668,113.0268,17.1429,13.7000,0.0047,0.0000242,58.40198,-93.39603,20.864,2
2014,MLK,Forest,1,W,C,MLK F1 WC,0.11,0.2255,112.3352,100.0000,19.9000,0.0063,0.0000197,58.40198,-93.39603,20.864,2
2014,MLK,Forest,1,W,S,MLK F1 WS,0.16,0.3299,107.7456,32.7586,23.5000,0.0095,0.0000155,58.40198,-93.39603,20.864,2
2014,MLK,Forest,2,L,A,MLK F2 LA,0.26,0.5538,114.8177,92.3077,23.2000,0.0165,0.0000204,58.40198,-93.39603,20.864,2
2014,MLK,Forest,2,L,C,MLK F2 LC,0.26,0.5707,122.1487,100.0000,22.4000,0.0165,0.0000211,58.40198,-93.39603,20.864,2
2014,MLK,Forest,2,L,S,MLK F2 LS,0.14,0.3149,121.7606,100.0000,20.3000,0.0132,0.0000102,58.40198,-93.39603,20.864,2
2014,MLK,Forest,2,W,A,MLK F2 WA,0.18,0.3979,125.3114,100.0000,19.0000,0.0115,0.0000217,58.40198,-93.39603,20.864,2
2014,MLK,Forest,2,W,C,MLK F2 WC,0.16,0.3075,88.9982,100.0000,17.6000,0.0094,0.0000408,58.40198,-93.39603,20.864,2
2014,MLK,Forest,2,W,S,MLK F2 WS,NA,NA,NA,NA,NA,NA,NA,58.40198,-93.39603,20.864,2
2014,MLK,Forest,3,L,A,MLK F3 LA,0.09,0.1903,105.9524,81.4815,12.0000,0.0059,0.0000182,58.40198,-93.39603,20.864,2
2014,MLK,Forest,3,L,C,MLK F3 LC,0.22,0.4660,109.8154,100.0000,25.8000,0.0148,0.0000176,58.40198,-93.39603,20.864,2
2014,MLK,Forest,3,L,S,MLK F3 LS,NA,NA,NA,NA,NA,NA,NA,58.40198,-93.39603,20.864,2
2014,MLK,Forest,3,W,A,MLK F3 WA,0.10,0.2222,118.9163,100.0000,12.7000,0.0080,0.0000134,58.40198,-93.39603,20.864,2
2014,MLK,Forest,3,W,C,MLK F3 WC,0.19,0.3983,109.7420,100.0000,22.7000,0.0116,0.0000148,58.40198,-93.39603,20.864,2
2014,MLK,Forest,3,W,S,MLK F3 WS,NA,NA,NA,NA,NA,NA,NA,58.40198,-93.39603,20.864,2
2014,MLK,Forest,4,L,A,MLK F4 LA,0.16,0.3448,112.4461,77.2727,19.7000,0.0113,0.0000177,58.40198,-93.39603,20.864,2
2014,MLK,Forest,4,L,C,MLK F4 LC,0.20,0.4176,106.5282,90.7407,18.2000,0.0132,0.0000099,58.40198,-93.39603,20.864,2
2014,MLK,Forest,4,L,S,MLK F4 LS,0.02,0.0507,103.6145,0.0000,8.5000,0.0027,0.0000123,58.40198,-93.39603,20.864,2
2014,MLK,Forest,4,W,A,MLK F4 WA,0.15,0.3306,119.3762,14.5833,20.9000,0.0173,0.0000020,58.40198,-93.39603,20.864,2
2014,MLK,Forest,4,W,C,MLK F4 WC,0.18,0.3838,114.1741,27.0833,20.1000,0.0108,0.0000102,58.40198,-93.39603,20.864,2
2014,MLK,Forest,4,W,S,MLK F4 WS,0.18,0.3963,120.4116,17.7778,22.2000,0.0121,0.0000120,58.40198,-93.39603,20.864,2
2014,MLK,Forest,5,L,A,MLK F5 LA,0.20,0.4423,117.4533,0.0000,17.9000,0.0126,0.0001128,58.40198,-93.39603,20.864,2
2014,MLK,Forest,5,L,C,MLK F5 LC,0.23,0.4984,120.7263,0.0000,19.2000,0.0124,0.0001389,58.40198,-93.39603,20.864,2
2014,MLK,Forest,5,L,S,MLK F5 LS,NA,NA,NA,NA,NA,NA,NA,58.40198,-93.39603,20.864,2
2014,MLK,Forest,5,W,A,MLK F5 WA,0.20,0.4228,113.7513,0.0000,14.6000,0.0120,0.0000888,58.40198,-93.39603,20.864,2
2014,MLK,Forest,5,W,C,MLK F5 WC,0.15,0.3279,119.4779,12.5000,16.0000,0.0089,0.0000984,58.40198,-93.39603,20.864,2
2014,MLK,Forest,5,W,S,MLK F5 WS,0.19,0.4353,124.8450,80.3922,17.1000,0.0137,0.0000726,58.40198,-93.39603,20.864,2
2015,MLK,Forest,1,L,A,ML F1 LA,0.24,0.4922,105.4257,95.3488,16.7000,0.0127,0.0000188,58.40198,-93.39603,20.864,2
2015,MLK,Forest,1,L,C,ML F1 LC,0.31,0.6447,108.6408,100.0000,19.9000,0.0129,0.0000463,58.40198,-93.39603,20.864,2
2015,MLK,Forest,1,L,S,ML F1 LS,0.12,0.2499,106.3584,94.7368,11.7000,0.0078,0.0000379,58.40198,-93.39603,20.864,2
2015,MLK,Forest,1,W,A,ML F1 WA,0.11,0.4347,297.7127,97.9167,18.1000,0.0116,0.0002544,58.40198,-93.39603,20.864,2
2015,MLK,Forest,1,W,C,ML F1 WC,0.25,0.5090,106.4071,97.6744,21.8000,0.0117,0.0000333,58.40198,-93.39603,20.864,2
2015,MLK,Forest,1,W,S,ML F1 WS,0.13,0.2733,114.8585,100.0000,14.5000,0.0083,0.0000274,58.40198,-93.39603,20.864,2
2015,MLK,Forest,2,L,A,ML F2 LA,0.32,0.6818,111.4109,98.3333,25.9000,0.0202,0.0000158,58.40198,-93.39603,20.864,2
2015,MLK,Forest,2,L,C,ML F2 LC,0.24,0.5218,113.5898,95.6522,15.8000,0.0140,0.0000201,58.40198,-93.39603,20.864,2
2015,MLK,Forest,2,L,S,ML F2 LS,0.22,0.4601,109.0413,92.7835,27.3000,0.0225,0.0000225,58.40198,-93.39603,20.864,2
2015,MLK,Forest,2,W,A,ML F2 WA,0.20,0.4310,112.7345,95.5556,17.8000,0.0141,0.0000165,58.40198,-93.39603,20.864,2
2015,MLK,Forest,2,W,C,ML F2 WC,0.32,0.7021,116.9654,100.0000,23.1000,0.0195,0.0000191,58.40198,-93.39603,20.864,2
2015,MLK,Forest,2,W,S,ML F2 WS,0.19,0.4113,119.3600,100.0000,18.6000,0.0134,0.0000186,58.40198,-93.39603,20.864,2
2015,MLK,Forest,3,L,A,ML F3 LA,0.21,0.4078,96.5301,100.0000,16.4000,0.0114,0.0000193,58.40198,-93.39603,20.864,2
2015,MLK,Forest,3,L,C,ML F3 LC,0.24,0.4965,110.2032,97.0588,19.9000,0.0193,0.0000297,58.40198,-93.39603,20.864,2
2015,MLK,Forest,3,L,S,ML F3 LS,0.12,0.2498,110.0925,97.2222,16.3000,0.0098,0.0000218,58.40198,-93.39603,20.864,2
2015,MLK,Forest,3,W,A,ML F3 WA,0.32,0.6732,111.6316,96.7742,26.5000,0.0177,0.0000237,58.40198,-93.39603,20.864,2
2015,MLK,Forest,3,W,C,ML F3 WC,0.38,0.8146,117.1109,98.4615,24.5000,0.0197,0.0000211,58.40198,-93.39603,20.864,2
2015,MLK,Forest,3,W,S,ML F3 WS,0.20,0.4525,123.1262,96.0784,19.4000,0.0143,0.0000278,58.40198,-93.39603,20.864,2
2015,MLK,Forest,4,L,A,ML F4 LA,0.26,0.5713,115.6663,87.5000,23.5000,0.0187,0.0000303,58.40198,-93.39603,20.864,2
2015,MLK,Forest,4,L,C,ML F4 LC,0.27,0.6089,123.0403,21.7391,23.1000,0.0148,0.0001110,58.40198,-93.39603,20.864,2
2015,MLK,Forest,4,L,S,ML F4 LS,0.24,0.5552,128.9485,100.0000,23.0000,0.0183,0.0000493,58.40198,-93.39603,20.864,2
2015,MLK,Forest,4,W,A,ML F4 WA,NA,NA,NA,NA,NA,NA,NA,58.40198,-93.39603,20.864,2
2015,MLK,Forest,4,W,C,ML F4 WC,0.15,0.3137,115.4533,97.7778,14.4000,0.0118,0.0000802,58.40198,-93.39603,20.864,2
2015,MLK,Forest,4,W,S,ML F4 WS,0.16,0.3327,111.3723,100.0000,17.4000,0.0150,0.0000814,58.40198,-93.39603,20.864,2
2015,MLK,Forest,5,L,A,ML F5 LA,0.26,0.5471,107.2348,98.4127,20.8000,0.0201,0.0000249,58.40198,-93.39603,20.864,2
2015,MLK,Forest,5,L,C,ML F5 LC,0.42,0.8699,106.1863,100.0000,23.4000,0.0241,0.0000176,58.40198,-93.39603,20.864,2
2015,MLK,Forest,5,L,S,ML F5 LS,NA,NA,NA,NA,NA,NA,NA,58.40198,-93.39603,20.864,2
2015,MLK,Forest,5,W,A,ML F5 WA,0.21,0.4232,100.0946,56.9231,20.1000,0.0159,0.0000692,58.40198,-93.39603,20.864,2
2015,MLK,Forest,5,W,C,ML F5 WC,0.34,0.6933,105.5440,87.5000,21.3000,0.0199,0.0000327,58.40198,-93.39603,20.864,2
2015,MLK,Forest,5,W,S,ML F5 WS,NA,NA,NA,NA,NA,NA,NA,58.40198,-93.39603,20.864,2
2016,MLK,Forest,1,L,A,ML F1 LA,0.43,0.9262,114.1503,NA,36.7000,0.0343,0.0000094,58.40198,-93.39603,20.864,2
2016,MLK,Forest,1,L,C,ML F1 LC,0.28,0.6177,118.9649,NA,17.9000,0.0194,0.0000222,58.40198,-93.39603,20.864,2
2016,MLK,Forest,1,L,S,ML F1 LS,NA,NA,NA,NA,0.0000,NA,NA,58.40198,-93.39603,20.864,2
2016,MLK,Forest,1,W,A,ML F1 WA,0.30,0.5954,98.5328,NA,27.1000,0.0246,0.0000320,58.40198,-93.39603,20.864,2
2016,MLK,Forest,1,W,C,ML F1 WC,0.29,0.6407,117.7030,NA,22.9000,0.0230,0.0000147,58.40198,-93.39603,20.864,2
2016,MLK,Forest,1,W,S,ML F1 WS,NA,NA,NA,NA,0.0000,NA,NA,58.40198,-93.39603,20.864,2
2016,MLK,Forest,2,L,A,ML F2 LA,0.10,0.1946,97.7642,NA,15.8000,0.0096,0.0000111,58.40198,-93.39603,20.864,2
2016,MLK,Forest,2,L,C,ML F2 LC,0.32,0.6725,110.2877,NA,20.3000,0.0232,0.0000120,58.40198,-93.39603,20.864,2
2016,MLK,Forest,2,L,S,ML F2 LS,NA,NA,NA,NA,0.0000,NA,NA,58.40198,-93.39603,20.864,2
2016,MLK,Forest,2,W,A,ML F2 WA,0.18,0.3925,121.7514,NA,18.1000,0.0139,0.0000105,58.40198,-93.39603,20.864,2
2016,MLK,Forest,2,W,C,ML F2 WC,0.19,0.3969,113.7318,NA,14.7000,0.0143,0.0000161,58.40198,-93.39603,20.864,2
2016,MLK,Forest,3,L,A,ML F3 LA,0.15,0.3484,140.2759,NA,20.1000,0.0115,0.0000346,58.40198,-93.39603,20.864,2
2016,MLK,Forest,3,L,C,ML F3 LC,0.23,0.5065,117.9432,NA,28.1000,0.0190,0.0000389,58.40198,-93.39603,20.864,2
2016,MLK,Forest,3,L,S,ML F3 LS,NA,NA,NA,NA,0.0000,NA,NA,58.40198,-93.39603,20.864,2
2016,MLK,Forest,3,W,A,ML F3 WA,0.21,0.4093,93.7056,NA,27.6000,0.0161,0.0000375,58.40198,-93.39603,20.864,2
2016,MLK,Forest,3,W,C,ML F3 WC,0.27,0.6059,121.8601,NA,28.6000,0.0202,0.0000451,58.40198,-93.39603,20.864,2
2016,MLK,Forest,3,W,S,ML F3 WS,NA,NA,NA,NA,0.0000,NA,NA,58.40198,-93.39603,20.864,2
2016,MLK,Forest,4,L,A,ML F4 LA,0.15,0.3178,110.8825,NA,14.9000,0.0130,0.0000058,58.40198,-93.39603,20.864,2
2016,MLK,Forest,4,L,C,ML F4 LC,0.16,0.3573,128.5988,NA,23.6000,0.0135,0.0000062,58.40198,-93.39603,20.864,2
2016,MLK,Forest,4,L,S,ML F4 LS,NA,NA,NA,NA,0.0000,NA,NA,58.40198,-93.39603,20.864,2
2016,MLK,Forest,4,W,A,ML F4 WA,0.08,0.1819,115.2663,NA,10.3000,0.0091,0.0000062,58.40198,-93.39603,20.864,2
2016,MLK,Forest,4,W,C,ML F4 WC,0.21,0.4460,108.0224,NA,17.8000,0.0169,0.0000102,58.40198,-93.39603,20.864,2
2016,MLK,Forest,4,W,S,ML F4 WS,NA,NA,NA,NA,0.0000,NA,NA,58.40198,-93.39603,20.864,2
2016,MLK,Forest,5,L,A,ML F5 LA,0.22,0.4751,114.2020,NA,25.3000,0.0186,0.0000033,58.40198,-93.39603,20.864,2
2016,MLK,Forest,5,L,C,ML F5 LC,0.25,0.5284,109.8491,NA,18.0000,0.0202,0.0000215,58.40198,-93.39603,20.864,2
2016,MLK,Forest,5,L,S,ML F5 LS,0.20,0.4287,112.9657,NA,24.0000,0.0165,0.0000274,58.40198,-93.39603,20.864,2
2016,MLK,Forest,5,W,A,ML F5 WA,0.20,0.4019,104.5293,NA,16.5000,0.0141,0.0000301,58.40198,-93.39603,20.864,2
2016,MLK,Forest,5,W,C,ML F5 WC,0.13,0.2635,103.6321,NA,13.2000,0.0080,0.0000221,58.40198,-93.39603,20.864,2
2016,MLK,Forest,5,W,S,ML F5 WS,0.13,0.2467,95.1741,NA,18.3000,0.0097,0.0000147,58.40198,-93.39603,20.864,2
2013,OSF,Forest,1,L,A,OSF F1 LA,0.07,0.2465,231.7631,100.0000,12.3000,0.0070,0.0000121,57.81788,-92.85139,11.1372002,59
2013,OSF,Forest,1,L,C,OSF F1 LC,0.22,0.4855,120.0816,97.7778,23.2000,0.0171,0.0000068,57.81788,-92.85139,11.1372002,59
2013,OSF,Forest,1,L,S,OSF F1 LS,0.10,0.2240,116.0077,96.6667,23.7000,0.0089,0.0000158,57.81788,-92.85139,11.1372002,59
2013,OSF,Forest,1,W,A,OSF F1 WA,0.13,0.3446,159.4880,79.5455,20.9000,0.0154,0.0000025,57.81788,-92.85139,11.1372002,59
2013,OSF,Forest,1,W,C,OSF F1 WC,0.10,0.2183,121.6244,96.0000,7.5000,0.0083,0.0000102,57.81788,-92.85139,11.1372002,59
2013,OSF,Forest,1,W,S,OSF F1 WS,NA,NA,NA,NA,NA,NA,NA,57.81788,-92.85139,11.1372002,59
2013,OSF,Forest,2,L,A,OSF F2 LA,0.28,0.6068,119.5369,100.0000,22.5000,0.0197,0.0000042,57.81788,-92.85139,11.1372002,59
2013,OSF,Forest,2,L,C,OSF F2 LC,0.13,0.2764,112.7791,100.0000,13.6000,0.0094,0.0000035,57.81788,-92.85139,11.1372002,59
2013,OSF,Forest,2,L,S,OSF F2 LS,0.20,0.4112,108.4136,96.6667,12.5000,0.0133,0.0000045,57.81788,-92.85139,11.1372002,59
2013,OSF,Forest,2,W,A,OSF F2 WA,0.34,0.7440,116.7201,98.5075,29.4000,0.0283,0.0000065,57.81788,-92.85139,11.1372002,59
2013,OSF,Forest,2,W,C,OSF F2 WC,0.25,0.5156,108.4074,98.1132,23.5000,0.0204,0.0000077,57.81788,-92.85139,11.1372002,59
2013,OSF,Forest,2,W,S,OSF F2 WS,NA,NA,NA,NA,NA,NA,NA,57.81788,-92.85139,11.1372002,59
2013,OSF,Forest,3,L,A,OSF F3 LA,0.16,0.3477,120.3422,100.0000,16.6000,0.0127,0.0000068,57.81788,-92.85139,11.1372002,59
2013,OSF,Forest,3,L,C,OSF F3 LC,0.14,0.3150,121.3633,100.0000,14.2000,0.0109,0.0000102,57.81788,-92.85139,11.1372002,59
2013,OSF,Forest,3,L,S,OSF F3 LS,0.24,0.5433,129.6281,100.0000,24.2000,0.0194,0.0000091,57.81788,-92.85139,11.1372002,59
2013,OSF,Forest,3,W,A,OSF F3 WA,0.22,0.4806,113.8852,100.0000,20.9000,0.0167,0.0000004,57.81788,-92.85139,11.1372002,59
