year,site,zone,lat,lon,elev,tree,aspect,height,code,water,viability,gmin,group,density,swe,htc,dist,cover
2009,LIN,Forest,58.72904,-93.7875,18,3,L,S,2009 F3 EAS,106,98,1.80E-05,3,242.26,208.735,0.203,5.88627002,16
2009,LIN,Forest,58.72904,-93.7875,18,3,W,A,2009 F3 NWA,120,100,1.90E-05,3,242.26,208.735,0.203,5.88627002,16
2009,LIN,Forest,58.72904,-93.7875,18,3,W,C,2009 F3 NWC,106,78,3.00E-05,3,242.26,208.735,0.203,5.88627002,16
2009,LIN,Forest,58.72904,-93.7875,18,3,W,S,2009 F3 NWS,95,75,4.50E-05,3,242.26,208.735,0.203,5.88627002,16
2009,LIN,Forest,58.72904,-93.7875,18,3,L,A,2009 F3 SOA,110,100,2.00E-05,3,242.26,208.735,0.203,5.88627002,16
2009,LIN,Forest,58.72904,-93.7875,18,3,L,C,2009 F3 SOC,106,64,2.00E-05,3,242.26,208.735,0.203,5.88627002,16
2009,LIN,Forest,58.72904,-93.7875,18,3,L,S,2009 F3 SOS,115,100,3.10E-05,3,242.26,208.735,0.203,5.88627002,16
2009,LIN,Tundra,58.72904,-93.7875,18,1,L,A,2009 T1 EAA,109,97,7.30E-05,3,266.849,63.412,0.903,5.867279785,1
2009,LIN,Tundra,58.729656,-93.786754,18,1,L,S,2009 T1 EAS,98,94,6.40E-06,1,266.849,63.412,0.903,5.867279785,1
2009,LIN,Tundra,58.729656,-93.786754,18,1,W,A,2009 T1 NWA,100,95,7.40E-05,1,266.849,63.412,0.903,5.867279785,1
2009,LIN,Tundra,58.729656,-93.786754,18,1,W,S,2009 T1 NWS,106,100,2.20E-05,3,266.849,63.412,0.903,5.867279785,1
2009,LIN,Tundra,58.729656,-93.786754,18,1,L,A,2009 T1 SOA,112,100,3.30E-05,3,266.849,63.412,0.903,5.867279785,1
2009,LIN,Tundra,58.729656,-93.786754,18,1,L,S,2009 T1 SOS,97,96,4.50E-05,1,266.849,63.412,0.903,5.867279785,1
2009,LIN,Tundra,58.729656,-93.786754,18,2,L,A,2009 T2 EAA,95,96,2.40E-05,1,266.849,63.412,0.903,5.867279785,1
2009,LIN,Tundra,58.729656,-93.786754,18,2,L,S,2009 T2 EAS,101,100,1.80E-05,1,266.849,63.412,0.903,5.867279785,1
2009,LIN,Tundra,58.729656,-93.786754,18,2,W,A,2009 T2 NWA,93,98,3.10E-05,1,266.849,63.412,0.903,5.867279785,1
2009,LIN,Tundra,58.729656,-93.786754,18,2,W,S,2009 T2 NWS,95,100,2.00E-05,1,266.849,63.412,0.903,5.867279785,1
2009,LIN,Tundra,58.729656,-93.786754,18,2,L,A,2009 T2 SOA,93,97,3.50E-05,1,266.849,63.412,0.903,5.867279785,1
2009,LIN,Tundra,58.729656,-93.786754,18,2,L,S,2009 T2 SOS,94,100,2.10E-05,1,266.849,63.412,0.903,5.867279785,1
2009,LIN,Tundra,58.729656,-93.786754,18,3,L,A,2009 T3 EAA,97,100,3.60E-05,1,266.849,63.412,0.903,5.867279785,1
2009,LIN,Tundra,58.729656,-93.786754,18,3,L,S,2009 T3 EAS,97,100,1.80E-05,1,266.849,63.412,0.903,5.867279785,1
2009,LIN,Tundra,58.729656,-93.786754,18,3,W,A,2009 T3 NWA,108,100,5.10E-05,3,266.849,63.412,0.903,5.867279785,1
2009,LIN,Tundra,58.729656,-93.786754,18,3,W,S,2009 T3 NWS,100,98,1.10E-05,1,266.849,63.412,0.903,5.867279785,1
2009,LIN,Tundra,58.729656,-93.786754,18,3,L,A,2009 T3 SOA,96,100,1.80E-05,1,266.849,63.412,0.903,5.867279785,1
2009,LIN,Tundra,58.729656,-93.786754,18,3,L,S,2009 T3 SOS,106,100,1.30E-05,3,266.849,63.412,0.903,5.867279785,1
2013,MLK,Forest,58.40198,-93.39603,30,1,L,A,MLK F1 LA,113,95,4.70E-06,3,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,1,L,C,MLK F1 LC,119,98,7.80E-06,3,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,1,W,A,MLK F1 WA,10,92,7.90E-06,1,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,1,W,C,MLK F1 WC,11,98,1.00E-05,1,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,1,W,S,MLK F1 WS,121,95,7.20E-06,3,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,2,L,A,MLK F2 LA,118,100,1.50E-05,3,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,2,L,C,MLK F2 LC,113,100,1.70E-05,3,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,2,L,S,MLK F2 LS,115,100,1.30E-05,3,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,2,W,A,MLK F2 WA,155,100,1.10E-05,4,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,2,W,C,MLK F2 WC,118,100,1.00E-05,3,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,2,W,S,MLK F2 WS,117,100,8.10E-06,3,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,3,L,A,MLK F3 LA,22,100,6.10E-06,1,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,3,L,C,MLK F3 LC,138,100,2.40E-06,4,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,3,L,S,MLK F3 LS,175,100,1.80E-06,4,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,3,W,A,MLK F3 WA,144,100,6.70E-06,4,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,3,W,C,MLK F3 WC,179,100,7.00E-06,4,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,3,W,S,MLK F3 WS,129,100,4.40E-06,3,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,4,L,A,MLK F4 LA,111,100,9.80E-06,3,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,4,L,C,MLK F4 LC,252,100,2.60E-05,4,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,4,L,S,MLK F4 LS,108,100,6.10E-06,3,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,4,W,A,MLK F4 WA,112,100,1.10E-05,3,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,4,W,C,MLK F4 WC,109,100,1.10E-05,3,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,4,W,S,MLK F4 WS,118,100,6.50E-06,3,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,5,L,A,MLK F5 LA,122,100,4.10E-06,3,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,5,L,C,MLK F5 LC,44,100,2.20E-05,1,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,5,L,S,MLK F5 LS,133,100,1.60E-06,3,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,5,W,A,MLK F5 WA,136,100,1.30E-05,3,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,5,W,C,MLK F5 WC,117,100,9.10E-06,3,185.708,123.728,0.156,20.864,2
2013,MLK,Forest,58.40198,-93.39603,30,5,W,S,MLK F5 WS,118,100,6.10E-06,3,185.708,123.728,0.156,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,1,L,A,ML F1 LA,109,63,4.60E-05,3,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,1,L,C,ML F1 LC,113,100,1.50E-05,3,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,1,L,S,ML F1 LS,112,100,2.80E-05,3,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,1,W,A,ML F1 WA,113,17,2.40E-05,2,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,1,W,C,ML F1 WC,112,100,2.00E-05,3,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,1,W,S,ML F1 WS,108,33,1.60E-05,2,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,2,L,A,ML F2 LA,115,92,2.00E-05,3,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,2,L,C,ML F2 LC,122,100,2.10E-05,3,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,2,L,S,ML F2 LS,122,100,1.00E-05,3,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,2,W,A,ML F2 WA,125,100,2.20E-05,3,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,2,W,C,ML F2 WC,89,100,4.10E-05,1,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,3,L,A,ML F3 LA,106,81,1.80E-05,3,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,3,L,C,ML F3 LC,110,100,1.80E-05,3,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,3,W,A,ML F3 WA,119,100,1.30E-05,3,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,3,W,C,ML F3 WC,110,100,1.50E-05,3,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,4,L,A,ML F4 LA,112,77,1.80E-05,3,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,4,L,C,ML F4 LC,107,91,9.90E-06,3,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,4,L,S,ML F4 LS,104,0,1.20E-05,2,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,4,W,A,ML F4 WA,119,15,2.00E-06,2,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,4,W,C,ML F4 WC,114,27,1.00E-05,2,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,4,W,S,ML F4 WS,120,18,1.20E-05,2,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,5,L,A,ML F5 LA,117,0,0.00011,2,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,5,L,C,ML F5 LC,121,0,0.00014,2,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,5,W,A,ML F5 WA,114,0,8.90E-05,2,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,5,W,C,ML F5 WC,119,13,9.80E-05,2,230.195,167.629,0.232,20.864,2
2014,MLK,Forest,58.40198,-93.39603,30,5,W,S,ML F5 WS,125,80,7.30E-05,3,230.195,167.629,0.232,20.864,2
2013,OSF,Forest,57.81788,-92.85139,13,1,L,A,OWR F1 LA,232,100,1.20E-05,4,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,1,L,C,OWR F1 LC,120,98,6.80E-06,3,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,1,L,S,OWR F1 LS,116,97,1.60E-05,3,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,1,W,A,OWR F1 WA,159,80,2.50E-06,4,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,1,W,C,OWR F1 WC,122,96,1.00E-05,3,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,2,L,A,OWR F2 LA,120,100,4.20E-06,3,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,2,L,C,OWR F2 LC,113,100,3.50E-06,3,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,2,L,S,OWR F2 LS,108,97,4.50E-06,3,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,2,W,A,OWR F2 WA,117,99,6.50E-06,3,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,2,W,C,OWR F2 WC,108,98,7.70E-06,3,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,3,L,A,OWR F3 LA,120,100,6.80E-06,3,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,3,L,C,OWR F3 LC,121,100,1.00E-05,3,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,3,L,S,OWR F3 LS,130,100,9.10E-06,3,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,3,W,A,OWR F3 WA,114,100,4.20E-07,3,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,3,W,C,OWR F3 WC,114,96,5.30E-06,3,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,4,L,A,OWR F4 LA,114,92,5.00E-06,3,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,4,L,C,OWR F4 LC,108,73,5.80E-06,3,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,4,L,S,OWR F4 LS,102,93,8.20E-06,1,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,4,W,A,OWR F4 WA,115,100,1.60E-06,3,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,4,W,C,OWR F4 WC,180,95,6.30E-06,4,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,5,L,A,OWR F5 LA,154,91,9.60E-06,4,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,5,L,C,OWR F5 LC,106,97,3.90E-06,3,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,5,L,S,OWR F5 LS,116,89,1.50E-07,3,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,5,W,A,OWR F5 WA,69,90,6.10E-06,1,180.655,93.909,0.191,11.1372002,59
2013,OSF,Forest,57.81788,-92.85139,13,5,W,C,OWR F5 WC,104,88,5.40E-06,3,180.655,93.909,0.191,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,1,L,A,OR F1 LA,117,100,6.50E-06,3,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,1,L,C,OR F1 LC,128,9,1.10E-05,2,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,1,W,A,OR F1 WA,105,100,1.00E-05,1,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,1,W,C,OR F1 WC,83,65,2.40E-05,1,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,2,L,A,OR F2 LA,113,57,2.00E-05,3,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,2,L,C,OR F2 LC,123,81,2.50E-05,3,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,2,W,A,OR F2 WA,142,57,6.10E-05,2,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,2,W,C,OR F2 WC,126,48,6.50E-05,2,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,3,L,A,OR F3 LA,109,94,2.30E-05,3,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,3,L,C,OR F3 LC,116,83,2.50E-05,3,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,3,L,S,OR F3 LS,107,0,4.20E-05,2,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,3,W,A,OR F3 WA,78,94,5.90E-05,1,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,3,W,C,OR F3 WC,96,94,2.10E-05,1,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,4,L,A,OR F4 LA,117,95,1.30E-05,3,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,4,L,C,OR F4 LC,245,96,2.10E-05,4,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,4,L,S,OR F4 LS,119,36,5.80E-05,2,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,4,W,A,OR F4 WA,108,93,1.80E-05,3,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,4,W,C,OR F4 WC,119,100,1.40E-05,3,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,5,L,A,OR F5 LA,106,92,8.00E-06,3,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,5,L,C,OR F5 LC,100,100,8.30E-06,1,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,5,L,C,OR F5 LC,122,100,8.70E-06,3,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,5,W,A,OR F5 WA,84,98,9.70E-06,1,209.925,123.516,0.232,11.1372002,59
2014,OSF,Forest,57.81788,-92.85139,13,5,W,C,OR F5 WC,116,93,9.20E-06,3,209.925,123.516,0.232,11.1372002,59
2009,RA2,Ecotone,58.72999,-93.783428,18,1,L,A,2009 E1 EAA,105,97,3.20E-05,3,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,1,L,C,2009 E1 EAC,113,97,3.10E-05,3,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,1,W,A,2009 E1 NWA,113,100,2.80E-05,3,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,1,W,S,2009 E1 NWS,102,99,2.20E-05,1,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,1,L,A,2009 E1 SOA,109,100,4.50E-05,3,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,1,L,C,2009 E1 SOC,81,51,1.70E-05,1,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,2,L,A,2009 E2 EAA,131,52,1.50E-05,2,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,2,L,C,2009 E2 EAC,98,99,2.70E-05,1,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,2,L,S,2009 E2 EAS,98,98,2.10E-05,1,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,2,W,A,2009 E2 NWA,106,98,2.80E-05,3,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,2,W,C,2009 E2 NWC,99,68,1.70E-05,3,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,2,W,S,2009 E2 NWS,91,95,1.10E-05,1,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,2,L,A,2009 E2 SOA,105,92,3.00E-05,3,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,2,L,C,2009 E2 SOC,117,95,1.90E-05,3,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,2,L,S,2009 E2 SOS,108,93,2.50E-05,3,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,3,L,A,2009 E3 EAA,100,98,2.40E-05,1,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,3,L,C,2009 E3 EAC,104,100,2.10E-05,1,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,3,L,S,2009 E3 EAS,103,100,2.90E-05,1,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,3,W,A,2009 E3 NWA,95,97,1.90E-05,1,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,3,W,C,2009 E3 NWC,99,87,2.60E-05,3,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,3,W,S,2009 E3 NWS,92,70,2.50E-05,3,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,3,L,A,2009 E3 SOA,128,82,5.20E-05,3,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,3,L,C,2009 E3 SOC,123,100,3.90E-05,3,271.062,176.407,0.346,5.940979981,2
2009,RA2,Ecotone,58.72999,-93.783428,18,3,L,S,2009 E3 SOS,100,100,4.30E-05,1,271.062,176.407,0.346,5.940979981,2
2010,RA2,Ecotone,58.72999,-93.783428,18,1,F,A,RA2 E1 FA,115,100,1.30E-05,3,271.062,176.407,0.346,5.940979981,2
2010,RA2,Ecotone,58.72999,-93.783428,18,1,F,C,RA2 E1 FC,129,100,2.70E-05,3,271.062,176.407,0.346,5.940979981,2
2010,RA2,Ecotone,58.72999,-93.783428,18,1,F,S,RA2 E1 FS,139,96,2.90E-05,4,271.062,176.407,0.346,5.940979981,2
2010,RA2,Ecotone,58.72999,-93.783428,18,1,T,A,RA2 E1 TA,137,100,1.90E-05,4,271.062,176.407,0.346,5.940979981,2
2010,RA2,Ecotone,58.72999,-93.783428,18,1,T,C,RA2 E1 TC,152,95,2.90E-05,4,271.062,176.407,0.346,5.940979981,2
2010,RA2,Ecotone,58.72999,-93.783428,18,1,T,S,RA2 E1 TS,148,46,2.60E-05,2,271.062,176.407,0.346,5.940979981,2
2010,RA2,Ecotone,58.72999,-93.783428,18,2,F,A,RA2 E2 FA,145,100,2.00E-05,4,271.062,176.407,0.346,5.940979981,2
2010,RA2,Ecotone,58.72999,-93.783428,18,2,F,C,RA2 E2 FC,143,100,1.80E-05,4,271.062,176.407,0.346,5.940979981,2
2010,RA2,Ecotone,58.72999,-93.783428,18,2,F,S,RA2 E2 FS,118,100,1.40E-05,3,271.062,176.407,0.346,5.940979981,2
2010,RA2,Ecotone,58.72999,-93.783428,18,2,T,A,RA2 E2 TA,143,100,4.50E-05,4,271.062,176.407,0.346,5.940979981,2
2010,RA2,Ecotone,58.72999,-93.783428,18,2,T,C,RA2 E2 TC,146,100,2.50E-05,4,271.062,176.407,0.346,5.940979981,2
2010,RA2,Ecotone,58.72999,-93.783428,18,3,F,A,RA2 E3 FA,142,89,1.70E-05,4,271.062,176.407,0.346,5.940979981,2
2010,RA2,Ecotone,58.72999,-93.783428,18,3,F,C,RA2 E3 FC,142,95,1.50E-05,4,271.062,176.407,0.346,5.940979981,2
2010,RA2,Ecotone,58.72999,-93.783428,18,3,F,S,RA2 E3 FS,134,98,1.30E-05,3,271.062,176.407,0.346,5.940979981,2
2010,RA2,Ecotone,58.72999,-93.783428,18,3,T,A,RA2 E3 TA,125,100,8.20E-06,3,271.062,176.407,0.346,5.940979981,2
2010,RA2,Ecotone,58.72999,-93.783428,18,3,T,C,RA2 E3 TC,139,91,3.00E-05,4,271.062,176.407,0.346,5.940979981,2
2010,RA2,Ecotone,58.72999,-93.783428,18,3,T,S,RA2 E3 TS,162,100,1.10E-05,4,271.062,176.407,0.346,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,1,L,A,RA2 E1 LA,93,98,8.80E-06,1,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,1,L,C,RA2 E1 LC,124,100,1.30E-05,3,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,1,L,S,RA2 E1 LS,98,100,1.00E-05,1,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,1,W,A,RA2 E1 WA,104,100,1.10E-05,1,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,1,W,C,RA2 E1 WC,103,95,1.80E-05,1,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,1,W,S,RA2 E1 WS,104,100,1.70E-05,1,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,2,L,A,RA2 E2 LA,119,91,1.30E-05,3,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,2,L,C,RA2 E2 LC,58,74,6.70E-05,1,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,2,L,S,RA2 E2 LS,115,78,3.00E-05,3,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,2,W,A,RA2 E2 WA,114,91,2.30E-05,3,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,2,W,C,RA2 E2 WC,137,93,1.70E-05,4,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,2,W,S,RA2 E2 WS,116,81,3.60E-05,3,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,3,L,A,RA2 E3 LA,109,98,1.20E-05,3,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,3,L,C,RA2 E3 LC,115,97,2.30E-05,3,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,3,L,S,RA2 E3 LS,101,100,1.40E-05,1,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,3,W,A,RA2 E3 WA,121,100,1.90E-05,3,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,3,W,C,RA2 E3 WC,145,36,3.60E-05,2,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,3,W,S,RA2 E3 WS,116,95,1.50E-05,3,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,4,L,A,RA2 E4 LA,119,78,2.70E-05,3,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,4,L,C,RA2 E4 LC,114,90,1.30E-05,3,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,4,L,S,RA2 E4 LS,92,92,1.90E-05,1,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,4,W,A,RA2 E4 WA,104,6,3.30E-05,2,244.542,155.782,0.296,5.940979981,2
2013,RA2,Ecotone,58.72999,-93.783428,18,4,W,C,RA2 E4 WC,104,96,1.00E-05,1,244.542,155.782,0.296,5.940979981,2
