year,site,zone,lat,lon,elev,tree,aspect,height,code,water,viability,gmin,group,density,swe,htc,dist,cover
2013,RID,Ecotone,58.722137,-93.845818,22,2,W,C,RID E2 WC,120,100,4.70E-06,3,237.626,189.346,0.214,5.49925,6
2013,RID,Ecotone,58.722137,-93.845818,22,2,W,S,RID E2 WS,128,100,9.00E-06,3,237.626,189.346,0.214,5.49925,6
2013,RID,Ecotone,58.722137,-93.845818,22,3,L,A,RID E3 LA,116,100,1.10E-05,3,237.626,189.346,0.214,5.49925,6
2013,RID,Ecotone,58.722137,-93.845818,22,3,L,C,RID E3 LC,152,98,5.20E-06,4,237.626,189.346,0.214,5.49925,6
2013,RID,Ecotone,58.722137,-93.845818,22,3,L,S,RID E3 LS,110,100,7.70E-06,3,237.626,189.346,0.214,5.49925,6
2013,RID,Ecotone,58.722137,-93.845818,22,3,W,A,RID E3 WA,118,100,1.00E-05,3,237.626,189.346,0.214,5.49925,6
2013,RID,Ecotone,58.722137,-93.845818,22,3,W,C,RID E3 WC,160,100,2.40E-05,4,237.626,189.346,0.214,5.49925,6
2013,RID,Ecotone,58.722137,-93.845818,22,3,W,S,RID E3 WS,121,100,1.10E-05,3,237.626,189.346,0.214,5.49925,6
2013,RID,Ecotone,58.722137,-93.845818,22,4,L,A,RID E4 LA,97,98,1.30E-05,1,237.626,189.346,0.214,5.49925,6
2013,RID,Ecotone,58.722137,-93.845818,22,4,L,C,RID E4 LC,116,98,7.80E-06,3,237.626,189.346,0.214,5.49925,6
2013,RID,Ecotone,58.722137,-93.845818,22,4,L,S,RID E4 LS,121,100,8.40E-06,3,237.626,189.346,0.214,5.49925,6
2013,RID,Ecotone,58.722137,-93.845818,22,4,W,A,RID E4 WA,111,100,6.60E-06,3,237.626,189.346,0.214,5.49925,6
2013,RID,Ecotone,58.722137,-93.845818,22,4,W,S,RID E4 WS,109,100,1.00E-05,3,237.626,189.346,0.214,5.49925,6
2013,RID,Ecotone,58.722137,-93.845818,22,5,L,A,RID E5 LA,127,100,5.30E-06,3,237.626,189.346,0.214,5.49925,6
2013,RID,Ecotone,58.722137,-93.845818,22,5,L,C,RID E5 LC,120,100,1.40E-05,3,237.626,189.346,0.214,5.49925,6
2013,RID,Ecotone,58.722137,-93.845818,22,5,L,S,RID E5 LS,126,100,2.60E-06,3,237.626,189.346,0.214,5.49925,6
2013,RID,Ecotone,58.722137,-93.845818,22,5,W,A,RID E5 WA,117,100,6.80E-06,3,237.626,189.346,0.214,5.49925,6
2013,RID,Ecotone,58.722137,-93.845818,22,5,W,C,RID E5 WC,122,100,1.10E-05,3,237.626,189.346,0.214,5.49925,6
2013,RID,Ecotone,58.722137,-93.845818,22,5,W,S,RID E5 WS,113,100,6.90E-06,3,237.626,189.346,0.214,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,1,L,A,RID E1 LA,111,100,1.10E-05,3,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,1,L,C,RID E1 LC,108,100,1.50E-05,3,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,1,L,S,RID E1 LS,111,100,1.20E-05,3,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,1,W,A,RID E1 WA,118,98,2.10E-05,3,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,1,W,C,RID E1 WC,110,100,1.60E-05,3,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,1,W,S,RID E1 WS,128,99,1.30E-05,3,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,2,L,A,RID E2 LA,115,20,1.20E-05,2,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,2,L,C,RID E2 LC,125,100,1.30E-05,3,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,2,L,S,RID E2 LS,125,98,1.10E-05,3,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,2,W,A,RID E2 WA,126,100,1.80E-05,3,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,2,W,C,RID E2 WC,143,17,1.70E-05,2,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,3,L,A,RID E3 LA,125,98,8.70E-06,3,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,3,L,C,RID E3 LC,303,100,1.10E-05,4,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,3,L,S,RID E3 LS,120,100,6.20E-06,3,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,3,W,A,RID E3 WA,143,100,1.10E-05,4,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,3,W,C,RID E3 WC,137,99,1.50E-05,4,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,3,W,S,RID E3 WS,135,100,1.30E-05,3,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,4,L,A,RID E4 LA,120,100,1.40E-05,3,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,4,L,C,RID E4 LC,120,99,1.20E-05,3,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,4,L,S,RID E4 LS,147,100,1.60E-05,4,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,4,W,A,RID E4 WA,137,100,2.10E-05,4,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,4,W,C,RID E4 WC,117,100,1.20E-05,3,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,4,W,S,RID E4 WS,137,100,1.70E-05,4,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,5,L,A,RID E5 LA,125,100,8.50E-06,3,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,5,L,C,RID E5 LC,360,89,3.70E-05,5,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,5,L,S,RID E5 LS,147,100,1.10E-05,4,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,5,W,A,RID E5 WA,161,100,1.10E-05,4,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,5,W,C,RID E5 WC,134,100,9.50E-06,3,298.389,341.28,0.232,5.49925,6
2014,RID,Ecotone,58.722137,-93.845818,22,5,W,S,RID E5 WS,15,100,1.30E-05,1,298.389,341.28,0.232,5.49925,6
2008,RID,Forest,58.721938,-93.845818,22,F913,L,A,RID F913 EAA,98,100,1.90E-05,1,229.026,132.712,0.305,5.528879883,5
2008,RID,Forest,58.721938,-93.845818,22,F913,L,C,RID F913 EAC,83,100,2.00E-05,1,229.026,132.712,0.305,5.528879883,5
2008,RID,Forest,58.721938,-93.845818,22,F913,W,A,RID F913 NWA,104,92,2.00E-05,3,229.026,132.712,0.305,5.528879883,5
2008,RID,Forest,58.721938,-93.845818,22,F913,W,C,RID F913 NWC,98,100,3.60E-05,1,229.026,132.712,0.305,5.528879883,5
2008,RID,Forest,58.721938,-93.845818,22,F913,L,A,RID F913 SOA,100,100,2.60E-05,1,229.026,132.712,0.305,5.528879883,5
2008,RID,Forest,58.721938,-93.845818,22,F913,L,C,RID F913 SOC,97,97,3.40E-05,1,229.026,132.712,0.305,5.528879883,5
2008,RID,Forest,58.721938,-93.845818,22,F914,L,C,RID F914 EAC,113,100,3.80E-05,3,229.026,132.712,0.305,5.528879883,5
2008,RID,Forest,58.721938,-93.845818,22,F914,W,A,RID F914 NWA,99,100,3.00E-05,1,229.026,132.712,0.305,5.528879883,5
2008,RID,Forest,58.721938,-93.845818,22,F914,W,C,RID F914 NWC,102,100,3.00E-05,1,229.026,132.712,0.305,5.528879883,5
2008,RID,Forest,58.721938,-93.845818,22,F914,L,A,RID F914 SOA,106,100,4.60E-05,3,229.026,132.712,0.305,5.528879883,5
2008,RID,Forest,58.721938,-93.845818,22,F914,L,C,RID F914 SOC,104,98,4.30E-05,1,229.026,132.712,0.305,5.528879883,5
2008,RID,Forest,58.721938,-93.845818,22,F915,L,A,RID F915 EAA,104,100,2.00E-05,1,229.026,132.712,0.305,5.528879883,5
2008,RID,Forest,58.721938,-93.845818,22,F915,L,C,RID F915 EAC,86,96,1.70E-05,1,229.026,132.712,0.305,5.528879883,5
2008,RID,Forest,58.721938,-93.845818,22,F915,W,A,RID F915 NWA,128,33,4.00E-05,2,229.026,132.712,0.305,5.528879883,5
2008,RID,Forest,58.721938,-93.845818,22,F915,W,C,RID F915 NWC,114,98,3.20E-05,3,229.026,132.712,0.305,5.528879883,5
2008,RID,Forest,58.721938,-93.845818,22,F915,W,S,RID F915 NWS,97,100,2.90E-05,1,229.026,132.712,0.305,5.528879883,5
2008,RID,Forest,58.721938,-93.845818,22,F915,L,A,RID F915 SOA,90,98,2.10E-05,1,229.026,132.712,0.305,5.528879883,5
2008,RID,Forest,58.721938,-93.845818,22,F915,L,C,RID F915 SOC,100,100,3.70E-05,1,229.026,132.712,0.305,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,1,L,A,2009 F1 EAA,84,95,2.40E-05,1,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,1,L,C,2009 F1 EAC,95,98,1.70E-05,1,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,1,L,S,2009 F1 EAS,103,100,2.10E-05,1,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,1,W,A,2009 F1 NWA,94,95,1.40E-05,1,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,1,W,C,2009 F1 NWC,93,99,2.80E-05,1,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,1,L,A,2009 F1 SOA,90,100,2.00E-05,1,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,1,L,C,2009 F1 SOC,90,100,1.40E-05,1,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,1,L,S,2009 F1 SOS,98,98,1.50E-05,1,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,2,L,A,2009 F2 EAA,111,70,2.50E-05,3,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,2,L,C,2009 F2 EAC,96,100,2.50E-05,1,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,2,L,S,2009 F2 EAS,110,73,3.00E-05,3,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,2,W,A,2009 F2 NWA,101,100,1.90E-05,1,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,2,W,C,2009 F2 NWC,93,100,3.00E-05,1,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,2,W,S,2009 F2 NWS,154,100,3.20E-05,4,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,2,L,A,2009 F2 SOA,103,98,3.20E-05,1,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,2,L,C,2009 F2 SOC,97,100,2.70E-05,1,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,2,L,S,2009 F2 SOS,93,93,3.10E-05,1,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,3,L,A,2009 F3 EAA,93,99,3.00E-05,1,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,3,L,C,2009 F3 EAC,72,50,2.40E-05,1,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,3,W,A,2009 F3 NWA,121,100,7.10E-06,3,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,3,W,C,2009 F3 NWC,141,100,2.80E-05,4,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,3,L,A,2009 F3 SOA,119,100,2.50E-05,3,231.238,163.514,0.228,5.528879883,5
2009,RID,Forest,58.721938,-93.845818,22,3,L,C,2009 F3 SOC,165,100,1.60E-05,4,231.238,163.514,0.228,5.528879883,5
2008,RID,Tundra,58.722391,-93.845464,21,T916,L,A,RID T916 EAA,111,100,3.20E-05,3,270.525,25.636,3.395,5.474490234,1
2008,RID,Tundra,58.722391,-93.845464,21,T916,L,S,RID T916 EAS,109,100,1.90E-05,3,270.525,25.636,3.395,5.474490234,1
2008,RID,Tundra,58.722391,-93.845464,21,T916,W,A,RID T916 NWA,112,95,5.70E-05,3,270.525,25.636,3.395,5.474490234,1
2008,RID,Tundra,58.722391,-93.845464,21,T916,W,S,RID T916 NWS,101,63,4.80E-05,3,270.525,25.636,3.395,5.474490234,1
2008,RID,Tundra,58.722391,-93.845464,21,T916,L,A,RID T916 SOA,109,100,4.20E-05,3,270.525,25.636,3.395,5.474490234,1
2008,RID,Tundra,58.722391,-93.845464,21,T916,L,S,RID T916 SOS,55,95,6.30E-05,1,270.525,25.636,3.395,5.474490234,1
2008,RID,Tundra,58.722391,-93.845464,21,T917,L,A,RID T917 EAA,92,100,3.90E-05,1,270.525,25.636,3.395,5.474490234,1
2008,RID,Tundra,58.722391,-93.845464,21,T917,L,S,RID T917 EAS,115,100,2.00E-05,3,270.525,25.636,3.395,5.474490234,1
2008,RID,Tundra,58.722391,-93.845464,21,T917,W,A,RID T917 NWA,90,100,3.70E-05,1,270.525,25.636,3.395,5.474490234,1
2008,RID,Tundra,58.722391,-93.845464,21,T917,W,S,RID T917 NWS,104,96,3.30E-05,1,270.525,25.636,3.395,5.474490234,1
2008,RID,Tundra,58.722391,-93.845464,21,T917,L,A,RID T917 SOA,108,100,5.00E-05,3,270.525,25.636,3.395,5.474490234,1
2008,RID,Tundra,58.722391,-93.845464,21,T917,L,S,RID T917 SOS,100,98,3.50E-05,1,270.525,25.636,3.395,5.474490234,1
2008,RID,Tundra,58.722391,-93.845464,21,T918,L,A,RID T918 EAA,98,100,4.10E-05,1,270.525,25.636,3.395,5.474490234,1
2008,RID,Tundra,58.722391,-93.845464,21,T918,L,S,RID T918 EAS,89,100,4.10E-05,1,270.525,25.636,3.395,5.474490234,1
2008,RID,Tundra,58.722391,-93.845464,21,T918,W,A,RID T918 NWA,82,98,4.30E-05,1,270.525,25.636,3.395,5.474490234,1
2008,RID,Tundra,58.722391,-93.845464,21,T918,W,S,RID T918 NWS,84,90,7.80E-05,1,270.525,25.636,3.395,5.474490234,1
2008,RID,Tundra,58.722391,-93.845464,21,T918,L,A,RID T918 SOA,99,98,3.30E-05,1,270.525,25.636,3.395,5.474490234,1
2008,RID,Tundra,58.722391,-93.845464,21,T918,L,S,RID T918 SOS,97,100,3.90E-05,1,270.525,25.636,3.395,5.474490234,1
2009,RID,Tundra,58.722391,-93.845464,21,1,L,A,2009 T1 EAA,91,97,3.70E-05,1,274.922,66.941,1.177,5.474490234,1
2009,RID,Tundra,58.722391,-93.845464,21,1,L,S,2009 T1 EAS,95,98,2.90E-05,1,274.922,66.941,1.177,5.474490234,1
2009,RID,Tundra,58.722391,-93.845464,21,1,W,A,2009 T1 NWA,88,97,5.30E-05,1,274.922,66.941,1.177,5.474490234,1
2009,RID,Tundra,58.722391,-93.845464,21,1,L,A,2009 T1 SOA,88,97,2.50E-05,1,274.922,66.941,1.177,5.474490234,1
2009,RID,Tundra,58.722391,-93.845464,21,1,L,S,2009 T1 SOS,90,100,1.80E-05,1,274.922,66.941,1.177,5.474490234,1
2009,RID,Tundra,58.722391,-93.845464,21,2,L,A,2009 T2 EAA,82,96,3.30E-05,1,274.922,66.941,1.177,5.474490234,1
2009,RID,Tundra,58.722391,-93.845464,21,2,L,S,2009 T2 EAS,94,100,3.20E-05,1,274.922,66.941,1.177,5.474490234,1
2009,RID,Tundra,58.722391,-93.845464,21,2,W,A,2009 T2 NWA,152,100,6.80E-05,4,274.922,66.941,1.177,5.474490234,1
2009,RID,Tundra,58.722391,-93.845464,21,2,L,A,2009 T2 SOA,115,98,3.50E-05,3,274.922,66.941,1.177,5.474490234,1
2009,RID,Tundra,58.722391,-93.845464,21,2,L,S,2009 T2 SOS,99,74,1.40E-05,3,274.922,66.941,1.177,5.474490234,1
2009,RID,Tundra,58.722391,-93.845464,21,3,L,A,2009 T3 EAA,106,99,2.30E-05,3,274.922,66.941,1.177,5.474490234,1
2009,RID,Tundra,58.722391,-93.845464,21,3,L,S,2009 T3 EAS,98,100,2.10E-05,1,274.922,66.941,1.177,5.474490234,1
2009,RID,Tundra,58.722391,-93.845464,21,3,W,A,2009 T3 NWA,93,99,3.20E-05,1,274.922,66.941,1.177,5.474490234,1
2009,RID,Tundra,58.722391,-93.845464,21,3,W,S,2009 T3 NWS,98,100,2.50E-05,1,274.922,66.941,1.177,5.474490234,1
2009,RID,Tundra,58.722391,-93.845464,21,3,L,A,2009 T3 SOA,93,89,2.00E-05,1,274.922,66.941,1.177,5.474490234,1
2009,RID,Tundra,58.722391,-93.845464,21,3,L,S,2009 T3 SOS,103,94,3.50E-05,1,274.922,66.941,1.177,5.474490234,1
2008,ROK,Ecotone,58.728315,-93.821766,18,FT904,L,A,ROK E904 EAA,97,100,2.40E-05,1,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT904,L,C,ROK E904 EAC,96,100,7.50E-06,1,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT904,L,S,ROK E904 EAS,100,100,2.60E-05,1,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT904,W,A,ROK E904 NWA,103,100,3.10E-05,1,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT904,W,C,ROK E904 NWC,102,100,1.20E-05,1,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT904,W,S,ROK E904 NWS,97,99,1.50E-05,1,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT904,L,A,ROK E904 SOA,91,100,1.90E-05,1,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT904,L,C,ROK E904 SOC,96,100,1.50E-05,1,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT904,L,S,ROK E904 SOS,108,100,5.60E-05,3,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT905,L,A,ROK E905 EAA,112,100,3.70E-05,3,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT905,L,C,ROK E905 EAC,96,100,1.10E-05,1,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT905,L,S,ROK E905 EAS,110,100,5.70E-05,3,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT905,W,A,ROK E905 NWA,105,100,2.50E-05,1,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT905,W,C,ROK E905 NWC,100,100,4.50E-05,1,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT905,W,S,ROK E905 NWS,165,100,3.50E-05,4,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT905,L,A,ROK E905 SOA,100,100,4.70E-05,1,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT905,L,C,ROK E905 SOC,107,100,5.40E-05,3,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT905,L,S,ROK E905 SOS,94,100,3.70E-05,1,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT906,L,A,ROK E906 EAA,128,100,2.00E-05,3,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT906,L,C,ROK E906 EAC,99,100,2.90E-05,1,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT906,L,S,ROK E906 EAS,95,100,2.30E-05,1,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT906,W,A,ROK E906 NWA,100,100,1.90E-05,1,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT906,W,C,ROK E906 NWC,95,100,2.20E-05,1,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT906,W,S,ROK E906 NWS,88,83,2.00E-05,1,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT906,L,A,ROK E906 SOA,103,100,2.40E-05,1,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT906,L,C,ROK E906 SOC,99,100,2.30E-05,1,250.052,109.68,0.706,5.167669922,10
2008,ROK,Ecotone,58.728315,-93.821766,18,FT906,L,S,ROK E906 SOS,99,100,1.60E-05,1,250.052,109.68,0.706,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,1,L,A,2009 E1 EAA,85,97,3.40E-05,1,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,1,L,C,2009 E1 EAC,91,96,2.30E-05,1,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,1,W,A,2009 E1 NWA,127,98,2.60E-05,3,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,1,W,C,2009 E1 NWC,96,100,3.40E-05,1,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,1,L,A,2009 E1 SOA,97,100,1.50E-05,1,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,1,L,C,2009 E1 SOC,91,93,2.20E-05,1,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,1,L,S,2009 E1 SOS,105,100,1.40E-05,1,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,2,L,A,2009 E2 EAA,99,98,2.00E-05,1,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,2,L,C,2009 E2 EAC,93,97,3.60E-05,1,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,2,L,S,2009 E2 EAS,82,92,1.30E-05,1,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,2,W,A,2009 E2 NWA,94,96,4.30E-05,1,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,2,W,C,2009 E2 NWC,86,89,2.70E-05,1,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,2,W,S,2009 E2 NWS,86,96,1.20E-05,1,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,2,L,A,2009 E2 SOA,100,89,2.20E-05,3,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,2,L,C,2009 E2 SOC,87,97,6.70E-05,1,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,2,L,S,2009 E2 SOS,86,98,2.30E-05,1,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,3,L,A,2009 E3 EAA,100,94,2.20E-05,1,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,3,L,C,2009 E3 EAC,102,96,3.70E-05,1,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,3,L,S,2009 E3 EAS,98,100,1.50E-05,1,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,3,W,A,2009 E3 NWA,99,100,2.30E-05,1,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,3,W,C,2009 E3 NWC,101,93,4.10E-05,1,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,3,L,A,2009 E3 SOA,100,97,2.60E-05,1,244.132,97.557,0.468,5.167669922,10
2009,ROK,Ecotone,58.728315,-93.821766,18,3,L,C,2009 E3 SOC,91,87,3.20E-05,1,244.132,97.557,0.468,5.167669922,10
2010,ROK,Ecotone,58.728315,-93.821766,18,1,L,A,ROK E1 EAA,132,96,1.90E-05,3,244.132,97.557,0.468,5.167669922,10
2010,ROK,Ecotone,58.728315,-93.821766,18,1,L,C,ROK E1 EAC,134,94,2.00E-05,3,244.132,97.557,0.468,5.167669922,10
2010,ROK,Ecotone,58.728315,-93.821766,18,1,L,S,ROK E1 EAS,126,98,1.50E-05,3,244.132,97.557,0.468,5.167669922,10
2010,ROK,Ecotone,58.728315,-93.821766,18,1,F,A,ROK E1 FA,126,97,1.00E-05,3,244.132,97.557,0.468,5.167669922,10
2010,ROK,Ecotone,58.728315,-93.821766,18,1,F,C,ROK E1 FC,146,100,4.80E-05,4,244.132,97.557,0.468,5.167669922,10
2010,ROK,Ecotone,58.728315,-93.821766,18,1,F,S,ROK E1 FS,152,100,6.30E-06,4,244.132,97.557,0.468,5.167669922,10
2010,ROK,Ecotone,58.728315,-93.821766,18,1,F,S,ROK E1 FS,210,100,3.00E-05,4,244.132,97.557,0.468,5.167669922,10
2010,ROK,Ecotone,58.728315,-93.821766,18,1,W,A,ROK E1 NWA,135,100,1.70E-05,3,244.132,97.557,0.468,5.167669922,10
2010,ROK,Ecotone,58.728315,-93.821766,18,1,W,C,ROK E1 NWC,130,93,2.20E-05,3,244.132,97.557,0.468,5.167669922,10
2010,ROK,Ecotone,58.728315,-93.821766,18,1,W,S,ROK E1 NWS,130,98,1.20E-05,3,244.132,97.557,0.468,5.167669922,10
2010,ROK,Ecotone,58.728315,-93.821766,18,1,L,A,ROK E1 SOA,140,94,1.30E-05,4,244.132,97.557,0.468,5.167669922,10
2010,ROK,Ecotone,58.728315,-93.821766,18,1,L,C,ROK E1 SOC,123,79,2.00E-05,3,244.132,97.557,0.468,5.167669922,10
2010,ROK,Ecotone,58.728315,-93.821766,18,1,L,S,ROK E1 SOS,126,86,1.80E-05,3,244.132,97.557,0.468,5.167669922,10
2010,ROK,Ecotone,58.728315,-93.821766,18,1,T,A,ROK E1 TA,162,96,1.30E-05,4,244.132,97.557,0.468,5.167669922,10
2010,ROK,Ecotone,58.728315,-93.821766,18,1,T,C,ROK E1 TC,139,100,3.30E-05,4,244.132,97.557,0.468,5.167669922,10
2010,ROK,Ecotone,58.728315,-93.821766,18,1,T,S,ROK E1 TS,135,98,1.50E-05,3,244.132,97.557,0.468,5.167669922,10
2010,ROK,Ecotone,58.728315,-93.821766,18,2,L,A,ROK E2 EAA,136,89,2.30E-05,3,244.132,97.557,0.468,5.167669922,10
