Year,Month,jd,wsu.air,tun.air,tun.0,tun.5
2014,11,307,-0.0880,-0.4500,-0.111,-0.025
2014,11,308,-0.0430,-0.3760,-0.734,-3.292
2014,11,309,-8.9000,-7.6000,-4.081,-6.265
2014,11,310,-14.4300,-12.9000,-4.918,-6.649
2014,11,311,-10.7400,-10.3800,-9.39,-12.7
2014,11,312,-18.1100,-16.6000,-7.37,-6.999
2014,11,313,-10.6500,-9.4500,-6.4,-5.567
2014,11,314,-8.3100,-7.2500,-4.619,-5.468
2014,11,315,-9.0900,-6.9920,-5.292,-6.633
2014,11,316,-9.7200,-6.8060,-8.42,-10.82
2014,11,317,-14.2600,-13.0100,-9.86,-12.65
2014,11,318,-17.6600,-16.2800,-12.43,-15.15
2014,11,319,-20.2600,-18.6200,-9.87,-10.91
2014,11,320,-12.5600,-11.9500,-10.94,-13.27
2014,11,321,-16.1500,-15.6800,-12.12,-13.59
2014,11,322,-14.4200,-13.7100,-11.72,-14.04
2014,11,323,-17.2100,-16.8300,-15.47,-18.79
2014,11,324,-23.4900,-21.6100,-15.5,-17.14
2014,11,325,-19.7600,-19.0800,-16.41,-19.57
2014,11,326,-23.7300,-22.2400,-19.15,-22.2
2014,11,327,-26.6300,-24.1200,-18.51,-20.59
2014,11,328,-23.4300,-22.8100,-19.45,-22.14
2014,11,329,-26.4100,-24.4400,-19.27,-21.55
2014,11,330,-23.9300,-22.3000,-18.21,-20.25
2014,11,331,-22.1700,-21.3300,-19.48,-22.32
2014,11,332,-26.3600,-24.3800,-22.17,-25.44
2014,11,333,-29.3900,-28.0300,-22.81,-25.52
2014,11,334,-29.3400,-27.4100,-22.47,-24.88
2015,11,305,0.5460,-1.1270,-0.988,-0.547
2015,11,306,-4.3540,-0.2440,-1.172,-3.064
2015,11,307,-12.6300,-4.4880,-3.546,-7.58
2015,11,308,-6.6620,-11.0400,-4.307,-5.659
2015,11,309,-1.9060,-6.8520,-2.35,-2.225
2015,11,310,-6.3640,-2.0610,-2.814,-4.951
2015,11,311,-10.1600,-6.2420,-4.707,-7.09
2015,11,312,-2.2510,-9.4800,-3.211,-3.119
2015,11,313,-14.0200,-2.4130,-4.745,-8.99
2015,11,314,-11.9000,-12.4800,-6.257,-8.83
2015,11,315,-4.7030,-11.3600,-4.588,-5.295
2015,11,316,-4.6070,-4.8370,-3.64,-4.686
2015,11,317,-9.3700,-3.8390,-5.768,-8.63
2015,11,318,-3.4810,-8.5400,-4.304,-4.081
2015,11,319,-5.1600,-3.5540,-3.335,-4.522
2015,11,320,-4.8450,-3.5030,-4.242,-4.713
2015,11,321,0.4990,-4.4370,-1.63,-0.502
2015,11,322,-5.1860,-0.0540,-2.381,-4.23
2015,11,323,-5.6820,-5.2850,-3.873,-6.076
2015,11,324,-12.6200,-5.8410,-6.852,-10.97
2015,11,325,-19.8800,-11.8500,-11.16,-16.11
2015,11,326,-12.7000,-18.8200,-9.99,-11.9
2015,11,327,-16.0000,-12.2500,-10.16,-13.38
2015,11,328,-19.0000,-14.5600,-12.2,-15.83
2015,11,329,-19.7900,-17.6500,-13.08,-16.97
2015,11,330,-20.9900,-18.5500,-14.69,-18.74
2015,11,331,-12.5100,-18.9900,-12.75,-13.53
2015,11,332,-10.4800,-11.5100,-9.68,-10.05
2015,11,333,-9.4300,-10.2500,-8.54,-8.97
2015,11,334,-6.5800,-9.5200,-7.19,-7.48
2016,11,305,-7.0100,-6.9160,-5.237571376,
2016,11,306,-1.6920,-2.4012,-1.756092346,
2016,11,307,-6.2780,-6.2945,-4.758360648,
2016,11,308,-8.3900,-8.0875,-6.141001436,
2016,11,309,1.4170,0.2381,0.279243928,
2016,11,310,-0.0750,-1.0285,-0.697507992,
2016,11,311,3.2380,1.7841,1.471378812,
2016,11,312,-0.0220,-0.9835,-0.662811041,
2016,11,313,-2.7740,-3.3198,-2.464433886,
2016,11,314,2.6600,1.2934,1.092985642,
2016,11,315,-2.3210,-2.9352,-2.167873149,
2016,11,316,-1.6130,-2.3342,-1.704374248,
2016,11,317,3.8220,2.2799,1.853699939,
2016,11,318,-3.0000,-3.5117,-2.612386925,
2016,11,319,-5.2880,-5.4541,-4.110247778,
2016,11,320,0.2930,-0.7161,-0.45659331,
2016,11,321,-1.9890,-2.6534,-1.950526207,
2016,11,322,-12.5600,-11.6276,-8.870931401,
2016,11,323,-18.7100,-16.8487,-12.8970871,
2016,11,324,-18.6900,-16.8317,-12.88399392,
2016,11,325,-17.3200,-15.6686,-11.98711045,
2016,11,326,-12.3600,-11.4578,-8.739999508,
2016,11,327,-6.3450,-6.3514,-4.802222832,
2016,11,328,-7.4700,-7.3065,-5.538714729,
2016,11,329,-9.3300,-8.8855,-6.756381332,
2016,11,330,-4.5260,-4.8072,-3.611397267,
2016,11,331,-3.8850,-4.2630,-3.19176055,
2016,11,332,-3.5130,-3.9472,-2.94822723,
2016,11,333,-1.4200,-2.1703,-1.578024971,
2016,11,334,-0.6060,-1.4793,-1.045132168,
2014,12,335,-27.2000,-26.3100,-22,-24.24
2014,12,336,-26.8200,-25.4100,-22.5,-25.36
2014,12,337,-29.8100,-28.0200,-23.88,-26.81
2014,12,338,-29.6400,-28.6300,-21.66,-23.12
2014,12,339,-24.8900,-24.2800,-22.72,-25.39
2014,12,340,-28.6700,-27.1300,-23.28,-25.62
2014,12,341,-28.0000,-26.1200,-20.27,-21.73
2014,12,342,-24.5700,-22.3900,-17.53,-17.26
2014,12,343,-16.3300,-16.2600,-10.95,-9.24
2014,12,344,-5.9670,-6.1340,-9.72,-10.2
2014,12,345,-10.4500,-10.3100,-7.17,-6.359
2014,12,346,-4.5040,-5.2160,-7.78,-8.93
2014,12,347,-9.3800,-9.5600,-11.55,-13.07
2014,12,348,-15.9800,-14.8600,-9.77,-10.27
2014,12,349,-15.2300,-15.9500,-10.92,-12.04
2014,12,350,-15.5200,-15.1400,-12.32,-14.02
2014,12,351,-14.6300,-13.9200,-13.74,-15.76
2014,12,352,-16.7800,-16.1500,-12.12,-12.27
2014,12,353,-11.4700,-11.7100,-10.18,-10.29
2014,12,354,-10.4900,-10.8800,-8.62,-8.6
2014,12,355,-8.1100,-8.6600,-7.82,-7.71
2014,12,356,-7.8400,-8.0000,-8.74,-8.87
2014,12,357,-14.4900,-14.4900,-8.24,-8.03
2014,12,358,-8.6800,-9.0600,-8.11,-8.43
2014,12,359,-11.6700,-11.8900,-11.17,-11.89
2014,12,360,-21.3400,-21.4100,-12.14,-12.98
2014,12,361,-21.5900,-20.9100,-17.24,-18.4
2014,12,362,-25.1100,-24.9800,-18.67,-20.62
2014,12,363,-24.4900,-24.2400,-18.52,-19.68
2014,12,364,-20.5700,-20.2600,-14.65,-15.51
2014,12,365,-16.5400,-16.8200,-19.54,-22.85
2015,12,335,-5.7620,-6.5360,-6.103,-6.23
2015,12,336,-7.1200,-5.3480,-6.108,-7.03
2015,12,337,-6.1850,-7.0600,-5.652,-6.206
2015,12,338,-6.7110,-6.4100,-5.857,-6.298
2015,12,339,-1.5230,-6.6520,-3.677,-3.053
2015,12,340,-5.8300,-2.1300,-3.564,-3.938
2015,12,341,-7.8100,-5.9050,-3.984,-4.57
2015,12,342,-2.4480,-8.0900,-3.471,-3.506
2015,12,343,-2.7690,-2.6910,-2.886,-2.924
2015,12,344,-15.8600,-2.9430,-3.698,-4.716
2015,12,345,-16.1500,-16.2500,-4.799,-5.95
2015,12,346,-18.9100,-15.8700,-5.369,-6.929
2015,12,347,-9.1400,-18.3800,-5.124,-6.026
2015,12,348,-7.9700,-8.9800,-4.529,-5.252
2015,12,349,-9.2500,-8.0500,-4.397,-5.404
2015,12,350,-12.2800,-9.2800,-4.837,-6.365
2015,12,351,-7.6500,-12.4000,-4.802,-5.706
2015,12,352,-9.7000,-7.6600,-5.827,-5.609
2015,12,353,-17.4600,-9.7900,-7.67,-7.01
2015,12,354,-25.2300,-17.6900,-10.45,-10.93
2015,12,355,-15.4500,-24.4500,-10.41,-10.13
2015,12,356,-11.9300,-15.6600,-8.83,-8.87
2015,12,357,-19.6800,-12.1800,-9.03,-10.46
2015,12,358,-19.9000,-19.2000,-10.28,-11.21
2015,12,359,-31.2600,-19.2200,-15.4,-16.2
2015,12,360,-31.5100,-28.9000,-17.05,-17.79
2015,12,361,-33.3100,-31.1800,-18.22,-18.89
2015,12,362,-30.0800,-31.3900,-18.38,-18.78
2015,12,363,-18.8100,-29.9600,-14.91,-15.4
2015,12,364,-15.4700,-19.2400,-12.82,-13.41
2015,12,365,-13.9100,-15.3100,-12.3,-12.56
2016,12,335,-1.2730,-3.1887,-3.423810036,
2016,12,336,-4.4920,-5.9001,-5.137276304,
2016,12,337,-11.5900,-11.8788,-8.915525317,
2016,12,338,-13.7900,-13.7318,-10.08658024,
2016,12,339,-10.4700,-10.9354,-8.319351903,
2016,12,340,-5.3970,-6.6623,-5.619005715,
2016,12,341,-4.8740,-6.2218,-5.340614022,
2016,12,342,-8.9500,-9.6551,-7.510259412,
2016,12,343,-17.9800,-17.2611,-12.31690756,
2016,12,344,-21.1900,-19.9649,-14.02558315,
2016,12,345,-24.6400,-22.8709,-15.86201019,
2016,12,346,-24.6800,-22.9046,-15.8833021,
2016,12,347,-29.7000,-27.1330,-18.55543651,
2016,12,348,-34.6300,-31.2856,-21.17966413,
2016,12,349,-19.1400,-18.2382,-12.93437289,
2016,12,350,-28.3200,-25.9706,-17.82086569,
2016,12,351,-30.2300,-27.5794,-18.83755428,
2016,12,352,-30.9900,-28.2196,-19.24210053,
2016,12,353,-32.0500,-29.1124,-19.80633608,
2016,12,354,-34.1900,-30.9150,-20.94545314,
2016,12,355,-31.4300,-28.5902,-19.47631151,
2016,12,356,-26.7200,-24.6229,-16.96918939,
2016,12,357,-19.4900,-18.5330,-13.12067708,
2016,12,358,-21.0200,-19.8217,-13.93509255,
2016,12,359,-25.1800,-23.3257,-16.14945094,
2016,12,360,-25.1300,-23.2836,-16.12283606,
2016,12,361,-27.5200,-25.2967,-17.39502754,
2016,12,362,-21.1000,-19.8891,-13.97767636,
2016,12,363,-13.3200,-13.3360,-9.836400323,
2016,12,364,-19.7100,-18.7183,-13.23778257,
2016,12,365,-27.4300,-25.2209,-17.34712075,
