Year,Month,jd,wsu.air,tun.air,tun.0,tun.5
2014,6,177,24.2600,23.4200,20.45,28.32
2014,6,178,25.3200,23.9600,15.08,17.02
2014,6,179,17.2400,17.0300,8.57,7.07
2014,6,180,7.5700,6.0800,5.695,5.329
2014,6,181,5.5810,4.8170,8.25,11.6
2015,6,152,14.3300,13.1200,5.567,6.105
2015,6,153,7.0800,5.7730,3.477,4.157
2015,6,154,3.7660,2.3120,5.22,7.45
2015,6,155,5.5980,2.6030,7.21,14.04
2015,6,156,13.9300,12.3100,12.23,20.61
2015,6,157,20.8000,16.5800,10.27,14.64
2015,6,158,14.1400,10.0500,4.904,3.442
2015,6,159,4.1500,1.9610,3.947,3.956
2015,6,160,3.6980,1.9580,3.427,3.699
2015,6,161,2.4220,1.3630,3.647,4.788
2015,6,162,3.3910,1.9670,4.587,6.07
2015,6,163,4.5210,2.1500,2.78,2.564
2015,6,164,2.8730,1.8880,2.097,2.057
2015,6,165,2.1800,1.4630,2.097,2.057
2015,6,166,5.7560,1.4630,4.201,6.195
2015,6,167,6.6160,4.0800,5.845,8.74
2015,6,168,7.7200,6.8620,7.45,10.05
2015,6,169,11.3500,5.8370,9.42,14.47
2015,6,170,10.9300,9.0900,9.32,12.81
2015,6,171,12.0800,9.3200,10.05,14.77
2015,6,172,10.4600,10.8100,9.05,11.88
2015,6,173,8.8600,8.7800,8.05,9.92
2015,6,174,13.5200,8.5400,10.2,15.77
2015,6,175,20.8300,12.2700,13.45,22.53
2015,6,176,15.1500,19.0200,13.82,20.44
2015,6,177,13.5100,13.0700,11.36,14.72
2015,6,178,15.5900,10.6700,12.34,17.2
2015,6,179,8.5700,11.2400,9.11,10.04
2015,6,180,11.7200,7.4600,10.74,15.43
2015,6,181,15.4900,11.0300,12.68,18.65
2016,6,152,2.4460,0.8650,1.905,4.108
2016,6,153,2.3220,0.6040,4.04,8.9
2016,6,154,5.5970,3.4130,5.369,11.53
2016,6,155,11.3200,8.9200,5.172,9.54
2016,6,156,9.3500,6.8450,1.814,1.797
2016,6,157,2.4180,1.2180,2.463,3.954
2016,6,158,1.8820,0.5230,3.011,4.396
2016,6,159,2.4810,-0.5530,3.124,4.393
2016,6,160,2.2980,-0.7990,3.934,6.136
2016,6,161,3.4920,0.0910,1.267,0.736
2016,6,162,0.3730,-0.4600,5.677,12.06
2016,6,163,8.7200,6.1630,7.67,14.36
2016,6,164,12.0000,11.1500,6.226,9.35
2016,6,165,8.5200,7.3200,9.36,17.04
2016,6,166,14.4300,12.3800,10.38,16.74
2016,6,167,15.1700,13.2800,10.32,17.3
2016,6,168,15.0200,13.2300,12.16,20.44
2016,6,169,21.1000,19.0800,9.84,13.53
2016,6,170,13.7300,12.6400,8.03,11.8
2016,6,171,11.7900,10.0200,6.574,9.05
2016,6,172,8.0200,5.7720,6.999,9.81
2016,6,173,8.7400,6.7220,9.67,17.99
2016,6,174,13.1000,12.4300,9.6,13.7
2016,6,175,11.9500,8.5300,9.74,13.79
2016,6,176,11.8800,8.8400,9.5,13.19
2016,6,177,10.7000,9.2200,8.82,13.02
2016,6,178,9.0500,7.0100,10.72,17.73
2016,6,179,17.1000,15.7100,10.27,14.25
2016,6,180,12.4900,8.7900,7.88,11.77
2016,6,181,7.9500,6.1520,10.21,16.57
2017,6,151,5.9770,4.1058,5.824243696,
2017,6,152,7.1500,5.2512,6.463344424,
2017,6,153,4.5060,2.6694,5.022779783,
2017,6,154,4.2970,2.4653,4.908907616,
2017,6,155,8.0400,6.1202,6.948254609,
2017,6,156,14.7100,12.6332,10.58235679,
2017,6,157,17.4200,15.2794,12.05888106,
2017,6,158,10.0400,8.0731,8.03794042,
2017,6,159,7.7900,5.8761,6.812043883,
2017,6,160,4.5130,2.6762,5.026593683,
2017,6,161,2.2550,0.4714,3.796338404,
2017,6,162,3.2980,1.4898,4.364609554,
2017,6,163,5.4240,3.5658,5.52294557,
2017,6,164,14.2900,12.2231,10.35352277,
2017,6,165,13.7800,11.7251,10.07565288,
2017,6,166,4.8150,2.9711,5.191136241,
2017,6,167,5.9380,4.0677,5.802994823,
2017,6,168,7.6500,5.7394,6.735765876,
2017,6,169,10.0700,8.1024,8.054285707,
2017,6,170,12.0300,10.0163,9.122177801,
2017,6,171,15.8200,13.7171,11.18713241,
2017,6,172,20.1600,17.9550,13.55175062,
2017,6,173,9.8000,7.8388,7.907178122,
2017,6,174,9.2600,7.3115,7.612962954,
2017,6,175,13.2000,11.1588,9.759644,
2017,6,176,11.7500,9.7429,8.969621787,
2017,6,177,10.7000,8.7176,8.397536737,
2017,6,178,9.5800,7.6240,7.787312683,
2017,6,179,7.9300,6.0128,6.88832189,
2017,6,180,9.2700,7.3213,7.618411383,
2014,7,182,10.5700,7.7900,9.99,13.93
2014,7,183,13.5800,11.4900,13.01,19.6
2014,7,184,16.8900,15.0000,12.44,16.51
2014,7,185,17.0000,15.1000,11.22,13.81
2014,7,186,12.0600,10.0200,11.37,16.28
2014,7,187,11.5700,11.5500,11.52,15.61
2014,7,188,15.5300,12.8500,13.33,17.01
2014,7,189,15.4800,13.3500,12.42,15.45
2014,7,190,14.0100,13.5800,10.89,12.42
2014,7,191,11.5600,9.4500,12.62,16.42
2014,7,192,15.8200,14.0300,8.22,6.804
2014,7,193,7.3400,6.4940,6.663,6.497
2014,7,194,6.3540,5.3820,10.59,14.92
2014,7,195,12.7800,10.3700,13.92,21.27
2014,7,196,19.5800,18.7000,15.66,22.88
2014,7,197,22.9300,21.7500,15.07,19.21
2014,7,198,19.6900,18.6500,13.46,16.65
2014,7,199,16.9700,15.7000,13.96,19.88
2014,7,200,16.4700,15.6800,10.67,11.5
2014,7,201,11.9700,11.5700,8.81,8.98
2014,7,202,8.8100,8.2200,12.09,16.65
2014,7,203,14.9400,13.7700,13.52,18.07
2014,7,204,16.9600,15.7400,13.42,16.98
2014,7,205,15.8000,14.2400,10.74,11.62
2014,7,206,11.1700,9.6700,11.05,13.32
2014,7,207,11.6300,9.5700,13.21,18.29
2014,7,208,19.2300,16.8900,13.42,16.55
2014,7,209,15.8800,13.4800,12.82,16.08
2014,7,210,14.6100,13.3000,13.79,17.61
2014,7,211,15.7500,15.2500,14.11,18.41
2014,7,212,16.5400,15.9300,13.3,16.08
2015,7,182,18.1000,14.1200,14.59,22.34
2015,7,183,15.7900,17.5100,13.52,16.16
2015,7,184,12.0400,14.7700,11.33,13.67
2015,7,185,5.9840,10.5000,6.517,6.04
2015,7,186,5.4900,6.1870,5.248,5.187
2015,7,187,12.9600,5.1480,9.26,14.21
2015,7,188,9.7300,10.3400,7.3,8.31
2015,7,189,11.6100,8.9900,8.95,12.86
2015,7,190,14.0700,11.1200,9.24,13.56
2015,7,191,17.4000,14.0500,12.27,18.91
2015,7,192,17.8900,15.2300,13.61,20.97
2015,7,193,14.9200,16.7700,11.74,15.39
2015,7,194,9.9400,13.9000,9.58,11.81
2015,7,195,9.3500,9.7000,9.16,11.85
2015,7,196,10.4500,7.6400,9.21,12.18
2015,7,197,15.8700,9.5600,12.32,18.64
2015,7,198,9.5300,14.4500,8.84,9.16
2015,7,199,8.4500,8.3500,7.79,8.43
2015,7,200,9.9700,7.7600,8.95,10.87
2015,7,201,13.2500,7.7500,10.7,14.65
2015,7,202,14.7900,11.8600,11.97,16.98
2015,7,203,14.5200,14.1500,12.13,16.36
2015,7,204,11.9200,12.6800,10.33,12.81
2015,7,205,16.3600,11.1100,12.62,16.84
2015,7,206,14.2700,12.9300,11.95,14.87
2015,7,207,17.8800,11.4900,13.76,19.78
2015,7,208,17.0700,17.2000,13.53,16.66
2015,7,209,15.1700,15.6800,12.55,14.95
2015,7,210,10.6700,12.3200,9.82,9.91
2015,7,211,12.3900,9.4300,10.43,12.7
2015,7,212,14.5900,10.6300,11.44,14.89
2016,7,182,15.7300,13.3700,11.78,18.08
2016,7,183,14.4600,10.8900,13.67,22.26
2016,7,184,17.4200,16.9600,10.15,10.59
2016,7,185,9.9000,6.2230,9.34,13.32
2016,7,186,9.7400,6.7630,7.05,7.57
2016,7,187,6.6350,4.5000,6.881,8.18
2016,7,188,6.2010,4.0460,7.16,9.34
2016,7,189,8.1500,5.4150,9.66,14.07
2016,7,190,10.9600,8.8600,10.11,15.48
2016,7,191,12.4800,11.9300,11.35,17.3
2016,7,192,14.4700,12.8100,10.74,14.19
2016,7,193,12.9800,10.2000,7.92,8.42
2016,7,194,8.6100,6.6890,8.79,12.2
2016,7,195,9.2400,5.9910,11.88,19.59
2016,7,196,16.2300,14.4500,14.45,22.11
2016,7,197,22.1700,19.8700,12.46,14.36
2016,7,198,15.5800,13.9200,10.15,11.79
2016,7,199,10.6900,10.5000,11.52,16.02
2016,7,200,16.7000,16.2000,13.18,17.76
2016,7,201,17.5100,15.2700,9.58,10.35
2016,7,202,9.3300,7.9700,9.84,12.89
2016,7,203,11.1800,9.6200,10.8,14.19
2016,7,204,12.3600,11.4000,10.06,12.92
2016,7,205,13.7700,13.4100,12.13,15.92
2016,7,206,14.7300,11.6600,10.53,12.65
2016,7,207,11.6000,10.7400,10.09,11.8
2016,7,208,10.9700,9.3900,12.26,18.07
2016,7,209,14.8800,13.9700,12.68,16.98
2016,7,210,14.5900,12.8000,11.88,16.94
2016,7,211,14.1300,14.2500,10.68,12.9
2016,7,212,11.0900,10.8000,10.85,13.91
2017,7,181,8.5300,7.7232,9.644982438,
2017,7,182,10.3300,9.2745,10.20352468,
2017,7,183,13.1700,11.7222,11.08478022,
2017,7,184,19.5500,17.2208,13.06450218,
2017,7,185,20.4900,18.0310,13.35618535,
2017,7,186,15.0000,13.2994,11.65263151,
2017,7,187,16.6900,14.7559,12.17704061,
2017,7,188,14.8700,13.1874,11.61229234,
2017,7,189,14.4000,12.7823,11.46645076,
2017,7,190,13.7200,12.1962,11.25544591,
2017,7,191,9.3600,8.4385,9.902532473,
2017,7,192,12.5700,11.2051,10.89859948,
2017,7,193,20.5300,18.0655,13.3685974,
2017,7,194,20.1300,17.7207,13.24447691,
2017,7,195,13.5200,12.0238,11.19338566,
2017,7,196,18.6600,16.4538,12.78833407,
2017,7,197,23.7700,20.8579,14.37397344,
2017,7,198,10.5300,9.4469,10.26558493,
2017,7,199,11.7900,10.5328,10.6565645,
2017,7,200,12.4000,11.0586,10.84584826,
2017,7,201,10.2600,9.2142,10.1818036,
2017,7,202,13.8900,12.3427,11.30819712,
2017,7,203,18.7500,16.5314,12.81626118,
2017,7,204,21.4500,18.8584,13.65407455,
2017,7,205,14.1700,12.5841,11.39508147,
2017,7,206,12.5500,11.1878,10.89239345,
2017,7,207,17.3900,15.3592,12.39425149,
2017,7,208,17.7000,15.6264,12.49044487,
2017,7,209,18.8600,16.6262,12.85039432,
2017,7,210,14.2200,12.6271,11.41059653,
2017,7,211,14.3000,12.6961,11.43542063,
2014,8,213,15.7200,14.7100,13.19,17.25
2014,8,214,14.2600,13.5400,14.39,19
2014,8,215,17.5200,16.9600,14.79,18.32
2014,8,216,17.7400,15.8700,14.13,17.18
2014,8,217,16.8700,15.0700,17.21,23.12
2014,8,218,23.0000,22.2100,19.02,24.39
2014,8,219,24.0000,22.9500,12.18,11.99
2014,8,220,12.1400,10.9800,9.67,10.62
2014,8,221,10.2700,10.1100,8.28,8.21
2014,8,222,8.9500,8.1700,9.13,11.44
2014,8,223,11.2500,11.2300,10.67,13.27
2014,8,224,11.9300,10.9100,12.4,17.76
2014,8,225,16.3900,15.9400,14.4,18.75
2014,8,226,20.5100,18.6000,12.34,14.08
2014,8,227,12.8100,11.1300,11.98,14.74
2014,8,228,14.3500,12.5800,12.1,15.34
2014,8,229,16.1100,15.9200,11.86,13.53
2014,8,230,12.4900,10.8400,8.27,7.65
2014,8,231,7.8400,8.0400,9.44,11.09
2014,8,232,11.4500,9.6400,8.67,9.04
2014,8,233,9.5500,8.7300,8.79,10.35
2014,8,234,9.6900,8.9500,8.63,9.67
2014,8,235,8.6800,8.7000,7.01,8.18
2014,8,236,6.4840,7.4100,6.951,7.45
2014,8,237,7.4800,6.8500,7.51,9.9
2014,8,238,9.8600,9.0500,8.7,12.4
2014,8,239,13.0400,12.7800,11.75,15.92
2014,8,240,16.6300,15.5500,10.06,12.43
2014,8,241,11.7400,11.0300,9.52,12.52
2014,8,242,10.7300,10.8400,8.29,9.38
2014,8,243,9.3200,9.4400,10.07,12.26
2015,8,213,9.5000,12.7400,8.97,9.08
2015,8,214,8.0900,8.7500,7.56,7.85
2015,8,215,9.1600,7.7100,8.25,9.74
2015,8,216,10.1700,8.2400,9.52,11.79
2015,8,217,10.7700,8.7000,9.78,11.99
2015,8,218,10.6300,9.3400,9.94,12.29
2015,8,219,10.6100,9.4200,9.3,12.08
2015,8,220,12.5600,9.8200,10.25,13.18
2015,8,221,13.0800,10.7300,10.91,14.34
2015,8,222,10.5400,10.9000,9.75,11.04
2015,8,223,15.3400,9.1400,11.41,16.17
2015,8,224,22.7900,14.3300,15.81,23.27
2015,8,225,16.8600,20.9200,13.16,16.16
2015,8,226,11.7100,16.1700,11.05,12.2
2015,8,227,9.3400,11.2600,9.26,9.54
2015,8,228,9.8200,8.9900,8.98,10.55
2015,8,229,14.3600,9.9800,11.59,15.98
2015,8,230,11.7800,14.6200,11.39,13.67
2015,8,231,10.2500,11.4800,9.83,12.08
2015,8,232,11.5200,10.5800,10.04,13.07
2015,8,233,10.1700,10.7100,9.35,11.29
2015,8,234,9.9000,9.1300,9.4,11.85
2015,8,235,9.2700,9.1600,8.65,10.53
2015,8,236,8.8400,8.9000,8.7,9.9
2015,8,237,11.0800,8.8400,9.09,12.71
2015,8,238,15.0500,11.5600,11.45,14.79
2015,8,239,11.8500,13.7300,10.47,12.85
2015,8,240,12.8900,11.9400,9.92,12.13
2015,8,241,11.4000,13.2300,9.74,10.72
2015,8,242,10.1700,10.8500,9.13,10.89
2015,8,243,8.8300,9.6500,7.87,8.62
2016,8,213,12.7600,10.6000,11.87,15.56
2016,8,214,16.1600,14.9200,13.4,16.57
2016,8,215,17.2300,16.4600,11.17,12.01
2016,8,216,13.3000,11.1700,10.55,12.11
2016,8,217,12.4200,10.8900,10,11.24
2016,8,218,11.8000,10.9800,10.52,13.26
2016,8,219,13.2500,12.4100,10.05,13.35
2016,8,220,10.1600,10.7800,9.98,11.78
2016,8,221,10.4200,9.5000,8.12,8.98
2016,8,222,9.3300,9.0200,10.39,14.19
2016,8,223,14.3100,12.6000,11.55,17.31
2016,8,224,14.4600,13.5800,12.83,19.31
2016,8,225,16.1700,15.9800,12.99,18.57
2016,8,226,15.2000,15.5500,12.1,16.6
2016,8,227,13.7100,13.6000,11.95,16.25
2016,8,228,13.3500,12.8900,12.53,17.04
2016,8,229,15.3700,14.2300,12.83,16.44
2016,8,230,16.5200,16.1600,12.13,14.02
2016,8,231,13.4300,12.6100,8.85,8.48
2016,8,232,8.7800,8.6800,8.24,8.9
2016,8,233,9.5800,9.1500,9.37,11.46
2016,8,234,11.2000,10.4600,10.3,13.19
2016,8,235,12.0900,11.0700,10.61,14.05
2016,8,236,12.4900,12.2500,10.3,13.85
2016,8,237,10.9100,11.1700,9.44,11.13
2016,8,238,11.3500,10.7500,9.94,12.96
2016,8,239,11.4600,10.3100,10.47,14.59
2016,8,240,12.7400,12.6800,11.3,15.22
2016,8,241,13.2300,12.2000,9.37,9.94
2016,8,242,10.7000,9.7000,8.7,9.59
2016,8,243,9.5000,8.7300,9.01,11.76
2017,8,212,10.9100,10.5211,9.922087344,
2017,8,213,10.9000,10.5129,9.917972644,
2017,8,214,11.4100,10.9285,10.1278223,
2017,8,215,12.6900,11.9715,10.65450379,
2017,8,216,13.4500,12.5907,10.96722093,
2017,8,217,15.7000,14.4240,11.89302824,
2017,8,218,17.8900,16.2085,12.79414735,
2017,8,219,13.5500,12.6722,11.00836792,
2017,8,220,12.9100,12.1507,10.74502717,
2017,8,221,14.2300,13.2263,11.28816746,
2017,8,222,15.3200,14.1144,11.73666967,
2017,8,223,16.4400,15.0270,12.19751597,
2017,8,224,19.0000,17.1129,13.25087895,
2017,8,225,14.5000,13.4463,11.39926434,
2017,8,226,17.6700,16.0292,12.70362397,
2017,8,227,21.4900,19.1418,14.27543904,
2017,8,228,21.2700,18.9626,14.18491566,
2017,8,229,19.3100,17.3655,13.37843463,
2017,8,230,15.4100,14.1878,11.77370196,
2017,8,231,12.5100,11.8248,10.58043921,
2017,8,232,11.9100,11.3359,10.33355726,
2017,8,233,10.1900,9.9344,9.625829005,
2017,8,234,9.0100,8.9730,9.140294505,
2017,8,235,10.3800,10.0892,9.704008289,
2017,8,236,13.8900,12.9492,11.14826769,
2017,8,237,16.8600,15.3692,12.37033334,
2017,8,238,20.7500,18.5389,13.97095131,
2017,8,239,17.2200,15.6626,12.51846251,
2017,8,240,14.1400,13.1529,11.25113517,
2017,8,241,8.5000,8.5574,8.930444849,
2017,8,242,9.4500,9.3315,9.321341268,
2014,9,244,13.0700,11.0100,9.57,10.87
2014,9,245,10.7400,9.9700,7.93,7.77
2014,9,246,8.4500,7.7400,8.07,10.12
2014,9,247,9.2900,8.6900,6.785,6.884
2014,9,248,6.8980,7.6700,6.042,7.26
2014,9,249,6.3100,7.4200,6.261,8.02
2014,9,250,6.9220,6.8870,5.197,5.741
2014,9,251,4.5420,5.5510,4.336,4.459
2014,9,252,5.0130,5.0130,5.172,7.11
2014,9,253,6.4660,6.6610,5.148,6.981
2014,9,254,6.6980,7.2700,5.768,7.9
2014,9,255,7.6000,7.5500,4.746,4.391
2014,9,256,4.5080,4.3300,4.472,5.564
2014,9,257,5.7550,5.6330,3.315,2.423
2014,9,258,2.6680,2.4210,2.069,1.31
2014,9,259,1.4610,1.6090,1.033,-0.366
2014,9,260,0.4280,0.5640,1.028,1.694
2014,9,261,2.0680,2.1730,3.547,5.291
2014,9,262,5.7890,5.4070,3.681,3.947
2014,9,263,3.7770,3.5870,2.726,3.319
2014,9,264,4.0420,3.6040,4.047,4.549
2014,9,265,5.0060,4.6710,5.289,8.78
2014,9,266,9.8800,9.1700,5.911,8.15
2014,9,267,8.6000,8.8300,3.413,3.187
2014,9,268,4.0030,4.7600,4.056,4.079
2014,9,269,4.7040,3.9380,1.981,1.513
2014,9,270,1.5690,2.3770,1.781,2.192
2014,9,271,1.5970,2.5790,2.498,3.622
2014,9,272,4.5600,4.2570,3.705,4.789
2014,9,273,5.5260,4.9660,4.653,5.919
2015,9,244,9.7400,8.5400,8.15,9.98
2015,9,245,11.6500,9.2700,9.13,11.73
2015,9,246,12.6000,10.8500,9.41,11.84
2015,9,247,11.6500,10.6400,9.85,11.88
2015,9,248,9.0900,9.7100,8.75,9.79
2015,9,249,8.6300,8.2600,7.79,8.65
2015,9,250,7.0400,7.8800,6.18,6.48
2015,9,251,7.8100,7.2900,6.605,7.3
2015,9,252,7.0700,7.2600,6.026,6.454
2015,9,253,8.3900,6.9150,6.885,8.9
2015,9,254,10.1400,7.9300,7.25,10.51
2015,9,255,13.1900,10.0600,8.78,12.32
2015,9,256,7.7700,12.9200,6.951,7.82
2015,9,257,4.7870,8.1500,4.869,5.105
2015,9,258,4.7660,5.3490,4.32,5.36
2015,9,259,5.6740,5.0100,4.56,5.559
2015,9,260,5.2670,5.6670,4.484,4.93
2015,9,261,4.5930,5.2310,4.694,4.858
2015,9,262,3.2280,5.1940,3.708,3.75
2015,9,263,7.4900,4.4860,4.529,5.853
2015,9,264,6.6860,7.6400,4.761,6.183
2015,9,265,5.0270,6.9150,4.575,4.812
2015,9,266,4.5720,5.2970,3.849,4.13
2015,9,267,4.5070,4.5790,3.471,4.898
2015,9,268,9.4500,5.0970,5.508,8.85
2015,9,269,11.8800,9.0400,7.71,10.79
2015,9,270,7.3200,11.0300,5.431,6.066
2015,9,271,3.2170,7.5800,3.41,2.947
2015,9,272,0.1360,3.3010,1.357,0.299
2015,9,273,1.6920,0.2980,0.865,1.778
2016,9,244,10.1400,10.0100,9.51,12.09
2016,9,245,12.1400,11.9600,9.37,10.51
2016,9,246,10.6000,10.2700,10.25,12.96
2016,9,247,14.1200,13.0400,9.47,9.63
2016,9,248,10.4500,10.4600,7.91,9.68
2016,9,249,9.4900,9.5900,9.7,12.1
2016,9,250,11.2000,10.9500,9.79,13.25
2016,9,251,11.9700,12.3300,9.01,11.2
2016,9,252,10.0400,9.8700,8.55,9.62
2016,9,253,8.9800,8.6000,6.793,7.27
2016,9,254,6.4020,7.2800,5.912,5.684
2016,9,255,5.1640,5.5690,5.29,5.091
2016,9,256,5.2410,5.9020,5.008,7.42
2016,9,257,7.6300,7.8300,5.683,5.861
2016,9,258,6.3460,6.5620,4.743,5.192
2016,9,259,4.9930,5.0230,4.727,5.487
2016,9,260,4.9620,5.4080,6.048,8.28
2016,9,261,9.3700,8.8700,8.18,12
2016,9,262,12.6800,11.9500,8.6,10.11
2016,9,263,10.8900,9.9600,6.286,6.126
2016,9,264,6.5090,6.5910,4.706,4.607
2016,9,265,4.7250,5.0530,3.505,3.493
2016,9,266,2.7130,4.9390,4.182,6.929
2016,9,267,7.2500,7.2500,6.237,9.88
2016,9,268,10.7500,10.3200,6.725,8.01
2016,9,269,8.9800,8.6500,6.169,6.796
2016,9,270,7.3200,7.2000,5.556,6.092
2016,9,271,6.4630,6.0070,6.357,8.68
2016,9,272,10.1300,9.5600,5.443,7.79
2016,9,273,9.1100,8.5300,5.124,6.676
2017,9,243,14.2700,12.7105,9.642259243,
2017,9,244,15.6500,13.7911,10.40208212,
2017,9,245,11.6700,10.6745,8.210708892,
2017,9,246,7.0800,7.0803,5.683471928,
2017,9,247,6.9760,6.9989,5.626209914,
2017,9,248,8.3100,8.0435,6.360705363,
2017,9,249,9.0700,8.6386,6.779158542,
2017,9,250,11.0600,10.1969,7.874845156,
2017,9,251,18.8900,16.3282,12.1860141,
2017,9,252,12.3600,11.2149,8.590620332,
2017,9,253,11.1400,10.2595,7.91889286,
2017,9,254,9.5700,9.0301,7.054456686,
2017,9,255,5.3450,5.7217,4.728187367,
2017,9,256,4.4340,5.0083,4.226594148,
2017,9,257,2.8520,3.7695,3.35555082,
2017,9,258,4.6000,5.1383,4.317993132,
2017,9,259,8.6500,8.3097,6.547908101,
2017,9,260,7.8400,7.6754,6.101925107,
2017,9,261,6.1880,6.3818,5.192340038,
2017,9,262,5.9090,6.1633,5.038723674,
2017,9,263,6.1560,6.3567,5.174720957,
2017,9,264,10.4400,9.7114,7.533475457,
2017,9,265,6.1560,6.3567,5.174720957,
2017,9,266,4.5050,5.0639,4.265686485,
2017,9,267,4.1890,4.8165,4.091698057,
2017,9,268,4.7660,5.2683,4.409392116,
2017,9,269,6.0980,6.3113,5.142786372,
2017,9,270,9.3000,8.8187,6.905795688,
2017,9,271,5.1320,5.5549,4.610910358,
2014,10,274,6.5840,5.9910,4.031,3.993
2014,10,275,4.5080,3.9700,1.206,-0.002
2014,10,276,0.1240,0.0360,0.484,-0.192
2014,10,277,0.1040,-0.0140,1.503,2.21
2014,10,278,2.5160,2.7780,2.371,2.918
2014,10,279,2.4520,3.0640,2.657,3.3
2014,10,280,3.2600,3.7120,2.66,3.213
2014,10,281,3.3380,3.1760,2.102,1.807
2014,10,282,2.2240,2.2760,0.491,-0.753
2014,10,283,-0.3960,-0.5390,0.254,0.369
2014,10,284,1.2350,0.7610,1.501,2.368
2014,10,285,3.0930,2.5010,1.59,1.547
2014,10,286,1.8810,1.8420,1.108,0.812
2014,10,287,0.8080,1.0670,0.775,0.865
2014,10,288,1.2100,1.3650,0.645,0.118
2014,10,289,0.5830,0.5250,0.112,-0.973
2014,10,290,-1.8890,-2.2580,-0.007,-1.717
2014,10,291,-2.4780,-2.5950,0.029,0.142
2014,10,292,0.9240,0.4860,0.181,1.845
2014,10,293,2.3340,1.9390,0.575,2.472
2014,10,294,3.0150,3.1140,1.864,2.952
2014,10,295,3.1860,3.0720,2.035,2.643
2014,10,296,3.1380,2.7790,2.413,3.153
2014,10,297,3.8550,3.2880,2.088,2.205
2014,10,298,2.5980,2.3160,0.548,-0.609
2014,10,299,-0.5720,-0.6090,0.013,-2.603
2014,10,300,-2.8500,-3.2270,-0.175,-3.641
2014,10,301,-4.4540,-4.6570,-0.277,-2.64
2014,10,302,-4.5730,-4.2090,-0.331,-2.673
2014,10,303,-5.2120,-4.8660,-1.135,-4.428
2014,10,304,-5.9500,-5.2130,-1.641,-3.429
2015,10,274,11.4500,1.6800,4.766,10.49
2015,10,275,14.1500,11.0200,7.11,12.85
2015,10,276,10.8000,13.6100,7.12,10.54
2015,10,277,5.2950,9.9100,4.901,4.93
2015,10,278,5.3500,4.8580,4.596,5.184
2015,10,279,4.0500,5.1590,4.083,3.916
2015,10,280,3.4310,4.3030,3.009,3.486
2015,10,281,1.2620,3.9840,1.771,0.662
2015,10,282,-1.8900,1.4260,0.283,-0.283
2015,10,283,-0.8470,-0.7050,0.113,-0.688
2015,10,284,2.0220,-0.5080,0.162,0.218
2015,10,285,2.3660,1.6520,1.127,2.402
2015,10,286,1.0870,2.4500,0.895,0.794
2015,10,287,1.6850,0.7980,1.451,1.744
2015,10,288,-4.9780,1.4550,0.132,-3.225
2015,10,289,-6.1670,-4.4930,-0.223,-3.375
2015,10,290,-1.1450,-4.3300,-0.188,-1.319
2015,10,291,3.2740,-1.3340,0.089,2.048
2015,10,292,-3.5430,2.9980,-0.112,-3.127
2015,10,293,-5.4540,-3.4820,-0.543,-4.149
2015,10,294,-2.6630,-5.3720,-0.807,-2.801
2015,10,295,-1.7740,-2.2180,-0.959,-1.728
2015,10,296,1.7520,-1.6410,-0.158,0.993
2015,10,297,-7.8800,1.5510,-1.688,-6.022
2015,10,298,-10.7700,-7.7300,-4.188,-7.61
2015,10,299,-10.1600,-8.9600,-5.317,-7.63
2015,10,300,-6.5430,-7.4900,-4.955,-6.128
2015,10,301,-0.2620,-5.5380,-2.008,-0.921
2015,10,302,-4.7540,-0.4150,-2.295,-4.375
2015,10,303,-4.8690,-4.7290,-2.893,-3.806
2015,10,304,-0.8400,-4.6210,-1.881,-1.862
2016,10,274,7.2200,6.9410,4.298,3.914
2016,10,275,4.2080,4.5980,3.026,3.143
2016,10,276,2.6710,3.8890,4.955,6.478
2016,10,277,7.6800,7.5000,2.573,2.216
2016,10,278,1.9340,2.1460,1.752,1.548
2016,10,279,1.7950,1.8040,1.859,2.16
2016,10,280,2.5110,2.4450,1.872,1.859
2016,10,281,1.9060,2.0960,1.253,0.675
2016,10,282,0.9560,0.9160,1.03,0.501
2016,10,283,0.5230,0.4440,0.653,0.224
2016,10,284,0.4080,1.0400,0.244,-0.487
2016,10,285,-0.1960,0.0330,0.071,-1.271
2016,10,286,-1.3630,-1.3560,-0.131,-3.354
2016,10,287,-3.8260,-3.7900,-0.32,-3.211
2016,10,288,-4.4830,-4.1880,-0.347,-1.407
2016,10,289,-1.1440,-1.0530,-0.223,-0.242
2016,10,290,0.1680,-0.0170,-0.039,0.515
2016,10,291,1.2240,1.0260,0.03,0.582
2016,10,292,1.2680,1.2120,0.044,0.209
2016,10,293,0.8680,1.1620,0.023,-0.978
2016,10,294,-0.5380,-0.8710,-0.011,0.729
2016,10,295,1.3890,0.7080,0.027,0.205
2016,10,296,1.3050,0.6430,-0.311,0.882
2016,10,297,1.6250,1.5110,-0.951,-2.296
2016,10,298,0.5690,-3.3750,-2.718,-3.986
2016,10,299,-0.1140,-5.6560,-1.027,-0.395
2016,10,300,-0.7750,-0.0970,-0.293,-0.466
2016,10,301,0.9000,-2.0890,-4.998,-6.915
2016,10,302,-1.7780,-11.7200,-5.338807777,
2016,10,303,-3.3160,-2.6788,-0.924395165,
2016,10,304,-10.2200,-8.1515,-3.596502565,
2014,11,305,-4.0970,-3.3840,-0.651,-0.631
2014,11,306,-0.4250,-0.3350,-0.528,-0.622
