site,pit,date,depth,density,swe,htc
PPD,PPDc,2005,6,303,18,4.51
PPD,PPDc,2005,7,332,23,4.63
PPD,PPDc,2005,6,317,19,4.93
PPD,PPDc,2005,3,233,7,5.33
PPD,PPDc,2005,5,302,15,5.37
PPD,PPDc,2005,5,302,15,5.37
PPD,PPDc,2005,6,341,20,5.68
PPD,PPDc,2005,1,140,1,5.76
PPD,PPDc,2005,2,210,4,6.48
PPD,PPDc,2005,4,280,10,6.58
PPD,PPDc,2005,4,301,12,6.66
PPD,PPDc,2005,3,280,8,7.68
PPD,PPDc,2005,4,329,13,7.95
PPD,PPDc,2005,5,375,19,8.27
PPD,PPDc,2005,2,238,5,8.32
PPD,PPDc,2005,4,320,11,8.60
PPD,PPDc,2005,3,299,9,8.74
PPD,PPDc,2005,3,327,10,10.45
PPD,PPDc,2005,2,280,6,11.52
PPD,PPDc,2005,3,373,11,13.65
PPD,PPDc,2005,3,373,11,13.65
PPD,PPDc,2005,2,308,6,13.94
PPD,PPDc,2005,3,392,12,15.05
PPD,PPDc,2005,4,455,18,15.21
PPD,PPDc,2005,2,336,7,16.59
PPD,PPDc,2005,2,392,8,22.58
PPD,PPDc,2005,1,336,3,33.18
PPD,PPDc,2005,1,392,4,45.16
PPD,PPDw,2005,70,204,143,0.17
PPD,PPDw,2005,52,199,104,0.22
PPD,PPDw,2005,78,262,204,0.26
PPD,PPDw,2005,50,224,112,0.29
PPD,PPDw,2005,58,251,146,0.32
PPD,PPDw,2005,85,313,266,0.34
PPD,PPDw,2005,67,284,190,0.35
PPD,PPDw,2005,60,271,162,0.36
PPD,PPDw,2005,67,288,193,0.36
PPD,PPDw,2005,80,315,252,0.36
PPD,PPDw,2005,60,275,165,0.37
PPD,PPDw,2005,42,233,98,0.38
PPD,PPDw,2005,42,233,98,0.38
PPD,PPDw,2005,57,270,154,0.38
PPD,PPDw,2005,61,280,171,0.38
PPD,PPDw,2005,64,289,185,0.38
PPD,PPDw,2005,75,310,232,0.38
PPD,PPDw,2005,78,323,252,0.39
PPD,PPDw,2005,73,316,231,0.40
PPD,PPDw,2005,82,341,280,0.42
PPD,PPDw,2005,51,274,140,0.43
PPD,PPDw,2005,52,275,143,0.43
PPD,PPDw,2005,53,280,148,0.43
PPD,PPDw,2005,54,280,151,0.43
PPD,PPDw,2005,59,294,174,0.43
PPD,PPDw,2005,61,298,182,0.43
PPD,PPDw,2005,62,303,188,0.43
PPD,PPDw,2005,42,253,106,0.45
PPD,PPDw,2005,60,303,182,0.45
PPD,PPDw,2005,60,303,182,0.45
PPD,PPDw,2005,68,321,218,0.45
PPD,PPDw,2005,50,280,140,0.46
PPD,PPDw,2005,56,295,165,0.46
PPD,PPDw,2005,72,334,241,0.46
PPD,PPDw,2005,56,300,168,0.47
PPD,PPDw,2005,68,329,224,0.47
PPD,PPDw,2005,55,300,165,0.48
PPD,PPDw,2005,57,305,174,0.48
PPD,PPDw,2005,60,313,188,0.48
PPD,PPDw,2005,64,324,207,0.48
PPD,PPDw,2005,54,301,162,0.49
PPD,PPDw,2005,56,305,171,0.49
PPD,PPDw,2005,59,313,185,0.49
PPD,PPDw,2005,56,310,174,0.50
PPD,PPDw,2005,62,325,202,0.50
PPD,PPDw,2005,51,296,151,0.51
PPD,PPDw,2005,48,292,140,0.52
PPD,PPDw,2005,68,350,238,0.53
PPD,PPDw,2005,59,332,196,0.55
PPD,PPDw,2005,59,332,196,0.55
PPD,PPDw,2005,54,321,174,0.56
PPD,PPDw,2005,52,318,165,0.57
PPD,PPDw,2005,57,332,189,0.57
PPD,PPDw,2005,42,293,123,0.60
PPD,PPDw,2005,53,343,182,0.65
TIS,TIS,2005,218,321,700,0.14
TIS,TIS,2005,243,357,868,0.15
TIS,TIS,2005,140,288,403,0.17
TIS,TIS,2005,224,356,798,0.17
TIS,TIS,2005,118,273,322,0.19
TIS,TIS,2005,181,340,616,0.19
TIS,TIS,2005,226,381,861,0.19
TIS,TIS,2005,238,394,938,0.19
TIS,TIS,2005,248,401,994,0.19
TIS,TIS,2005,116,284,329,0.20
TIS,TIS,2005,146,316,462,0.20
TIS,TIS,2005,148,320,473,0.20
TIS,TIS,2005,170,338,574,0.20
TIS,TIS,2005,176,350,616,0.20
TIS,TIS,2005,234,395,924,0.20
TIS,TIS,2005,133,312,414,0.21
TIS,TIS,2005,119,300,357,0.22
TIS,TIS,2005,132,318,420,0.23
TIS,TIS,2005,140,330,462,0.23
TIS,TIS,2005,127,320,406,0.24
TIS,TIS,2005,117,317,371,0.25
TIS,TIS,2005,140,358,501,0.27
TIS,TIS,2005,142,359,510,0.27
TIS,TIS,2005,166,388,644,0.27
TIS,TIS,2005,77,269,207,0.28
TIS,TIS,2005,140,362,507,0.28
TIS,TIS,2005,164,393,644,0.28
TIS,TIS,2005,144,383,551,0.30
TIS,TIS,2005,158,399,630,0.30
TIS,TIS,2005,75,287,216,0.32
TIS,TIS,2005,72,284,204,0.33
TIS,TIS,2005,80,297,238,0.33
TIS,TIS,2005,74,295,218,0.35
TIS,TIS,2005,61,285,174,0.39
TIS,TIS,2005,77,320,246,0.39
TUN,TUN,2005,8,35,3,0.05
TUN,TUN,2005,2,28,1,0.12
TUN,TUN,2005,3,47,1,0.21
TUN,TUN,2005,4,56,2,0.23
TUN,TUN,2005,40,252,101,0.47
TUN,TUN,2005,24,198,48,0.48
TUN,TUN,2005,35,256,90,0.55
TUN,TUN,2005,39,287,112,0.62
TUN,TUN,2005,28,250,70,0.66
TUN,TUN,2005,35,280,98,0.66
TUN,TUN,2005,31,271,84,0.70
TUN,TUN,2005,26,258,67,0.76
TUN,TUN,2005,26,258,67,0.76
TUN,TUN,2005,25,258,64,0.78
TUN,TUN,2005,36,311,112,0.79
TUN,TUN,2005,24,257,62,0.81
TUN,TUN,2005,3,93,3,0.85
TUN,TUN,2005,28,290,81,0.88
TUN,TUN,2005,25,280,70,0.92
TUN,TUN,2005,25,280,70,0.92
TUN,TUN,2005,33,322,106,0.93
TUN,TUN,2005,28,300,84,0.94
TUN,TUN,2005,18,249,45,1.01
TUN,TUN,2005,4,119,5,1.04
TUN,TUN,2005,12,210,25,1.08
TUN,TUN,2005,23,292,67,1.09
TUN,TUN,2005,8,175,14,1.13
TUN,TUN,2005,8,175,14,1.13
TUN,TUN,2005,18,264,48,1.14
TUN,TUN,2005,5,140,7,1.15
TUN,TUN,2005,15,243,36,1.15
TUN,TUN,2005,20,280,56,1.15
TUN,TUN,2005,20,280,56,1.15
TUN,TUN,2005,20,280,56,1.15
TUN,TUN,2005,16,252,40,1.17
TUN,TUN,2005,27,332,90,1.20
TUN,TUN,2005,13,237,31,1.27
TUN,TUN,2005,12,233,28,1.33
TUN,TUN,2005,8,192,15,1.36
TUN,TUN,2005,6,168,10,1.38
TUN,TUN,2005,9,208,19,1.42
TUN,TUN,2005,18,299,54,1.46
TUN,TUN,2005,17,296,50,1.52
TUN,TUN,2005,11,254,28,1.73
TUN,TUN,2005,15,299,45,1.75
TUN,TUN,2005,10,246,25,1.78
TUN,TUN,2005,10,252,25,1.87
TUN,TUN,2005,16,320,51,1.88
TUN,TUN,2005,5,179,9,1.89
TUN,TUN,2005,12,280,34,1.92
TUN,TUN,2005,14,316,44,2.10
TUN,TUN,2005,8,241,19,2.14
TUN,TUN,2005,8,245,20,2.21
TUN,TUN,2005,12,301,36,2.22
TUN,TUN,2005,4,175,7,2.25
TUN,TUN,2005,6,215,13,2.26
TUN,TUN,2005,6,215,13,2.26
TUN,TUN,2005,10,277,28,2.26
TUN,TUN,2005,5,202,10,2.39
TUN,TUN,2005,6,224,13,2.46
TUN,TUN,2005,6,224,13,2.46
TUN,TUN,2005,9,280,25,2.56
TUN,TUN,2005,10,308,31,2.79
TUN,TUN,2005,10,308,31,2.79
TUN,TUN,2005,4,196,8,2.82
TUN,TUN,2005,7,260,18,2.84
TUN,TUN,2005,8,280,22,2.88
TUN,TUN,2005,5,224,11,2.95
TUN,TUN,2005,8,283,23,2.95
TUN,TUN,2005,3,177,5,3.08
TUN,TUN,2005,4,210,8,3.24
TUN,TUN,2005,8,297,24,3.25
TUN,TUN,2005,7,300,21,3.78
TUN,TUN,2005,6,280,17,3.84
TUN,TUN,2005,6,285,17,3.97
TUN,TUN,2005,7,308,22,3.98
TUN,TUN,2005,6,317,19,4.93
TUN,TUN,2005,5,302,15,5.37
TUN,TUN,2005,5,302,15,5.37
TUN,TUN,2005,5,308,15,5.58
TUN,TUN,2005,7,384,27,6.19
TUN,TUN,2005,4,350,14,9.00
TUN,TUN,2005,3,308,9,9.29
TUN,TUN,2005,4,371,15,10.11
TUN,TUN,2005,4,378,15,10.50
TUN,TUN,2005,4,455,18,15.21
TUN,TUN,2005,4,490,20,17.64
TUN,TUN,2005,2,490,10,35.28
WSU,WSU,2005,69,126,87,0.07
WSU,WSU,2005,76,147,112,0.08
WSU,WSU,2005,72,148,106,0.09
WSU,WSU,2005,77,153,118,0.09
WSU,WSU,2005,69,154,106,0.10
WSU,WSU,2005,75,161,120,0.10
WSU,WSU,2005,80,164,132,0.10
WSU,WSU,2005,84,167,140,0.10
WSU,WSU,2005,88,172,151,0.10
WSU,WSU,2005,92,180,165,0.10
WSU,WSU,2005,70,160,112,0.11
WSU,WSU,2005,75,164,123,0.11
WSU,WSU,2005,78,169,132,0.11
WSU,WSU,2005,79,174,137,0.11
WSU,WSU,2005,81,176,143,0.11
WSU,WSU,2005,84,180,151,0.11
WSU,WSU,2005,48,140,67,0.12
WSU,WSU,2005,58,154,90,0.12
WSU,WSU,2005,59,157,92,0.12
WSU,WSU,2005,61,161,98,0.12
WSU,WSU,2005,68,169,115,0.12
WSU,WSU,2005,75,175,132,0.12
WSU,WSU,2005,78,176,137,0.12
WSU,WSU,2005,76,177,134,0.12
WSU,WSU,2005,78,179,140,0.12
WSU,WSU,2005,81,180,146,0.12
WSU,WSU,2005,84,183,154,0.12
WSU,WSU,2005,85,184,157,0.12
WSU,WSU,2005,83,186,154,0.12
WSU,WSU,2005,85,188,160,0.12
WSU,WSU,2005,58,159,92,0.13
WSU,WSU,2005,62,163,101,0.13
WSU,WSU,2005,65,168,109,0.13
WSU,WSU,2005,68,173,118,0.13
WSU,WSU,2005,75,179,134,0.13
WSU,WSU,2005,77,182,140,0.13
WSU,WSU,2005,78,183,143,0.13
WSU,WSU,2005,77,185,143,0.13
WSU,WSU,2005,78,187,146,0.13
WSU,WSU,2005,83,189,157,0.13
WSU,WSU,2005,81,190,154,0.13
WSU,WSU,2005,86,195,168,0.13
WSU,WSU,2005,86,195,168,0.13
WSU,WSU,2005,86,195,168,0.13
WSU,WSU,2005,87,200,174,0.13
WSU,WSU,2005,58,164,95,0.14
WSU,WSU,2005,59,166,98,0.14
WSU,WSU,2005,60,168,101,0.14
WSU,WSU,2005,65,177,115,0.14
WSU,WSU,2005,66,178,118,0.14
WSU,WSU,2005,67,180,120,0.14
WSU,WSU,2005,67,180,120,0.14
WSU,WSU,2005,68,181,123,0.14
WSU,WSU,2005,71,185,132,0.14
WSU,WSU,2005,72,187,134,0.14
WSU,WSU,2005,75,187,140,0.14
WSU,WSU,2005,77,193,148,0.14
WSU,WSU,2005,78,194,151,0.14
WSU,WSU,2005,83,196,162,0.14
WSU,WSU,2005,83,196,162,0.14
WSU,WSU,2005,85,198,168,0.14
WSU,WSU,2005,85,201,171,0.14
WSU,WSU,2005,85,204,174,0.14
WSU,WSU,2005,85,204,174,0.14
WSU,WSU,2005,54,166,90,0.15
WSU,WSU,2005,60,177,106,0.15
WSU,WSU,2005,61,179,109,0.15
WSU,WSU,2005,62,181,112,0.15
WSU,WSU,2005,62,181,112,0.15
WSU,WSU,2005,70,188,132,0.15
WSU,WSU,2005,71,189,134,0.15
WSU,WSU,2005,74,197,146,0.15
WSU,WSU,2005,76,199,151,0.15
WSU,WSU,2005,88,210,185,0.15
WSU,WSU,2005,65,185,120,0.16
WSU,WSU,2005,56,180,101,0.17
WSU,WSU,2005,61,188,115,0.17
WSU,WSU,2005,70,204,143,0.17
WSU,WSU,2005,72,218,157,0.19
WSU,WSU,2005,73,219,160,0.19
WSU,WSU,2005,77,229,176,0.20
WSU,WSU,2005,65,215,140,0.21
WSU,WSU,2005,72,233,168,0.22
WSU,WSU,2005,68,255,174,0.28
WSU,WSU,2005,62,280,174,0.37
WSU,WSU,2005,72,299,216,0.37
WSU,WSU,2005,73,307,224,0.38
WSU,WSU,2005,72,315,227,0.41
BFR,BFR,2006,60,98,59,0.05
BFR,BFR,2006,56,110,62,0.06
BFR,BFR,2006,40,147,59,0.16
BFR,BFR,2006,75,202,151,0.16
BFR,BFR,2006,43,156,67,0.17
BFR,BFR,2006,44,159,70,0.17
BFR,BFR,2006,77,211,162,0.17
BFR,BFR,2006,79,213,168,0.17
BFR,BFR,2006,48,169,81,0.18
BFR,BFR,2006,50,174,87,0.18
BFR,BFR,2006,65,198,129,0.18
BFR,BFR,2006,48,175,84,0.19
BFR,BFR,2006,50,179,90,0.19
BFR,BFR,2006,67,209,140,0.19
BFR,BFR,2006,72,218,157,0.19
BFR,BFR,2006,36,156,56,0.20
BFR,BFR,2006,52,188,98,0.20
BFR,BFR,2006,66,212,140,0.20
BFR,BFR,2006,66,212,140,0.20
BFR,BFR,2006,44,178,78,0.21
BFR,BFR,2006,45,180,81,0.21
BFR,BFR,2006,46,183,84,0.21
BFR,BFR,2006,55,199,109,0.21
BFR,BFR,2006,73,226,165,0.21
BFR,BFR,2006,56,205,115,0.22
BFR,BFR,2006,61,216,132,0.22
BFR,BFR,2006,64,219,140,0.22
BFR,BFR,2006,64,221,141,0.22
BFR,BFR,2006,44,185,81,0.23
BFR,BFR,2006,47,191,90,0.23
BFR,BFR,2006,52,200,104,0.23
BFR,BFR,2006,64,223,143,0.23
BFR,BFR,2006,39,179,70,0.24
BFR,BFR,2006,44,191,84,0.24
BFR,BFR,2006,45,193,87,0.24
BFR,BFR,2006,60,222,133,0.24
BFR,BFR,2006,41,188,77,0.25
BFR,BFR,2006,49,206,101,0.25
BFR,BFR,2006,40,189,76,0.26
BFR,BFR,2006,43,195,84,0.26
BFR,BFR,2006,45,199,90,0.26
BFR,BFR,2006,52,215,112,0.26
BFR,BFR,2006,34,177,60,0.27
BFR,BFR,2006,26,156,41,0.28
BFR,BFR,2006,37,189,70,0.28
BFR,BFR,2006,37,189,70,0.28
BFR,BFR,2006,38,192,73,0.28
BFR,BFR,2006,40,196,78,0.28
BFR,BFR,2006,49,217,106,0.28
BFR,BFR,2006,60,238,143,0.28
BFR,BFR,2006,40,200,80,0.29
BFR,BFR,2006,72,268,193,0.29
BFR,BFR,2006,42,207,87,0.30
BFR,BFR,2006,53,232,123,0.30
BFR,BFR,2006,43,212,91,0.31
BFR,BFR,2006,44,216,95,0.31
BFR,BFR,2006,42,213,90,0.32
BFR,BFR,2006,53,254,134,0.36
BFR,BFR,2006,36,212,76,0.37
BFR,BFR,2006,50,286,143,0.48
BSW,BSW,2006,43,37,16,0.01
BSW,BSW,2006,49,104,51,0.06
BSW,BSW,2006,46,110,50,0.08
BSW,BSW,2006,47,131,62,0.11
BSW,BSW,2006,46,139,64,0.12
BSW,BSW,2006,47,140,66,0.12
BSW,BSW,2006,50,151,76,0.13
BSW,BSW,2006,52,151,78,0.13
BSW,BSW,2006,40,136,55,0.14
BSW,BSW,2006,40,136,55,0.14
BSW,BSW,2006,42,140,59,0.14
BSW,BSW,2006,46,146,67,0.14
BSW,BSW,2006,48,149,71,0.14
BSW,BSW,2006,53,158,84,0.14
BSW,BSW,2006,52,159,83,0.14
BSW,BSW,2006,46,152,70,0.15
BSW,BSW,2006,46,152,70,0.15
BSW,BSW,2006,46,152,70,0.15
BSW,BSW,2006,46,152,70,0.15
BSW,BSW,2006,52,162,84,0.15
BSW,BSW,2006,54,168,91,0.15
BSW,BSW,2006,46,157,72,0.16
BSW,BSW,2006,46,158,73,0.16
BSW,BSW,2006,47,160,75,0.16
BSW,BSW,2006,48,160,77,0.16
BSW,BSW,2006,49,166,81,0.16
BSW,BSW,2006,38,147,56,0.17
BSW,BSW,2006,47,164,77,0.17
BSW,BSW,2006,46,165,76,0.17
BSW,BSW,2006,48,166,80,0.17
BSW,BSW,2006,51,170,87,0.17
BSW,BSW,2006,51,170,87,0.17
BSW,BSW,2006,51,170,87,0.17
BSW,BSW,2006,53,174,92,0.17
BSW,BSW,2006,38,152,58,0.18
BSW,BSW,2006,46,169,78,0.18
BSW,BSW,2006,48,169,81,0.18
BSW,BSW,2006,48,172,83,0.18
BSW,BSW,2006,39,159,62,0.19
BSW,BSW,2006,41,164,67,0.19
BSW,BSW,2006,46,173,80,0.19
BSW,BSW,2006,50,179,90,0.19
BSW,BSW,2006,37,159,59,0.20
BSW,BSW,2006,46,179,82,0.20
BSW,BSW,2006,49,183,90,0.20
BSW,BSW,2006,37,163,60,0.21
BSW,BSW,2006,40,168,67,0.21
BSW,BSW,2006,44,178,78,0.21
BSW,BSW,2006,44,178,78,0.21
BSW,BSW,2006,40,171,69,0.22
BSW,BSW,2006,42,177,74,0.22
BSW,BSW,2006,42,179,75,0.22
BSW,BSW,2006,47,191,90,0.23
BSW,BSW,2006,42,187,78,0.24
BSW,BSW,2006,45,193,87,0.24
BSW,BSW,2006,48,198,95,0.24
BSW,BSW,2006,48,216,104,0.29
BSW,BSW,2006,37,193,71,0.30
BSW,BSW,2006,26,167,43,0.31
BSW,BSW,2006,54,249,134,0.34
BWP,BWP,2006,28,139,39,0.20
BWP,BWP,2006,28,141,39,0.21
BWP,BWP,2006,28,148,41,0.23
BWP,BWP,2006,36,175,63,0.25
BWP,BWP,2006,34,173,59,0.26
BWP,BWP,2006,28,170,48,0.30
BWP,BWP,2006,28,170,48,0.30
BWP,BWP,2006,26,172,45,0.34
BWP,BWP,2006,32,192,62,0.34
BWP,BWP,2006,28,182,50,0.35
BWP,BWP,2006,19,156,30,0.38
BWP,BWP,2006,18,156,28,0.40
BWP,BWP,2006,19,164,31,0.41
BWP,BWP,2006,11,125,14,0.42
BWP,BWP,2006,27,197,53,0.42
BWP,BWP,2006,26,205,53,0.47
BWP,BWP,2006,19,177,34,0.48
BWP,BWP,2006,25,202,50,0.48
BWP,BWP,2006,11,137,15,0.50
BWP,BWP,2006,19,180,34,0.50
BWP,BWP,2006,27,218,59,0.52
BWP,BWP,2006,18,184,33,0.55
BWP,BWP,2006,12,148,17,0.56
BWP,BWP,2006,19,192,36,0.57
BWP,BWP,2006,19,192,36,0.57
BWP,BWP,2006,18,188,34,0.58
BWP,BWP,2006,25,224,56,0.59
BWP,BWP,2006,14,170,24,0.61
BWP,BWP,2006,20,207,41,0.63
BWP,BWP,2006,20,209,42,0.64
BWP,BWP,2006,29,251,73,0.64
BWP,BWP,2006,12,161,18,0.66
BWP,BWP,2006,20,214,43,0.67
BWP,BWP,2006,11,163,18,0.71
BWP,BWP,2006,19,218,41,0.74
BWP,BWP,2006,29,290,84,0.85
BWP,BWP,2006,11,191,21,0.97
BWP,BWP,2006,15,224,34,0.98
BWP,BWP,2006,13,215,28,1.05
BWP,BWP,2006,16,245,39,1.10
BWP,BWP,2006,9,187,17,1.14
BWP,BWP,2006,17,263,45,1.20
BWP,BWP,2006,14,280,39,1.65
BWP,BWP,2006,6,187,11,1.71
BWP,BWP,2006,6,183,10,1.79
BWP,BWP,2006,6,191,11,1.79
BWP,BWP,2006,8,231,18,1.96
BWP,BWP,2006,6,201,12,1.97
BWP,BWP,2006,14,320,45,2.15
BWP,BWP,2006,5,199,9,2.59
BWP,BWP,2006,8,280,22,2.88
BWP,BWP,2006,6,254,14,3.46
BWP,BWP,2006,7,320,22,4.30
BWP,BWP,2006,4,252,10,4.67
BWP,BWP,2006,5,286,14,4.79
BWP,BWP,2006,6,327,20,5.23
BWP,BWP,2006,3,280,8,7.68
FEN,FEN,2006,27,197,53,0.42
FEN,FEN,2006,28,200,56,0.42
FEN,FEN,2006,32,254,81,0.59
FEN,FEN,2006,24,222,53,0.60
FEN,FEN,2006,32,262,84,0.63
FEN,FEN,2006,20,210,42,0.65
FEN,FEN,2006,31,262,81,0.65
FEN,FEN,2006,28,250,70,0.66
FEN,FEN,2006,16,192,31,0.68
FEN,FEN,2006,32,271,87,0.68
FEN,FEN,2006,34,280,95,0.68
FEN,FEN,2006,31,271,84,0.70
FEN,FEN,2006,35,288,101,0.70
FEN,FEN,2006,22,247,54,0.81
FEN,FEN,2006,26,269,70,0.82
FEN,FEN,2006,26,269,70,0.82
FEN,FEN,2006,26,269,70,0.82
FEN,FEN,2006,27,280,76,0.85
FEN,FEN,2006,28,290,81,0.88
FEN,FEN,2006,25,281,70,0.93
FEN,FEN,2006,23,274,63,0.96
FEN,FEN,2006,26,293,76,0.97
FEN,FEN,2006,21,267,56,1.00
FEN,FEN,2006,21,267,56,1.00
FEN,FEN,2006,21,267,56,1.00
FEN,FEN,2006,16,234,38,1.01
FEN,FEN,2006,27,306,83,1.02
FEN,FEN,2006,23,286,66,1.05
FEN,FEN,2006,27,311,84,1.05
FEN,FEN,2006,28,320,90,1.07
FEN,FEN,2006,32,341,109,1.07
FEN,FEN,2006,21,280,59,1.10
FEN,FEN,2006,26,312,81,1.10
FEN,FEN,2006,28,330,92,1.14
FEN,FEN,2006,23,302,69,1.16
FEN,FEN,2006,29,338,98,1.16
FEN,FEN,2006,18,268,48,1.17
FEN,FEN,2006,9,193,17,1.21
FEN,FEN,2006,24,315,76,1.22
FEN,FEN,2006,30,355,106,1.23
FEN,FEN,2006,16,262,42,1.27
FEN,FEN,2006,22,318,70,1.35
FEN,FEN,2006,14,260,36,1.42
FEN,FEN,2006,16,280,45,1.44
FEN,FEN,2006,10,224,22,1.47
FEN,FEN,2006,22,350,77,1.64
FEN,FEN,2006,12,261,31,1.67
FEN,FEN,2006,18,327,59,1.74
FEN,FEN,2006,24,385,92,1.82
FEN,FEN,2006,8,234,19,2.02
FEN,FEN,2006,23,402,92,2.06
FEN,FEN,2006,12,292,35,2.08
FEN,FEN,2006,17,354,60,2.17
FEN,FEN,2006,23,414,95,2.19
FEN,FEN,2006,21,400,84,2.24
FEN,FEN,2006,23,426,98,2.32
FEN,FEN,2006,22,420,92,2.36
FEN,FEN,2006,10,308,31,2.79
FEN,FEN,2006,12,350,42,3.00
PFR,PFR,2006,48,117,56,0.08
PFR,PFR,2006,57,123,70,0.08
PFR,PFR,2006,54,130,70,0.09
PFR,PFR,2006,18,86,15,0.12
PFR,PFR,2006,18,86,15,0.12
PFR,PFR,2006,36,124,45,0.13
PFR,PFR,2006,41,137,56,0.13
PFR,PFR,2006,40,140,56,0.14
PFR,PFR,2006,42,150,63,0.16
PFR,PFR,2006,80,220,176,0.18
PFR,PFR,2006,50,182,91,0.19
PFR,PFR,2006,53,185,98,0.19
PFR,PFR,2006,78,226,176,0.19
PFR,PFR,2006,16,105,17,0.20
PFR,PFR,2006,46,176,81,0.20
PFR,PFR,2006,54,192,104,0.20
PFR,PFR,2006,58,198,115,0.20
PFR,PFR,2006,62,203,126,0.20
PFR,PFR,2006,64,210,134,0.20
PFR,PFR,2006,65,211,137,0.20
PFR,PFR,2006,68,214,146,0.20
PFR,PFR,2006,80,231,185,0.20
PFR,PFR,2006,27,140,38,0.21
PFR,PFR,2006,56,200,112,0.21
PFR,PFR,2006,60,205,123,0.21
PFR,PFR,2006,64,212,136,0.21
PFR,PFR,2006,32,153,49,0.22
PFR,PFR,2006,60,210,126,0.22
PFR,PFR,2006,60,210,126,0.22
PFR,PFR,2006,68,226,154,0.22
PFR,PFR,2006,57,211,120,0.23
PFR,PFR,2006,46,195,90,0.24
PFR,PFR,2006,87,264,230,0.24
PFR,PFR,2006,49,206,101,0.25
PFR,PFR,2006,65,237,154,0.25
PFR,PFR,2006,48,204,98,0.26
PFR,PFR,2006,50,210,105,0.26
PFR,PFR,2006,62,235,146,0.26
PFR,PFR,2006,48,210,101,0.27
PFR,PFR,2006,32,175,56,0.28
PFR,PFR,2006,54,228,123,0.28
PFR,PFR,2006,76,276,210,0.30
PFR,PFR,2006,51,231,118,0.31
PFR,PFR,2006,43,215,92,0.32
PFR,PFR,2006,70,276,193,0.32
PFR,PFR,2006,48,233,112,0.33
PFR,PFR,2006,78,294,230,0.33
PFR,PFR,2006,35,200,70,0.34
PFR,PFR,2006,52,248,129,0.35
PFR,PFR,2006,54,254,137,0.35
PFR,PFR,2006,64,280,179,0.36
PFR,PFR,2006,48,245,118,0.37
PFR,PFR,2006,46,262,120,0.44
PFR,PFR,2006,28,235,66,0.58
PFR,PFR,2006,61,376,230,0.68
PFR,PFR,2006,28,260,73,0.71
PFR,PFR,2006,45,373,168,0.91
PPA,PPAc,2006,7,40,3,0.07
PPA,PPAc,2006,8,70,6,0.18
PPA,PPAc,2006,7,100,7,0.42
PPA,PPAc,2006,5,140,7,1.15
PPA,PPAc,2006,7,181,12,1.48
PPA,PPAc,2006,8,203,16,1.51
PPA,PPAc,2006,6,196,12,1.88
PPA,PPAc,2006,4,160,6,2.15
PPA,PPAc,2006,7,240,17,2.42
PPA,PPAc,2006,10,280,27,2.43
PPA,PPAc,2006,6,233,14,2.67
PPA,PPAc,2006,6,233,14,2.67
PPA,PPAc,2006,2,140,3,2.88
PPA,PPAc,2006,2,140,3,2.88
PPA,PPAc,2006,6,257,15,3.23
PPA,PPAc,2006,4,210,8,3.24
PPA,PPAc,2006,4,224,9,3.69
PPA,PPAc,2006,5,249,11,4.05
PPA,PPAc,2006,4,245,10,4.41
PPA,PPAc,2006,5,274,14,4.43
PPA,PPAc,2006,7,344,24,4.97
PPA,PPAc,2006,4,266,11,5.20
PPA,PPAc,2006,3,233,7,5.33
PPA,PPAc,2006,4,280,11,5.76
PPA,PPAc,2006,3,243,7,5.77
PPA,PPAc,2006,2,210,4,6.48
PPA,PPAc,2006,6,364,22,6.49
PPA,PPAc,2006,5,336,17,6.64
PPA,PPAc,2006,7,400,28,6.72
PPA,PPAc,2006,7,416,29,7.27
PPA,PPAc,2006,4,315,13,7.29
PPA,PPAc,2006,3,299,9,8.74
PPA,PPAc,2006,3,327,10,10.45
PPA,PPAc,2006,6,443,24,10.48
PPA,PPAc,2006,2,280,6,11.52
PPA,PPAc,2006,4,440,15,16.26
PPA,PPAc,2006,2,350,7,18.00
PPA,PPAc,2006,2,350,7,18.00
PPA,PPAc,2006,2,378,8,21.00
PPA,PPAc,2006,2,392,8,22.58
PPA,PPAc,2006,1,280,3,23.04
PPA,PPAc,2006,2,420,8,25.92
PPA,PPAc,2006,2,476,10,33.29
PPA,PPAc,2006,1,420,4,51.84
PPA,PPAc,2006,1,420,4,51.84
PPA,PPAc,2006,1,392,2,90.32
PPA,PPAc,2006,1,448,2,117.97
PPA,PPAw,2006,32,156,50,0.22
PPA,PPAw,2006,24,140,34,0.24
PPA,PPAw,2006,21,147,31,0.30
PPA,PPAw,2006,36,194,70,0.31
PPA,PPAw,2006,20,150,30,0.33
PPA,PPAw,2006,22,165,36,0.37
PPA,PPAw,2006,29,193,56,0.38
PPA,PPAw,2006,46,243,112,0.38
PPA,PPAw,2006,37,227,84,0.41
PPA,PPAw,2006,28,200,56,0.42
PPA,PPAw,2006,24,189,45,0.44
PPA,PPAw,2006,22,185,41,0.45
PPA,PPAw,2006,26,200,52,0.45
PPA,PPAw,2006,17,165,28,0.47
PPA,PPAw,2006,37,242,90,0.47
PPA,PPAw,2006,47,274,129,0.47
PPA,PPAw,2006,18,171,31,0.48
PPA,PPAw,2006,25,202,50,0.48
PPA,PPAw,2006,44,267,118,0.48
PPA,PPAw,2006,39,269,104,0.55
PPA,PPAw,2006,12,152,18,0.56
PPA,PPAw,2006,20,196,39,0.56
PPA,PPAw,2006,20,196,39,0.56
PPA,PPAw,2006,18,187,34,0.57
