site,pit,date,depth,density,swe,htc
TUN,TUN,2009,12,243,29,1.44
TUN,TUN,2009,12,243,29,1.44
TUN,TUN,2009,6,173,10,1.46
TUN,TUN,2009,9,218,20,1.55
TUN,TUN,2009,21,333,70,1.55
TUN,TUN,2009,4,147,6,1.59
TUN,TUN,2009,4,147,6,1.59
TUN,TUN,2009,7,200,14,1.68
TUN,TUN,2009,6,187,11,1.71
TUN,TUN,2009,8,217,17,1.73
TUN,TUN,2009,7,208,15,1.82
TUN,TUN,2009,8,224,18,1.84
TUN,TUN,2009,6,196,12,1.88
TUN,TUN,2009,5,179,9,1.89
TUN,TUN,2009,5,179,9,1.89
TUN,TUN,2009,14,302,42,1.91
TUN,TUN,2009,3,140,4,1.92
TUN,TUN,2009,9,249,22,2.02
TUN,TUN,2009,7,220,15,2.03
TUN,TUN,2009,4,168,7,2.07
TUN,TUN,2009,6,205,12,2.07
TUN,TUN,2009,8,238,19,2.08
TUN,TUN,2009,9,250,21,2.17
TUN,TUN,2009,10,265,25,2.18
TUN,TUN,2009,8,245,20,2.21
TUN,TUN,2009,7,232,16,2.26
TUN,TUN,2009,8,252,20,2.33
TUN,TUN,2009,5,202,10,2.39
TUN,TUN,2009,4,182,7,2.43
TUN,TUN,2009,4,182,7,2.43
TUN,TUN,2009,6,229,14,2.56
TUN,TUN,2009,6,233,14,2.67
TUN,TUN,2009,6,233,14,2.67
TUN,TUN,2009,6,233,14,2.67
TUN,TUN,2009,7,256,18,2.75
TUN,TUN,2009,8,269,20,2.83
TUN,TUN,2009,5,224,11,2.95
TUN,TUN,2009,6,257,15,3.23
TUN,TUN,2009,6,257,15,3.23
TUN,TUN,2009,7,280,20,3.29
TUN,TUN,2009,4,217,9,3.46
TUN,TUN,2009,9,327,29,3.48
TUN,TUN,2009,6,271,16,3.59
TUN,TUN,2009,9,342,31,3.82
TUN,TUN,2009,6,280,17,3.84
TUN,TUN,2009,6,280,17,3.84
TUN,TUN,2009,5,269,13,4.25
TUN,TUN,2009,5,269,13,4.25
TUN,TUN,2009,9,401,36,5.26
TUN,TUN,2009,8,402,32,5.95
WSU,WSU,2009,73,123,90,0.06
WSU,WSU,2009,62,133,83,0.08
WSU,WSU,2009,63,133,84,0.08
WSU,WSU,2009,62,135,84,0.09
WSU,WSU,2009,72,148,106,0.09
WSU,WSU,2009,60,140,84,0.10
WSU,WSU,2009,60,140,84,0.10
WSU,WSU,2009,64,149,95,0.10
WSU,WSU,2009,64,149,95,0.10
WSU,WSU,2009,67,153,103,0.10
WSU,WSU,2009,62,154,95,0.11
WSU,WSU,2009,70,163,114,0.11
WSU,WSU,2009,55,153,84,0.12
WSU,WSU,2009,58,154,90,0.12
WSU,WSU,2009,60,154,92,0.12
WSU,WSU,2009,62,158,98,0.12
WSU,WSU,2009,61,161,98,0.12
WSU,WSU,2009,61,161,98,0.12
WSU,WSU,2009,68,169,115,0.12
WSU,WSU,2009,74,170,126,0.12
WSU,WSU,2009,71,173,123,0.12
WSU,WSU,2009,64,166,106,0.13
WSU,WSU,2009,65,172,112,0.13
WSU,WSU,2009,68,173,118,0.13
WSU,WSU,2009,58,164,95,0.14
WSU,WSU,2009,60,168,101,0.14
WSU,WSU,2009,60,168,101,0.14
WSU,WSU,2009,63,176,111,0.14
WSU,WSU,2009,70,184,129,0.14
WSU,WSU,2009,48,157,76,0.15
WSU,WSU,2009,53,164,87,0.15
WSU,WSU,2009,58,169,98,0.15
WSU,WSU,2009,56,170,95,0.15
WSU,WSU,2009,61,174,106,0.15
WSU,WSU,2009,62,181,112,0.15
WSU,WSU,2009,66,182,120,0.15
WSU,WSU,2009,71,189,134,0.15
WSU,WSU,2009,56,175,98,0.16
WSU,WSU,2009,59,178,105,0.16
WSU,WSU,2009,59,180,106,0.16
WSU,WSU,2009,61,184,112,0.16
WSU,WSU,2009,61,184,112,0.16
WSU,WSU,2009,64,184,118,0.16
WSU,WSU,2009,63,187,118,0.16
WSU,WSU,2009,66,187,123,0.16
WSU,WSU,2009,66,187,123,0.16
WSU,WSU,2009,64,188,120,0.16
WSU,WSU,2009,67,192,129,0.16
WSU,WSU,2009,69,195,134,0.16
WSU,WSU,2009,56,180,101,0.17
WSU,WSU,2009,57,182,104,0.17
WSU,WSU,2009,62,190,118,0.17
WSU,WSU,2009,62,190,118,0.17
WSU,WSU,2009,63,192,121,0.17
WSU,WSU,2009,64,192,123,0.17
WSU,WSU,2009,64,194,124,0.17
WSU,WSU,2009,54,181,98,0.18
WSU,WSU,2009,56,185,104,0.18
WSU,WSU,2009,58,188,109,0.18
WSU,WSU,2009,59,190,112,0.18
WSU,WSU,2009,59,190,112,0.18
WSU,WSU,2009,60,191,115,0.18
WSU,WSU,2009,62,196,121,0.18
WSU,WSU,2009,66,199,132,0.18
WSU,WSU,2009,66,199,132,0.18
WSU,WSU,2009,56,192,108,0.19
WSU,WSU,2009,57,192,109,0.19
WSU,WSU,2009,58,193,112,0.19
WSU,WSU,2009,60,196,118,0.19
WSU,WSU,2009,62,199,123,0.19
WSU,WSU,2009,62,199,123,0.19
WSU,WSU,2009,62,199,123,0.19
WSU,WSU,2009,62,199,123,0.19
WSU,WSU,2009,65,202,132,0.19
WSU,WSU,2009,63,204,129,0.19
WSU,WSU,2009,66,208,137,0.19
WSU,WSU,2009,68,210,143,0.19
WSU,WSU,2009,69,211,146,0.19
WSU,WSU,2009,52,188,98,0.20
WSU,WSU,2009,58,198,115,0.20
WSU,WSU,2009,59,199,118,0.20
WSU,WSU,2009,62,203,126,0.20
WSU,WSU,2009,66,212,140,0.20
WSU,WSU,2009,56,200,112,0.21
WSU,WSU,2009,60,205,123,0.21
WSU,WSU,2009,61,211,129,0.21
WSU,WSU,2009,62,212,132,0.21
WSU,WSU,2009,64,214,137,0.21
WSU,WSU,2009,65,215,140,0.21
WSU,WSU,2009,65,215,140,0.21
WSU,WSU,2009,58,208,120,0.22
WSU,WSU,2009,60,210,126,0.22
WSU,WSU,2009,61,216,132,0.22
WSU,WSU,2009,65,220,143,0.22
WSU,WSU,2009,56,210,118,0.23
WSU,WSU,2009,56,210,118,0.23
WSU,WSU,2009,58,212,123,0.23
WSU,WSU,2009,61,220,134,0.23
WSU,WSU,2009,51,203,104,0.24
WSU,WSU,2009,60,219,132,0.24
WSU,WSU,2009,60,219,132,0.24
WSU,WSU,2009,60,229,137,0.26
WSU,WSU,2009,61,234,143,0.26
WSU,WSU,2009,56,225,126,0.27
WSU,WSU,2009,58,232,134,0.27
WSU,WSU,2009,64,241,154,0.27
WSU,WSU,2009,51,220,112,0.28
WSU,WSU,2009,60,261,157,0.33
WSU,WSU,2009,53,248,132,0.34
WSU,WSU,2009,56,300,168,0.47
AIR,AIRf,2010,50,123,62,0.09
AIR,AIRf,2010,63,138,87,0.09
AIR,AIRf,2010,67,146,98,0.09
AIR,AIRf,2010,73,153,112,0.09
AIR,AIRf,2010,48,131,63,0.11
AIR,AIRf,2010,63,156,98,0.11
AIR,AIRf,2010,42,133,56,0.12
AIR,AIRf,2010,46,135,62,0.12
AIR,AIRf,2010,54,150,81,0.12
AIR,AIRf,2010,64,162,104,0.12
AIR,AIRf,2010,68,165,112,0.12
AIR,AIRf,2010,69,166,115,0.12
AIR,AIRf,2010,79,181,143,0.12
AIR,AIRf,2010,65,172,112,0.13
AIR,AIRf,2010,68,173,118,0.13
AIR,AIRf,2010,68,173,118,0.13
AIR,AIRf,2010,58,164,95,0.14
AIR,AIRf,2010,62,172,106,0.14
AIR,AIRf,2010,66,178,118,0.14
AIR,AIRf,2010,67,180,120,0.14
AIR,AIRf,2010,85,198,168,0.14
AIR,AIRf,2010,44,150,66,0.15
AIR,AIRf,2010,54,168,91,0.15
AIR,AIRf,2010,63,178,112,0.15
AIR,AIRf,2010,62,181,112,0.15
AIR,AIRf,2010,67,184,123,0.15
AIR,AIRf,2010,68,185,126,0.15
AIR,AIRf,2010,68,185,126,0.15
AIR,AIRf,2010,69,191,132,0.15
AIR,AIRf,2010,70,192,134,0.15
AIR,AIRf,2010,113,240,272,0.15
AIR,AIRf,2010,56,175,98,0.16
AIR,AIRf,2010,67,188,126,0.16
AIR,AIRf,2010,67,192,129,0.16
AIR,AIRf,2010,69,195,134,0.16
AIR,AIRf,2010,71,197,140,0.16
AIR,AIRf,2010,112,250,280,0.16
AIR,AIRf,2010,114,250,286,0.16
AIR,AIRf,2010,123,259,319,0.16
AIR,AIRf,2010,60,184,111,0.17
AIR,AIRf,2010,61,188,115,0.17
AIR,AIRf,2010,64,192,123,0.17
AIR,AIRf,2010,67,196,132,0.17
AIR,AIRf,2010,70,200,140,0.17
AIR,AIRf,2010,71,205,146,0.17
AIR,AIRf,2010,84,223,188,0.17
AIR,AIRf,2010,103,242,249,0.17
AIR,AIRf,2010,106,251,266,0.17
AIR,AIRf,2010,109,252,274,0.17
AIR,AIRf,2010,114,260,297,0.17
AIR,AIRf,2010,115,260,300,0.17
AIR,AIRf,2010,118,261,308,0.17
AIR,AIRf,2010,43,163,70,0.18
AIR,AIRf,2010,49,171,84,0.18
AIR,AIRf,2010,66,199,132,0.18
AIR,AIRf,2010,71,209,148,0.18
AIR,AIRf,2010,87,232,202,0.18
AIR,AIRf,2010,130,284,370,0.18
AIR,AIRf,2010,140,292,409,0.18
AIR,AIRf,2010,47,173,81,0.19
AIR,AIRf,2010,66,208,137,0.19
AIR,AIRf,2010,67,209,140,0.19
AIR,AIRf,2010,69,211,146,0.19
AIR,AIRf,2010,76,221,168,0.19
AIR,AIRf,2010,82,229,188,0.19
AIR,AIRf,2010,84,233,196,0.19
AIR,AIRf,2010,85,234,199,0.19
AIR,AIRf,2010,90,243,218,0.19
AIR,AIRf,2010,96,251,241,0.19
AIR,AIRf,2010,113,270,305,0.19
AIR,AIRf,2010,133,297,395,0.19
AIR,AIRf,2010,44,172,76,0.20
AIR,AIRf,2010,45,174,78,0.20
AIR,AIRf,2010,62,208,129,0.20
AIR,AIRf,2010,64,208,133,0.20
AIR,AIRf,2010,70,216,151,0.20
AIR,AIRf,2010,72,222,160,0.20
AIR,AIRf,2010,84,237,199,0.20
AIR,AIRf,2010,60,205,123,0.21
AIR,AIRf,2010,68,222,151,0.21
AIR,AIRf,2010,76,232,176,0.21
AIR,AIRf,2010,87,248,216,0.21
AIR,AIRf,2010,90,255,230,0.21
AIR,AIRf,2010,93,256,238,0.21
AIR,AIRf,2010,95,259,246,0.21
AIR,AIRf,2010,95,262,249,0.21
AIR,AIRf,2010,103,269,277,0.21
AIR,AIRf,2010,108,280,302,0.21
AIR,AIRf,2010,45,184,83,0.22
AIR,AIRf,2010,63,218,137,0.22
AIR,AIRf,2010,67,221,148,0.22
AIR,AIRf,2010,71,229,162,0.22
AIR,AIRf,2010,78,244,190,0.22
AIR,AIRf,2010,84,250,210,0.22
AIR,AIRf,2010,56,210,118,0.23
AIR,AIRf,2010,78,248,193,0.23
AIR,AIRf,2010,83,253,210,0.23
AIR,AIRf,2010,68,235,160,0.24
AIR,AIRf,2010,69,235,162,0.24
AIR,AIRf,2010,69,239,165,0.24
AIR,AIRf,2010,89,271,241,0.24
AIR,AIRf,2010,90,271,244,0.24
AIR,AIRf,2010,95,277,263,0.24
AIR,AIRf,2010,99,283,280,0.24
AIR,AIRf,2010,109,295,322,0.24
AIR,AIRf,2010,54,213,115,0.25
AIR,AIRf,2010,68,239,162,0.25
AIR,AIRf,2010,68,239,162,0.25
AIR,AIRf,2010,68,239,162,0.25
AIR,AIRf,2010,102,296,302,0.25
AIR,AIRf,2010,64,236,151,0.26
AIR,AIRf,2010,68,243,165,0.26
AIR,AIRf,2010,57,231,132,0.27
AIR,AIRf,2010,66,246,162,0.27
AIR,AIRf,2010,51,220,112,0.28
AIR,AIRf,2010,41,205,84,0.30
AIR,AIRf,2010,46,219,101,0.31
AIR,AIRf,2010,72,276,199,0.31
AIR,AIRf,2010,67,280,188,0.34
AIR,AIRf,2010,45,243,109,0.38
AIR,AIRf,2010,67,330,221,0.48
AIR,AIRp,2010,49,80,39,0.04
AIR,AIRp,2010,64,92,59,0.04
AIR,AIRp,2010,53,116,62,0.07
AIR,AIRp,2010,36,101,36,0.08
AIR,AIRp,2010,65,129,84,0.08
AIR,AIRp,2010,82,145,119,0.08
AIR,AIRp,2010,52,135,70,0.10
AIR,AIRp,2010,60,140,84,0.10
AIR,AIRp,2010,65,146,95,0.10
AIR,AIRp,2010,64,149,95,0.10
AIR,AIRp,2010,67,150,101,0.10
AIR,AIRp,2010,50,137,69,0.11
AIR,AIRp,2010,52,140,73,0.11
AIR,AIRp,2010,52,140,73,0.11
AIR,AIRp,2010,54,145,78,0.11
AIR,AIRp,2010,80,175,140,0.11
AIR,AIRp,2010,30,112,34,0.12
AIR,AIRp,2010,30,112,34,0.12
AIR,AIRp,2010,45,137,62,0.12
AIR,AIRp,2010,50,140,70,0.12
AIR,AIRp,2010,50,146,73,0.12
AIR,AIRp,2010,70,168,118,0.12
AIR,AIRp,2010,80,184,147,0.12
AIR,AIRp,2010,106,211,224,0.12
AIR,AIRp,2010,51,148,76,0.13
AIR,AIRp,2010,66,174,115,0.13
AIR,AIRp,2010,80,185,148,0.13
AIR,AIRp,2010,44,146,64,0.14
AIR,AIRp,2010,108,223,241,0.14
AIR,AIRp,2010,110,227,249,0.14
AIR,AIRp,2010,84,207,174,0.15
AIR,AIRp,2010,104,229,238,0.15
AIR,AIRp,2010,55,173,95,0.16
AIR,AIRp,2010,56,175,98,0.16
AIR,AIRp,2010,58,179,104,0.16
AIR,AIRp,2010,61,184,112,0.16
AIR,AIRp,2010,64,184,118,0.16
AIR,AIRp,2010,104,237,246,0.16
AIR,AIRp,2010,40,154,62,0.17
AIR,AIRp,2010,63,191,120,0.17
AIR,AIRp,2010,64,192,123,0.17
AIR,AIRp,2010,100,238,238,0.17
AIR,AIRp,2010,68,206,140,0.18
AIR,AIRp,2010,78,219,171,0.18
AIR,AIRp,2010,30,140,42,0.19
AIR,AIRp,2010,48,175,84,0.19
AIR,AIRp,2010,56,190,106,0.19
AIR,AIRp,2010,57,192,109,0.19
AIR,AIRp,2010,57,192,109,0.19
AIR,AIRp,2010,64,201,129,0.19
AIR,AIRp,2010,68,210,143,0.19
AIR,AIRp,2010,72,218,157,0.19
AIR,AIRp,2010,110,267,294,0.19
AIR,AIRp,2010,51,187,95,0.20
AIR,AIRp,2010,53,190,101,0.20
AIR,AIRp,2010,62,203,126,0.20
AIR,AIRp,2010,61,204,125,0.20
AIR,AIRp,2010,65,211,137,0.20
AIR,AIRp,2010,82,239,196,0.20
AIR,AIRp,2010,90,249,224,0.20
AIR,AIRp,2010,60,205,123,0.21
AIR,AIRp,2010,67,217,146,0.21
AIR,AIRp,2010,75,231,174,0.21
AIR,AIRp,2010,62,214,133,0.22
AIR,AIRp,2010,72,233,168,0.22
AIR,AIRp,2010,75,235,176,0.22
AIR,AIRp,2010,78,244,190,0.22
AIR,AIRp,2010,82,249,204,0.22
AIR,AIRp,2010,83,250,207,0.22
AIR,AIRp,2010,32,157,50,0.23
AIR,AIRp,2010,44,185,81,0.23
AIR,AIRp,2010,46,189,87,0.23
AIR,AIRp,2010,49,197,97,0.23
AIR,AIRp,2010,56,210,118,0.23
AIR,AIRp,2010,70,232,162,0.23
AIR,AIRp,2010,36,171,62,0.24
AIR,AIRp,2010,42,187,78,0.24
AIR,AIRp,2010,48,198,95,0.24
AIR,AIRp,2010,72,241,174,0.24
AIR,AIRp,2010,51,209,106,0.25
AIR,AIRp,2010,69,243,168,0.25
AIR,AIRp,2010,33,170,56,0.26
AIR,AIRp,2010,33,170,56,0.26
AIR,AIRp,2010,33,170,56,0.26
AIR,AIRp,2010,64,236,151,0.26
AIR,AIRp,2010,78,262,204,0.26
AIR,AIRp,2010,47,208,98,0.27
AIR,AIRp,2010,60,233,140,0.27
AIR,AIRp,2010,32,175,56,0.28
AIR,AIRp,2010,36,187,67,0.28
AIR,AIRp,2010,40,196,78,0.28
AIR,AIRp,2010,44,204,90,0.28
AIR,AIRp,2010,51,225,115,0.29
AIR,AIRp,2010,63,249,157,0.29
AIR,AIRp,2010,46,219,101,0.31
AIR,AIRp,2010,44,223,98,0.33
AIR,AIRp,2010,33,221,73,0.43
AIR,AIRp,2010,28,210,59,0.46
AIR,AIRp,2010,38,265,101,0.54
BFR,BFR,2010,48,105,50,0.07
BFR,BFR,2010,42,107,45,0.08
BFR,BFR,2010,46,122,56,0.09
BFR,BFR,2010,46,122,56,0.09
BFR,BFR,2010,36,109,39,0.10
BFR,BFR,2010,48,128,62,0.10
BFR,BFR,2010,38,118,45,0.11
BFR,BFR,2010,42,133,56,0.12
BFR,BFR,2010,45,143,64,0.13
BFR,BFR,2010,45,143,64,0.13
BFR,BFR,2010,40,140,56,0.14
BFR,BFR,2010,48,152,73,0.14
BFR,BFR,2010,53,158,84,0.14
BFR,BFR,2010,53,158,84,0.14
BFR,BFR,2010,47,155,73,0.15
BFR,BFR,2010,45,156,70,0.16
BFR,BFR,2010,46,158,73,0.16
BFR,BFR,2010,48,163,78,0.16
BFR,BFR,2010,61,188,115,0.17
BFR,BFR,2010,36,148,53,0.18
BFR,BFR,2010,44,165,73,0.18
BFR,BFR,2010,44,165,73,0.18
BFR,BFR,2010,49,171,84,0.18
BFR,BFR,2010,42,167,70,0.19
BFR,BFR,2010,46,170,78,0.19
BFR,BFR,2010,46,170,78,0.19
BFR,BFR,2010,46,170,78,0.19
BFR,BFR,2010,49,177,87,0.19
BFR,BFR,2010,36,156,56,0.20
BFR,BFR,2010,47,179,84,0.20
BFR,BFR,2010,50,185,92,0.20
BFR,BFR,2010,35,160,56,0.21
BFR,BFR,2010,44,178,78,0.21
BFR,BFR,2010,46,183,84,0.21
BFR,BFR,2010,48,187,90,0.21
BFR,BFR,2010,48,187,90,0.21
BFR,BFR,2010,49,189,92,0.21
BFR,BFR,2010,43,179,77,0.22
BFR,BFR,2010,49,191,94,0.22
BFR,BFR,2010,52,202,105,0.23
BFR,BFR,2010,38,177,67,0.24
BFR,BFR,2010,41,184,76,0.24
BFR,BFR,2010,44,191,84,0.24
BFR,BFR,2010,44,191,84,0.24
BFR,BFR,2010,44,191,84,0.24
BFR,BFR,2010,46,195,90,0.24
BFR,BFR,2010,50,207,104,0.25
BFR,BFR,2010,34,173,59,0.26
BFR,BFR,2010,40,189,76,0.26
BFR,BFR,2010,41,191,78,0.26
BFR,BFR,2010,46,201,92,0.26
BFR,BFR,2010,51,214,109,0.26
BFR,BFR,2010,52,215,112,0.26
BFR,BFR,2010,61,234,143,0.26
BFR,BFR,2010,48,210,101,0.27
BFR,BFR,2010,44,204,90,0.28
BFR,BFR,2010,58,237,137,0.28
BFR,BFR,2010,46,213,98,0.29
BFR,BFR,2010,50,224,112,0.29
BFR,BFR,2010,52,226,118,0.29
BFR,BFR,2010,62,248,154,0.29
BFR,BFR,2010,40,203,81,0.30
BFR,BFR,2010,52,229,119,0.30
BFR,BFR,2010,56,237,133,0.30
BFR,BFR,2010,58,241,140,0.30
BFR,BFR,2010,61,248,151,0.30
BFR,BFR,2010,31,181,56,0.31
BFR,BFR,2010,46,219,101,0.31
BFR,BFR,2010,50,230,115,0.31
BFR,BFR,2010,41,212,87,0.32
BFR,BFR,2010,42,213,90,0.32
BFR,BFR,2010,42,213,90,0.32
BFR,BFR,2010,52,240,125,0.32
BFR,BFR,2010,61,257,157,0.32
BFR,BFR,2010,65,267,174,0.32
BFR,BFR,2010,48,233,112,0.33
BFR,BFR,2010,48,233,112,0.33
BFR,BFR,2010,53,243,129,0.33
BFR,BFR,2010,43,221,95,0.34
BFR,BFR,2010,46,231,106,0.34
BFR,BFR,2010,62,266,165,0.34
BFR,BFR,2010,64,271,174,0.34
BFR,BFR,2010,54,254,137,0.35
BFR,BFR,2010,47,238,112,0.36
BFR,BFR,2010,53,259,137,0.37
BFR,BFR,2010,54,259,140,0.37
BFR,BFR,2010,54,259,140,0.37
BFR,BFR,2010,28,190,53,0.38
BFR,BFR,2010,52,258,134,0.38
BFR,BFR,2010,41,232,95,0.39
BFR,BFR,2010,52,264,137,0.39
BFR,BFR,2010,45,249,112,0.40
BFR,BFR,2010,62,289,179,0.40
BFR,BFR,2010,31,208,64,0.41
BFR,BFR,2010,36,226,81,0.42
BFR,BFR,2010,46,256,118,0.42
BFR,BFR,2010,34,222,76,0.43
BFR,BFR,2010,41,246,101,0.43
BFR,BFR,2010,36,233,84,0.44
BFR,BFR,2010,35,240,84,0.48
BFR,BFR,2010,30,224,67,0.49
BFR,BFR,2010,38,250,95,0.49
BFR,BFR,2010,38,250,95,0.49
BFR,BFR,2010,39,258,101,0.50
BFR,BFR,2010,27,218,59,0.52
BFR,BFR,2010,42,273,115,0.52
BFR,BFR,2010,34,247,84,0.53
BFR,BFR,2010,37,257,95,0.53
BFR,BFR,2010,28,250,70,0.66
BFR,BFR,2010,40,308,123,0.70
BSW,BSW,2010,78,97,76,0.04
BSW,BSW,2010,78,136,106,0.07
BSW,BSW,2010,60,131,78,0.08
BSW,BSW,2010,56,135,76,0.10
BSW,BSW,2010,57,138,78,0.10
BSW,BSW,2010,70,152,106,0.10
BSW,BSW,2010,66,153,101,0.10
BSW,BSW,2010,73,161,118,0.10
BSW,BSW,2010,58,145,84,0.11
BSW,BSW,2010,58,150,87,0.11
BSW,BSW,2010,59,152,90,0.11
BSW,BSW,2010,76,169,129,0.11
BSW,BSW,2010,57,152,87,0.12
BSW,BSW,2010,55,153,84,0.12
BSW,BSW,2010,60,159,95,0.12
BSW,BSW,2010,54,156,84,0.13
BSW,BSW,2010,57,157,90,0.13
BSW,BSW,2010,55,158,87,0.13
BSW,BSW,2010,58,159,92,0.13
BSW,BSW,2010,62,163,101,0.13
BSW,BSW,2010,62,163,101,0.13
BSW,BSW,2010,64,166,106,0.13
BSW,BSW,2010,62,167,104,0.13
BSW,BSW,2010,66,170,112,0.13
BSW,BSW,2010,51,154,78,0.14
BSW,BSW,2010,52,156,81,0.14
BSW,BSW,2010,54,161,87,0.14
BSW,BSW,2010,54,161,87,0.14
BSW,BSW,2010,58,164,95,0.14
BSW,BSW,2010,58,164,95,0.14
BSW,BSW,2010,56,165,92,0.14
BSW,BSW,2010,56,165,92,0.14
BSW,BSW,2010,62,172,106,0.14
BSW,BSW,2010,62,172,106,0.14
BSW,BSW,2010,68,181,123,0.14
BSW,BSW,2010,76,188,143,0.14
BSW,BSW,2010,80,196,157,0.14
BSW,BSW,2010,53,164,87,0.15
BSW,BSW,2010,54,166,90,0.15
BSW,BSW,2010,55,168,92,0.15
BSW,BSW,2010,59,171,101,0.15
BSW,BSW,2010,58,174,101,0.15
BSW,BSW,2010,58,174,101,0.15
BSW,BSW,2010,60,177,106,0.15
BSW,BSW,2010,63,182,115,0.15
BSW,BSW,2010,70,188,132,0.15
BSW,BSW,2010,70,188,132,0.15
BSW,BSW,2010,51,165,84,0.16
BSW,BSW,2010,52,167,87,0.16
BSW,BSW,2010,55,173,95,0.16
BSW,BSW,2010,56,175,98,0.16
BSW,BSW,2010,61,184,112,0.16
BSW,BSW,2010,65,185,120,0.16
BSW,BSW,2010,68,189,129,0.16
BSW,BSW,2010,65,190,123,0.16
BSW,BSW,2010,68,193,132,0.16
BSW,BSW,2010,75,202,151,0.16
BSW,BSW,2010,56,180,101,0.17
BSW,BSW,2010,66,195,129,0.17
BSW,BSW,2010,78,215,168,0.17
BSW,BSW,2010,55,183,101,0.18
BSW,BSW,2010,58,188,109,0.18
BSW,BSW,2010,59,190,112,0.18
BSW,BSW,2010,63,196,123,0.18
BSW,BSW,2010,67,205,137,0.18
BSW,BSW,2010,70,208,146,0.18
BSW,BSW,2010,72,210,151,0.18
BSW,BSW,2010,51,181,92,0.19
BSW,BSW,2010,52,183,95,0.19
BSW,BSW,2010,52,183,95,0.19
BSW,BSW,2010,52,183,95,0.19
BSW,BSW,2010,54,187,101,0.19
BSW,BSW,2010,57,192,109,0.19
BSW,BSW,2010,59,195,115,0.19
BSW,BSW,2010,60,196,118,0.19
BSW,BSW,2010,54,192,104,0.20
BSW,BSW,2010,60,201,120,0.20
BSW,BSW,2010,64,210,134,0.20
BSW,BSW,2010,52,194,101,0.21
BSW,BSW,2010,58,203,118,0.21
BSW,BSW,2010,58,203,118,0.21
BSW,BSW,2010,60,205,123,0.21
BSW,BSW,2010,68,222,151,0.21
BSW,BSW,2010,53,198,105,0.22
BSW,BSW,2010,53,201,106,0.22
BSW,BSW,2010,54,202,109,0.22
BSW,BSW,2010,55,204,112,0.22
BSW,BSW,2010,55,204,112,0.22
BSW,BSW,2010,46,189,87,0.23
BSW,BSW,2010,53,203,108,0.23
BSW,BSW,2010,48,198,95,0.24
BSW,BSW,2010,55,214,118,0.24
BSW,BSW,2010,59,218,129,0.24
BSW,BSW,2010,57,221,126,0.25
BSW,BSW,2010,60,224,134,0.25
BSW,BSW,2010,68,247,168,0.26
BSW,BSW,2010,49,217,106,0.28
BSW,BSW,2010,60,238,143,0.28
BSW,BSW,2010,44,207,91,0.29
BSW,BSW,2010,48,216,104,0.29
BSW,BSW,2010,60,243,146,0.29
BSW,BSW,2010,61,243,148,0.29
BSW,BSW,2010,56,240,134,0.30
BSW,BSW,2010,61,248,151,0.30
BSW,BSW,2010,46,219,101,0.31
BSW,BSW,2010,54,238,129,0.31
BSW,BSW,2010,61,257,157,0.32
BSW,BSW,2010,54,249,134,0.34
BSW,BSW,2010,61,266,162,0.34
BSW,BSW,2010,44,229,101,0.35
BWP,BWP,2010,25,67,17,0.05
BWP,BWP,2010,16,61,10,0.07
BWP,BWP,2010,20,76,15,0.08
BWP,BWP,2010,19,77,15,0.09
BWP,BWP,2010,36,107,39,0.09
BWP,BWP,2010,18,78,14,0.10
BWP,BWP,2010,43,119,50,0.10
BWP,BWP,2010,76,166,126,0.11
BWP,BWP,2010,84,180,151,0.11
BWP,BWP,2010,48,146,70,0.13
BWP,BWP,2010,72,175,126,0.13
BWP,BWP,2010,74,189,140,0.14
BWP,BWP,2010,73,192,140,0.15
BWP,BWP,2010,76,199,151,0.15
BWP,BWP,2010,48,163,78,0.16
BWP,BWP,2010,49,166,81,0.16
BWP,BWP,2010,76,203,154,0.16
BWP,BWP,2010,54,181,98,0.18
BWP,BWP,2010,66,204,134,0.18
BWP,BWP,2010,66,204,134,0.18
BWP,BWP,2010,45,174,78,0.20
BWP,BWP,2010,74,235,174,0.22
BWP,BWP,2010,23,134,31,0.23
BWP,BWP,2010,32,159,51,0.23
BWP,BWP,2010,50,196,98,0.23
BWP,BWP,2010,49,200,98,0.24
BWP,BWP,2010,59,218,129,0.24
BWP,BWP,2010,68,239,162,0.25
BWP,BWP,2010,29,159,46,0.26
BWP,BWP,2010,47,203,95,0.26
BWP,BWP,2010,46,207,95,0.27
BWP,BWP,2010,44,204,90,0.28
BWP,BWP,2010,29,168,49,0.29
BWP,BWP,2010,50,224,112,0.29
BWP,BWP,2010,50,224,112,0.29
BWP,BWP,2010,24,157,38,0.30
BWP,BWP,2010,48,222,106,0.30
BWP,BWP,2010,54,233,126,0.30
BWP,BWP,2010,54,238,129,0.31
BWP,BWP,2010,25,166,41,0.32
BWP,BWP,2010,31,184,56,0.32
BWP,BWP,2010,52,237,123,0.32
BWP,BWP,2010,25,170,43,0.34
BWP,BWP,2010,26,174,45,0.34
BWP,BWP,2010,32,194,62,0.35
BWP,BWP,2010,28,185,52,0.36
BWP,BWP,2010,29,188,55,0.36
BWP,BWP,2010,45,236,106,0.37
BWP,BWP,2010,51,253,129,0.37
BWP,BWP,2010,25,180,45,0.38
BWP,BWP,2010,46,243,112,0.38
BWP,BWP,2010,24,181,43,0.40
BWP,BWP,2010,26,188,49,0.40
BWP,BWP,2010,32,208,67,0.40
BWP,BWP,2010,42,240,101,0.40
