site,group,date,year,zone,sample,weight,depth,density,swe,htc
T12,3,20150226,2015,Deflation,23,425,37,322,119,0.82
T12,3,20150226,2015,Deflation,21,500,41,341,140,0.84
T12,3,20150226,2015,Deflation,18,450,37,340,126,0.92
T12,3,20150226,2015,Deflation,24,490,39,352,137,0.93
T12,3,20150226,2015,Deflation,16,400,34,329,112,0.94
T12,3,20150226,2015,Deflation,13,325,29,314,91,1.00
T12,3,20150226,2015,Deflation,14,300,26,323,84,1.18
T12,3,20150226,2015,Deflation,7,200,18,311,56,1.58
T12,3,20150226,2015,Deflation,9,225,19,332,63,1.70
T12,3,20150226,2015,Deflation,12,150,14,300,42,1.89
T12,3,20150226,2015,Deflation,2,210,17,346,59,2.07
T12,3,20150226,2015,Deflation,11,160,14,320,45,2.15
T12,3,20150226,2015,Deflation,6,180,15,336,50,2.21
T12,3,20150226,2015,Deflation,8,200,16,350,56,2.25
T12,3,20150226,2015,Deflation,5,220,17,362,62,2.27
T12,3,20150226,2015,Deflation,10,190,15,355,53,2.46
T12,3,20150226,2015,Deflation,1,250,17,412,70,2.93
T12,3,20150226,2015,Deflation,3,175,13,377,49,3.21
T12,3,20150226,2015,Deflation,4,200,12,467,56,5.33
T12,1,20150226,2015,Drift,10,1100,104,296,308,0.25
T12,1,20150226,2015,Drift,1,1225,108,318,343,0.27
T12,3,20150226,2015,Drift,11,1020,95,301,286,0.28
T12,1,20150226,2015,Drift,12,1210,106,320,339,0.28
T12,3,20150226,2015,Drift,3,1100,99,311,308,0.29
T12,3,20150226,2015,Drift,1,750,75,280,210,0.31
T12,3,20150226,2015,Drift,10,1160,100,325,325,0.31
T12,1,20150226,2015,Drift,2,1200,102,329,336,0.31
T12,1,20150226,2015,Drift,4,1150,99,325,322,0.31
T12,3,20150226,2015,Drift,9,1000,90,311,280,0.32
T12,1,20150226,2015,Drift,13,1025,91,315,287,0.32
T12,1,20150226,2015,Drift,3,1200,101,333,336,0.32
T12,1,20150226,2015,Drift,9,950,86,309,266,0.33
T12,3,20150226,2015,Drift,4,1175,99,332,329,0.33
T12,3,20150226,2015,Drift,8,990,88,315,277,0.33
T12,3,20150226,2015,Drift,7,1110,94,331,311,0.34
T12,1,20150226,2015,Drift,11,1300,104,350,364,0.35
T12,1,20150226,2015,Drift,5,1125,93,339,315,0.36
T12,1,20150226,2015,Drift,7,1075,90,334,301,0.37
T12,3,20150226,2015,Drift,6,1040,88,331,291,0.37
T12,3,20150226,2015,Drift,5,940,82,321,263,0.37
T12,1,20150226,2015,Drift,6,1100,91,338,308,0.37
T12,1,20150226,2015,Drift,8,1110,90,345,311,0.39
T12,3,20150226,2015,Drift,2,1040,84,347,291,0.42
T12,1,20150226,2015,Drift,14,1000,80,350,280,0.45
T12,2,20150226,2015,Island,18,810,92,246,227,0.19
T12,2,20150226,2015,Island,23,920,93,277,258,0.24
T12,2,20150226,2015,Island,19,700,77,254,196,0.25
T12,2,20150226,2015,Island,22,960,95,283,269,0.25
T12,2,20150226,2015,Island,17,940,92,286,263,0.26
T12,2,20150226,2015,Island,14,880,88,280,246,0.26
T12,2,20150226,2015,Island,4,520,61,239,146,0.27
T12,2,20150226,2015,Island,21,1020,95,301,286,0.28
T12,2,20150226,2015,Island,16,1040,96,303,291,0.28
T12,2,20150226,2015,Island,20,1000,90,311,280,0.32
T12,2,20150226,2015,Island,25,750,74,284,210,0.32
T12,2,20150226,2015,Island,24,1040,92,316,291,0.32
T12,2,20150226,2015,Island,15,1160,98,331,325,0.33
T12,2,20150226,2015,Island,13,900,82,307,252,0.34
T12,2,20150226,2015,Island,3,510,56,255,143,0.34
T12,2,20150226,2015,Island,10,1030,88,328,288,0.36
T12,2,20150226,2015,Island,7,1040,88,331,291,0.37
T12,2,20150226,2015,Island,11,1015,86,330,284,0.37
T12,2,20150226,2015,Island,6,1060,88,337,297,0.38
T12,2,20150226,2015,Island,8,1080,89,340,302,0.38
T12,2,20150226,2015,Island,5,1040,86,339,291,0.39
T12,2,20150226,2015,Island,9,1140,91,351,319,0.40
T12,2,20150226,2015,Island,1,640,61,294,179,0.42
T12,2,20150226,2015,Island,2,520,53,275,146,0.42
T12,2,20150226,2015,Island,12,980,80,343,274,0.43
T12,1,20150226,2015,Windward,19,450,57,221,126,0.25
T12,1,20150226,2015,Windward,20,675,70,270,189,0.31
T12,1,20150226,2015,Windward,21,575,57,282,161,0.41
T12,1,20150226,2015,Windward,2,450,46,274,126,0.48
T12,1,20150226,2015,Windward,25,500,49,286,140,0.49
T12,1,20150226,2015,Windward,22,650,58,314,182,0.50
T12,1,20150226,2015,Windward,23,650,56,325,182,0.55
T12,1,20150226,2015,Windward,18,550,50,308,154,0.56
T12,1,20150226,2015,Windward,24,590,52,318,165,0.57
T12,1,20150226,2015,Windward,16,275,31,248,77,0.58
T12,1,20150226,2015,Windward,3,500,46,304,140,0.59
T12,1,20150226,2015,Windward,5,500,46,304,140,0.59
T12,1,20150226,2015,Windward,10,350,36,272,98,0.60
T12,1,20150226,2015,Windward,7,600,49,343,168,0.71
T12,1,20150226,2015,Windward,1,550,46,335,154,0.72
T12,1,20150226,2015,Windward,11,425,38,313,119,0.76
T12,1,20150226,2015,Windward,4,560,45,348,157,0.79
T12,1,20150226,2015,Windward,8,490,41,335,137,0.80
T12,1,20150226,2015,Windward,6,550,44,350,154,0.82
T12,1,20150226,2015,Windward,12,425,37,322,119,0.82
T12,1,20150226,2015,Windward,17,525,42,350,147,0.86
T12,1,20150226,2015,Windward,13,525,41,358,147,0.92
T12,1,20150226,2015,Windward,9,300,28,300,84,0.94
T12,1,20150226,2015,Windward,15,300,28,300,84,0.94
T12,1,20150226,2015,Windward,14,480,38,354,134,0.97
T13,2,20150226,2015,Deflation,11,450,42,300,126,0.63
T13,2,20150226,2015,Deflation,12,660,53,349,185,0.67
T13,2,20150226,2015,Deflation,7,350,33,297,98,0.79
T13,2,20150226,2015,Deflation,10,400,36,311,112,0.79
T13,2,20150226,2015,Deflation,9,400,34,329,112,0.94
T13,2,20150226,2015,Deflation,6,450,35,360,126,1.09
T13,2,20150226,2015,Deflation,17,380,31,343,106,1.12
T13,2,20150226,2015,Deflation,18,400,32,350,112,1.13
T13,2,20150226,2015,Deflation,8,300,26,323,84,1.18
T13,2,20150226,2015,Deflation,4,255,23,310,71,1.23
T13,2,20150226,2015,Deflation,24,490,35,392,137,1.29
T13,2,20150226,2015,Deflation,16,300,25,336,84,1.33
T13,2,20150226,2015,Deflation,5,450,32,394,126,1.42
T13,2,20150226,2015,Deflation,22,300,24,350,84,1.50
T13,2,20150226,2015,Deflation,23,460,31,415,129,1.64
T13,2,20150226,2015,Deflation,21,160,15,299,45,1.75
T13,2,20150226,2015,Deflation,20,260,20,364,73,1.95
T13,2,20150226,2015,Deflation,14,175,15,327,49,2.09
T13,2,20150226,2015,Deflation,13,160,14,320,45,2.15
T13,2,20150226,2015,Deflation,15,220,16,385,62,2.72
T13,2,20150226,2015,Deflation,19,240,16,420,67,3.24
T13,2,20150226,2015,Deflation,3,160,11,407,45,4.43
T13,2,20150226,2015,Deflation,2,95,7,380,27,6.06
T13,2,20150226,2015,Deflation,1,145,9,451,41,6.65
T13,3,20150226,2015,Drift,9,1300,124,293,364,0.20
T13,3,20150226,2015,Drift,4,1100,108,285,308,0.22
T13,3,20150226,2015,Drift,6,1540,132,327,431,0.24
T13,1,20150226,2015,Drift,1,2550,184,388,714,0.24
T13,3,20150226,2015,Drift,7,1700,138,345,476,0.25
T13,1,20150226,2015,Drift,4,2620,183,401,733,0.26
T13,1,20150226,2015,Drift,5,2620,182,403,733,0.26
T13,1,20150226,2015,Drift,3,2650,182,408,742,0.27
T13,2,20150226,2015,Drift,8,1250,110,318,350,0.27
T13,2,20150226,2015,Drift,10,1100,100,308,308,0.28
T13,3,20150226,2015,Drift,10,1700,130,366,476,0.30
T13,3,20150226,2015,Drift,5,1400,114,344,392,0.30
T13,3,20150226,2015,Drift,8,1550,122,356,434,0.30
T13,1,20150226,2015,Drift,2,2980,184,453,834,0.33
T13,3,20150226,2015,Drift,3,1200,100,336,336,0.33
T13,3,20150226,2015,Drift,1,900,80,315,252,0.36
T13,3,20150226,2015,Drift,2,1150,94,342,322,0.37
T13,2,20150226,2015,Drift,9,1120,87,360,314,0.44
T13,2,20150226,2015,Drift,4,980,79,347,274,0.45
T13,2,20150226,2015,Drift,3,1000,78,359,280,0.49
T13,2,20150226,2015,Drift,5,1100,83,371,308,0.49
T13,2,20150226,2015,Drift,2,860,70,344,241,0.50
T13,2,20150226,2015,Drift,1,840,66,356,235,0.57
T13,2,20150226,2015,Drift,7,1240,84,413,347,0.60
T13,2,20150226,2015,Drift,6,1500,88,477,420,0.76
T13,1,20150226,2015,Island,12,490,126,109,137,0.03
T13,1,20150226,2015,Island,10,450,108,117,126,0.04
T13,1,20150226,2015,Island,3,750,136,154,210,0.05
T13,1,20150226,2015,Island,6,725,126,161,203,0.06
T13,1,20150226,2015,Island,13,290,66,123,81,0.07
T13,1,20150226,2015,Island,4,800,128,175,224,0.07
T13,1,20150226,2015,Island,17,480,91,148,134,0.07
T13,1,20150226,2015,Island,18,590,100,165,165,0.08
T13,1,20150226,2015,Island,5,1000,142,197,280,0.08
T13,1,20150226,2015,Island,2,1025,131,219,287,0.11
T13,1,20150226,2015,Island,11,940,123,214,263,0.11
T13,1,20150226,2015,Island,14,440,68,181,123,0.14
T13,1,20150226,2015,Island,20,600,78,215,168,0.17
T13,1,20150226,2015,Island,22,870,99,246,244,0.18
T13,1,20150226,2015,Island,1,1350,132,286,378,0.18
T13,1,20150226,2015,Island,24,900,100,252,252,0.19
T13,1,20150226,2015,Island,7,400,57,196,112,0.20
T13,1,20150226,2015,Island,23,930,97,268,260,0.22
T13,1,20150226,2015,Island,25,1050,103,285,294,0.23
T13,1,20150226,2015,Island,19,850,88,270,238,0.24
T13,1,20150226,2015,Island,8,460,58,222,129,0.25
T13,1,20150226,2015,Island,16,640,72,249,179,0.25
T13,1,20150226,2015,Island,21,490,56,245,137,0.32
T13,1,20150226,2015,Island,15,600,62,271,168,0.35
T13,1,20150226,2015,Island,9,250,24,292,70,1.04
T13,3,20150226,2015,Windward,13,320,35,256,90,0.55
T13,3,20150226,2015,Windward,22,360,36,280,101,0.64
T13,3,20150226,2015,Windward,15,260,28,260,73,0.71
T13,3,20150226,2015,Windward,12,380,36,295,106,0.71
T13,3,20150226,2015,Windward,10,340,33,288,95,0.74
T13,3,20150226,2015,Windward,11,390,36,303,109,0.75
T13,3,20150226,2015,Windward,23,305,30,285,85,0.79
T13,3,20150226,2015,Windward,20,260,26,280,73,0.89
T13,3,20150226,2015,Windward,21,260,26,280,73,0.89
T13,3,20150226,2015,Windward,19,190,21,253,53,0.90
T13,3,20150226,2015,Windward,18,250,25,280,70,0.92
T13,3,20150226,2015,Windward,24,320,28,320,90,1.07
T13,3,20150226,2015,Windward,14,210,21,280,59,1.10
T13,3,20150226,2015,Windward,3,170,18,264,48,1.14
T13,3,20150226,2015,Windward,2,180,17,296,50,1.52
T13,3,20150226,2015,Windward,17,140,13,301,39,2.06
T13,3,20150226,2015,Windward,16,230,18,358,64,2.09
T13,3,20150226,2015,Windward,8,270,20,378,76,2.10
T13,3,20150226,2015,Windward,9,350,23,426,98,2.32
T13,3,20150226,2015,Windward,7,300,19,442,84,3.02
T13,3,20150226,2015,Windward,25,150,11,382,42,3.89
T13,3,20150226,2015,Windward,6,250,13,538,70,6.55
TIS,3,20150214,2015,Deflation,9,800,94,238,224,0.18
TIS,3,20150214,2015,Deflation,10,800,94,238,224,0.18
TIS,3,20150214,2015,Deflation,2,875,98,250,245,0.19
TIS,3,20150214,2015,Deflation,6,850,92,259,238,0.21
TIS,3,20150214,2015,Deflation,7,950,98,271,266,0.22
TIS,3,20150214,2015,Deflation,3,1050,100,294,294,0.25
TIS,3,20150214,2015,Deflation,11,1050,98,300,294,0.27
TIS,3,20150214,2015,Deflation,8,1100,100,308,308,0.28
TIS,3,20150214,2015,Deflation,1,1150,98,329,322,0.32
TIS,3,20150214,2015,Deflation,5,850,80,297,238,0.33
TIS,3,20150214,2015,Deflation,4,900,78,323,252,0.39
TIS,5,20150214,2015,Drift,4,2520,245,288,705,0.10
TIS,5,20150214,2015,Drift,11,3180,246,362,890,0.16
TIS,5,20150214,2015,Drift,3,3150,244,361,882,0.16
TIS,5,20150214,2015,Drift,8,3060,236,363,857,0.16
TIS,5,20150214,2015,Drift,9,3130,238,368,876,0.17
TIS,5,20150214,2015,Drift,10,3320,244,381,929,0.17
TIS,5,20150214,2015,Drift,2,3300,242,382,924,0.18
TIS,5,20150214,2015,Drift,7,3550,254,391,994,0.18
TIS,5,20150214,2015,Drift,6,3150,232,380,882,0.18
TIS,5,20150214,2015,Drift,5,3160,232,381,885,0.18
TIS,5,20150214,2015,Drift,12,3420,234,409,957,0.21
TIS,5,20150214,2015,Drift,1,3600,236,427,1008,0.23
TIS,2,20150214,2015,Drift,9,3200,202,443,896,0.29
TIS,2,20150214,2015,Drift,6,3180,200,445,890,0.29
TIS,2,20150214,2015,Drift,2,3200,199,450,896,0.30
TIS,2,20150214,2015,Drift,10,3290,202,456,921,0.30
TIS,2,20150214,2015,Drift,7,3280,201,457,918,0.31
TIS,2,20150214,2015,Drift,5,3380,204,464,946,0.31
TIS,2,20150214,2015,Drift,3,3270,199,460,915,0.31
TIS,2,20150214,2015,Drift,11,3340,201,465,935,0.32
TIS,2,20150214,2015,Drift,8,3420,204,469,957,0.32
TIS,2,20150214,2015,Drift,4,3430,201,478,960,0.33
TIS,2,20150214,2015,Drift,1,4040,192,589,1131,0.53
TIS,4,20150214,2015,Island,7,1650,140,330,462,0.23
TIS,4,20150214,2015,Island,9,1500,130,323,420,0.24
TIS,4,20150214,2015,Island,2,1700,140,340,476,0.24
TIS,4,20150214,2015,Island,3,1700,140,340,476,0.24
TIS,4,20150214,2015,Island,8,1700,140,340,476,0.24
TIS,4,20150214,2015,Island,10,1600,130,345,448,0.27
TIS,4,20150214,2015,Island,4,1680,132,356,470,0.28
TIS,4,20150214,2015,Island,11,1650,130,355,462,0.29
TIS,4,20150214,2015,Island,6,1550,124,350,434,0.29
TIS,4,20150214,2015,Island,5,1700,129,369,476,0.31
TIS,4,20150214,2015,Island,1,1800,132,382,504,0.32
TIS,1,20150214,2015,Windward,4,350,41,239,98,0.41
TIS,1,20150214,2015,Windward,3,250,31,226,70,0.48
TIS,1,20150214,2015,Windward,5,390,39,280,109,0.59
TIS,1,20150214,2015,Windward,9,240,28,240,67,0.60
TIS,1,20150214,2015,Windward,10,300,31,271,84,0.70
TIS,1,20150214,2015,Windward,6,400,36,311,112,0.79
TIS,1,20150214,2015,Windward,8,260,27,270,73,0.79
TIS,1,20150214,2015,Windward,11,260,27,270,73,0.79
TIS,1,20150214,2015,Windward,1,200,22,254,56,0.87
TIS,1,20150214,2015,Windward,7,200,22,254,56,0.87
TIS,1,20150214,2015,Windward,2,300,28,300,84,0.94
