site,site2,zone,group,date,year,time,sample,weight,depth,density,swe,htc
T14,T14w,Windward,3,20130217,2013,10:05,43,178,23,216.6542245,49.83047164,0.600003547
T14,T14w,Windward,4,20130217,2013,10:05,4,140,18,217.7361432,39.19250578,0.774347458
T14,T14w,Windward,4,20130217,2013,10:05,9,130,17,214.0767123,36.39304108,0.792569329
T14,T14w,Windward,4,20130217,2013,10:05,14,120,17,197.6092728,33.59357638,0.675325345
T14,T14w,Windward,4,20130217,2013,10:05,19,140,22,178.1477536,39.19250578,0.424116677
T14,T14w,Windward,4,20130217,2013,10:05,24,150,24,174.9665437,41.99197048,0.37501282
T14,T14w,Windward,4,20130217,2013,10:05,29,160,27,165.8942044,44.79143518,0.299671881
T14,T14w,Windward,4,20130217,2013,10:05,34,150,24,174.9665437,41.99197048,0.37501282
T14,T14w,Windward,4,20130217,2013,10:05,39,170,25,190.3635995,47.59089988,0.426162408
T14,T14w,Windward,4,20130217,2013,10:05,44,240,32,209.9598524,67.18715277,0.405013845
T14,T14w,Windward,5,20130217,2013,10:05,5,120,17,197.6092728,33.59357638,0.675325345
T14,T14w,Windward,5,20130217,2013,10:05,10,120,18,186.6309799,33.59357638,0.568908337
T14,T14w,Windward,5,20130217,2013,10:05,15,123,18,191.2967544,34.43341579,0.597709321
T14,T14w,Windward,5,20130217,2013,10:05,20,113,18,175.7441728,31.6339511,0.504471566
T14,T14w,Windward,5,20130217,2013,10:05,25,183,22,232.8645636,51.23020399,0.724655275
T14,T14w,Windward,5,20130217,2013,10:05,30,142,21,189.2971368,39.75239872,0.501667684
T14,T14w,Windward,5,20130217,2013,10:05,35,178,23,216.6542245,49.83047164,0.600003547
T14,T14w,Windward,5,20130217,2013,10:05,40,200,22,254.4967908,55.98929397,0.865544239
T14,T14w,Windward,5,20130217,2013,10:05,45,190,23,231.2601273,53.18982927,0.683629846
TIS,TISd,Deflation,1,20130220,2013,1100,1,1630,137,333.074997,456.3127459,0.238073375
TIS,TISd,Deflation,1,20130220,2013,1100,2,1800,155,325.0991263,503.9036458,0.200469006
TIS,TISd,Deflation,1,20130220,2013,1100,3,1760,155,317.8747013,492.705787,0.191658269
TIS,TISd,Deflation,1,20130220,2013,1100,4,1800,158,318.9263581,503.9036458,0.189265332
TIS,TISd,Deflation,1,20130220,2013,1100,5,1950,158,345.5035546,545.8956162,0.222123896
TIS,TISd,Deflation,1,20130220,2013,1100,6,1850,146,354.7266913,517.9009693,0.253385764
TIS,TISd,Deflation,1,20130220,2013,1100,7,1720,145,332.0744332,481.5079282,0.223588884
TIS,TISd,Deflation,1,20130220,2013,1100,8,1800,154,327.2101596,503.9036458,0.20439966
TIS,TISd,Deflation,1,20130220,2013,1100,9,1925,159,338.9289022,538.8969545,0.212406311
TIS,TISd,Deflation,1,20130220,2013,1100,10,1875,154,340.8439162,524.899631,0.221787825
TIS,TISd,Deflation,1,20130220,2013,1100,11,1520,133,319.9388227,425.5186342,0.226271353
TIS,TISd,Deflation,1,20130220,2013,1100,12,1322,120,308.4076943,370.0892332,0.233032499
TIS,TISd,Deflation,1,20130220,2013,1100,13,1315,121,304.2393454,368.1296079,0.224901688
TIS,TISd,Deflation,1,20130220,2013,1100,14,1540,136,316.9982085,431.1175636,0.217231118
TIS,TISd,Deflation,1,20130220,2013,1100,15,1740,147,331.3652092,487.1068576,0.219605804
TIS,TISc,TreeIsland,2,20130220,2013,1005,1,2285,172,371.90563,639.6776836,0.236420096
TIS,TISc,TreeIsland,2,20130220,2013,1005,2,2340,180,363.9304108,655.0747395,0.216327395
TIS,TISc,TreeIsland,2,20130220,2013,1005,3,2340,176,372.2015565,655.0747395,0.231414748
TIS,TISc,TreeIsland,2,20130220,2013,1005,4,2460,190,362.4570084,688.6683159,0.203285655
TIS,TISc,TreeIsland,2,20130220,2013,1005,5,2400,179,375.3472222,671.8715277,0.231398592
TIS,TISc,TreeIsland,2,20130220,2013,1005,6,2520,172,410.1541303,705.4651041,0.287549795
TIS,TISc,TreeIsland,2,20130220,2013,1005,7,2360,190,347.7229836,660.6736689,0.187094286
TIS,TISc,TreeIsland,2,20130220,2013,1005,8,2220,173,359.2376665,621.4811631,0.219313295
TIS,TISc,TreeIsland,2,20130220,2013,1005,9,2260,179,353.4519675,632.6790219,0.205189487
TIS,TISc,TreeIsland,2,20130220,2013,1005,10,2120,188,315.6843171,593.4865161,0.155845941
TIS,TISc,TreeIsland,2,20130220,2013,1005,11,2400,189,355.4875808,671.8715277,0.196577765
TIS,TISc,TreeIsland,2,20130220,2013,1005,12,2620,192,382.010287,733.4597511,0.22345816
TIS,TISc,TreeIsland,2,20130220,2013,1005,13,2100,191,307.794548,587.8875867,0.145826284
TIS,TISc,TreeIsland,2,20130220,2013,1005,14,2440,194,352.0976219,683.0693865,0.187876207
TIS,TISc,TreeIsland,2,20130220,2013,1005,15,2390,194,344.8825067,669.072063,0.180255254
TIS,TISd,Deflation,3,20130220,2013,905,1,1300,131,277.8094739,363.9304108,0.173208874
TIS,TISd,Deflation,3,20130220,2013,905,2,1550,130,333.7823295,433.9170283,0.251959455
TIS,TISd,Deflation,3,20130220,2013,905,3,1620,145,312.7677801,453.5132812,0.198345953
TIS,TISd,Deflation,3,20130220,2013,905,4,1600,142,315.4326421,447.9143518,0.206002387
TIS,TISd,Deflation,3,20130220,2013,905,5,1560,142,307.5468261,436.716493,0.195831019
TIS,TISd,Deflation,3,20130220,2013,905,6,1450,132,307.5169555,405.9223813,0.210625783
TIS,TISd,Deflation,3,20130220,2013,905,7,1550,131,331.2343727,433.9170283,0.246233326
TIS,TISd,Deflation,3,20130220,2013,905,8,1160,124,261.8854073,324.737905,0.162610372
TIS,TISd,Deflation,3,20130220,2013,905,9,1380,124,311.5533294,386.3261284,0.230139115
TIS,TISd,Deflation,3,20130220,2013,905,10,1400,125,313.5400463,391.9250578,0.231218912
TIS,TISd,Deflation,3,20130220,2013,905,11,1500,123,341.398134,419.9197048,0.278589347
TIS,TISd,Deflation,3,20130220,2013,905,12,1300,120,303.2753424,363.9304108,0.225341037
TIS,TISd,Deflation,3,20130220,2013,905,13,1400,120,326.6042148,391.9250578,0.261342267
TIS,TISd,Deflation,3,20130220,2013,905,14,1300,116,313.7331128,363.9304108,0.24946525
TIS,TISd,Deflation,3,20130220,2013,905,15,1400,123,318.6382584,391.9250578,0.242682275
TIS,TISl,Drift,5,20130220,2013,950,1,3400,247,385.351416,951.8179975,0.176751983
TIS,TISl,Drift,5,20130220,2013,950,2,3450,246,392.6078541,965.815321,0.184217206
TIS,TISl,Drift,5,20130220,2013,950,3,3150,245,359.9311755,881.8313801,0.155460541
TIS,TISl,Drift,5,20130220,2013,950,4,3230,248,364.6077007,904.2270977,0.157596774
TIS,TISl,Drift,5,20130220,2013,950,5,3420,250,382.9667708,957.4169269,0.172476332
TIS,TISl,Drift,5,20130220,2013,950,6,3555,251,396.4978886,995.2097004,0.184143065
TIS,TISl,Drift,5,20130220,2013,950,7,3410,250,381.8469849,954.6174622,0.171469173
TIS,TISl,Drift,5,20130220,2013,950,8,3150,255,345.8162275,881.8313801,0.137878925
TIS,TISl,Drift,5,20130220,2013,950,9,3100,252,344.3785939,867.8340566,0.138362719
TIS,TISl,Drift,5,20130220,2013,950,10,3120,243,359.4374428,873.432986,0.156310333
TIS,TISl,Drift,5,20130220,2013,950,11,3360,245,383.9265872,940.6201388,0.176879549
TIS,TISl,Drift,5,20130220,2013,950,12,2780,209,372.3689886,778.2511862,0.195050943
TIS,TISl,Drift,5,20130220,2013,950,13,2680,206,364.2022035,750.2565392,0.189306379
TIS,TISl,Drift,5,20130220,2013,950,14,2780,212,367.0996161,778.2511862,0.186887102
TIS,TISl,Drift,5,20130220,2013,950,15,2600,205,355.0540593,727.8608217,0.180793342
TIS,TISw,Windward,4,20130220,2013,0900,1,920,84,306.6080384,257.5507523,0.329029712
TIS,TISw,Windward,4,20130220,2013,0900,2,880,85,289.8269335,246.3528935,0.290539971
TIS,TISw,Windward,4,20130220,2013,0900,3,700,80,244.9531611,195.9625289,0.220507538
TIS,TISw,Windward,4,20130220,2013,0900,4,760,80,265.9491464,212.7593171,0.259928886
TIS,TISw,Windward,4,20130220,2013,0900,5,780,78,279.9464699,218.3582465,0.295394713
TIS,TISw,Windward,4,20130220,2013,0900,6,790,77,287.2178067,221.1577112,0.314977353
TIS,TISw,Windward,4,20130220,2013,0900,7,800,78,287.1245845,223.9571759,0.310737371
TIS,TISw,Windward,4,20130220,2013,0900,8,720,71,283.8893779,201.5614583,0.333723867
TIS,TISw,Windward,4,20130220,2013,0900,9,640,76,235.7443957,179.1657407,0.214989125
TIS,TISw,Windward,4,20130220,2013,0900,10,910,90,283.0569862,254.7512876,0.261729441
TIS,TISw,Windward,4,20130220,2013,0900,11,880,88,279.9464699,246.3528935,0.261827132
TIS,TISw,Windward,4,20130220,2013,0900,12,860,80,300.9424551,240.7539641,0.332831378
TIS,TISw,Windward,4,20130220,2013,0900,13,850,80,297.4431242,237.9544994,0.325136115
TIS,TISw,Windward,4,20130220,2013,0900,14,860,84,286.611862,240.7539641,0.287512258
TIS,TISw,Windward,4,20130220,2013,0900,15,780,84,259.9502934,218.3582465,0.236509543
T10,T10c,TreeIsland,4,20140314,2014,1400,1,490,47,291.8590856,137.1737702,0.532838881
T10,T10c,TreeIsland,4,20140314,2014,1400,2,520,54,269.5780821,145.5721643,0.395660531
T10,T10c,TreeIsland,4,20140314,2014,1400,3,1310,114,321.6928733,366.7298755,0.266885733
T10,T10c,TreeIsland,4,20140314,2014,1400,4,420,40,293.9437934,117.5775173,0.635061709
T10,T10c,TreeIsland,4,20140314,2014,1400,5,450,94,134.0169271,125.9759114,0.056174445
T10,T10c,TreeIsland,4,20140314,2014,1400,6,520,88,165.422914,145.5721643,0.09142311
T10,T10c,TreeIsland,4,20140314,2014,1400,7,910,175,145.5721643,254.7512876,0.035601308
T10,T10c,TreeIsland,4,20140314,2014,1400,8,800,82,273.1185072,223.9571759,0.267445773
T10,T10c,TreeIsland,4,20140314,2014,1400,9,860,72,334.3805057,240.7539641,0.456558817
T10,T10c,TreeIsland,4,20140314,2014,1400,10,900,66,381.7451862,251.9518229,0.649158179
T10,T10c,TreeIsland,4,20140314,2014,1400,11,990,96,288.6947971,277.1470052,0.2552431
T10,T10c,TreeIsland,4,20140314,2014,1400,12,180,26,193.8090945,50.39036458,0.424739144
T10,T10c,TreeIsland,4,20140314,2014,1400,13,180,26,193.8090945,50.39036458,0.424739144
T10,T10c,TreeIsland,4,20140314,2014,1400,14,650,74,245.8989262,181.9652054,0.240230904
T10,T10c,TreeIsland,4,20140314,2014,1400,15,1050,68,432.2702844,293.9437934,0.807884324
T10,T10c,TreeIsland,4,20140314,2014,1400,16,550,62,248.3396104,153.9705584,0.29244731
T10,T10c,TreeIsland,4,20140314,2014,1400,17,700,66,296.9129226,195.9625289,0.392700627
T10,T10c,TreeIsland,4,20140314,2014,1400,18,830,78,297.8917564,232.35557,0.334479648
T10,T10c,TreeIsland,4,20140314,2014,1400,19,670,68,275.82961,187.5641348,0.328942651
T10,T10c,TreeIsland,4,20140314,2014,1400,20,450,85,148.2069546,125.9759114,0.075974101
T10,T10c,TreeIsland,4,20140314,2014,1400,21,500,45,311.0516332,139.9732349,0.632120374
T10,T10c,TreeIsland,4,20140314,2014,1400,22,200,54,103.6838777,55.98929397,0.058529664
T10,T10c,TreeIsland,4,20140314,2014,1400,23,525,68,216.1351422,146.9718967,0.201971081
T10,T10c,TreeIsland,4,20140314,2014,1400,24,650,79,230.3357031,181.9652054,0.197443463
T10,T10c,TreeIsland,4,20140314,2014,1400,25,700,61,321.2500474,195.9625289,0.497397841
T10,T10c,TreeIsland,4,20140314,2014,1400,26,1600,115,389.4907407,447.9143518,0.387832112
T10,T10c,TreeIsland,4,20140314,2014,1400,27,180,70,71.98623511,50.39036458,0.021764476
T10,T10c,TreeIsland,4,20140314,2014,1400,28,1450,120,338.2686511,405.9223813,0.280342917
T10,T10c,TreeIsland,4,20140314,2014,1400,29,670,78,240.4668395,187.5641348,0.217953134
T10,T10c,TreeIsland,4,20140314,2014,1400,30,1000,86,325.519151,279.9464699,0.362244639
T10,T10c,TreeIsland,4,20140314,2014,1400,31,900,78,323.0151575,251.9518229,0.393276985
T10,T10c,TreeIsland,4,20140314,2014,1400,32,860,72,334.3805057,240.7539641,0.456558817
T10,T10c,TreeIsland,4,20140314,2014,1400,33,620,60,289.2780189,173.5668113,0.410040684
T10,T10d,Deflation,1,20140314,2014,1340,1,420,53,221.8443723,117.5775173,0.273003549
T10,T10d,Deflation,1,20140314,2014,1340,2,960,88,305.3961489,268.7486111,0.311595926
T10,T10d,Deflation,1,20140314,2014,1340,3,1080,96,314.9397786,302.3421875,0.303760384
T10,T10d,Deflation,1,20140314,2014,1340,4,490,66,207.8390458,137.1737702,0.192423307
T10,T10d,Deflation,1,20140314,2014,1340,5,930,90,289.2780189,260.350217,0.273360456
T10,T10d,Deflation,1,20140314,2014,1340,6,1160,86,377.6022152,324.737905,0.487436387
T10,T10d,Deflation,1,20140314,2014,1340,7,980,98,279.9464699,274.3475405,0.235110078
T10,T10d,Deflation,1,20140314,2014,1340,8,1000,80,349.9330873,279.9464699,0.450015384
T10,T10d,Deflation,1,20140314,2014,1340,9,1000,84,333.269607,279.9464699,0.388740208
T10,T10d,Deflation,1,20140314,2014,1340,10,610,60,284.6122444,170.7673466,0.396920235
T10,T10d,Deflation,1,20140314,2014,1340,11,660,74,249.6819866,184.7646701,0.247679483
T10,T10d,Deflation,1,20140314,2014,1340,12,800,78,287.1245845,223.9571759,0.310737371
T10,T10d,Deflation,1,20140314,2014,1340,13,760,66,322.3626017,212.7593171,0.462905882
T10,T10d,Deflation,1,20140314,2014,1340,14,540,52,290.7136418,151.1710937,0.477831537
T10,T10d,Deflation,1,20140314,2014,1340,15,640,60,298.6095679,179.1657407,0.436921603
T10,T10d,Deflation,1,20140314,2014,1340,16,700,64,306.1914514,195.9625289,0.430678785
T10,T10d,Deflation,1,20140314,2014,1340,17,630,54,326.6042148,176.366276,0.580760594
T10,T10d,Deflation,1,20140314,2014,1340,18,360,44,229.0471117,100.7807292,0.350545417
T10,T10d,Deflation,1,20140314,2014,1340,19,440,38,324.1485441,123.1764467,0.812927629
T10,T10d,Deflation,1,20140314,2014,1340,20,470,50,263.1496817,131.5748408,0.407176799
T10,T10d,Deflation,1,20140314,2014,1340,21,370,32,323.6881058,103.5801939,0.962611032
T10,T10d,Deflation,1,20140314,2014,1340,22,820,71,323.3184582,229.5561053,0.432862516
T10,T10d,Deflation,1,20140314,2014,1340,23,660,66,279.9464699,184.7646701,0.349102843
T10,T10d,Deflation,1,20140314,2014,1340,24,950,78,340.9604441,265.9491464,0.438188246
T10,T10d,Deflation,1,20140314,2014,1340,25,700,66,296.9129226,195.9625289,0.392700627
T10,T10d,Deflation,1,20140314,2014,1340,26,580,54,300.6832454,162.3689525,0.492234477
T10,T10d,Deflation,1,20140314,2014,1340,27,1060,83,357.5219977,296.7432581,0.452767009
T10,T10d,Deflation,1,20140314,2014,1340,28,840,82,286.7744325,235.1550347,0.294858965
T10,T10d,Deflation,1,20140314,2014,1340,29,400,41,273.1185072,111.9785879,0.534891546
T10,T10d,Deflation,1,20140314,2014,1340,30,620,64,271.1981427,173.5668113,0.337863112
T10,T10d,Deflation,1,20140314,2014,1340,31,940,79,333.1008629,263.1496817,0.412925549
T10,T10d,Deflation,1,20140314,2014,1340,32,250,24,291.6109061,69.98661747,1.041702277
T10,T10d,Deflation,1,20140314,2014,1340,33,320,30,298.6095679,89.58287036,0.873843205
T10,T10l,Drift,2,20140314,2014,1330,1,1280,104,344.5495014,358.3314814,0.335596361
T10,T10l,Drift,2,20140314,2014,1330,2,1180,101,327.0661727,330.3368344,0.311384661
T10,T10l,Drift,2,20140314,2014,1330,3,1330,104,358.0084663,372.3288049,0.362326906
T10,T10l,Drift,2,20140314,2014,1330,4,1470,120,342.9344256,411.5213107,0.28812985
T10,T10l,Drift,2,20140314,2014,1330,5,1410,118,334.5123072,394.7245225,0.278797917
T10,T10l,Drift,2,20140314,2014,1330,6,1390,117,332.585977,389.1255931,0.277951701
T10,T10l,Drift,2,20140314,2014,1330,7,1280,118,303.670747,358.3314814,0.229758316
T10,T10l,Drift,2,20140314,2014,1330,8,1550,118,367.7262952,433.9170283,0.336910616
T10,T10l,Drift,2,20140314,2014,1330,9,1400,114,343.7939104,391.9250578,0.304816757
T10,T10l,Drift,2,20140314,2014,1330,10,1450,114,356.0722643,405.9223813,0.32697818
T10,T10l,Drift,2,20140314,2014,1330,11,1500,114,368.3506182,419.9197048,0.349917196
T10,T10l,Drift,2,20140314,2014,1330,12,1300,110,330.845828,363.9304108,0.292553953
T10,T10l,Drift,2,20140314,2014,1330,13,1420,122,325.8393338,397.5239872,0.255855359
T10,T10l,Drift,2,20140314,2014,1330,14,1370,118,325.0225964,383.5266637,0.263203969
T10,T10l,Drift,2,20140314,2014,1330,15,1510,124,340.902556,422.7191695,0.275540956
T10,T10l,Drift,2,20140314,2014,1330,16,1470,118,348.7468735,411.5213107,0.303030239
T10,T10l,Drift,2,20140314,2014,1330,17,1540,124,347.6754545,431.1175636,0.286598364
T10,T10l,Drift,2,20140314,2014,1330,18,1600,128,349.9330873,447.9143518,0.281259615
T10,T10l,Drift,2,20140314,2014,1330,19,1720,136,354.0499472,481.5079282,0.270980157
T10,T10l,Drift,2,20140314,2014,1330,20,1720,135,356.6725394,481.5079282,0.277046654
T10,T10l,Drift,2,20140314,2014,1330,21,1780,131,380.3852797,498.3047164,0.324730767
T10,T10l,Drift,2,20140314,2014,1330,22,1810,154,329.0279938,506.7031105,0.206677076
T10,T10l,Drift,2,20140314,2014,1330,23,2060,154,374.4738493,576.6897279,0.267713085
T10,T10l,Drift,2,20140314,2014,1330,24,1425,118,338.0709488,398.9237196,0.28476134
T10,T10l,Drift,2,20140314,2014,1330,25,1320,124,298.0075324,369.5293402,0.210562064
T10,T10l,Drift,2,20140314,2014,1330,26,1650,132,349.9330873,461.9116753,0.272736596
T10,T10l,Drift,2,20140314,2014,1330,27,1400,118,332.1398795,391.9250578,0.27485736
T10,T10l,Drift,2,20140314,2014,1330,28,1210,106,319.5615364,338.7352285,0.283237313
T10,T10l,Drift,2,20140314,2014,1330,29,1200,108,311.0516332,335.9357638,0.263383489
T10,T10l,Drift,2,20140314,2014,1330,30,1780,142,350.9188143,498.3047164,0.254960142
T10,T10l,Drift,2,20140314,2014,1330,31,1480,110,376.6552504,414.3207754,0.37917762
T10,T10l,Drift,2,20140314,2014,1330,32,1800,148,340.4754363,503.9036458,0.230280511
T10,T10l,Drift,2,20140314,2014,1330,33,940,104,253.0285401,263.1496817,0.180989346
T10,T10w,Windward,3,20140314,2014,1340,1,200,22,254.4967908,55.98929397,0.865544239
T10,T10w,Windward,3,20140314,2014,1340,2,200,17,329.3487881,55.98929397,1.875903736
T10,T10w,Windward,3,20140314,2014,1340,3,180,23,219.0885416,50.39036458,0.613562521
T10,T10w,Windward,3,20140314,2014,1340,4,160,17,263.4790305,44.79143518,1.200578391
T10,T10w,Windward,3,20140314,2014,1340,5,180,19,265.2124451,50.39036458,1.088382446
T10,T10w,Windward,3,20140314,2014,1340,6,200,25,223.9571759,55.98929397,0.589844164
T10,T10w,Windward,3,20140314,2014,1340,7,180,20,251.9518229,50.39036458,0.933151899
T10,T10w,Windward,3,20140314,2014,1340,8,180,21,239.954117,50.39036458,0.806091696
T10,T10w,Windward,3,20140314,2014,1340,9,140,19,206.2763462,39.19250578,0.658404196
T10,T10w,Windward,3,20140314,2014,1340,10,220,23,267.7748842,61.58822337,0.916556359
T10,T10w,Windward,3,20140314,2014,1340,11,300,30,279.9464699,83.98394096,0.768026255
T10,T10w,Windward,3,20140314,2014,1340,12,480,46,292.1180555,134.3743055,0.545388908
T10,T10w,Windward,3,20140314,2014,1340,13,440,42,293.2772541,123.1764467,0.602080835
T10,T10w,Windward,3,20140314,2014,1340,14,420,46,255.6032986,117.5775173,0.417563383
T10,T10w,Windward,3,20140314,2014,1340,15,360,40,251.9518229,100.7807292,0.46657595
T10,T10w,Windward,3,20140314,2014,1340,16,380,47,226.339699,106.3796585,0.320457869
T10,T10w,Windward,3,20140314,2014,1340,17,430,40,300.9424551,120.376982,0.665662755
T10,T10w,Windward,3,20140314,2014,1340,18,420,46,255.6032986,117.5775173,0.417563383
T10,T10w,Windward,3,20140314,2014,1340,19,490,46,298.2038483,137.1737702,0.56835016
T10,T10w,Windward,3,20140314,2014,1340,20,400,41,273.1185072,111.9785879,0.534891546
T10,T10w,Windward,3,20140314,2014,1340,21,460,44,292.6713094,128.7753761,0.572341128
T10,T10w,Windward,3,20140314,2014,1340,22,400,46,243.4317129,111.9785879,0.378742297
T10,T10w,Windward,3,20140314,2014,1340,23,740,64,323.6881058,207.1603877,0.481305516
T10,T10w,Windward,3,20140314,2014,1340,24,500,50,279.9464699,139.9732349,0.460815753
T10,T10w,Windward,3,20140314,2014,1340,25,750,70,299.9426463,209.9598524,0.377855482
T10,T10w,Windward,3,20140314,2014,1340,26,1010,84,336.6023031,282.7459346,0.396553886
T10,T10w,Windward,3,20140314,2014,1340,27,700,68,288.1801896,195.9625289,0.3590597
T10,T10w,Windward,3,20140314,2014,1340,28,540,50,302.3421875,151.1710937,0.537495494
T10,T10w,Windward,3,20140314,2014,1340,29,560,58,270.2931433,156.7700231,0.370330426
T10,T10w,Windward,3,20140314,2014,1340,30,580,64,253.7014883,162.3689525,0.29567417
T10,T10w,Windward,3,20140314,2014,1340,31,320,40,223.9571759,89.58287036,0.368652602
T10,T10w,Windward,3,20140314,2014,1340,32,340,42,226.6233327,95.18179975,0.359506945
T10,T10w,Windward,3,20140314,2014,1340,33,490,47,291.8590856,137.1737702,0.532838881
T11,T11c,TreeIsland,2,20140314,2014,1400,1,960,80,335.9357638,268.7486111,0.414734178
T11,T11c,TreeIsland,2,20140314,2014,1400,2,1170,90,363.9304108,327.5373697,0.43265479
T11,T11c,TreeIsland,2,20140314,2014,1400,3,1480,114,363.4392767,414.3207754,0.340648278
T11,T11c,TreeIsland,2,20140314,2014,1400,4,1460,109,374.9741706,408.721846,0.379248209
T11,T11c,TreeIsland,2,20140314,2014,1400,5,1030,99,291.2574383,288.344864,0.251922053
T11,T11c,TreeIsland,2,20140314,2014,1400,6,970,99,274.2909856,271.5480758,0.223426769
T11,T11c,TreeIsland,2,20140314,2014,1400,7,1380,108,357.7093782,386.3261284,0.348324665
T11,T11c,TreeIsland,2,20140314,2014,1400,8,1130,144,219.6802159,316.339511,0.098529603
T11,T11c,TreeIsland,2,20140314,2014,1400,9,1800,138,365.1475694,503.9036458,0.284056723
T11,T11c,TreeIsland,2,20140314,2014,1400,10,1980,140,395.9242931,554.2940103,0.329187696
T11,T11c,TreeIsland,2,20140314,2014,1400,11,1960,148,370.7399196,548.6950809,0.273038769
T11,T11c,TreeIsland,2,20140314,2014,1400,12,1920,154,349.0241702,537.4972221,0.232561391
T11,T11c,TreeIsland,2,20140314,2014,1400,13,2130,154,387.1986888,596.2859808,0.286216302
T11,T11c,TreeIsland,2,20140314,2014,1400,14,1980,154,359.9311755,554.2940103,0.247323589
T11,T11c,TreeIsland,2,20140314,2014,1400,15,1950,140,389.9254402,545.8956162,0.319287883
T11,T11c,TreeIsland,2,20140314,2014,1400,16,1500,122,344.1964793,419.9197048,0.28549621
T11,T11c,TreeIsland,2,20140314,2014,1400,17,1700,130,366.0838452,475.9089988,0.303085463
T11,T11c,TreeIsland,2,20140314,2014,1400,18,1320,110,335.9357638,369.5293402,0.301624856
T11,T11c,TreeIsland,2,20140314,2014,1400,19,1190,100,333.1362991,333.1362991,0.326280594
T11,T11c,TreeIsland,2,20140314,2014,1400,20,1510,134,315.4620668,422.7191695,0.218341767
T11,T11c,TreeIsland,2,20140314,2014,1400,21,1440,111,363.1737987,403.1229166,0.349344065
T11,T11c,TreeIsland,2,20140314,2014,1400,22,2080,154,378.1095177,582.2886573,0.272936632
T11,T11c,TreeIsland,2,20140314,2014,1400,23,1950,154,354.4776729,545.8956162,0.239885712
T11,T11c,TreeIsland,2,20140314,2014,1400,24,2000,140,399.9235284,559.8929397,0.33587154
T11,T11c,TreeIsland,2,20140314,2014,1400,25,2120,154,385.3808546,593.4865161,0.283535133
T11,T11c,TreeIsland,2,20140314,2014,1400,26,1240,102,340.327081,347.1336226,0.333841387
T11,T11c,TreeIsland,2,20140314,2014,1400,27,1040,92,316.4612268,291.1443287,0.320037241
T11,T11c,TreeIsland,2,20140314,2014,1400,28,1820,131,388.9332635,509.5025752,0.339489393
T11,T11c,TreeIsland,2,20140314,2014,1400,29,1990,154,361.7490098,557.093475,0.249828115
T11,T11c,TreeIsland,2,20140314,2014,1400,30,950,62,428.9502361,265.9491464,0.872508092
T11,T11c,TreeIsland,2,20140314,2014,1400,31,1170,83,394.623337,327.5373697,0.551613349
T11,T11c,TreeIsland,2,20140314,2014,1400,32,850,74,321.5601343,237.9544994,0.41080906
T11,T11c,TreeIsland,2,20140314,2014,1400,33,1330,109,341.5860596,372.3288049,0.314717657
T11,T11d,Deflation,4,20140314,2014,1430,1,130,12,303.2753424,36.39304108,2.253410365
T11,T11d,Deflation,4,20140314,2014,1430,2,110,10,307.9411169,30.79411169,2.787935305
T11,T11d,Deflation,4,20140314,2014,1430,3,90,10,251.9518229,25.19518229,1.866303799
T11,T11d,Deflation,4,20140314,2014,1430,4,100,8,349.9330873,27.99464699,4.500153836
T11,T11d,Deflation,4,20140314,2014,1430,5,380,48,221.6242886,106.3796585,0.300843618
T11,T11d,Deflation,4,20140314,2014,1430,6,720,50,403.1229166,201.5614583,0.955547545
T11,T11d,Deflation,4,20140314,2014,1430,7,800,64,349.9330873,223.9571759,0.56251923
T11,T11d,Deflation,4,20140314,2014,1430,8,890,76,327.8320502,249.1523582,0.415754116
T11,T11d,Deflation,4,20140314,2014,1430,9,700,76,257.8454328,195.9625289,0.257189139
T11,T11d,Deflation,4,20140314,2014,1430,10,880,71,346.9759063,246.3528935,0.498525777
T11,T11d,Deflation,4,20140314,2014,1430,11,870,74,329.1262551,243.5534288,0.430368689
T11,T11d,Deflation,4,20140314,2014,1430,12,680,55,346.1156355,190.3635995,0.64036425
T11,T11d,Deflation,4,20140314,2014,1430,13,900,76,331.5155564,251.9518229,0.425149393
T11,T11d,Deflation,4,20140314,2014,1430,14,840,76,309.4145193,235.1550347,0.37035236
T11,T11d,Deflation,4,20140314,2014,1430,15,940,76,346.2495812,263.1496817,0.463780251
T11,T11d,Deflation,4,20140314,2014,1430,16,870,72,338.2686511,243.5534288,0.467238195
T11,T11d,Deflation,4,20140314,2014,1430,17,1700,136,349.9330873,475.9089988,0.264714932
T11,T11d,Deflation,4,20140314,2014,1430,18,1240,150,231.4224151,347.1336226,0.104970415
T11,T11d,Deflation,4,20140314,2014,1430,19,770,76,283.629976,215.5587818,0.311198858
T11,T11d,Deflation,4,20140314,2014,1430,20,650,70,259.9502934,181.9652054,0.283811451
T11,T11d,Deflation,4,20140314,2014,1430,21,710,76,261.528939,198.7619936,0.264589888
T11,T11d,Deflation,4,20140314,2014,1430,22,620,70,247.9525876,173.5668113,0.25821804
T11,T11d,Deflation,4,20140314,2014,1430,23,400,75,149.3047839,111.9785879,0.087384321
T11,T11d,Deflation,4,20140314,2014,1430,24,760,74,287.5125907,212.7593171,0.328419811
T11,T11d,Deflation,4,20140314,2014,1430,25,850,89,267.3646061,237.9544994,0.236137604
T11,T11d,Deflation,4,20140314,2014,1430,26,950,79,336.6444891,265.9491464,0.421757931
T11,T11d,Deflation,4,20140314,2014,1430,27,690,68,284.0633297,193.1630642,0.348874128
