site,pit,year,depth,density,swe,htc
PFR,PFR,2012,25.00,100.78,25.20,0.12
PFR,PFR,2012,78.00,186.63,145.57,0.13
PFR,PFR,2012,32.00,122.48,39.19,0.14
PFR,PFR,2012,74.00,192.94,142.77,0.15
PFR,PFR,2012,82.00,204.84,167.97,0.15
PFR,PFR,2012,91.00,224.57,204.36,0.16
PFR,PFR,2012,74.00,211.85,156.77,0.18
PFR,PFR,2012,96.00,242.04,232.36,0.18
PFR,PFR,2012,100.00,251.95,251.95,0.19
PFR,PFR,2012,34.00,148.21,50.39,0.19
PFR,PFR,2012,24.00,128.31,30.79,0.20
PFR,PFR,2012,64.00,209.96,134.37,0.20
PFR,PFR,2012,96.00,265.37,254.75,0.22
PFR,PFR,2012,94.00,265.06,249.15,0.22
PFR,PFR,2012,92.00,266.25,244.95,0.23
PFR,PFR,2012,76.00,243.11,184.76,0.23
PFR,PFR,2012,72.00,237.18,170.77,0.23
PFR,PFR,2012,96.00,274.11,263.15,0.23
PFR,PFR,2012,94.00,276.97,260.35,0.24
PFR,PFR,2012,24.00,139.97,33.59,0.24
PFR,PFR,2012,38.00,176.81,67.19,0.24
PFR,PFR,2012,95.00,279.95,265.95,0.24
PFR,PFR,2012,92.00,276.90,254.75,0.25
PFR,PFR,2012,86.00,270.18,232.36,0.25
PFR,PFR,2012,92.00,279.95,257.55,0.25
PFR,PFR,2012,90.00,279.95,251.95,0.26
PFR,PFR,2012,78.00,265.59,207.16,0.27
PFR,PFR,2012,74.00,261.03,193.16,0.27
PFR,PFR,2012,74.00,261.03,193.16,0.27
PFR,PFR,2012,94.00,297.82,279.95,0.28
PFR,PFR,2012,74.00,264.81,195.96,0.28
PFR,PFR,2012,42.00,199.96,83.98,0.28
PFR,PFR,2012,42.00,199.96,83.98,0.28
PFR,PFR,2012,71.00,260.23,184.76,0.28
PFR,PFR,2012,80.00,276.45,221.16,0.28
PFR,PFR,2012,75.00,268.75,201.56,0.28
PFR,PFR,2012,79.00,276.40,218.36,0.28
PFR,PFR,2012,60.00,242.62,145.57,0.29
PFR,PFR,2012,60.00,242.62,145.57,0.29
PFR,PFR,2012,52.00,226.11,117.58,0.29
PFR,PFR,2012,76.00,276.26,209.96,0.30
PFR,PFR,2012,43.00,208.33,89.58,0.30
PFR,PFR,2012,57.00,240.66,137.17,0.30
PFR,PFR,2012,42.00,206.63,86.78,0.30
PFR,PFR,2012,48.00,221.62,106.38,0.30
PFR,PFR,2012,41.00,204.84,83.98,0.30
PFR,PFR,2012,72.00,272.17,195.96,0.30
PFR,PFR,2012,91.00,307.63,279.95,0.31
PFR,PFR,2012,44.00,216.32,95.18,0.31
PFR,PFR,2012,49.00,228.53,111.98,0.31
PFR,PFR,2012,71.00,276.00,195.96,0.32
PFR,PFR,2012,52.00,236.88,123.18,0.32
PFR,PFR,2012,47.00,226.34,106.38,0.32
PFR,PFR,2012,56.00,249.95,139.97,0.33
PFR,PFR,2012,46.00,231.26,106.38,0.34
PFR,PFR,2012,41.00,218.49,89.58,0.34
PFR,PFR,2012,71.00,287.83,204.36,0.34
PFR,PFR,2012,60.00,265.95,159.57,0.35
PFR,PFR,2012,60.00,268.28,160.97,0.35
PFR,PFR,2012,50.00,246.35,123.18,0.36
PFR,PFR,2012,50.00,246.35,123.18,0.36
PFR,PFR,2012,42.00,226.62,95.18,0.36
PFR,PFR,2012,46.00,237.35,109.18,0.36
PFR,PFR,2012,48.00,244.95,117.58,0.37
PFR,PFR,2012,51.00,252.50,128.78,0.37
PFR,PFR,2012,38.00,221.01,83.98,0.38
PFR,PFR,2012,48.00,250.79,120.38,0.39
PFR,PFR,2012,50.00,257.55,128.78,0.39
PFR,PFR,2012,50.00,257.55,128.78,0.39
PFR,PFR,2012,66.00,309.64,204.36,0.43
PFR,PFR,2012,38.00,235.74,89.58,0.43
PFR,PFR,2012,41.00,245.81,100.78,0.43
PFR,PFR,2012,58.00,296.84,172.17,0.45
PFR,PFR,2012,39.00,244.06,95.18,0.45
PFR,PFR,2012,50.00,279.95,139.97,0.46
PFR,PFR,2012,42.00,259.95,109.18,0.47
PFR,PFR,2012,94.00,390.14,366.73,0.48
PFR,PFR,2012,70.00,339.93,237.95,0.49
PFR,PFR,2012,38.00,250.48,95.18,0.49
PFR,PFR,2012,36.00,248.84,89.58,0.51
PFR,PFR,2012,40.00,265.95,106.38,0.52
PFR,PFR,2012,43.00,276.69,118.98,0.52
PFR,PFR,2012,44.00,279.95,123.18,0.52
PFR,PFR,2012,44.00,279.95,123.18,0.52
PFR,PFR,2012,42.00,279.95,117.58,0.55
PFR,PFR,2012,36.00,264.39,95.18,0.57
PFR,PFR,2012,38.00,272.58,103.58,0.57
PFR,PFR,2012,40.00,279.95,111.98,0.58
PFR,PFR,2012,40.00,279.95,111.98,0.58
PFR,PFR,2012,83.00,408.11,338.74,0.59
PFR,PFR,2012,46.00,304.29,139.97,0.59
PFR,PFR,2012,38.00,294.68,111.98,0.67
PFR,PFR,2012,36.00,287.72,103.58,0.68
PFR,PFR,2012,36.00,295.50,106.38,0.71
PFR,PFR,2012,69.00,421.95,291.14,0.76
PPA,PPAc,2012,13.00,25.84,3.36,0.02
PPA,PPAc,2012,13.00,49.53,6.44,0.06
PPA,PPAw,2012,19.00,73.67,14.00,0.08
PPA,PPAc,2012,10.00,58.79,5.88,0.10
PPA,PPAc,2012,10.00,58.79,5.88,0.10
PPA,PPAc,2012,10.00,58.79,5.88,0.10
PPA,PPAc,2012,2.00,27.99,0.56,0.12
PPA,PPAc,2012,18.00,83.98,15.12,0.12
PPA,PPAc,2012,4.00,41.99,1.68,0.13
PPA,PPAw,2012,18.00,93.32,16.80,0.14
PPA,PPAw,2012,8.00,69.99,5.60,0.18
PPA,PPAc,2012,5.00,55.99,2.80,0.18
PPA,PPAc,2012,12.00,95.65,11.48,0.22
PPA,PPAw,2012,32.00,157.47,50.39,0.23
PPA,PPAc,2012,2.50,44.79,1.12,0.24
PPA,PPAc,2012,7.00,79.98,5.60,0.27
PPA,PPAc,2012,6.00,74.65,4.48,0.27
PPA,PPAc,2012,9.00,93.32,8.40,0.28
PPA,PPAw,2012,22.00,152.70,33.59,0.31
PPA,PPAw,2012,24.00,163.30,39.19,0.33
PPA,PPAw,2012,8.00,97.98,7.84,0.35
PPA,PPAc,2012,4.00,69.99,2.80,0.36
PPA,PPAw,2012,16.00,139.97,22.40,0.36
PPA,PPAw,2012,16.00,139.97,22.40,0.36
PPA,PPAc,2012,6.00,88.65,5.32,0.39
PPA,PPAw,2012,8.00,104.98,8.40,0.41
PPA,PPAw,2012,20.00,167.97,33.59,0.41
PPA,PPAw,2012,20.00,167.97,33.59,0.41
PPA,PPAc,2012,1.50,46.66,0.70,0.43
PPA,PPAw,2012,18.00,161.75,29.11,0.43
PPA,PPAc,2012,2.00,55.99,1.12,0.46
PPA,PPAc,2012,4.00,83.98,3.36,0.52
PPA,PPAw,2012,26.00,215.34,55.99,0.52
PPA,PPAc,2012,3.00,74.65,2.24,0.55
PPA,PPAw,2012,17.00,181.14,30.79,0.57
PPA,PPAw,2012,18.00,186.63,33.59,0.57
PPA,PPAw,2012,26.00,226.11,58.79,0.58
PPA,PPAw,2012,16.00,180.22,28.83,0.60
PPA,PPAw,2012,28.00,239.95,67.19,0.60
PPA,PPAw,2012,14.00,169.97,23.80,0.61
PPA,PPAw,2012,22.00,216.32,47.59,0.63
PPA,PPAw,2012,22.00,216.32,47.59,0.63
PPA,PPAw,2012,13.00,176.58,22.96,0.71
PPA,PPAw,2012,16.00,201.21,32.19,0.74
PPA,PPAw,2012,19.00,221.01,41.99,0.76
PPA,PPAw,2012,20.00,226.76,45.35,0.76
PPA,PPAw,2012,14.00,189.96,26.59,0.76
PPA,PPAw,2012,18.00,216.18,38.91,0.76
PPA,PPAc,2012,3.50,95.98,3.36,0.77
PPA,PPAw,2012,22.00,241.77,53.19,0.78
PPA,PPAw,2012,24.00,256.62,61.59,0.81
PPA,PPAc,2012,4.00,104.98,4.20,0.81
PPA,PPAw,2012,16.00,209.96,33.59,0.81
PPA,PPAw,2012,28.00,279.95,78.39,0.82
PPA,PPAc,2012,3.00,93.32,2.80,0.85
PPA,PPAc,2012,3.00,93.32,2.80,0.85
PPA,PPAc,2012,3.00,93.32,2.80,0.85
PPA,PPAw,2012,30.00,298.61,89.58,0.87
PPA,PPAc,2012,1.00,55.99,0.56,0.92
PPA,PPAc,2012,1.00,55.99,0.56,0.92
PPA,PPAc,2012,1.00,55.99,0.56,0.92
PPA,PPAc,2012,1.00,55.99,0.56,0.92
PPA,PPAc,2012,1.00,55.99,0.56,0.92
PPA,PPAc,2012,4.00,111.98,4.48,0.92
PPA,PPAw,2012,20.00,251.95,50.39,0.93
PPA,PPAc,2012,2.50,89.58,2.24,0.94
PPA,PPAw,2012,24.00,284.61,68.31,0.99
PPA,PPAw,2012,19.00,254.90,48.43,1.01
PPA,PPAw,2012,14.00,219.96,30.79,1.02
PPA,PPAc,2012,2.00,83.98,1.68,1.04
PPA,PPAc,2012,2.00,83.98,1.68,1.04
PPA,PPAc,2012,2.00,83.98,1.68,1.04
PPA,PPAw,2012,20.00,265.95,53.19,1.04
PPA,PPAc,2012,1.50,74.65,1.12,1.09
PPA,PPAc,2012,1.50,74.65,1.12,1.09
PPA,PPAw,2012,26.00,312.25,81.18,1.10
PPA,PPAw,2012,30.00,335.94,100.78,1.11
PPA,PPAw,2012,20.00,279.95,55.99,1.15
PPA,PPAw,2012,20.00,279.95,55.99,1.15
PPA,PPAc,2012,4.00,125.98,5.04,1.17
PPA,PPAw,2012,26.00,323.02,83.98,1.18
PPA,PPAw,2012,23.00,304.29,69.99,1.18
PPA,PPAc,2012,2.50,100.78,2.52,1.19
PPA,PPAw,2012,14.00,239.95,33.59,1.21
PPA,PPAw,2012,28.00,339.93,95.18,1.21
PPA,PPAw,2012,22.00,305.40,67.19,1.25
PPA,PPAw,2012,22.00,305.40,67.19,1.25
PPA,PPAw,2012,10.00,207.16,20.72,1.26
PPA,PPAw,2012,12.00,233.29,27.99,1.33
PPA,PPAw,2012,16.00,269.45,43.11,1.33
PPA,PPAw,2012,28.00,359.93,100.78,1.36
PPA,PPAw,2012,24.00,338.27,81.18,1.40
PPA,PPAw,2012,11.00,229.05,25.20,1.40
PPA,PPAc,2012,4.00,139.97,5.60,1.44
PPA,PPAc,2012,4.00,139.97,5.60,1.44
PPA,PPAc,2012,4.00,139.97,5.60,1.44
PPA,PPAw,2012,16.00,279.95,44.79,1.44
PPA,PPAw,2012,16.00,279.95,44.79,1.44
PPA,PPAc,2012,2.50,111.98,2.80,1.47
PPA,PPAw,2012,24.00,349.93,83.98,1.50
PPA,PPAw,2012,13.00,258.41,33.59,1.51
PPA,PPAw,2012,11.00,241.77,26.59,1.56
PPA,PPAw,2012,18.00,311.05,55.99,1.58
PPA,PPAw,2012,24.00,361.60,86.78,1.60
PPA,PPAw,2012,16.00,297.44,47.59,1.63
PPA,PPAw,2012,19.00,324.15,61.59,1.63
PPA,PPAc,2012,7.00,199.96,14.00,1.68
PPA,PPAw,2012,13.00,273.49,35.55,1.69
PPA,PPAw,2012,22.00,356.30,78.39,1.70
PPA,PPAw,2012,22.00,356.30,78.39,1.70
PPA,PPAw,2012,24.00,373.26,89.58,1.71
PPA,PPAc,2012,4.00,153.97,6.16,1.74
PPA,PPAw,2012,12.00,268.28,32.19,1.76
PPA,PPAc,2012,2.00,111.98,2.24,1.84
PPA,PPAc,2012,2.00,111.98,2.24,1.84
PPA,PPAw,2012,8.00,227.46,18.20,1.90
PPA,PPAw,2012,15.00,317.27,47.59,1.97
PPA,PPAc,2012,4.50,174.19,7.84,1.98
PPA,PPAw,2012,9.00,248.84,22.40,2.02
PPA,PPAw,2012,22.00,391.93,86.22,2.05
PPA,PPAc,2012,1.00,83.98,0.84,2.07
PPA,PPAc,2012,4.00,167.97,6.72,2.07
PPA,PPAw,2012,10.00,265.95,26.59,2.08
PPA,PPAc,2012,2.50,134.37,3.36,2.12
PPA,PPAc,2012,6.00,209.96,12.60,2.16
PPA,PPAw,2012,11.00,285.04,31.35,2.17
PPA,PPAw,2012,9.00,264.39,23.80,2.28
PPA,PPAw,2012,13.00,318.71,41.43,2.30
PPA,PPAw,2012,10.00,279.95,27.99,2.30
PPA,PPAc,2012,4.50,192.85,8.68,2.43
PPA,PPAc,2012,4.00,181.97,7.28,2.43
PPA,PPAc,2012,1.50,111.98,1.68,2.46
PPA,PPAc,2012,3.00,158.64,4.76,2.47
PPA,PPAw,2012,8.00,262.45,21.00,2.53
PPA,PPAw,2012,10.00,293.94,29.39,2.54
PPA,PPAw,2012,9.00,279.95,25.20,2.56
PPA,PPAc,2012,3.50,175.97,6.16,2.60
PPA,PPAw,2012,6.00,233.29,14.00,2.67
PPA,PPAc,2012,3.00,167.97,5.04,2.76
PPA,PPAc,2012,3.00,167.97,5.04,2.76
PPA,PPAw,2012,10.00,307.94,30.79,2.79
PPA,PPAc,2012,2.00,139.97,2.80,2.88
PPA,PPAc,2012,2.00,139.97,2.80,2.88
PPA,PPAc,2012,2.00,139.97,2.80,2.88
PPA,PPAw,2012,8.00,286.95,22.96,3.03
PPA,PPAw,2012,6.00,251.95,15.12,3.11
PPA,PPAw,2012,9.00,311.05,27.99,3.16
PPA,PPAw,2012,12.00,361.60,43.39,3.20
PPA,PPAc,2012,4.00,209.96,8.40,3.24
PPA,PPAw,2012,8.00,297.44,23.80,3.25
PPA,PPAc,2012,7.00,279.95,19.60,3.29
PPA,PPAc,2012,2.50,167.97,4.20,3.32
PPA,PPAc,2012,3.00,186.63,5.60,3.41
PPA,PPAw,2012,12.00,373.26,44.79,3.41
PPA,PPAc,2012,5.50,254.50,14.00,3.46
PPA,PPAw,2012,7.00,287.94,20.16,3.48
PPA,PPAw,2012,16.00,437.42,69.99,3.52
PPA,PPAc,2012,4.00,223.96,8.96,3.69
PPA,PPAc,2012,2.50,179.17,4.48,3.78
PPA,PPAw,2012,8.00,321.94,25.76,3.81
PPA,PPAw,2012,9.00,342.16,30.79,3.82
PPA,PPAc,2012,6.00,279.95,16.80,3.84
PPA,PPAc,2012,2.00,167.97,3.36,4.15
PPA,PPAc,2012,2.00,167.97,3.36,4.15
PPA,PPAc,2012,2.00,167.97,3.36,4.15
PPA,PPAc,2012,1.50,149.30,2.24,4.37
PPA,PPAc,2012,1.50,149.30,2.24,4.37
PPA,PPAw,2012,6.00,307.94,18.48,4.65
PPA,PPAc,2012,4.00,251.95,10.08,4.67
PPA,PPAw,2012,11.00,432.64,47.59,5.00
PPA,PPAw,2012,8.00,370.93,29.67,5.06
PPA,PPAw,2012,10.00,419.92,41.99,5.18
PPA,PPAc,2012,4.00,265.95,10.64,5.20
PPA,PPAc,2012,3.00,233.29,7.00,5.33
PPA,PPAw,2012,8.00,384.93,30.79,5.45
PPA,PPAw,2012,8.00,384.93,30.79,5.45
PPA,PPAc,2012,5.50,325.76,17.92,5.67
PPA,PPAc,2012,1.00,139.97,1.40,5.76
PPA,PPAc,2012,2.00,209.96,4.20,6.48
PPA,PPAw,2012,10.00,475.91,47.59,6.66
PPA,PPAc,2012,3.00,261.28,7.84,6.69
PPA,PPAc,2012,1.50,186.63,2.80,6.83
PPA,PPAc,2012,1.50,186.63,2.80,6.83
PPA,PPAw,2012,6.00,373.26,22.40,6.83
PPA,PPAw,2012,8.00,437.42,34.99,7.03
PPA,PPAc,2012,0.50,111.98,0.56,7.37
PPA,PPAc,2012,0.50,111.98,0.56,7.37
PPA,PPAc,2012,2.00,223.96,4.48,7.37
PPA,PPAc,2012,2.00,223.96,4.48,7.37
PPA,PPAc,2012,1.50,205.29,3.08,8.26
PPA,PPAw,2012,6.00,419.92,25.20,8.64
PPA,PPAc,2012,1.50,242.62,3.64,11.54
PPA,PPAc,2012,2.00,293.94,5.88,12.70
PPA,PPAc,2012,1.50,261.28,3.92,13.38
PPA,PPAc,2012,1.50,261.28,3.92,13.38
PPA,PPAc,2012,1.00,223.96,2.24,14.75
PPA,PPAw,2012,5.00,503.90,25.20,14.93
PPA,PPAw,2012,6.00,559.89,33.59,15.36
PPA,PPAc,2012,0.50,167.97,0.84,16.59
PPA,PPAc,2012,1.50,298.61,4.48,17.48
PPA,PPAc,2012,1.00,251.95,2.52,18.66
PPA,PPAc,2012,1.50,335.94,5.04,22.12
PPA,PPAc,2012,1.00,279.95,2.80,23.04
PPA,PPAc,2012,0.50,223.96,1.12,29.49
PPA,PPAc,2012,0.50,223.96,1.12,29.49
PPA,PPAc,2012,3.00,578.56,17.36,32.80
PPA,PPAc,2012,1.00,335.94,3.36,33.18
PPA,PPAc,2012,1.00,447.91,4.48,58.98
PPD,PPDc,2012,4.00,41.99,1.68,0.13
PPD,PPDw,2012,54.00,160.71,86.78,0.14
PPD,PPDw,2012,52.00,161.51,83.98,0.15
PPD,PPDc,2012,10.00,72.79,7.28,0.16
PPD,PPDw,2012,34.00,142.44,48.43,0.18
PPD,PPDc,2012,9.00,74.65,6.72,0.18
PPD,PPDw,2012,34.00,150.68,51.23,0.20
PPD,PPDw,2012,66.00,212.08,139.97,0.20
PPD,PPDw,2012,50.00,195.96,97.98,0.23
PPD,PPDw,2012,58.00,241.33,139.97,0.30
PPD,PPDw,2012,56.00,239.95,134.37,0.30
PPD,PPDc,2012,6.00,79.32,4.76,0.31
PPD,PPDw,2012,16.00,134.72,21.56,0.33
PPD,PPDw,2012,54.00,254.03,137.17,0.35
PPD,PPDw,2012,62.00,275.43,170.77,0.36
PPD,PPDw,2012,62.00,279.95,173.57,0.37
PPD,PPDw,2012,50.00,251.95,125.98,0.37
PPD,PPDw,2012,16.00,143.47,22.96,0.38
PPD,PPDc,2012,9.00,108.87,9.80,0.39
PPD,PPDw,2012,36.00,217.74,78.39,0.39
PPD,PPDw,2012,40.00,230.96,92.38,0.39
PPD,PPDw,2012,37.00,226.98,83.98,0.41
PPD,PPDc,2012,14.00,139.97,19.60,0.41
PPD,PPDw,2012,30.00,205.29,61.59,0.41
PPD,PPDc,2012,5.00,83.98,4.20,0.41
PPD,PPDw,2012,46.00,255.60,117.58,0.42
PPD,PPDw,2012,64.00,301.82,193.16,0.42
PPD,PPDw,2012,28.00,199.96,55.99,0.42
PPD,PPDw,2012,68.00,312.88,212.76,0.42
PPD,PPDc,2012,6.00,93.32,5.60,0.43
PPD,PPDw,2012,38.00,235.74,89.58,0.43
PPD,PPDc,2012,4.00,76.99,3.08,0.44
PPD,PPDw,2012,68.00,329.35,223.96,0.47
PPD,PPDw,2012,68.00,329.35,223.96,0.47
PPD,PPDw,2012,25.00,200.44,50.11,0.47
PPD,PPDw,2012,35.00,239.95,83.98,0.48
PPD,PPDw,2012,45.00,273.73,123.18,0.49
PPD,PPDw,2012,69.00,340.80,235.16,0.49
PPD,PPDw,2012,71.00,346.98,246.35,0.50
PPD,PPDw,2012,30.00,225.82,67.75,0.50
PPD,PPDw,2012,22.00,193.42,42.55,0.50
PPD,PPDw,2012,46.00,279.95,128.78,0.50
PPD,PPDw,2012,75.00,358.33,268.75,0.50
PPD,PPDc,2012,4.00,83.98,3.36,0.52
PPD,PPDw,2012,63.00,337.71,212.76,0.53
PPD,PPDw,2012,46.00,292.12,134.37,0.55
PPD,PPDc,2012,3.00,74.65,2.24,0.55
PPD,PPDw,2012,42.00,279.95,117.58,0.55
PPD,PPDw,2012,67.00,355.16,237.95,0.55
PPD,PPDw,2012,34.00,255.25,86.78,0.56
PPD,PPDw,2012,20.00,195.96,39.19,0.56
PPD,PPDw,2012,25.00,223.96,55.99,0.59
PPD,PPDw,2012,25.00,223.96,55.99,0.59
PPD,PPDw,2012,25.00,223.96,55.99,0.59
PPD,PPDw,2012,23.00,215.44,49.55,0.59
PPD,PPDw,2012,42.00,293.28,123.18,0.60
PPD,PPDw,2012,42.00,293.28,123.18,0.60
PPD,PPDw,2012,38.00,279.95,106.38,0.61
PPD,PPDc,2012,4.00,90.98,3.64,0.61
PPD,PPDc,2012,1.50,55.99,0.84,0.61
PPD,PPDw,2012,35.00,271.95,95.18,0.62
PPD,PPDw,2012,39.00,287.12,111.98,0.62
PPD,PPDw,2012,23.00,221.52,50.95,0.63
PPD,PPDw,2012,21.00,213.29,44.79,0.64
PPD,PPDw,2012,31.00,261.89,81.18,0.65
PPD,PPDw,2012,48.00,326.60,156.77,0.65
PPD,PPDw,2012,49.00,331.37,162.37,0.66
PPD,PPDw,2012,40.00,300.94,120.38,0.67
PPD,PPDw,2012,27.00,248.84,67.19,0.67
PPD,PPDw,2012,36.00,287.72,103.58,0.68
PPD,PPDw,2012,34.00,279.95,95.18,0.68
PPD,PPDw,2012,22.00,225.23,49.55,0.68
PPD,PPDw,2012,63.00,382.15,240.75,0.68
PPD,PPDw,2012,30.00,264.08,79.22,0.68
PPD,PPDw,2012,22.00,229.05,50.39,0.70
PPD,PPDc,2012,4.00,97.98,3.92,0.71
PPD,PPDw,2012,29.00,265.47,76.99,0.71
PPD,PPDc,2012,8.00,139.97,11.20,0.72
PPD,PPDw,2012,43.00,325.52,139.97,0.72
PPD,PPDc,2012,9.00,149.30,13.44,0.73
PPD,PPDw,2012,51.00,356.79,181.97,0.73
PPD,PPDw,2012,46.00,340.80,156.77,0.74
PPD,PPDw,2012,36.00,303.28,109.18,0.75
PPD,PPDw,2012,32.00,288.69,92.38,0.77
PPD,PPDw,2012,35.00,303.94,106.38,0.78
PPD,PPDw,2012,40.00,328.94,131.57,0.80
PPD,PPDw,2012,21.00,239.95,50.39,0.81
PPD,PPDc,2012,5.00,117.58,5.88,0.81
PPD,PPDw,2012,30.00,289.28,86.78,0.82
PPD,PPDw,2012,30.00,289.28,86.78,0.82
PPD,PPDw,2012,28.00,279.95,78.39,0.82
PPD,PPDw,2012,40.00,335.94,134.37,0.83
PPD,PPDc,2012,3.00,93.32,2.80,0.85
PPD,PPDw,2012,20.00,244.95,48.99,0.88
PPD,PPDw,2012,28.00,289.94,81.18,0.88
PPD,PPDw,2012,24.00,276.45,66.35,0.94
PPD,PPDw,2012,24.00,279.95,67.19,0.96
PPD,PPDw,2012,25.00,288.90,72.23,0.98
PPD,PPDw,2012,28.00,309.94,86.78,1.01
PPD,PPDw,2012,33.00,339.33,111.98,1.03
PPD,PPDc,2012,2.00,83.98,1.68,1.04
PPD,PPDc,2012,2.00,83.98,1.68,1.04
PPD,PPDw,2012,27.00,311.05,83.98,1.05
PPD,PPDw,2012,32.00,341.18,109.18,1.07
PPD,PPDw,2012,19.00,265.21,50.39,1.09
PPD,PPDw,2012,27.00,321.42,86.78,1.12
PPD,PPDw,2012,20.00,279.95,55.99,1.15
PPD,PPDc,2012,2.50,100.78,2.52,1.19
PPD,PPDw,2012,27.00,331.79,89.58,1.20
PPD,PPDw,2012,21.00,293.28,61.59,1.20
PPD,PPDw,2012,22.00,302.85,66.63,1.23
PPD,PPDc,2012,3.00,111.98,3.36,1.23
PPD,PPDw,2012,26.00,333.78,86.78,1.26
PPD,PPDw,2012,24.00,326.60,78.39,1.31
PPD,PPDw,2012,17.00,278.30,47.31,1.34
PPD,PPDw,2012,23.00,328.63,75.59,1.38
PPD,PPDw,2012,18.00,295.50,53.19,1.43
PPD,PPDc,2012,4.00,139.97,5.60,1.44
PPD,PPDc,2012,4.00,139.97,5.60,1.44
PPD,PPDc,2012,9.00,211.52,19.04,1.46
PPD,PPDc,2012,2.50,111.98,2.80,1.47
PPD,PPDc,2012,2.50,111.98,2.80,1.47
PPD,PPDw,2012,24.00,349.93,83.98,1.50
PPD,PPDw,2012,25.00,358.33,89.58,1.51
PPD,PPDw,2012,22.00,337.21,74.19,1.52
PPD,PPDc,2012,7.00,191.96,13.44,1.55
PPD,PPDc,2012,5.50,173.06,9.52,1.60
PPD,PPDw,2012,18.00,315.72,56.83,1.63
PPD,PPDw,2012,22.00,356.30,78.39,1.70
PPD,PPDw,2012,25.00,380.73,95.18,1.70
PPD,PPDc,2012,1.50,93.32,1.40,1.71
PPD,PPDc,2012,2.00,111.98,2.24,1.84
PPD,PPDc,2012,3.00,139.97,4.20,1.92
PPD,PPDc,2012,5.00,184.76,9.24,2.01
PPD,PPDc,2012,6.00,209.96,12.60,2.16
PPD,PPDw,2012,14.00,339.93,47.59,2.43
PPD,PPDc,2012,4.00,181.97,7.28,2.43
PPD,PPDw,2012,15.00,354.60,53.19,2.46
PPD,PPDc,2012,2.00,139.97,2.80,2.88
PPD,PPDc,2012,4.00,209.96,8.40,3.24
PPD,PPDc,2012,3.00,186.63,5.60,3.41
PPD,PPDc,2012,2.00,153.97,3.08,3.48
PPD,PPDc,2012,2.00,153.97,3.08,3.48
PPD,PPDc,2012,1.00,111.98,1.12,3.69
PPD,PPDc,2012,1.00,111.98,1.12,3.69
PPD,PPDc,2012,2.50,179.17,4.48,3.78
PPD,PPDc,2012,2.50,179.17,4.48,3.78
PPD,PPDc,2012,1.70,148.21,2.52,3.80
PPD,PPDc,2012,3.00,205.29,6.16,4.13
PPD,PPDc,2012,2.00,167.97,3.36,4.15
PPD,PPDc,2012,2.00,167.97,3.36,4.15
PPD,PPDc,2012,1.50,149.30,2.24,4.37
PPD,PPDc,2012,1.50,149.30,2.24,4.37
PPD,PPDw,2012,16.00,489.91,78.39,4.41
PPD,PPDc,2012,2.00,181.97,3.64,4.87
PPD,PPDc,2012,3.00,223.96,6.72,4.92
PPD,PPDc,2012,1.50,167.97,2.52,5.53
PPD,PPDc,2012,2.00,195.96,3.92,5.64
PPD,PPDc,2012,1.00,139.97,1.40,5.76
PPD,PPDc,2012,4.00,300.94,12.04,6.66
PPD,PPDc,2012,3.00,261.28,7.84,6.69
PPD,PPDc,2012,0.80,139.97,1.12,7.20
PPD,PPDc,2012,1.50,205.29,3.08,8.26
PPD,PPDc,2012,2.00,237.95,4.76,8.32
PPD,PPDc,2012,2.00,251.95,5.04,9.33
PPD,PPDc,2012,4.00,370.93,14.84,10.11
PPD,PPDc,2012,3.00,335.94,10.08,11.06
PPD,PPDc,2012,1.00,223.96,2.24,14.75
PPD,PPDc,2012,0.50,167.97,0.84,16.59
PPD,PPDc,2012,2.00,335.94,6.72,16.59
PPD,PPDc,2012,2.00,363.93,7.28,19.47
PPD,PPDc,2012,1.50,317.27,4.76,19.73
PPD,PPDc,2012,1.00,279.95,2.80,23.04
PPD,PPDc,2012,0.75,335.94,2.52,44.24
PPD,PPDc,2012,0.50,279.95,1.40,46.08
PPD,PPDc,2012,0.50,279.95,1.40,46.08
PPD,PPDc,2012,0.75,373.26,2.80,54.62
PPD,PPDc,2012,0.50,335.94,1.68,66.36
PPD,PPDc,2012,0.50,391.93,1.96,90.32
PPD,PPDc,2012,0.50,447.91,2.24,117.97
PPD,PPDc,2012,0.50,503.90,2.52,149.30
PPD,PPDc,2012,0.50,615.88,3.08,223.03
TIS,TIS,2012,252.00,202.18,509.50,0.05
TIS,TIS,2012,162.00,210.82,341.53,0.08
TIS,TIS,2012,198.00,297.62,589.29,0.13
TIS,TIS,2012,234.00,382.83,895.83,0.18
TIS,TIS,2012,193.00,359.72,694.27,0.20
TIS,TIS,2012,127.00,295.38,375.13,0.20
TIS,TIS,2012,186.00,361.22,671.87,0.21
TIS,TIS,2012,204.00,378.75,772.65,0.21
TIS,TIS,2012,250.00,426.64,1066.60,0.21
TIS,TIS,2012,196.00,381.36,747.46,0.22
TIS,TIS,2012,208.00,393.00,817.44,0.22
TIS,TIS,2012,132.00,313.88,414.32,0.22
TIS,TIS,2012,124.00,307.04,380.73,0.22
TIS,TIS,2012,204.00,400.71,817.44,0.23
TIS,TIS,2012,195.00,393.36,767.05,0.23
TIS,TIS,2012,201.00,399.72,803.45,0.23
TIS,TIS,2012,129.00,324.43,418.52,0.24
TIS,TIS,2012,200.00,405.92,811.84,0.24
