site,year,depth,density,swe,htc
TUN,2003,9,497.68,44.79,8.09
TUN,2003,8,524.9,41.99,10.13
TUN,2003,6,466.58,27.99,10.67
TUN,2003,6,583.22,34.99,16.67
TUN,2003,6,583.22,34.99,16.67
TUN,2003,7,639.88,44.79,17.2
TUN,2004,14,75.99,10.64,0.12
TUN,2004,16,90.98,14.56,0.15
TUN,2004,16,90.98,14.56,0.15
TUN,2004,16,94.48,15.12,0.16
TUN,2004,12,83.98,10.08,0.17
TUN,2004,18,105.76,19.04,0.18
TUN,2004,15,97.05,14.56,0.18
TUN,2004,12,97.98,11.76,0.24
TUN,2004,18,127.53,22.96,0.27
TUN,2004,14,115.98,16.24,0.28
TUN,2004,16,125.98,20.16,0.29
TUN,2004,17,131.74,22.4,0.3
TUN,2004,19,141.45,26.87,0.31
TUN,2004,17,135.03,22.96,0.32
TUN,2004,15,126.91,19.04,0.32
TUN,2004,16,134.72,21.56,0.33
TUN,2004,8,97.98,7.84,0.35
TUN,2004,15,134.37,20.16,0.35
TUN,2004,12,121.31,14.56,0.36
TUN,2004,15,138.11,20.72,0.37
TUN,2004,17,151.5,25.76,0.4
TUN,2004,11,122.16,13.44,0.4
TUN,2004,18,157.08,28.27,0.4
TUN,2004,16,148.72,23.8,0.41
TUN,2004,15,145.57,21.84,0.42
TUN,2004,13,135.67,17.64,0.42
TUN,2004,17,158.09,26.87,0.43
TUN,2004,19,167.97,31.91,0.44
TUN,2004,17,161.38,27.43,0.45
TUN,2004,10,125.98,12.6,0.47
TUN,2004,12,139.97,16.8,0.48
TUN,2004,11,134.88,14.84,0.49
TUN,2004,16,164.47,26.31,0.5
TUN,2004,9,124.42,11.2,0.51
TUN,2004,14,155.97,21.84,0.51
TUN,2004,23,204.48,47.03,0.53
TUN,2004,17,177.85,30.23,0.55
TUN,2004,14,161.97,22.68,0.55
TUN,2004,11,147.61,16.24,0.58
TUN,2004,22,213.78,47.03,0.61
TUN,2004,22,213.78,47.03,0.61
TUN,2004,8,129.48,10.36,0.62
TUN,2004,14,175.97,24.64,0.65
TUN,2004,11,167.97,18.48,0.75
TUN,2004,9,155.53,14,0.79
TUN,2004,16,209.96,33.59,0.81
TUN,2004,20,235.16,47.03,0.81
TUN,2004,11,175.6,19.32,0.82
TUN,2004,10,170.77,17.08,0.86
TUN,2004,11,180.69,19.88,0.87
TUN,2004,11,180.69,19.88,0.87
TUN,2004,22,258.31,56.83,0.89
TUN,2004,8,157.47,12.6,0.91
TUN,2004,9,167.97,15.12,0.92
TUN,2004,10,179.17,17.92,0.94
TUN,2004,6,139.97,8.4,0.96
TUN,2004,10,181.97,18.2,0.97
TUN,2004,18,245.73,44.23,0.99
TUN,2004,20,263.15,52.63,1.02
TUN,2004,8,167.97,13.44,1.04
TUN,2004,15,233.29,34.99,1.07
TUN,2004,16,244.95,39.19,1.1
TUN,2004,8,174.97,14,1.13
TUN,2004,8,174.97,14,1.13
TUN,2004,10,195.96,19.6,1.13
TUN,2004,9,186.63,16.8,1.14
TUN,2004,5,139.97,7,1.15
TUN,2004,20,279.95,55.99,1.15
TUN,2004,7,167.97,11.76,1.18
TUN,2004,19,277,52.63,1.19
TUN,2004,10,201.56,20.16,1.19
TUN,2004,12,221.62,26.59,1.2
TUN,2004,6,158.64,9.52,1.23
TUN,2004,11,216.32,23.8,1.25
TUN,2004,12,228.62,27.43,1.28
TUN,2004,13,239.03,31.07,1.29
TUN,2004,6,163.3,9.8,1.31
TUN,2004,8,188.96,15.12,1.31
TUN,2004,14,253.95,35.55,1.35
TUN,2004,12,235.62,28.27,1.36
TUN,2004,7,179.97,12.6,1.36
TUN,2004,14,255.95,35.83,1.38
TUN,2004,6,167.97,10.08,1.38
TUN,2004,18,292.39,52.63,1.4
TUN,2004,18,292.39,52.63,1.4
TUN,2004,16,276.45,44.23,1.4
TUN,2004,10,223.96,22.4,1.47
TUN,2004,16,288.69,46.19,1.53
TUN,2004,5,167.97,8.4,1.66
TUN,2004,13,275.64,35.83,1.72
TUN,2004,4,153.97,6.16,1.74
TUN,2004,15,298.61,44.79,1.75
TUN,2004,2,111.98,2.24,1.84
TUN,2004,14,299.94,41.99,1.89
TUN,2004,8,227.46,18.2,1.9
TUN,2004,4,160.97,6.44,1.9
TUN,2004,8,230.96,18.48,1.96
TUN,2004,15,321.01,48.15,2.02
TUN,2004,8,244.95,19.6,2.21
TUN,2004,4,174.97,7,2.25
TUN,2004,12,307.94,36.95,2.32
TUN,2004,12,312.61,37.51,2.39
TUN,2004,15,354.6,53.19,2.46
TUN,2004,8,262.45,21,2.53
TUN,2004,12,321.94,38.63,2.54
TUN,2004,7,247.95,17.36,2.58
TUN,2004,14,351.93,49.27,2.6
TUN,2004,6,233.29,14,2.67
TUN,2004,13,344.55,44.79,2.68
TUN,2004,13,344.55,44.79,2.68
TUN,2004,13,348.86,45.35,2.75
TUN,2004,5,223.96,11.2,2.95
TUN,2004,8,286.95,22.96,3.03
TUN,2004,12,373.26,44.79,3.41
TUN,2004,3,195.96,5.88,3.76
TUN,2004,3,195.96,5.88,3.76
TUN,2004,7,319.94,22.4,4.3
TUN,2004,9,373.26,33.59,4.55
TUN,2004,8,370.93,29.67,5.06
TUN,2004,4,265.95,10.64,5.2
TUN,2004,3,233.29,7,5.33
TUN,2004,2,209.96,4.2,6.48
TUN,2004,3,261.28,7.84,6.69
TUN,2004,3,270.61,8.12,7.18
TUN,2004,3,279.95,8.4,7.68
TUN,2004,4,370.93,14.84,10.11
TUN,2004,4,377.93,15.12,10.5
TUN,2004,3,335.94,10.08,11.06
TUN,2004,2,293.94,5.88,12.7
TUN,2004,2,419.92,8.4,25.92
TUN,2004,1,531.9,5.32,83.18
TUN,2005,8,34.99,2.8,0.05
TUN,2005,2,27.99,0.56,0.12
TUN,2005,3,46.66,1.4,0.21
TUN,2005,4,55.99,2.24,0.23
TUN,2005,40,251.95,100.78,0.47
TUN,2005,24,198.3,47.59,0.48
TUN,2005,35,255.95,89.58,0.55
TUN,2005,39,287.12,111.98,0.62
TUN,2005,28,249.95,69.99,0.66
TUN,2005,35,279.95,97.98,0.66
TUN,2005,31,270.92,83.98,0.7
TUN,2005,26,258.41,67.19,0.76
TUN,2005,26,258.41,67.19,0.76
TUN,2005,25,257.55,64.39,0.78
TUN,2005,36,311.05,111.98,0.79
TUN,2005,24,256.62,61.59,0.81
TUN,2005,3,93.32,2.8,0.85
TUN,2005,28,289.94,81.18,0.88
TUN,2005,25,279.95,69.99,0.92
TUN,2005,25,279.95,69.99,0.92
TUN,2005,33,322.36,106.38,0.93
TUN,2005,28,299.94,83.98,0.94
TUN,2005,18,248.84,44.79,1.01
TUN,2005,4,118.98,4.76,1.04
TUN,2005,12,209.96,25.2,1.08
TUN,2005,23,292.12,67.19,1.09
TUN,2005,8,174.97,14,1.13
TUN,2005,8,174.97,14,1.13
TUN,2005,18,264.39,47.59,1.14
TUN,2005,5,139.97,7,1.15
TUN,2005,20,279.95,55.99,1.15
TUN,2005,20,279.95,55.99,1.15
TUN,2005,20,279.95,55.99,1.15
TUN,2005,15,242.62,36.39,1.15
TUN,2005,16,251.95,40.31,1.17
TUN,2005,27,331.79,89.58,1.2
TUN,2005,13,236.88,30.79,1.27
TUN,2005,12,233.29,27.99,1.33
TUN,2005,8,192.46,15.4,1.36
TUN,2005,6,167.97,10.08,1.38
TUN,2005,9,208.4,18.76,1.42
TUN,2005,18,298.61,53.75,1.46
TUN,2005,17,296.41,50.39,1.52
TUN,2005,11,254.5,27.99,1.73
TUN,2005,15,298.61,44.79,1.75
TUN,2005,10,246.35,24.64,1.78
TUN,2005,10,251.95,25.2,1.87
TUN,2005,16,320.19,51.23,1.88
TUN,2005,5,179.17,8.96,1.89
TUN,2005,12,279.95,33.59,1.92
TUN,2005,14,315.94,44.23,2.1
TUN,2005,8,241.45,19.32,2.14
TUN,2005,8,244.95,19.6,2.21
TUN,2005,12,300.94,36.11,2.22
TUN,2005,4,174.97,7,2.25
TUN,2005,6,214.63,12.88,2.26
TUN,2005,6,214.63,12.88,2.26
TUN,2005,10,277.15,27.71,2.26
TUN,2005,5,201.56,10.08,2.39
TUN,2005,6,223.96,13.44,2.46
TUN,2005,6,223.96,13.44,2.46
TUN,2005,9,279.95,25.2,2.56
TUN,2005,10,307.94,30.79,2.79
TUN,2005,10,307.94,30.79,2.79
TUN,2005,4,195.96,7.84,2.82
TUN,2005,7,259.95,18.2,2.84
TUN,2005,8,279.95,22.4,2.88
TUN,2005,5,223.96,11.2,2.95
TUN,2005,8,283.45,22.68,2.95
TUN,2005,3,177.3,5.32,3.08
TUN,2005,4,209.96,8.4,3.24
TUN,2005,8,297.44,23.8,3.25
TUN,2005,7,299.94,21,3.78
TUN,2005,6,279.95,16.8,3.84
TUN,2005,6,284.61,17.08,3.97
TUN,2005,7,307.94,21.56,3.98
TUN,2005,6,317.27,19.04,4.93
TUN,2005,5,302.34,15.12,5.37
TUN,2005,5,302.34,15.12,5.37
TUN,2005,5,307.94,15.4,5.58
TUN,2005,7,383.93,26.87,6.19
TUN,2005,4,349.93,14,9
TUN,2005,3,307.94,9.24,9.29
TUN,2005,4,370.93,14.84,10.11
TUN,2005,4,377.93,15.12,10.5
TUN,2005,4,454.91,18.2,15.21
TUN,2005,4,489.91,19.6,17.64
TUN,2005,2,489.91,9.8,35.28
TUN,2006,35,179.97,62.99,0.27
TUN,2006,20,195.96,39.19,0.56
TUN,2006,1,55.99,0.56,0.92
TUN,2006,36,342.16,123.18,0.96
TUN,2006,25,302.34,75.59,1.07
TUN,2006,32,349.93,111.98,1.13
TUN,2006,33,356.3,117.58,1.13
TUN,2006,18,264.39,47.59,1.14
TUN,2006,31,352.19,109.18,1.18
TUN,2006,34,370.52,125.98,1.19
TUN,2006,19,279.95,53.19,1.21
TUN,2006,19,294.68,55.99,1.34
TUN,2006,16,271.2,43.39,1.35
TUN,2006,16,271.2,43.39,1.35
TUN,2006,32,384.93,123.18,1.36
TUN,2006,11,229.05,25.2,1.4
TUN,2006,30,391.93,117.58,1.51
TUN,2006,20,321.94,64.39,1.52
TUN,2006,17,304.65,51.79,1.61
TUN,2006,4.5,174.19,7.84,1.98
TUN,2006,9,248.84,22.4,2.02
TUN,2006,4,167.97,6.72,2.07
TUN,2006,3.5,159.97,5.6,2.15
TUN,2006,14,319.94,44.79,2.15
TUN,2006,15,335.94,50.39,2.21
TUN,2006,4,174.97,7,2.25
TUN,2006,10,279.95,27.99,2.3
TUN,2006,13,323.02,41.99,2.36
TUN,2006,7,239.95,16.8,2.42
TUN,2006,16,367.43,58.79,2.48
TUN,2006,9,295.5,26.59,2.85
TUN,2006,2,139.97,2.8,2.88
TUN,2006,17,411.69,69.99,2.93
TUN,2006,10,335.94,33.59,3.32
TUN,2006,14,399.92,55.99,3.36
TUN,2006,12,373.26,44.79,3.41
TUN,2006,5,251.95,12.6,3.73
TUN,2006,10,363.93,36.39,3.89
TUN,2006,10,363.93,36.39,3.89
TUN,2006,2,167.97,3.36,4.15
TUN,2006,7,319.94,22.4,4.3
TUN,2006,9,388.81,34.99,4.94
TUN,2006,3,233.29,7,5.33
TUN,2006,7,379.93,26.59,6.06
TUN,2006,3.5,279.95,9.8,6.58
TUN,2006,3,270.61,8.12,7.18
TUN,2006,3,279.95,8.4,7.68
TUN,2006,6,429.25,25.76,9.03
TUN,2006,4,384.93,15.4,10.89
TUN,2006,2,475.91,9.52,33.29
TUN,2006,2,503.9,10.08,37.33
TUN,2006,2,643.88,12.88,60.94
TUN,2006,1,1063.8,10.64,332.71
TUN,2006,1,1063.8,10.64,332.71
TUN,2006,0.5,895.83,4.48,471.88
TUN,2007,7,139.97,9.8,0.82
TUN,2007,10,179.17,17.92,0.94
TUN,2007,7,159.97,11.2,1.07
TUN,2007,8,174.97,14,1.13
TUN,2007,8,174.97,14,1.13
TUN,2007,9,199.07,17.92,1.29
TUN,2007,4,132.97,5.32,1.3
TUN,2007,6,163.3,9.8,1.31
TUN,2007,7,179.97,12.6,1.36
TUN,2007,10,223.96,22.4,1.47
TUN,2007,8,202.96,16.24,1.51
TUN,2007,9,217.74,19.6,1.55
TUN,2007,5,162.37,8.12,1.55
TUN,2007,10,235.16,23.52,1.63
TUN,2007,7,199.96,14,1.68
TUN,2007,7,199.96,14,1.68
TUN,2007,6,186.63,11.2,1.71
TUN,2007,6,186.63,11.2,1.71
TUN,2007,6,186.63,11.2,1.71
TUN,2007,9.5,235.74,22.4,1.72
TUN,2007,9,233.29,21,1.78
TUN,2007,10,246.35,24.64,1.78
TUN,2007,8,220.46,17.64,1.79
TUN,2007,6,191.3,11.48,1.79
TUN,2007,8,223.96,17.92,1.84
TUN,2007,9,248.84,22.4,2.02
TUN,2007,9,248.84,22.4,2.02
TUN,2007,7,219.96,15.4,2.03
TUN,2007,7,219.96,15.4,2.03
TUN,2007,6,205.29,12.32,2.07
TUN,2007,6,209.96,12.6,2.16
TUN,2007,6,209.96,12.6,2.16
TUN,2007,5,195.96,9.8,2.26
TUN,2007,8,251.95,20.16,2.33
TUN,2007,8,255.45,20.44,2.4
TUN,2007,7,239.95,16.8,2.42
TUN,2007,7,239.95,16.8,2.42
TUN,2007,7,239.95,16.8,2.42
TUN,2007,7,239.95,16.8,2.42
TUN,2007,8,258.95,20.72,2.46
TUN,2007,8,262.45,21,2.53
TUN,2007,8,262.45,21,2.53
TUN,2007,9,279.95,25.2,2.56
TUN,2007,8.5,273.36,23.24,2.58
TUN,2007,5,212.76,10.64,2.66
TUN,2007,6,233.29,14,2.67
TUN,2007,9,286.17,25.76,2.68
TUN,2007,4,195.96,7.84,2.82
TUN,2007,4,195.96,7.84,2.82
TUN,2007,5,223.96,11.2,2.95
TUN,2007,5,223.96,11.2,2.95
TUN,2007,5,223.96,11.2,2.95
TUN,2007,7,267.95,18.76,3.02
TUN,2007,5,229.56,11.48,3.1
TUN,2007,7,271.95,19.04,3.11
TUN,2007,6,251.95,15.12,3.11
TUN,2007,4,209.96,8.4,3.24
TUN,2007,4,209.96,8.4,3.24
TUN,2007,4,209.96,8.4,3.24
TUN,2007,4,209.96,8.4,3.24
TUN,2007,7,279.95,19.6,3.29
TUN,2007,5.5,254.5,14,3.46
TUN,2007,6,270.61,16.24,3.59
TUN,2007,4,223.96,8.96,3.69
TUN,2007,4,223.96,8.96,3.69
TUN,2007,5,251.95,12.6,3.73
TUN,2007,5,251.95,12.6,3.73
TUN,2007,6,279.95,16.8,3.84
TUN,2007,6,279.95,16.8,3.84
TUN,2007,5,257.55,12.88,3.9
TUN,2007,4,230.96,9.24,3.92
TUN,2007,4,237.95,9.52,4.16
TUN,2007,4,237.95,9.52,4.16
TUN,2007,5,268.75,13.44,4.25
TUN,2007,7,319.94,22.4,4.3
TUN,2007,5,279.95,14,4.61
TUN,2007,4,251.95,10.08,4.67
TUN,2007,3,223.96,6.72,4.92
TUN,2007,4,265.95,10.64,5.2
TUN,2007,4,265.95,10.64,5.2
TUN,2007,4,265.95,10.64,5.2
TUN,2007,4,265.95,10.64,5.2
TUN,2007,5,302.34,15.12,5.37
TUN,2007,4,279.95,11.2,5.76
TUN,2007,4,279.95,11.2,5.76
TUN,2007,4,279.95,11.2,5.76
TUN,2007,4,279.95,11.2,5.76
TUN,2007,4,279.95,11.2,5.76
TUN,2007,3,242.62,7.28,5.77
TUN,2007,4.5,311.05,14,6.32
TUN,2007,4,293.94,11.76,6.35
TUN,2007,5,335.94,16.8,6.64
TUN,2007,4,307.94,12.32,6.97
TUN,2007,4,314.94,12.6,7.29
TUN,2007,4,321.94,12.88,7.62
TUN,2007,3,279.95,8.4,7.68
TUN,2007,4,349.93,14,9
TUN,2007,4,349.93,14,9
TUN,2007,6,433.92,26.04,9.23
TUN,2007,3,317.27,9.52,9.86
TUN,2007,3,335.94,10.08,11.06
TUN,2007,3,335.94,10.08,11.06
TUN,2007,2,307.94,6.16,13.94
TUN,2007,2,335.94,6.72,16.59
TUN,2007,2,349.93,7,18
TUN,2007,2,363.93,7.28,19.47
TUN,2007,2,391.93,7.84,22.58
TUN,2007,2,433.92,8.68,27.68
TUN,2007,2,447.91,8.96,29.49
TUN,2007,2,699.87,14,72
TUN,2008,5,27.99,1.4,0.05
TUN,2008,16,209.96,33.59,0.81
TUN,2008,14,239.95,33.59,1.21
TUN,2008,9,205.29,18.48,1.38
TUN,2008,16,279.95,44.79,1.44
TUN,2008,13,258.41,33.59,1.51
TUN,2008,13,258.41,33.59,1.51
TUN,2008,15,279.95,41.99,1.54
TUN,2008,18,311.05,55.99,1.58
TUN,2008,16,297.44,47.59,1.63
TUN,2008,10,237.95,23.8,1.66
TUN,2008,11,254.5,27.99,1.73
TUN,2008,9,233.29,21,1.78
TUN,2008,9,248.84,22.4,2.02
TUN,2008,10,263.15,26.31,2.04
TUN,2008,13,301.48,39.19,2.06
TUN,2008,10,265.95,26.59,2.08
TUN,2008,13,303.63,39.47,2.08
TUN,2008,9,255.06,22.96,2.13
TUN,2008,6,209.96,12.6,2.16
TUN,2008,7.5,235.16,17.64,2.17
TUN,2008,7,227.96,15.96,2.18
TUN,2008,8,244.95,19.6,2.21
TUN,2008,12,300.94,36.11,2.22
TUN,2008,7.5,238.89,17.92,2.24
TUN,2008,8,255.45,20.44,2.4
TUN,2008,14,339.93,47.59,2.43
TUN,2008,7.5,253.82,19.04,2.53
TUN,2008,8,262.45,21,2.53
TUN,2008,8,262.45,21,2.53
TUN,2008,8,262.45,21,2.53
TUN,2008,10,293.94,29.39,2.54
TUN,2008,12,326.6,39.19,2.61
TUN,2008,11,318.12,34.99,2.7
TUN,2008,4,195.96,7.84,2.82
TUN,2008,7,259.95,18.2,2.84
TUN,2008,8,279.95,22.4,2.88
TUN,2008,5,223.96,11.2,2.95
TUN,2008,7,279.95,19.6,3.29
TUN,2008,10,335.94,33.59,3.32
TUN,2008,11,356.3,39.19,3.39
TUN,2008,12,373.26,44.79,3.41
TUN,2008,6,265.95,15.96,3.47
TUN,2008,5,246.35,12.32,3.57
TUN,2008,5,251.95,12.6,3.73
TUN,2008,7,299.94,21,3.78
TUN,2008,7,299.94,21,3.78
TUN,2008,9,354.6,31.91,4.11
TUN,2008,6,293.94,17.64,4.23
TUN,2008,7,319.94,22.4,4.3
TUN,2008,8,349.93,27.99,4.5
TUN,2008,5,279.95,14,4.61
TUN,2008,3.5,239.95,8.4,4.84
TUN,2008,4.5,273.73,12.32,4.9
TUN,2008,5.5,310.49,17.08,5.15
TUN,2008,3,233.29,7,5.33
TUN,2008,5,302.34,15.12,5.37
TUN,2008,2,195.96,3.92,5.64
TUN,2008,1,139.97,1.4,5.76
TUN,2008,1,139.97,1.4,5.76
TUN,2008,4,286.95,11.48,6.05
TUN,2008,4,293.94,11.76,6.35
TUN,2008,7,399.92,27.99,6.72
TUN,2008,1.5,186.63,2.8,6.83
TUN,2008,1.5,186.63,2.8,6.83
TUN,2008,4,314.94,12.6,7.29
TUN,2008,3,279.95,8.4,7.68
TUN,2008,2.5,268.75,6.72,8.49
TUN,2008,3,298.61,8.96,8.74
TUN,2008,3,298.61,8.96,8.74
TUN,2008,3,298.61,8.96,8.74
TUN,2008,4,349.93,14,9
TUN,2008,4,349.93,14,9
TUN,2008,4,349.93,14,9
TUN,2008,2.5,279.95,7,9.22
TUN,2008,3,307.94,9.24,9.29
TUN,2008,2,251.95,5.04,9.33
TUN,2008,1.5,223.96,3.36,9.83
TUN,2008,4,370.93,14.84,10.11
TUN,2008,4,377.93,15.12,10.5
