site,year,depth,density,swe,htc
TIS,2006,75,283.68,212.76,0.32
TIS,2006,82,297.02,243.55,0.32
TIS,2006,95,321.2,305.14,0.32
TIS,2006,89,317.69,282.75,0.33
TIS,2006,67,275.77,184.76,0.33
TIS,2006,70,283.95,198.76,0.34
TIS,2006,82,314.09,257.55,0.35
TIS,2006,112,368.68,412.92,0.36
TIS,2006,104,355.32,369.53,0.36
TIS,2006,70,295.94,207.16,0.37
TIS,2006,106,390.87,414.32,0.42
TIS,2006,69,324.58,223.96,0.45
TIS,2006,56,319.94,179.17,0.54
TIS,2006,46,438.18,201.56,1.23
TIS,2007,228,299.59,683.07,0.12
TIS,2007,227,308.31,699.87,0.12
TIS,2007,240,352.27,845.44,0.15
TIS,2007,260,370.39,963.02,0.16
TIS,2007,260,371.47,965.82,0.16
TIS,2007,241,370.55,893.03,0.17
TIS,2007,239,374.82,895.83,0.17
TIS,2007,230,372.45,856.64,0.18
TIS,2007,228,378.17,862.24,0.18
TIS,2007,249,398,991.01,0.19
TIS,2007,238,389.34,926.62,0.19
TIS,2007,249,408.11,1016.21,0.2
TIS,2007,236,405.69,957.42,0.21
TIS,2007,223,400.46,893.03,0.21
TIS,2007,213,394.29,839.84,0.21
TIS,2007,227,408.2,926.62,0.22
TIS,2007,228,411.32,937.82,0.22
TIS,2007,231,416.89,963.02,0.22
TIS,2007,222,411.09,912.63,0.22
TIS,2007,187,381.75,713.86,0.23
TIS,2007,171,366.71,627.08,0.23
TIS,2007,182,378.39,688.67,0.23
TIS,2007,179,376.91,674.67,0.23
TIS,2007,175,377.53,660.67,0.24
TIS,2007,218,425.06,926.62,0.24
TIS,2007,165,369.87,610.28,0.24
TIS,2007,185,393.44,727.86,0.25
TIS,2007,178,393.18,699.87,0.26
TIS,2007,208,425.3,884.63,0.26
TIS,2007,214,434.31,929.42,0.26
TIS,2007,178,399.47,711.06,0.26
TIS,2007,164,390.9,641.08,0.27
TIS,2007,142,366.69,520.7,0.28
TIS,2007,144,369.37,531.9,0.28
TIS,2007,142,370.63,526.3,0.28
TIS,2007,142,376.55,534.7,0.29
TIS,2007,148,387.76,573.89,0.3
TIS,2007,146,385.41,562.69,0.3
TIS,2007,108,347.34,375.13,0.33
TIS,2007,111,353.09,391.93,0.33
TIS,2007,109,351.86,383.53,0.33
TIS,2007,152,416.24,632.68,0.34
TIS,2007,108,352.53,380.73,0.34
TIS,2007,108,355.12,383.53,0.34
TIS,2007,100,352.73,352.73,0.37
TIS,2007,144,429.83,618.96,0.38
TIS,2007,100,358.33,358.33,0.38
TIS,2007,98,359.93,352.73,0.39
TIS,2007,98,359.93,352.73,0.39
TIS,2007,141,436.8,615.88,0.4
TIS,2007,100,382.13,382.13,0.43
TIS,2007,99,393.06,389.13,0.46
TIS,2007,142,477.09,677.47,0.47
TIS,2007,124,456.49,566.05,0.49
TIS,2007,144,540.45,778.25,0.6
TIS,2008,135,222.92,300.94,0.11
TIS,2008,178,275.23,489.91,0.13
TIS,2008,244,338.46,825.84,0.14
TIS,2008,255,355.15,905.63,0.15
TIS,2008,254,355.99,904.23,0.15
TIS,2008,252,357.71,901.43,0.15
TIS,2008,257,363.82,935.02,0.15
TIS,2008,250,359.45,898.63,0.15
TIS,2008,251,360.81,905.63,0.15
TIS,2008,248,365.74,907.03,0.16
TIS,2008,248,372.51,923.82,0.16
TIS,2008,249,373.26,929.42,0.16
TIS,2008,248,383.8,951.82,0.17
TIS,2008,150,298.61,447.91,0.17
TIS,2008,226,370.37,837.04,0.18
TIS,2008,226,374.09,845.44,0.18
TIS,2008,218,373.69,814.64,0.19
TIS,2008,224,379.93,851.04,0.19
TIS,2008,222,379.57,842.64,0.19
TIS,2008,224,382.43,856.64,0.19
TIS,2008,224,382.43,856.64,0.19
TIS,2008,222,380.83,845.44,0.19
TIS,2008,222,383.35,851.04,0.19
TIS,2008,133,298.89,397.52,0.2
TIS,2008,226,390.19,881.83,0.2
TIS,2008,222,387.13,859.44,0.2
TIS,2008,141,309.73,436.72,0.2
TIS,2008,148,331.02,489.91,0.22
TIS,2008,148,331.02,489.91,0.22
TIS,2008,137,318.77,436.72,0.22
TIS,2008,146,329.8,481.51,0.22
TIS,2008,138,326.6,450.71,0.23
TIS,2008,127,315.22,400.32,0.23
TIS,2008,125,315.78,394.72,0.23
TIS,2008,138,334.72,461.91,0.24
TIS,2008,137,335.12,459.11,0.24
TIS,2008,126,327.72,412.92,0.25
TIS,2008,146,352.81,515.1,0.25
TIS,2008,150,358.33,537.5,0.25
TIS,2008,97,303.03,293.94,0.28
TIS,2008,112,327.44,366.73,0.28
TIS,2008,99,308.22,305.14,0.28
TIS,2008,103,315.28,324.74,0.28
TIS,2008,130,355.32,461.91,0.29
TIS,2008,134,367.69,492.71,0.3
TIS,2008,96,312.02,299.54,0.3
TIS,2008,94,309.73,291.14,0.3
TIS,2008,100,321.94,321.94,0.3
TIS,2008,96,320.77,307.94,0.32
TIS,2008,98,325.65,319.14,0.32
TIS,2008,105,341.27,358.33,0.33
TIS,2008,99,333.67,330.34,0.33
TIS,2008,100,349.93,349.93,0.36
TIS,2008,82,317.5,260.35,0.36
TIS,2008,98,348.5,341.53,0.36
TIS,2009,250,388.57,971.41,0.18
TIS,2009,246,397.16,977.01,0.19
TIS,2009,246,401.71,988.21,0.19
TIS,2009,244,402.71,982.61,0.2
TIS,2009,246,408.54,1005.01,0.2
TIS,2009,245,410.21,1005.01,0.2
TIS,2009,145,316.63,459.11,0.2
TIS,2009,242,409.51,991.01,0.2
TIS,2009,147,319.94,470.31,0.2
TIS,2009,244,417.63,1019.01,0.21
TIS,2009,250,423.28,1058.2,0.21
TIS,2009,206,384.59,792.25,0.21
TIS,2009,146,324.05,473.11,0.21
TIS,2009,207,388.14,803.45,0.21
TIS,2009,208,390.31,811.84,0.22
TIS,2009,134,315.46,422.72,0.22
TIS,2009,207,393.55,814.64,0.22
TIS,2009,244,432.54,1055.4,0.23
TIS,2009,205,397.39,814.64,0.23
TIS,2009,241,433.28,1044.2,0.23
TIS,2009,206,403.61,831.44,0.23
TIS,2009,203,404.06,820.24,0.24
TIS,2009,203,406.82,825.84,0.24
TIS,2009,135,331.79,447.91,0.24
TIS,2009,144,346.04,498.3,0.24
TIS,2009,140,343.93,481.51,0.25
TIS,2009,200,412.92,825.84,0.25
TIS,2009,138,344.86,475.91,0.25
TIS,2009,138,344.86,475.91,0.25
TIS,2009,147,359.93,529.1,0.26
TIS,2009,203,423.37,859.44,0.26
TIS,2009,112,317.44,355.53,0.26
TIS,2009,147,364.5,535.82,0.27
TIS,2009,137,353.51,484.31,0.27
TIS,2009,131,346.19,453.51,0.27
TIS,2009,158,382.71,604.68,0.27
TIS,2009,132,349.93,461.91,0.27
TIS,2009,128,345.56,442.32,0.27
TIS,2009,114,329.06,375.13,0.28
TIS,2009,158,389.8,615.88,0.28
TIS,2009,160,393.67,629.88,0.28
TIS,2009,117,337.37,394.72,0.29
TIS,2009,155,393.73,610.28,0.29
TIS,2009,112,334.94,375.13,0.29
TIS,2009,165,410.59,677.47,0.3
TIS,2009,105,327.94,344.33,0.3
TIS,2009,116,347.52,403.12,0.31
TIS,2009,144,394.65,568.29,0.32
TIS,2009,102,334.84,341.53,0.32
TIS,2009,104,339.17,352.73,0.33
TIS,2009,116,359.59,417.12,0.33
TIS,2009,100,341.53,341.53,0.34
TIS,2009,95,365.4,347.13,0.41
TIS,2009,91,359.93,327.54,0.42
TIS,2010,260,279.95,727.86,0.09
TIS,2010,250,312.42,781.05,0.11
TIS,2010,246,311.81,767.05,0.12
TIS,2010,96,198.3,190.36,0.12
TIS,2010,232,311.32,722.26,0.12
TIS,2010,262,370.77,971.41,0.15
TIS,2010,126,259.95,327.54,0.16
TIS,2010,248,370.25,918.22,0.16
TIS,2010,96,233.29,223.96,0.17
TIS,2010,246,375.54,923.82,0.17
TIS,2010,230,368.8,848.24,0.17
TIS,2010,242,388.69,940.62,0.18
TIS,2010,227,377.37,856.64,0.18
TIS,2010,114,270.12,307.94,0.19
TIS,2010,242,403.72,977.01,0.2
TIS,2010,92,249.52,229.56,0.2
TIS,2010,112,277.45,310.74,0.2
TIS,2010,130,307.51,399.76,0.21
TIS,2010,120,298.61,358.33,0.22
TIS,2010,110,287.58,316.34,0.22
TIS,2010,78,244.06,190.36,0.22
TIS,2010,110,290.13,319.14,0.22
TIS,2010,118,303.67,358.33,0.23
TIS,2010,114,299.59,341.53,0.23
TIS,2010,110,300.31,330.34,0.24
TIS,2010,75,250.09,187.56,0.25
TIS,2010,122,325.84,397.52,0.26
TIS,2010,102,301.9,307.94,0.26
TIS,2010,120,331.27,397.52,0.27
TIS,2010,124,338.64,419.92,0.27
TIS,2010,112,322.44,361.13,0.27
TIS,2010,78,269.18,209.96,0.27
TIS,2010,126,344.38,433.92,0.28
TIS,2010,84,286.61,240.75,0.29
TIS,2010,126,355.49,447.91,0.29
TIS,2010,73,272.28,198.76,0.3
TIS,2010,151,393.04,593.49,0.3
TIS,2010,148,389.66,576.69,0.3
TIS,2010,72,272.17,195.96,0.3
TIS,2010,152,397.82,604.68,0.31
TIS,2010,146,393.08,573.89,0.31
TIS,2010,74,279.95,207.16,0.31
TIS,2010,152,401.5,610.28,0.31
TIS,2010,152,401.5,610.28,0.31
TIS,2010,152,401.5,610.28,0.31
TIS,2010,116,352.35,408.72,0.31
TIS,2010,116,357.17,414.32,0.32
TIS,2010,88,311.76,274.35,0.32
TIS,2010,152,412.55,627.08,0.33
TIS,2010,71,283.89,201.56,0.33
TIS,2010,64,271.2,173.57,0.34
TIS,2010,112,359.93,403.12,0.34
TIS,2010,152,423.6,643.88,0.35
TIS,2010,148,423.7,627.08,0.36
TIS,2010,152,438.34,666.27,0.37
TIS,2011,240,256.62,615.88,0.08
TIS,2011,219,290.17,635.48,0.11
TIS,2011,238,364.64,867.83,0.16
TIS,2011,239,365.45,873.43,0.16
TIS,2011,237,364.99,865.03,0.17
TIS,2011,96,239.12,229.56,0.18
TIS,2011,213,358.8,764.25,0.18
TIS,2011,218,364.06,793.65,0.18
TIS,2011,128,284.32,363.93,0.19
TIS,2011,182,341.47,621.48,0.19
TIS,2011,212,372.38,789.45,0.19
TIS,2011,84,236.62,198.76,0.2
TIS,2011,207,384.08,795.05,0.21
TIS,2011,122,298.3,363.93,0.21
TIS,2011,116,292.01,338.74,0.22
TIS,2011,182,367.62,669.07,0.22
TIS,2011,125,309.06,386.33,0.22
TIS,2011,176,367.43,646.68,0.23
TIS,2011,85,260.19,221.16,0.23
TIS,2011,128,319.31,408.72,0.23
TIS,2011,180,381.04,685.87,0.24
TIS,2011,115,311.59,358.33,0.25
TIS,2011,166,374.39,621.48,0.25
TIS,2011,168,379.93,638.28,0.25
TIS,2011,170,386.98,657.87,0.26
TIS,2011,112,314.94,352.73,0.26
TIS,2011,170,390.28,663.47,0.26
TIS,2011,76,261.53,198.76,0.26
TIS,2011,122,335.02,408.72,0.27
TIS,2011,110,318.12,349.93,0.27
TIS,2011,93,295,274.35,0.28
TIS,2011,170,399.34,678.87,0.28
TIS,2011,112,324.94,363.93,0.28
TIS,2011,118,334.51,394.72,0.28
TIS,2011,111,327.87,363.93,0.28
TIS,2011,104,317.63,330.34,0.29
TIS,2011,116,336.66,390.53,0.29
TIS,2011,84,286.61,240.75,0.29
TIS,2011,114,340.11,387.73,0.3
TIS,2011,84,293.28,246.35,0.3
TIS,2011,160,406.8,650.88,0.3
TIS,2011,119,352.87,419.92,0.31
TIS,2011,90,307.94,277.15,0.31
TIS,2011,104,331.09,344.33,0.31
TIS,2011,106,338.05,358.33,0.32
TIS,2011,108,343.45,370.93,0.32
TIS,2011,103,339.74,349.93,0.33
TIS,2011,76,294.68,223.96,0.34
TIS,2011,94,330.58,310.74,0.34
TIS,2012,252,202.18,509.5,0.05
TIS,2012,162,210.82,341.53,0.08
TIS,2012,198,297.62,589.29,0.13
TIS,2012,234,382.83,895.83,0.18
TIS,2012,193,359.72,694.27,0.2
TIS,2012,127,295.38,375.13,0.2
TIS,2012,186,361.22,671.87,0.21
TIS,2012,204,378.75,772.65,0.21
TIS,2012,250,426.64,1066.6,0.21
TIS,2012,196,381.36,747.46,0.22
TIS,2012,208,393,817.44,0.22
TIS,2012,132,313.88,414.32,0.22
TIS,2012,124,307.04,380.73,0.22
TIS,2012,204,400.71,817.44,0.23
TIS,2012,195,393.36,767.05,0.23
TIS,2012,201,399.72,803.45,0.23
TIS,2012,129,324.43,418.52,0.24
TIS,2012,200,405.92,811.84,0.24
TIS,2012,130,327.32,425.52,0.24
TIS,2012,193,398.89,769.85,0.24
TIS,2012,193,398.89,769.85,0.24
TIS,2012,197,403.58,795.05,0.24
TIS,2012,128,328.06,419.92,0.25
TIS,2012,193,403.24,778.25,0.25
TIS,2012,130,331.63,431.12,0.25
TIS,2012,136,341.7,464.71,0.25
TIS,2012,138,344.86,475.91,0.25
TIS,2012,120,321.94,386.33,0.25
TIS,2012,250,468.07,1170.18,0.26
TIS,2012,106,306.36,324.74,0.26
TIS,2012,134,344.71,461.91,0.26
TIS,2012,130,340.24,442.32,0.26
TIS,2012,131,344.06,450.71,0.27
TIS,2012,189,414.74,783.85,0.27
TIS,2012,131,346.19,453.51,0.27
TIS,2012,145,368.76,534.7,0.28
TIS,2012,139,362.52,503.9,0.28
TIS,2012,190,424.34,806.25,0.28
TIS,2012,129,351.56,453.51,0.28
TIS,2012,139,366.55,509.5,0.28
TIS,2012,128,354.31,453.51,0.29
TIS,2012,116,337.87,391.93,0.29
TIS,2012,140,371.93,520.7,0.29
TIS,2012,135,369.11,498.3,0.3
TIS,2012,115,340.8,391.93,0.3
TIS,2012,120,354.6,425.52,0.31
TIS,2012,159,417.28,663.47,0.32
TIS,2012,136,389.04,529.1,0.33
TIS,2012,92,322.55,296.74,0.33
TIS,2012,96,329.52,316.34,0.33
TIS,2012,89,317.69,282.75,0.33
TIS,2012,88,318.12,279.95,0.34
TIS,2012,93,337.14,313.54,0.36
TIS,2012,92,340.8,313.54,0.37
TIS,2012,90,340.6,306.54,0.38
TIS,2012,88,337.21,296.74,0.38
TIS,2012,89,346,307.94,0.4
TIS,2012,178,490.69,873.43,0.4
TIS,2012,88,348.34,306.54,0.41
TIS,2012,86,351.56,302.34,0.42
TIS,2012,86,354.82,305.14,0.43
TIS,2013,255,345.82,881.83,0.14
TIS,2013,252,344.38,867.83,0.14
TIS,2013,191,307.79,587.89,0.15
TIS,2013,245,359.93,881.83,0.16
TIS,2013,188,315.68,593.49,0.16
TIS,2013,243,359.44,873.43,0.16
TIS,2013,248,364.61,904.23,0.16
TIS,2013,124,261.89,324.74,0.16
TIS,2013,250,381.85,954.62,0.17
TIS,2013,250,382.97,957.42,0.17
TIS,2013,131,277.81,363.93,0.17
TIS,2013,247,385.35,951.82,0.18
TIS,2013,245,383.93,940.62,0.18
TIS,2013,194,344.88,669.07,0.18
TIS,2013,205,355.05,727.86,0.18
TIS,2013,251,396.5,995.21,0.18
TIS,2013,246,392.61,965.82,0.18
TIS,2013,212,367.1,778.25,0.19
TIS,2013,190,347.72,660.67,0.19
TIS,2013,194,352.1,683.07,0.19
TIS,2013,158,318.93,503.9,0.19
TIS,2013,206,364.2,750.26,0.19
TIS,2013,155,317.87,492.71,0.19
TIS,2013,209,372.37,778.25,0.2
TIS,2013,142,307.55,436.72,0.2
TIS,2013,189,355.49,671.87,0.2
TIS,2013,145,312.77,453.51,0.2
TIS,2013,155,325.1,503.9,0.2
TIS,2013,190,362.46,688.67,0.2
TIS,2013,154,327.21,503.9,0.2
TIS,2013,179,353.45,632.68,0.21
TIS,2013,142,315.43,447.91,0.21
TIS,2013,132,307.52,405.92,0.21
TIS,2013,159,338.93,538.9,0.21
TIS,2013,76,235.74,1508.76,0.21
TIS,2013,180,363.93,655.07,0.22
TIS,2013,136,317,431.12,0.22
TIS,2013,173,359.24,621.48,0.22
TIS,2013,147,331.37,487.11,0.22
TIS,2013,80,244.95,1714.67,0.22
TIS,2013,154,340.84,524.9,0.22
TIS,2013,158,345.5,545.9,0.22
TIS,2013,192,382.01,733.46,0.22
TIS,2013,145,332.07,481.51,0.22
TIS,2013,121,304.24,368.13,0.22
TIS,2013,120,303.28,363.93,0.23
TIS,2013,133,319.94,425.52,0.23
TIS,2013,124,311.55,386.33,0.23
TIS,2013,125,313.54,391.93,0.23
TIS,2013,179,375.35,671.87,0.23
TIS,2013,176,372.2,655.07,0.23
TIS,2013,120,308.41,370.09,0.23
TIS,2013,172,371.91,639.68,0.24
TIS,2013,84,259.95,2027.61,0.24
TIS,2013,137,333.07,456.31,0.24
TIS,2013,123,318.64,391.93,0.24
TIS,2013,131,331.23,433.92,0.25
TIS,2013,116,313.73,363.93,0.25
TIS,2013,130,333.78,433.92,0.25
TIS,2013,146,354.73,517.9,0.25
TIS,2013,80,265.95,2021.21,0.26
TIS,2013,120,326.6,391.93,0.26
TIS,2013,90,283.06,2575.82,0.26
TIS,2013,88,279.95,2463.53,0.26
TIS,2013,123,341.4,419.92,0.28
TIS,2013,84,286.61,2464.86,0.29
TIS,2013,172,410.15,705.47,0.29
TIS,2013,85,289.83,2550.48,0.29
TIS,2013,78,279.95,2183.58,0.3
TIS,2013,78,287.12,2297,0.31
TIS,2013,77,287.22,2269.02,0.31
TIS,2013,80,297.44,2528.27,0.33
TIS,2013,84,306.61,2820.79,0.33
TIS,2013,80,300.94,2588.11,0.33
TIS,2013,71,283.89,2044,0.33
TIS,2014,110,234.14,257.55,0.15
TIS,2014,104,228.8,237.95,0.15
TIS,2014,120,247.29,296.74,0.15
TIS,2014,264,369.02,974.21,0.15
TIS,2014,266,373.61,993.81,0.15
TIS,2014,248,363.48,901.43,0.16
TIS,2014,258,371.09,957.42,0.16
TIS,2014,112,244.95,274.35,0.16
TIS,2014,248,365.74,907.03,0.16
TIS,2014,268,382.31,1024.6,0.16
TIS,2014,254,375.39,953.5,0.16
TIS,2014,248,372.51,923.82,0.16
TIS,2014,248,372.51,923.82,0.16
TIS,2014,270,389.85,1052.6,0.17
TIS,2014,256,386.02,988.21,0.17
TIS,2014,136,284.06,386.33,0.17
TIS,2014,112,262.45,293.94,0.18
TIS,2014,246,392.61,965.82,0.18
TIS,2014,248,404.12,1002.21,0.19
TIS,2014,95,250.48,237.95,0.19
TIS,2014,147,312.32,459.11,0.2
TIS,2014,138,304.29,419.92,0.2
TIS,2014,248,410.89,1019.01,0.2
TIS,2014,248,415.4,1030.2,0.2
TIS,2014,116,284.77,330.34,0.21
TIS,2014,100,265.95,265.95,0.21
TIS,2014,58,202.72,117.58,0.21
TIS,2014,106,274.66,291.14,0.21
TIS,2014,197,379.42,747.46,0.21
TIS,2014,142,327.26,464.71,0.22
TIS,2014,148,336.69,498.3,0.23
TIS,2014,142,331.2,470.31,0.23
TIS,2014,122,309.78,377.93,0.23
TIS,2014,132,322.36,425.52,0.23
TIS,2014,106,290.51,307.94,0.23
TIS,2014,194,398.27,772.65,0.24
TIS,2014,148,348.04,515.1,0.24
TIS,2014,192,397.32,762.85,0.24
TIS,2014,101,291.03,293.94,0.25
TIS,2014,120,317.27,380.73,0.25
TIS,2014,100,291.14,291.14,0.25
TIS,2014,118,317.91,375.13,0.25
TIS,2014,101,296.58,299.54,0.26
TIS,2014,196,414.21,811.84,0.26
TIS,2014,193,414.84,800.65,0.26
TIS,2014,114,319.24,363.93,0.26
TIS,2014,191,416.26,795.05,0.27
TIS,2014,191,416.26,795.05,0.27
TIS,2014,92,289.08,265.95,0.27
TIS,2014,194,419.92,814.64,0.27
TIS,2014,86,279.95,240.75,0.27
TIS,2014,66,246.01,162.37,0.27
TIS,2014,195,423.51,825.84,0.27
TIS,2014,195,423.51,825.84,0.27
TIS,2014,191,419.19,800.65,0.27
TIS,2014,190,418.45,795.05,0.27
TIS,2014,191,423.58,809.05,0.28
TIS,2014,190,422.87,803.45,0.28
TIS,2014,63,244.4,153.97,0.28
TIS,2014,126,346.6,436.72,0.28
TIS,2014,68,255.25,173.57,0.28
TIS,2014,90,295.5,265.95,0.29
TIS,2014,66,254.5,167.97,0.29
TIS,2014,66,254.5,167.97,0.29
TIS,2014,86,292.97,251.95,0.29
TIS,2014,126,355.49,447.91,0.29
TIS,2014,104,323.02,335.94,0.29
TIS,2014,80,288.69,230.96,0.31
TIS,2014,130,370.39,481.51,0.31
TIS,2014,105,333.27,349.93,0.31
TIS,2014,60,251.95,151.17,0.31
TIS,2014,100,327.54,327.54,0.32
TIS,2014,107,340.12,363.93,0.32
TIS,2014,114,351.16,400.32,0.32
TIS,2014,92,319.5,293.94,0.33
TIS,2014,59,260.97,153.97,0.34
TIS,2014,67,279.95,187.56,0.34
TIS,2014,112,362.43,405.92,0.34
TIS,2014,52,247.64,128.78,0.35
TIS,2014,62,270.92,167.97,0.35
TIS,2014,191,476.35,909.83,0.35
TIS,2014,64,279.95,179.17,0.36
TIS,2014,65,284.25,184.76,0.37
TIS,2014,98,351.36,344.33,0.37
TIS,2014,62,279.95,173.57,0.37
TIS,2014,84,326.6,274.35,0.37
TIS,2014,74,310.21,229.56,0.38
TIS,2014,66,296.91,195.96,0.39
TIS,2014,54,269.58,145.57,0.4
TIS,2014,69,308.35,212.76,0.41
TIS,2014,67,305.02,204.36,0.41
TIS,2014,62,298.01,184.76,0.42
TIS,2014,102,397.96,405.92,0.46
TIS,2014,56,294.94,165.17,0.46
TIS,2014,94,387.16,363.93,0.47
TIS,2014,60,317.27,190.36,0.49
TIS,2015,245,287.94,705.47,0.1
TIS,2015,246,361.88,890.23,0.16
TIS,2015,244,361.41,881.83,0.16
TIS,2015,236,362.98,856.64,0.16
TIS,2015,238,368.16,876.23,0.17
TIS,2015,244,380.91,929.42,0.17
TIS,2015,242,381.75,923.82,0.18
TIS,2015,254,391.26,993.81,0.18
TIS,2015,94,238.25,223.96,0.18
TIS,2015,94,238.25,223.96,0.18
TIS,2015,232,380.1,881.83,0.18
TIS,2015,232,381.31,884.63,0.18
TIS,2015,98,249.95,244.95,0.19
TIS,2015,234,409.15,957.42,0.21
TIS,2015,92,258.65,237.95,0.21
TIS,2015,98,271.38,265.95,0.22
TIS,2015,236,427.04,1007.81,0.23
TIS,2015,140,329.94,461.91,0.23
TIS,2015,130,323.02,419.92,0.24
TIS,2015,140,339.93,475.91,0.24
TIS,2015,140,339.93,475.91,0.24
TIS,2015,140,339.93,475.91,0.24
TIS,2015,100,293.94,293.94,0.25
TIS,2015,130,344.55,447.91,0.27
TIS,2015,98,299.94,293.94,0.27
TIS,2015,100,307.94,307.94,0.28
TIS,2015,132,356.3,470.31,0.28
TIS,2015,130,355.32,461.91,0.29
TIS,2015,202,443.48,895.83,0.29
TIS,2015,124,349.93,433.92,0.29
TIS,2015,200,445.11,890.23,0.29
TIS,2015,199,450.17,895.83,0.3
TIS,2015,202,455.95,921.02,0.3
TIS,2015,201,456.83,918.22,0.31
TIS,2015,204,463.83,946.22,0.31
TIS,2015,129,368.92,475.91,0.31
TIS,2015,199,460.01,915.42,0.31
TIS,2015,201,465.18,935.02,0.32
TIS,2015,204,469.32,957.42,0.32
TIS,2015,98,328.51,321.94,0.32
TIS,2015,132,381.75,503.9,0.32
TIS,2015,80,297.44,237.95,0.33
TIS,2015,201,477.72,960.22,0.33
TIS,2015,78,323.02,251.95,0.39
TIS,2015,41,238.98,97.98,0.41
TIS,2015,31,225.76,69.99,0.48
TIS,2015,192,589.05,1130.98,0.53
TIS,2015,39,279.95,109.18,0.59
TIS,2015,28,239.95,67.19,0.6
TIS,2015,31,270.92,83.98,0.7
TIS,2015,36,311.05,111.98,0.79
TIS,2015,27,269.58,72.79,0.79
TIS,2015,27,269.58,72.79,0.79
TIS,2015,22,254.5,55.99,0.87
TIS,2015,22,254.5,55.99,0.87
TIS,2015,28,299.94,83.98,0.94
TUN,2003,9,62.21,5.6,0.13
TUN,2003,8,69.99,5.6,0.18
TUN,2003,8,69.99,5.6,0.18
TUN,2003,8,69.99,5.6,0.18
TUN,2003,8,69.99,5.6,0.18
TUN,2003,8,69.99,5.6,0.18
TUN,2003,8,69.99,5.6,0.18
TUN,2003,9,77.76,7,0.2
TUN,2003,8,87.48,7,0.28
TUN,2003,8,87.48,7,0.28
TUN,2003,9,103.27,9.29,0.35
TUN,2003,10,111.98,11.2,0.37
TUN,2003,10,117.58,11.76,0.41
TUN,2003,12,130.64,15.68,0.42
TUN,2003,6,93.32,5.6,0.43
TUN,2003,6,93.32,5.6,0.43
TUN,2003,12,139.97,16.8,0.48
TUN,2003,8,122.48,9.8,0.55
TUN,2003,7,119.98,8.4,0.6
TUN,2003,10,145.57,14.56,0.62
TUN,2003,6,116.64,7,0.67
TUN,2003,6,116.64,7,0.67
TUN,2003,6,116.64,7,0.67
TUN,2003,6,116.64,7,0.67
TUN,2003,14,179.97,25.2,0.68
TUN,2003,9,155.53,14,0.79
TUN,2003,10,167.97,16.8,0.83
TUN,2003,12,186.63,22.4,0.85
TUN,2003,7.5,149.3,11.2,0.87
TUN,2003,6,139.97,8.4,0.96
TUN,2003,10.5,185.56,19.48,0.96
TUN,2003,8,169.72,13.58,1.06
TUN,2003,7,159.97,11.2,1.07
TUN,2003,12,209.96,25.2,1.08
TUN,2003,11,203.6,22.4,1.11
TUN,2003,11,203.6,22.4,1.11
TUN,2003,8,174.97,14,1.13
TUN,2003,8,174.97,14,1.13
TUN,2003,9,188.81,16.99,1.16
TUN,2003,11,210.21,23.12,1.18
TUN,2003,11,216.32,23.8,1.25
TUN,2003,10,209.96,21,1.3
TUN,2003,10,209.96,21,1.3
TUN,2003,10,209.96,21,1.3
TUN,2003,7.5,186.63,14,1.37
TUN,2003,8,195.96,15.68,1.41
TUN,2003,10,224.52,22.45,1.48
TUN,2003,9,214.63,19.32,1.5
TUN,2003,12,256.62,30.79,1.61
TUN,2003,12,256.62,30.79,1.61
TUN,2003,8,209.96,16.8,1.62
TUN,2003,8,209.96,16.8,1.62
TUN,2003,8,209.96,16.8,1.62
TUN,2003,5,167.97,8.4,1.66
TUN,2003,7,199.96,14,1.68
TUN,2003,7,199.96,14,1.68
TUN,2003,7,199.96,14,1.68
TUN,2003,7,199.96,14,1.68
TUN,2003,7,199.96,14,1.68
TUN,2003,7,199.96,14,1.68
TUN,2003,6,186.63,11.2,1.71
TUN,2003,6,186.63,11.2,1.71
TUN,2003,6,186.63,11.2,1.71
TUN,2003,11,254.5,27.99,1.73
TUN,2003,9,242.62,21.84,1.92
TUN,2003,7.5,223.96,16.8,1.97
TUN,2003,11,279.95,30.79,2.09
TUN,2003,10,279.95,27.99,2.3
TUN,2003,7,239.95,16.8,2.42
TUN,2003,14,343.93,48.15,2.48
TUN,2003,8,262.45,21,2.53
TUN,2003,10,295.62,29.56,2.57
TUN,2003,6,233.29,14,2.67
TUN,2003,6,233.29,14,2.67
TUN,2003,6,233.29,14,2.67
TUN,2003,5,223.96,11.2,2.95
TUN,2003,12,349.93,41.99,3
TUN,2003,6.5,258.41,16.8,3.02
TUN,2003,8,297.44,23.8,3.25
TUN,2003,7,299.94,21,3.78
TUN,2003,7,299.94,21,3.78
TUN,2003,7,299.94,21,3.78
TUN,2003,7,299.94,21,3.78
TUN,2003,7,299.94,21,3.78
TUN,2003,6,279.95,16.8,3.84
TUN,2003,6,279.95,16.8,3.84
TUN,2003,8,349.93,27.99,4.5
TUN,2003,8,349.93,27.99,4.5
TUN,2003,8,349.93,27.99,4.5
TUN,2003,8,349.93,27.99,4.5
TUN,2003,10,419.92,41.99,5.18
TUN,2003,8,384.93,30.79,5.45
TUN,2003,6,349.93,21,6
TUN,2003,6,349.93,21,6
TUN,2003,6,349.93,21,6
TUN,2003,6,349.93,21,6
TUN,2003,8,437.42,34.99,7.03
TUN,2003,8,437.42,34.99,7.03
