year,site,zone,tree,aspect,height,code,dry.wgt,fresh.wgt,water,viability,stem,sur.area,gmin
2009,RID,Forest,1,L,A,RID F1 EAA,0.1268,0.26,105.0473186,95.38461538,NA,0.011967703,2.3823E-05
2009,RID,Forest,1,L,C,RID F1 EAC,0.1846,0.406,119.9349946,97.87234043,NA,0.019574451,1.65901E-05
2009,RID,Forest,1,L,S,RID F1 EAS,0.1446,0.3319,129.5297372,100,NA,0.010912037,2.0648E-05
2009,RID,Forest,1,W,A,RID F1 NWA,0.2984,0.6494,117.6273458,95.38461538,NA,0.021635935,1.36923E-05
2009,RID,Forest,1,W,C,RID F1 NWC,0.2671,0.579,116.7727443,98.50746269,NA,0.019446613,2.77859E-05
2009,RID,Forest,1,W,S,RID F1 NWS,NA,NA,NA,NA,NA,NA,NA
2009,RID,Forest,1,L,A,RID F1 SOA,0.1873,0.398,112.4933262,100,NA,0.015761831,2.0473E-05
2009,RID,Forest,1,L,C,RID F1 SOC,0.3239,0.69,113.0287126,100,NA,0.021049007,1.38694E-05
2009,RID,Forest,1,L,S,RID F1 SOS,0.1933,0.431,122.9694775,98.24561404,NA,0.01599419,1.52049E-05
2009,RID,Forest,2,L,A,RID F2 EAA,0.1834,0.441,140.4580153,70.21276596,NA,0.015757811,2.49068E-05
2009,RID,Forest,2,L,C,RID F2 EAC,0.363,0.8,120.3856749,100,NA,0.020960566,2.50864E-05
2009,RID,Forest,2,L,S,RID F2 EAS,0.1163,0.277,138.1771281,73.33333333,NA,0.013531505,3.04274E-05
2009,RID,Forest,2,W,A,RID F2 NWA,0.2672,0.608,127.5449102,100,NA,0.017108549,1.87169E-05
2009,RID,Forest,2,W,C,RID F2 NWC,0.4343,0.943,117.1310154,100,NA,0.024566555,2.96182E-05
2009,RID,Forest,2,W,S,RID F2 NWS,0.0906,0.269,196.9094923,100,NA,0.008676082,3.18485E-05
2009,RID,Forest,2,L,A,RID F2 SOA,0.3003,0.689,129.4372294,97.6744186,NA,0.017251663,3.17378E-05
2009,RID,Forest,2,L,C,RID F2 SOC,0.4449,0.987,121.8476062,100,NA,0.024357512,2.71193E-05
2009,RID,Forest,2,L,S,RID F2 SOS,0.3407,0.737,116.3193425,92.75362319,NA,0.023078331,3.14574E-05
2009,RID,Forest,3,L,A,RID F3 EAA,0.2623,0.57,117.3084255,98.66666667,NA,0.019537467,2.97343E-05
2009,RID,Forest,3,L,C,RID F3 EAC,0.1416,0.27,90.6779661,50,NA,0.018563005,2.40764E-05
2009,RID,Forest,3,L,S,RID F3 EAS,NA,NA,NA,NA,NA,NA,NA
2009,RID,Forest,3,W,A,RID F3 NWA,0.1966,0.497,152.7975585,100,NA,0.017823315,7.10997E-06
2009,RID,Forest,3,W,C,RID F3 NWC,0.1973,0.552,179.7769894,100,NA,0.01521832,2.8155E-05
2009,RID,Forest,3,W,S,RID F3 NWS,NA,NA,NA,NA,NA,NA,NA
2009,RID,Forest,3,L,A,RID F3 SOA,0.2348,0.587,150,100,NA,0.013684267,2.53916E-05
2009,RID,Forest,3,L,C,RID F3 SOC,0.2605,0.813,212.0921305,100,NA,0.018318586,1.55018E-05
2009,RID,Forest,3,L,S,RID F3 SOS,NA,NA,NA,NA,NA,NA,NA
2009,RID,Ecotone,1,L,A,RID FT1 EAA,0.5446,1.205,121.2633125,96.80851064,NA,0.029399465,5.06995E-05
2009,RID,Ecotone,1,L,C,RID FT1 EAC,0.1431,0.31,116.6317261,100,NA,0.008369754,3.30086E-05
2009,RID,Ecotone,1,L,S,RID FT1 EAS,0.3571,0.756,111.7054046,98.63013699,NA,0.026470453,6.69439E-05
2009,RID,Ecotone,1,W,A,RID FT1 NWA,0.2424,0.561,131.4356436,100,NA,0.016688856,2.50445E-05
2009,RID,Ecotone,1,W,C,RID FT1 NWC,0.4858,1.06,118.1967888,98.68421053,NA,0.029819159,2.77844E-05
2009,RID,Ecotone,1,W,S,RID FT1 NWS,0.3224,0.74,129.528536,100,NA,0.021560358,2.83332E-05
2009,RID,Ecotone,1,L,A,RID FT1 SOA,0.3188,0.709,122.3964868,100,NA,0.017019304,2.84084E-05
2009,RID,Ecotone,1,L,C,RID FT1 SOC,0.3671,0.821,123.6447834,100,NA,0.020273941,3.35183E-05
2009,RID,Ecotone,1,L,S,RID FT1 SOS,0.2455,0.564,129.7352342,100,NA,0.018741496,2.4416E-05
2009,RID,Ecotone,2,L,A,RID FT2 EAA,0.2667,0.596,123.472066,98.64864865,NA,0.01624263,2.86995E-05
2009,RID,Ecotone,2,L,C,RID FT2 EAC,0.2295,0.525,128.7581699,98.5915493,NA,0.014385364,3.7657E-05
2009,RID,Ecotone,2,L,S,RID FT2 EAS,0.2082,0.502,141.1143132,100,NA,0.015308369,1.98862E-05
2009,RID,Ecotone,2,W,A,RID FT2 NWA,0.2869,0.663,131.0909725,100,NA,0.020914737,2.07425E-05
2009,RID,Ecotone,2,W,C,RID FT2 NWC,0.2378,0.558,134.6509672,100,NA,0.014269587,4.12129E-05
2009,RID,Ecotone,2,W,S,RID FT2 NWS,0.1781,0.427,139.7529478,100,NA,0.015437011,3.24889E-05
2009,RID,Ecotone,2,L,A,RID FT2 SOA,0.3058,0.686,124.3296272,100,NA,0.016659107,3.96184E-05
2009,RID,Ecotone,2,L,C,RID FT2 SOC,0.2244,0.531,136.631016,100,NA,0.013473616,2.97967E-05
2009,RID,Ecotone,2,L,S,RID FT2 SOS,0.1729,0.413,138.8663968,50,NA,0.021711512,1.36246E-05
2009,RID,Ecotone,3,L,A,RID FT3 EAA,0.1901,0.415,118.3061547,100,NA,0.01688423,1.50786E-05
2009,RID,Ecotone,3,L,C,RID FT3 EAC,0.1576,0.3383,114.6573604,90.90909091,NA,0.012806287,1.15836E-05
2009,RID,Ecotone,3,L,S,RID FT3 EAS,0.261,0.563,115.7088123,92.95774648,NA,0.021463877,2.31548E-05
2009,RID,Ecotone,3,W,A,RID FT3 NWA,0.0812,0.169,108.1280788,75.86206897,NA,0.009039557,1.77336E-05
2009,RID,Ecotone,3,W,C,RID FT3 NWC,0.2517,0.582,131.227652,96.82539683,NA,0.019349328,2.2164E-05
2009,RID,Ecotone,3,W,S,RID FT3 NWS,0.1619,0.378,133.4774552,100,NA,0.01568143,1.8921E-05
2009,RID,Ecotone,3,L,A,RID FT3 SOA,0.1964,0.436,121.9959267,100,NA,0.015946754,2.49519E-05
2009,RID,Ecotone,3,L,C,RID FT3 SOC,0.2018,0.442,119.0287413,92.45283019,NA,0.015596205,3.087E-05
2009,RID,Ecotone,3,L,S,RID FT3 SOS,0.1535,0.351,128.6644951,92.85714286,NA,0.016839206,2.58829E-05
2009,RID,Tundra,1,L,A,RID T1 EAA,0.2548,0.547,114.678179,96.82539683,NA,0.015145155,3.7216E-05
2009,RID,Tundra,1,L,S,RID T1 EAS,0.1044,0.229,119.348659,97.5,NA,0.008458195,2.92838E-05
2009,RID,Tundra,1,W,A,RID T1 NWA,0.287,0.605,110.8013937,96.72131148,NA,0.01564525,5.26909E-05
2009,RID,Tundra,1,W,S,RID T1 NWS,NA,NA,NA,NA,NA,NA,NA
2009,RID,Tundra,1,L,A,RID T1 SOA,0.2289,0.482,110.5723023,96.66666667,NA,0.014134513,2.49087E-05
2009,RID,Tundra,1,L,S,RID T1 SOS,0.1687,0.36,113.3965619,100,NA,0.012835231,1.79622E-05
2009,RID,Tundra,2,L,A,RID T2 EAA,0.0565,0.115,103.539823,96.42857143,NA,0.003962166,3.29562E-05
2009,RID,Tundra,2,L,S,RID T2 EAS,0.22801,0.496,117.5343187,100,NA,0.01448667,3.17499E-05
2009,RID,Tundra,2,W,A,RID T2 NWA,0.1372,0.403,193.7317784,100,NA,0.009295975,6.83398E-05
2009,RID,Tundra,2,W,S,RID T2 NWS,NA,NA,NA,NA,NA,NA,NA
2009,RID,Tundra,2,L,A,RID T2 SOA,0.0742,0.182,145.2830189,98.11320755,NA,0.008735579,3.46612E-05
2009,RID,Tundra,2,L,S,RID T2 SOS,0.1933,0.435,125.0387998,74.44444444,NA,0.018524413,1.39327E-05
2009,RID,Tundra,3,L,A,RID T3 EAA,0.2047,0.479,134.000977,98.61111111,NA,0.018466524,2.29879E-05
2009,RID,Tundra,3,L,S,RID T3 EAS,0.158,0.353,123.4177215,100,NA,0.017696282,2.09544E-05
2009,RID,Tundra,3,W,A,RID T3 NWA,0.2339,0.506,116.3317657,98.71794872,NA,0.019252847,3.16257E-05
2009,RID,Tundra,3,W,S,RID T3 NWS,0.1087,0.243,123.551058,100,NA,0.012281268,2.47808E-05
2009,RID,Tundra,3,L,A,RID T3 SOA,0.202,0.437,116.3366337,89.01098901,NA,0.020794263,2.02851E-05
2009,RID,Tundra,3,L,S,RID T3 SOS,0.1436,0.33,129.8050139,94.20289855,NA,0.01625469,3.53622E-05
2009,ROK,Forest,1,L,A,ROK F1 EAA,0.2024,0.43,112.4505929,97.26027397,NA,0.020131631,1.43038E-05
2009,ROK,Forest,1,L,C,ROK F1 EAC,0.1553,0.336,116.3554411,100,NA,0.014616115,9.01891E-06
2009,ROK,Forest,1,L,S,ROK F1 EAS,0.0989,0.169,70.87967644,81.48148148,NA,0.006447364,3.03794E-05
2009,ROK,Forest,1,W,A,ROK F1 NWA,0.2823,0.588,108.2890542,100,NA,0.024313292,1.32648E-05
2009,ROK,Forest,1,W,C,ROK F1 NWC,0.1994,0.439,120.1604814,98.11320755,NA,0.016661519,1.49567E-05
2009,ROK,Forest,1,W,S,ROK F1 NWS,NA,0.391,NA,NA,NA,NA,NA
2009,ROK,Forest,1,L,A,ROK F1 SOA,0.209,0.463,121.5311005,100,NA,0.01874632,1.76144E-05
2009,ROK,Forest,1,L,C,ROK F1 SOC,0.1278,0.279,118.3098592,100,NA,0.011372735,8.84228E-06
2009,ROK,Forest,1,L,S,ROK F1 SOS,0.1624,0.36,121.6748768,100,NA,0.016512777,1.2921E-05
2009,ROK,Forest,2,L,A,ROK F2 EAA,0.3531,0.822,132.7952421,100,NA,0.024187866,4.46275E-06
2009,ROK,Forest,2,L,C,ROK F2 EAC,0.5099,1.118,119.2586782,98.95833333,NA,0.032340537,8.08222E-06
2009,ROK,Forest,2,L,S,ROK F2 EAS,0.3099,0.737,137.8186512,96.72131148,NA,0.030015338,5.57866E-06
2009,ROK,Forest,2,W,A,ROK F2 NWA,0.2158,0.479,121.9647822,83.51648352,NA,0.022461655,5.39542E-06
2009,ROK,Forest,2,W,C,ROK F2 NWC,0.3884,0.867,123.2234809,95.68965517,NA,0.035813865,5.90942E-06
2009,ROK,Forest,2,W,S,ROK F2 NWS,0.1534,0.37,141.1994785,98.33333333,NA,0.016208861,6.55169E-06
2009,ROK,Forest,2,L,A,ROK F2 SOA,0.271,0.636,134.6863469,100,NA,0.017649649,2.09058E-05
2009,ROK,Forest,2,L,C,ROK F2 SOC,0.6218,1.374,120.9713734,100,NA,0.034607848,8.19006E-06
2009,ROK,Forest,2,L,S,ROK F2 SOS,0.3986,0.898,125.2885098,98.92473118,NA,0.029759662,9.02371E-06
2009,ROK,Forest,3,L,A,ROK F3 EAA,0.05,0.107,114,100,NA,0.003954662,1.58992E-05
2009,ROK,Forest,3,L,C,ROK F3 EAC,0.1537,0.339,120.5595316,100,NA,0.009442305,6.17584E-06
2009,ROK,Forest,3,L,S,ROK F3 EAS,0.23,0.501,117.826087,98.21428571,NA,0.015488467,1.59316E-05
2009,ROK,Forest,3,W,A,ROK F3 NWA,0.2958,0.732,147.464503,98.55072464,NA,0.020637354,1.03915E-05
2009,ROK,Forest,3,W,C,ROK F3 NWC,0.4521,0.893,97.52267198,100,NA,0.025764532,7.29974E-06
2009,ROK,Forest,3,W,S,ROK F3 NWS,0.2916,0.625,114.3347051,100,NA,0.027352453,5.1197E-06
2009,ROK,Forest,3,L,A,ROK F3 SOA,0.2952,0.676,128.99729,100,NA,0.018931242,7.81189E-06
2009,ROK,Forest,3,L,C,ROK F3 SOC,0.3295,0.721,118.8163885,100,NA,0.028363899,5.1224E-06
2009,ROK,Forest,3,L,S,ROK F3 SOS,0.1795,0.403,124.5125348,100,NA,0.012595636,7.87043E-06
2009,ROK,Ecotone,1,L,A,ROK FT1 EAA,0.5297,1.093,106.3432131,96.90721649,NA,0.031429593,3.42039E-05
2009,ROK,Ecotone,1,L,C,ROK FT1 EAC,0.4743,1.014,113.7887413,96.47058824,NA,0.026584623,2.29568E-05
2009,ROK,Ecotone,1,L,S,ROK FT1 EAS,NA,NA,NA,NA,NA,NA,NA
2009,ROK,Ecotone,1,W,A,ROK FT1 NWA,0.2366,0.618,161.2003381,98.46153846,NA,0.021322371,2.64865E-05
2009,ROK,Ecotone,1,W,C,ROK FT1 NWC,0.612,1.348,120.2614379,100,NA,0.035523617,3.44103E-05
2009,ROK,Ecotone,1,W,S,ROK FT1 NWS,NA,NA,NA,NA,NA,NA,NA
2009,ROK,Ecotone,1,L,A,ROK FT1 SOA,0.4453,0.989,122.0974624,100,NA,0.030138351,1.51429E-05
2009,ROK,Ecotone,1,L,C,ROK FT1 SOC,0.7525,1.616,114.7508306,92.74193548,NA,0.048452917,2.19583E-05
2009,ROK,Ecotone,1,L,S,ROK FT1 SOS,0.1283,0.298,132.2681216,100,NA,0.01203122,1.43841E-05
2009,ROK,Ecotone,2,L,A,ROK FT2 EAA,0.1832,0.411,124.3449782,97.82608696,NA,0.01420205,1.98252E-05
2009,ROK,Ecotone,2,L,C,ROK FT2 EAC,0.3609,0.784,117.2346911,97.05882353,NA,0.019026116,3.57081E-05
2009,ROK,Ecotone,2,L,S,ROK FT2 EAS,0.1267,0.257,102.8413575,91.66666667,NA,0.027169139,1.25118E-05
2009,ROK,Ecotone,2,W,A,ROK FT2 NWA,0.3208,0.699,117.8927681,96.22641509,NA,0.017471158,4.26276E-05
2009,ROK,Ecotone,2,W,C,ROK FT2 NWC,0.3321,0.691,108.0698585,89.41176471,NA,0.022210803,2.69942E-05
2009,ROK,Ecotone,2,W,S,ROK FT2 NWS,0.2419,0.503,107.9371641,96,NA,0.026170557,1.15989E-05
2009,ROK,Ecotone,2,L,A,ROK FT2 SOA,0.2761,0.622,125.2806954,89.41176471,NA,0.025286145,2.18887E-05
2009,ROK,Ecotone,2,L,C,ROK FT2 SOC,0.5574,1.164,108.8266954,97.4025974,NA,0.027425618,6.69393E-05
2009,ROK,Ecotone,2,L,S,ROK FT2 SOS,0.3083,0.641,107.9143691,98.30508475,NA,0.019733645,2.25891E-05
2009,ROK,Ecotone,3,L,A,ROK FT3 EAA,0.1465,0.331,125.9385666,93.61702128,NA,0.013981751,2.22338E-05
2009,ROK,Ecotone,3,L,C,ROK FT3 EAC,0.196,0.447,128.0612245,96.49122807,NA,0.016269162,3.69982E-05
2009,ROK,Ecotone,3,L,S,ROK FT3 EAS,0.1504,0.335,122.7393617,100,NA,0.01554716,1.48416E-05
2009,ROK,Ecotone,3,W,A,ROK FT3 NWA,0.1288,0.289,124.378882,100,NA,0.012265187,2.25451E-05
2009,ROK,Ecotone,3,W,C,ROK FT3 NWC,0.2168,0.492,126.9372694,92.72727273,NA,0.015609873,4.12839E-05
2009,ROK,Ecotone,3,W,S,ROK FT3 NWS,NA,0.138,NA,NA,NA,NA,NA
2009,ROK,Ecotone,3,L,A,ROK FT3 SOA,0.3123,0.703,125.1040666,97.18309859,NA,0.022205979,2.55082E-05
2009,ROK,Ecotone,3,L,C,ROK FT3 SOC,0.1225,0.263,114.6938776,86.53846154,NA,0.012500763,3.20346E-05
2009,ROK,Ecotone,3,L,S,ROK FT3 SOS,NA,0.162,NA,NA,NA,NA,NA
2009,ROK,Tundra,1,L,A,ROK T1 EAA,0.1018,0.207,103.3398821,93.75,NA,0.011770721,9.40986E-06
2009,ROK,Tundra,1,L,S,ROK T1 EAS,0.073,0.152,108.2191781,93.75,NA,0.010188427,2.21081E-05
2009,ROK,Tundra,1,W,A,ROK T1 NWA,0.0965,0.201,108.2901554,100,NA,0.009004923,2.22583E-05
2009,ROK,Tundra,1,W,S,ROK T1 NWS,0.0548,0.105,91.60583942,100,NA,0.006704648,2.15887E-05
2009,ROK,Tundra,1,L,A,ROK T1 SOA,0.0683,0.136,99.12152269,96.77419355,NA,0.007975789,3.52208E-05
2009,ROK,Tundra,1,L,S,ROK T1 SOS,0.0723,0.156,115.7676349,100,NA,0.008623822,1.87626E-05
2009,ROK,Tundra,2,L,A,ROK T2 EAA,0.0657,0.131,99.39117199,93.93939394,NA,0.005863652,3.39406E-05
2009,ROK,Tundra,2,L,S,ROK T2 EAS,0.2173,0.47,116.2908422,97.91666667,NA,0.015012493,2.46764E-05
2009,ROK,Tundra,2,W,A,ROK T2 NWA,0.2769,0.584,110.9064644,100,NA,0.012648701,5.20745E-05
2009,ROK,Tundra,2,W,S,ROK T2 NWS,0.1169,0.252,115.5688623,89.18918919,NA,0.026178597,8.79764E-06
2009,ROK,Tundra,2,L,A,ROK T2 SOA,0.1722,0.38,120.6736353,100,NA,0.007248963,4.90029E-05
2009,ROK,Tundra,2,L,S,ROK T2 SOS,0.2232,0.4636,107.7060932,97.05882353,NA,0.011781977,2.31324E-05
2009,ROK,Tundra,3,L,A,ROK T3 EAA,0.1917,0.4401,129.5774648,95.91836735,NA,0.013985771,2.64294E-05
2009,ROK,Tundra,3,L,S,ROK T3 EAS,0.1514,0.327,115.984148,95.58823529,NA,0.01891677,4.69219E-05
2009,ROK,Tundra,3,W,A,ROK T3 NWA,0.1945,0.424,117.9948586,100,NA,0.028944395,2.02996E-05
2009,ROK,Tundra,3,W,S,ROK T3 NWS,0.1652,0.339,105.2058111,97.91666667,NA,0.012812719,3.92371E-05
2009,ROK,Tundra,3,L,A,ROK T3 SOA,0.4137,0.867,109.5721537,100,NA,0.033652683,2.53897E-05
2009,ROK,Tundra,3,L,S,ROK T3 SOS,0.1885,0.452,139.7877984,97.95918367,NA,0.014773702,1.54174E-05
2010,BLK,Ecotone,1,F,A,BLK E1 FA,0.0504,0.1264,150.7936508,100,NA,0.004730964,1.25193E-05
2010,BLK,Ecotone,1,F,C,BLK E1 FC,0.1038,0.269,159.1522158,96.66666667,NA,0.005846504,2.39838E-05
2010,BLK,Ecotone,1,F,S,BLK E1 FS,0.1076,0.1964,82.52788104,100,NA,0.008299347,1.423E-05
2010,BLK,Ecotone,1,T,A,BLK E1 TA,0.041,0.102,148.7804878,100,NA,0.002956852,1.27419E-05
2010,BLK,Ecotone,1,T,C,BLK E1 TC,0.082,0.2,143.902439,100,NA,0.006626037,1.93852E-05
2010,BLK,Ecotone,1,T,S,BLK E1 TS,0.027,0.066,144.4444444,100,NA,0.003091255,1.50048E-05
2010,BLK,Ecotone,2,F,A,BLK E2 FA,0.0388,0.0925,138.4020619,80.95238095,NA,0.004762884,1.71798E-05
2010,BLK,Ecotone,2,F,C,BLK E2 FC,0.09,0.217,141.1111111,100,NA,0.006377393,1.9022E-05
2010,BLK,Ecotone,2,F,S,BLK E2 FS,0.036,0.11,205.5555556,0,NA,0.004336157,2.27653E-05
2010,BLK,Ecotone,2,T,A,BLK E2 TA,0.0655,0.1596,143.6641221,100,NA,0.00731149,1.68059E-05
2010,BLK,Ecotone,2,T,C,BLK E2 TC,0.1067,0.2544,138.425492,100,NA,0.007996942,2.78729E-05
2010,BLK,Ecotone,2,T,S,BLK E2 TS,0.042,0.115,173.8095238,100,NA,0.006340432,1.76323E-05
2010,BLK,Ecotone,3,F,A,BLK E3 FA,0.139,0.322,131.6546763,100,NA,0.010658109,1.80213E-05
2010,BLK,Ecotone,3,F,C,BLK E3 FC,0.118,0.272,130.5084746,83.33333333,NA,0.008104464,2.24526E-05
2010,BLK,Ecotone,3,F,S,BLK E3 FS,0.0901,0.2134,136.8479467,95.83333333,NA,0.00959633,1.23192E-05
2010,BLK,Ecotone,3,T,A,BLK E3 TA,NA,NA,NA,NA,NA,NA,NA
2010,BLK,Ecotone,3,T,C,BLK E3 TC,0.029,0.067,131.0344828,100,NA,0.002088037,2.10748E-05
2010,BLK,Ecotone,3,T,S,BLK E3 TS,0.046,0.089,93.47826087,100,NA,0.00676716,1.56417E-05
2010,BLK,Forest,1,F,A,BLK F1 FA,0.183,0.414,126.2295082,92.59259259,NA,0.014061849,1.0826E-05
2010,BLK,Forest,1,F,C,BLK F1 FC,0.12,0.268,123.3333333,79.41176471,NA,0.009196483,9.69927E-06
2010,BLK,Forest,1,F,S,BLK F1 FS,0.159,0.416,161.6352201,91.52542373,NA,0.016553333,1.33637E-05
2010,BLK,Forest,1,T,A,BLK F1 TA,0.099,0.227,129.2929293,61.11111111,NA,0.009525769,9.11428E-06
2010,BLK,Forest,1,T,C,BLK F1 TC,0.137,0.363,164.9635036,92.85714286,NA,0.009949136,2.04414E-05
2010,BLK,Forest,1,T,S,BLK F1 TS,0.132,0.3146,138.3333333,94.87179487,NA,0.011335161,1.26223E-05
2010,BLK,Forest,2,F,A,BLK F2 FA,0.072,0.168,133.3333333,93.75,NA,0.007472772,1.17774E-05
2010,BLK,Forest,2,F,C,BLK F2 FC,0.1264,0.2907,129.9841772,100,NA,0.010795871,1.56324E-05
2010,BLK,Forest,2,F,S,BLK F2 FS,0.0601,0.1144,90.34941764,100,NA,0.00450248,2.34035E-05
2010,BLK,Forest,2,T,A,BLK F2 TA,0.043,0.094,118.6046512,100,NA,0.003763267,1.61215E-05
2010,BLK,Forest,2,T,C,BLK F2 TC,0.0681,0.1566,129.9559471,100,NA,0.005913705,2.08353E-05
2010,BLK,Forest,2,T,S,BLK F2 TS,0.047,0.118,151.0638298,82.14285714,NA,0.00677388,1.29047E-05
2010,BLK,Forest,3,F,A,BLK F3 FA,0.1416,0.3098,118.7853107,97.95918367,NA,0.012595183,1.30215E-05
2010,BLK,Forest,3,F,C,BLK F3 FC,0.1095,0.2503,128.5844749,100,NA,0.007973421,1.92418E-05
2010,BLK,Forest,3,F,S,BLK F3 FS,0.1064,0.2368,122.556391,97.61904762,NA,0.009949136,1.49664E-05
2010,BLK,Forest,3,T,A,BLK F3 TA,0.1706,0.3774,121.2192263,98.52941176,NA,0.016565093,2.04549E-05
2010,BLK,Forest,3,T,C,BLK F3 TC,0.215,0.459,113.4883721,95.71428571,NA,0.015641077,1.36109E-05
2010,BLK,Forest,3,T,S,BLK F3 TS,0.0497,0.097,95.17102616,93.75,NA,0.00393127,1.65483E-05
2010,BLK,Tundra,1,F,A,BLK T1 FA,0.08,0.1691,111.375,10.52631579,NA,0.008235506,1.84272E-05
2010,BLK,Tundra,1,F,S,BLK T1 FS,0.103,0.241,133.9805825,96.55172414,NA,0.008964639,2.67288E-05
2010,BLK,Tundra,1,T,A,BLK T1 TA,0.102,0.225,120.5882353,93.5483871,NA,0.009244364,2.007E-05
2010,BLK,Tundra,1,T,S,BLK T1 TS,0.1813,0.4293,136.7898511,92.98245614,NA,0.016854059,3.76752E-05
2010,BLK,Tundra,2,F,A,BLK T2 FA,0.0707,0.1421,100.990099,60,NA,0.006594117,2.38531E-05
2010,BLK,Tundra,2,F,S,BLK T2 FS,0.051,0.112,119.6078431,93.10344828,NA,0.005164411,2.88876E-05
2010,BLK,Tundra,2,T,A,BLK T2 TA,0.0946,0.2059,117.653277,80.64516129,NA,0.009218323,2.29666E-05
2010,BLK,Tundra,2,T,S,BLK T2 TS,0.107,0.2439,127.9439252,100,NA,0.012143255,1.90483E-05
2010,BLK,Tundra,3,F,A,BLK T3 FA,0.082,0.2,143.902439,100,NA,0.009939056,1.60346E-05
2010,BLK,Tundra,3,F,S,BLK T3 FS,0.0618,0.1477,138.9967638,94.82758621,NA,0.004872086,1.65018E-05
2010,BLK,Tundra,3,T,A,BLK T3 TA,0.0998,0.2423,142.7855711,91.78082192,NA,0.016311409,1.46921E-05
2010,BLK,Tundra,3,T,S,BLK T3 TS,0.078,0.186,138.4615385,0,NA,0.011708127,2.61063E-05
2010,RA2,Ecotone,1,F,A,RA2 E1 FA,0.117,0.251,114.5299145,100,NA,0.010054978,1.30559E-05
2010,RA2,Ecotone,1,F,C,RA2 E1 FC,0.289,0.661,128.7197232,100,NA,0.021873987,2.67508E-05
2010,RA2,Ecotone,1,F,S,RA2 E1 FS,0.219,0.524,139.2694064,96.05263158,NA,0.020173797,2.85337E-05
2010,RA2,Ecotone,1,T,A,RA2 E1 TA,0.0867,0.2057,137.254902,100,NA,0.009324165,1.85484E-05
2010,RA2,Ecotone,1,T,C,RA2 E1 TC,0.116,0.292,151.7241379,95.34883721,NA,0.012064294,2.85888E-05
2010,RA2,Ecotone,1,T,S,RA2 E1 TS,0.1951,0.4845,148.3341876,46.37681159,NA,0.018431607,2.59091E-05
2010,RA2,Ecotone,2,F,A,RA2 E2 FA,0.1236,0.3024,144.6601942,100,NA,0.009737452,2.0132E-05
2010,RA2,Ecotone,2,F,C,RA2 E2 FC,0.2746,0.6675,143.0808449,100,NA,0.019992354,1.79853E-05
2010,RA2,Ecotone,2,F,S,RA2 E2 FS,0.2506,0.5454,117.6376696,100,NA,0.022418317,1.43185E-05
2010,RA2,Ecotone,2,T,A,RA2 E2 TA,0.155,0.377,143.2258065,100,NA,0.015153868,4.46647E-05
2010,RA2,Ecotone,2,T,C,RA2 E2 TC,0.358,0.8799,145.7821229,100,NA,0.023270092,2.52481E-05
2010,RA2,Ecotone,2,T,S,RA2 E2 TS,NA,NA,NA,NA,NA,NA,NA
2010,RA2,Ecotone,3,F,A,RA2 E3 FA,0.332,0.804,142.1686747,89.01098901,NA,0.0327169,1.73399E-05
2010,RA2,Ecotone,3,F,C,RA2 E3 FC,0.2431,0.5875,141.6700946,95.38461538,NA,0.019547146,1.51927E-05
2010,RA2,Ecotone,3,F,S,RA2 E3 FS,0.1446,0.3383,133.95574,98.11320755,NA,0.014958985,1.25902E-05
2010,RA2,Ecotone,3,T,A,RA2 E3 TA,0.072,0.162,125,100,NA,0.006935163,8.2316E-06
2010,RA2,Ecotone,3,T,C,RA2 E3 TC,0.3293,0.7882,139.3562101,90.90909091,NA,0.024763639,2.97674E-05
2010,RA2,Ecotone,3,T,S,RA2 E3 TS,0.0422,0.1106,162.0853081,100,NA,0.007701256,1.06814E-05
2010,RA2,Forest,1,F,A,RA2 F1 FA,0.146,0.354,142.4657534,100,NA,0.014570898,7.18284E-06
2010,RA2,Forest,1,F,C,RA2 F1 FC,0.324,0.743,129.3209877,100,NA,0.024237789,1.08442E-05
2010,RA2,Forest,1,F,S,RA2 F1 FS,0.0667,0.1748,162.0689655,59.25925926,NA,0.007393811,3.31841E-05
2010,RA2,Forest,1,T,A,RA2 F1 TA,0.179,0.372,107.8212291,95.83333333,NA,0.017983039,7.07653E-06
2010,RA2,Forest,1,T,C,RA2 F1 TC,0.0646,0.1396,116.0990712,96.15384615,NA,0.006901562,9.09525E-06
2010,RA2,Forest,1,T,S,RA2 F1 TS,0.0937,0.1871,99.67982924,94.73684211,NA,0.007207328,2.27478E-05
2010,RA2,Forest,2,F,A,RA2 F2 FA,0.227,0.514,126.4317181,89.0625,NA,0.020644206,1.4057E-05
2010,RA2,Forest,2,F,C,RA2 F2 FC,0.146,0.319,118.4931507,100,NA,0.008172505,1.78999E-05
2010,RA2,Forest,2,F,S,RA2 F2 FS,0.077,0.1654,114.8051948,100,NA,0.006283311,1.0032E-05
2010,RA2,Forest,2,T,A,RA2 F2 TA,0.2069,0.5897,185.0169164,100,NA,0.021621983,2.54156E-05
2010,RA2,Forest,2,T,C,RA2 F2 TC,0.284,0.687,141.9014085,100,NA,0.022806404,1.27243E-05
2010,RA2,Forest,2,T,S,RA2 F2 TS,0.026,0.061,134.6153846,88.88888889,NA,0.002116837,1.17986E-05
2010,RA2,Forest,3,F,A,RA2 F3 FA,0.333,0.78,134.2342342,100,NA,0.024872841,1.77398E-05
