year,site,zone,year.zone,tree,aspect,height,island.side,code,dry.wgt,fresh.wgt,water,viability,stem,sur.area,gmin
2009,RAM,Ecotone,Ecotone.2009,3,L,S,NA,RAM FT3 EAS,NA,0,NA,NA,NA,NA,NA
2009,RAM,Ecotone,Ecotone.2009,3,W,A,NA,RAM FT3 NWA,0.2361,0.5408,129.0555,96.9697,NA,0.0178297,0.0000228
2009,RAM,Ecotone,Ecotone.2009,3,W,C,NA,RAM FT3 NWC,0.3978,0.9622,141.8803,97.1831,NA,0.0227768,0.0000411
2009,RAM,Ecotone,Ecotone.2009,3,W,S,NA,RAM FT3 NWS,0.2516,0.5787,130.0079,95.3846,NA,0.0206952,0.0000281
2009,RAM,Ecotone,Ecotone.2009,3,L,A,NA,RAM FT3 SOA,0.1214,0.29,138.8797,95.7447,NA,0.013226,0.0000201
2009,RAM,Ecotone,Ecotone.2009,3,L,C,NA,RAM FT3 SOC,0.48,1.0638,121.625,100,NA,0.0340651,0.00002
2009,RAM,Ecotone,Ecotone.2009,3,L,S,NA,RAM FT3 SOS,0.2862,0.6813,138.0503,98.5075,NA,0.0256954,0.0000255
2009,RAM,Tundra,Tundra.2009,1,L,A,NA,RAM T1 EAA,0.1458,0.41,181.2071,97.561,NA,0.0117683,0.000047
2009,RAM,Tundra,Tundra.2009,1,L,S,NA,RAM T1 EAS,0.1681,0.366,117.7275,96.2264,NA,0.0143178,0.0000317
2009,RAM,Tundra,Tundra.2009,1,W,A,NA,RAM T1 NWA,0.2824,0.631,123.4419,95.5882,NA,0.0209943,0.0000348
2009,RAM,Tundra,Tundra.2009,1,W,S,NA,RAM T1 NWS,0.1171,0.283,141.6738,75.4386,NA,0.0146193,0.0000212
2009,RAM,Tundra,Tundra.2009,1,L,A,NA,RAM T1 SOA,0.1395,0.316,126.5233,96.0784,NA,0.0118913,0.0000305
2009,RAM,Tundra,Tundra.2009,1,L,S,NA,RAM T1 SOS,0.1226,0.247,101.4682,68.9189,NA,0.0151122,0.000016
2009,RAM,Tundra,Tundra.2009,2,L,A,NA,RAM T2 EAA,0.1581,0.3554,124.7944,74.7253,NA,0.0220227,0.0000127
2009,RAM,Tundra,Tundra.2009,2,L,S,NA,RAM T2 EAS,0.0848,0.2028,139.1509,100,NA,0.0092188,0.0000234
2009,RAM,Tundra,Tundra.2009,2,W,A,NA,RAM T2 NWA,0.1534,0.3671,139.309,50,NA,0.0319112,0.0000198
2009,RAM,Tundra,Tundra.2009,2,W,S,NA,RAM T2 NWS,0.1167,0.257,120.2228,60.9091,NA,0.0272399,0.0000128
2009,RAM,Tundra,Tundra.2009,2,L,A,NA,RAM T2 SOA,0.1795,0.4002,122.9526,72.973,NA,0.028023,0.0000131
2009,RAM,Tundra,Tundra.2009,2,L,S,NA,RAM T2 SOS,0.067,0.1477,120.4478,50,NA,0.0171946,0.0000279
2009,RAM,Tundra,Tundra.2009,3,L,A,NA,RAM T3 EAA,0.209,0.4693,124.5455,94.1176,NA,0.0188074,0.0000276
2009,RAM,Tundra,Tundra.2009,3,L,S,NA,RAM T3 EAS,0.2326,0.5317,128.5899,95.8333,NA,0.0198559,0.0000467
2009,RAM,Tundra,Tundra.2009,3,W,A,NA,RAM T3 NWA,0.2393,0.5429,126.87,98.4615,NA,0.0201204,0.0000232
2009,RAM,Tundra,Tundra.2009,3,W,S,NA,RAM T3 NWS,0.206,0.4203,104.0291,88.8889,NA,0.0182856,0.000041
2009,RAM,Tundra,Tundra.2009,3,L,A,NA,RAM T3 SOA,0.3221,0.7172,122.6638,65.625,NA,0.0414741,0.0000179
2009,RAM,Tundra,Tundra.2009,3,L,S,NA,RAM T3 SOS,0.4028,0.918,127.9047,100,NA,0.0210257,0.000047
2009,RID,Forest,Forest.2009,1,L,A,NA,RID F1 EAA,0.1268,0.26,105.0473,95.3846,NA,0.0119677,0.0000238
2009,RID,Forest,Forest.2009,1,L,C,NA,RID F1 EAC,0.1846,0.406,119.935,97.8723,NA,0.0195745,0.0000166
2009,RID,Forest,Forest.2009,1,L,S,NA,RID F1 EAS,0.1446,0.3319,129.5297,100,NA,0.010912,0.0000206
2009,RID,Forest,Forest.2009,1,W,A,NA,RID F1 NWA,0.2984,0.6494,117.6273,95.3846,NA,0.0216359,0.0000137
2009,RID,Forest,Forest.2009,1,W,C,NA,RID F1 NWC,0.2671,0.579,116.7727,98.5075,NA,0.0194466,0.0000278
2009,RID,Forest,Forest.2009,1,W,S,NA,RID F1 NWS,NA,NA,NA,NA,NA,NA,NA
2009,RID,Forest,Forest.2009,1,L,A,NA,RID F1 SOA,0.1873,0.398,112.4933,100,NA,0.0157618,0.0000205
2009,RID,Forest,Forest.2009,1,L,C,NA,RID F1 SOC,0.3239,0.69,113.0287,100,NA,0.021049,0.0000139
2009,RID,Forest,Forest.2009,1,L,S,NA,RID F1 SOS,0.1933,0.431,122.9695,98.2456,NA,0.0159942,0.0000152
2009,RID,Forest,Forest.2009,2,L,A,NA,RID F2 EAA,0.1834,0.441,140.458,70.2128,NA,0.0157578,0.0000249
2009,RID,Forest,Forest.2009,2,L,C,NA,RID F2 EAC,0.363,0.8,120.3857,100,NA,0.0209606,0.0000251
2009,RID,Forest,Forest.2009,2,L,S,NA,RID F2 EAS,0.1163,0.277,138.1771,73.3333,NA,0.0135315,0.0000304
2009,RID,Forest,Forest.2009,2,W,A,NA,RID F2 NWA,0.2672,0.608,127.5449,100,NA,0.0171085,0.0000187
2009,RID,Forest,Forest.2009,2,W,C,NA,RID F2 NWC,0.4343,0.943,117.131,100,NA,0.0245666,0.0000296
2009,RID,Forest,Forest.2009,2,W,S,NA,RID F2 NWS,0.0906,0.269,196.9095,100,NA,0.0086761,0.0000318
2009,RID,Forest,Forest.2009,2,L,A,NA,RID F2 SOA,0.3003,0.689,129.4372,97.6744,NA,0.0172517,0.0000317
2009,RID,Forest,Forest.2009,2,L,C,NA,RID F2 SOC,0.4449,0.987,121.8476,100,NA,0.0243575,0.0000271
2009,RID,Forest,Forest.2009,2,L,S,NA,RID F2 SOS,0.3407,0.737,116.3193,92.7536,NA,0.0230783,0.0000315
2009,RID,Forest,Forest.2009,3,L,A,NA,RID F3 EAA,0.2623,0.57,117.3084,98.6667,NA,0.0195375,0.0000297
2009,RID,Forest,Forest.2009,3,L,C,NA,RID F3 EAC,0.1416,0.27,90.678,50,NA,0.018563,0.0000241
2009,RID,Forest,Forest.2009,3,L,S,NA,RID F3 EAS,NA,NA,NA,NA,NA,NA,NA
2009,RID,Forest,Forest.2009,3,W,A,NA,RID F3 NWA,0.1966,0.497,152.7976,100,NA,0.0178233,0.0000071
2009,RID,Forest,Forest.2009,3,W,C,NA,RID F3 NWC,0.1973,0.552,179.777,100,NA,0.0152183,0.0000282
2009,RID,Forest,Forest.2009,3,W,S,NA,RID F3 NWS,NA,NA,NA,NA,NA,NA,NA
2009,RID,Forest,Forest.2009,3,L,A,NA,RID F3 SOA,0.2348,0.587,150,100,NA,0.0136843,0.0000254
2009,RID,Forest,Forest.2009,3,L,C,NA,RID F3 SOC,0.2605,0.813,212.0921,100,NA,0.0183186,0.0000155
2009,RID,Forest,Forest.2009,3,L,S,NA,RID F3 SOS,NA,NA,NA,NA,NA,NA,NA
2009,RID,Ecotone,Ecotone.2009,1,L,A,NA,RID FT1 EAA,0.5446,1.205,121.2633,96.8085,NA,0.0293995,0.0000507
2009,RID,Ecotone,Ecotone.2009,1,L,C,NA,RID FT1 EAC,0.1431,0.31,116.6317,100,NA,0.0083698,0.000033
2009,RID,Ecotone,Ecotone.2009,1,L,S,NA,RID FT1 EAS,0.3571,0.756,111.7054,98.6301,NA,0.0264705,0.0000669
2009,RID,Ecotone,Ecotone.2009,1,W,A,NA,RID FT1 NWA,0.2424,0.561,131.4356,100,NA,0.0166889,0.000025
2009,RID,Ecotone,Ecotone.2009,1,W,C,NA,RID FT1 NWC,0.4858,1.06,118.1968,98.6842,NA,0.0298192,0.0000278
2009,RID,Ecotone,Ecotone.2009,1,W,S,NA,RID FT1 NWS,0.3224,0.74,129.5285,100,NA,0.0215604,0.0000283
2009,RID,Ecotone,Ecotone.2009,1,L,A,NA,RID FT1 SOA,0.3188,0.709,122.3965,100,NA,0.0170193,0.0000284
2009,RID,Ecotone,Ecotone.2009,1,L,C,NA,RID FT1 SOC,0.3671,0.821,123.6448,100,NA,0.0202739,0.0000335
2009,RID,Ecotone,Ecotone.2009,1,L,S,NA,RID FT1 SOS,0.2455,0.564,129.7352,100,NA,0.0187415,0.0000244
2009,RID,Ecotone,Ecotone.2009,2,L,A,NA,RID FT2 EAA,0.2667,0.596,123.4721,98.6486,NA,0.0162426,0.0000287
2009,RID,Ecotone,Ecotone.2009,2,L,C,NA,RID FT2 EAC,0.2295,0.525,128.7582,98.5915,NA,0.0143854,0.0000377
2009,RID,Ecotone,Ecotone.2009,2,L,S,NA,RID FT2 EAS,0.2082,0.502,141.1143,100,NA,0.0153084,0.0000199
2009,RID,Ecotone,Ecotone.2009,2,W,A,NA,RID FT2 NWA,0.2869,0.663,131.091,100,NA,0.0209147,0.0000207
2009,RID,Ecotone,Ecotone.2009,2,W,C,NA,RID FT2 NWC,0.2378,0.558,134.651,100,NA,0.0142696,0.0000412
2009,RID,Ecotone,Ecotone.2009,2,W,S,NA,RID FT2 NWS,0.1781,0.427,139.7529,100,NA,0.015437,0.0000325
2009,RID,Ecotone,Ecotone.2009,2,L,A,NA,RID FT2 SOA,0.3058,0.686,124.3296,100,NA,0.0166591,0.0000396
2009,RID,Ecotone,Ecotone.2009,2,L,C,NA,RID FT2 SOC,0.2244,0.531,136.631,100,NA,0.0134736,0.0000298
2009,RID,Ecotone,Ecotone.2009,2,L,S,NA,RID FT2 SOS,0.1729,0.413,138.8664,50,NA,0.0217115,0.0000136
2009,RID,Ecotone,Ecotone.2009,3,L,A,NA,RID FT3 EAA,0.1901,0.415,118.3062,100,NA,0.0168842,0.0000151
2009,RID,Ecotone,Ecotone.2009,3,L,C,NA,RID FT3 EAC,0.1576,0.3383,114.6574,90.9091,NA,0.0128063,0.0000116
2009,RID,Ecotone,Ecotone.2009,3,L,S,NA,RID FT3 EAS,0.261,0.563,115.7088,92.9577,NA,0.0214639,0.0000232
2009,RID,Ecotone,Ecotone.2009,3,W,A,NA,RID FT3 NWA,0.0812,0.169,108.1281,75.8621,NA,0.0090396,0.0000177
2009,RID,Ecotone,Ecotone.2009,3,W,C,NA,RID FT3 NWC,0.2517,0.582,131.2277,96.8254,NA,0.0193493,0.0000222
2009,RID,Ecotone,Ecotone.2009,3,W,S,NA,RID FT3 NWS,0.1619,0.378,133.4775,100,NA,0.0156814,0.0000189
2009,RID,Ecotone,Ecotone.2009,3,L,A,NA,RID FT3 SOA,0.1964,0.436,121.9959,100,NA,0.0159468,0.000025
2009,RID,Ecotone,Ecotone.2009,3,L,C,NA,RID FT3 SOC,0.2018,0.442,119.0287,92.4528,NA,0.0155962,0.0000309
2009,RID,Ecotone,Ecotone.2009,3,L,S,NA,RID FT3 SOS,0.1535,0.351,128.6645,92.8571,NA,0.0168392,0.0000259
2009,RID,Tundra,Tundra.2009,1,L,A,NA,RID T1 EAA,0.2548,0.547,114.6782,96.8254,NA,0.0151452,0.0000372
2009,RID,Tundra,Tundra.2009,1,L,S,NA,RID T1 EAS,0.1044,0.229,119.3487,97.5,NA,0.0084582,0.0000293
2009,RID,Tundra,Tundra.2009,1,W,A,NA,RID T1 NWA,0.287,0.605,110.8014,96.7213,NA,0.0156452,0.0000527
2009,RID,Tundra,Tundra.2009,1,W,S,NA,RID T1 NWS,NA,NA,NA,NA,NA,NA,NA
2009,RID,Tundra,Tundra.2009,1,L,A,NA,RID T1 SOA,0.2289,0.482,110.5723,96.6667,NA,0.0141345,0.0000249
2009,RID,Tundra,Tundra.2009,1,L,S,NA,RID T1 SOS,0.1687,0.36,113.3966,100,NA,0.0128352,0.000018
2009,RID,Tundra,Tundra.2009,2,L,A,NA,RID T2 EAA,0.0565,0.115,103.5398,96.4286,NA,0.0039622,0.000033
2009,RID,Tundra,Tundra.2009,2,L,S,NA,RID T2 EAS,0.228,0.496,117.5343,100,NA,0.0144867,0.0000317
2009,RID,Tundra,Tundra.2009,2,W,A,NA,RID T2 NWA,0.1372,0.403,193.7318,100,NA,0.009296,0.0000683
2009,RID,Tundra,Tundra.2009,2,W,S,NA,RID T2 NWS,NA,NA,NA,NA,NA,NA,NA
2009,RID,Tundra,Tundra.2009,2,L,A,NA,RID T2 SOA,0.0742,0.182,145.283,98.1132,NA,0.0087356,0.0000347
2009,RID,Tundra,Tundra.2009,2,L,S,NA,RID T2 SOS,0.1933,0.435,125.0388,74.4444,NA,0.0185244,0.0000139
2009,RID,Tundra,Tundra.2009,3,L,A,NA,RID T3 EAA,0.2047,0.479,134.001,98.6111,NA,0.0184665,0.000023
2009,RID,Tundra,Tundra.2009,3,L,S,NA,RID T3 EAS,0.158,0.353,123.4177,100,NA,0.0176963,0.000021
2009,RID,Tundra,Tundra.2009,3,W,A,NA,RID T3 NWA,0.2339,0.506,116.3318,98.7179,NA,0.0192528,0.0000316
2009,RID,Tundra,Tundra.2009,3,W,S,NA,RID T3 NWS,0.1087,0.243,123.5511,100,NA,0.0122813,0.0000248
2009,RID,Tundra,Tundra.2009,3,L,A,NA,RID T3 SOA,0.202,0.437,116.3366,89.011,NA,0.0207943,0.0000203
2009,RID,Tundra,Tundra.2009,3,L,S,NA,RID T3 SOS,0.1436,0.33,129.805,94.2029,NA,0.0162547,0.0000354
2009,ROK,Forest,Forest.2009,1,L,A,NA,ROK F1 EAA,0.2024,0.43,112.4506,97.2603,NA,0.0201316,0.0000143
2009,ROK,Forest,Forest.2009,1,L,C,NA,ROK F1 EAC,0.1553,0.336,116.3554,100,NA,0.0146161,0.000009
2009,ROK,Forest,Forest.2009,1,L,S,NA,ROK F1 EAS,0.0989,0.169,70.8797,81.4815,NA,0.0064474,0.0000304
2009,ROK,Forest,Forest.2009,1,W,A,NA,ROK F1 NWA,0.2823,0.588,108.2891,100,NA,0.0243133,0.0000133
2009,ROK,Forest,Forest.2009,1,W,C,NA,ROK F1 NWC,0.1994,0.439,120.1605,98.1132,NA,0.0166615,0.000015
2009,ROK,Forest,Forest.2009,1,W,S,NA,ROK F1 NWS,NA,0.391,NA,NA,NA,NA,NA
2009,ROK,Forest,Forest.2009,1,L,A,NA,ROK F1 SOA,0.209,0.463,121.5311,100,NA,0.0187463,0.0000176
2009,ROK,Forest,Forest.2009,1,L,C,NA,ROK F1 SOC,0.1278,0.279,118.3099,100,NA,0.0113727,0.0000088
2009,ROK,Forest,Forest.2009,1,L,S,NA,ROK F1 SOS,0.1624,0.36,121.6749,100,NA,0.0165128,0.0000129
2009,ROK,Forest,Forest.2009,2,L,A,NA,ROK F2 EAA,0.3531,0.822,132.7952,100,NA,0.0241879,0.0000045
2009,ROK,Forest,Forest.2009,2,L,C,NA,ROK F2 EAC,0.5099,1.118,119.2587,98.9583,NA,0.0323405,0.0000081
2009,ROK,Forest,Forest.2009,2,L,S,NA,ROK F2 EAS,0.3099,0.737,137.8187,96.7213,NA,0.0300153,0.0000056
2009,ROK,Forest,Forest.2009,2,W,A,NA,ROK F2 NWA,0.2158,0.479,121.9648,83.5165,NA,0.0224617,0.0000054
2009,ROK,Forest,Forest.2009,2,W,C,NA,ROK F2 NWC,0.3884,0.867,123.2235,95.6897,NA,0.0358139,0.0000059
2009,ROK,Forest,Forest.2009,2,W,S,NA,ROK F2 NWS,0.1534,0.37,141.1995,98.3333,NA,0.0162089,0.0000066
2009,ROK,Forest,Forest.2009,2,L,A,NA,ROK F2 SOA,0.271,0.636,134.6863,100,NA,0.0176496,0.0000209
2009,ROK,Forest,Forest.2009,2,L,C,NA,ROK F2 SOC,0.6218,1.374,120.9714,100,NA,0.0346078,0.0000082
2009,ROK,Forest,Forest.2009,2,L,S,NA,ROK F2 SOS,0.3986,0.898,125.2885,98.9247,NA,0.0297597,0.000009
2009,ROK,Forest,Forest.2009,3,L,A,NA,ROK F3 EAA,0.05,0.107,114,100,NA,0.0039547,0.0000159
2009,ROK,Forest,Forest.2009,3,L,C,NA,ROK F3 EAC,0.1537,0.339,120.5595,100,NA,0.0094423,0.0000062
2009,ROK,Forest,Forest.2009,3,L,S,NA,ROK F3 EAS,0.23,0.501,117.8261,98.2143,NA,0.0154885,0.0000159
2009,ROK,Forest,Forest.2009,3,W,A,NA,ROK F3 NWA,0.2958,0.732,147.4645,98.5507,NA,0.0206374,0.0000104
2009,ROK,Forest,Forest.2009,3,W,C,NA,ROK F3 NWC,0.4521,0.893,97.5227,100,NA,0.0257645,0.0000073
2009,ROK,Forest,Forest.2009,3,W,S,NA,ROK F3 NWS,0.2916,0.625,114.3347,100,NA,0.0273525,0.0000051
2009,ROK,Forest,Forest.2009,3,L,A,NA,ROK F3 SOA,0.2952,0.676,128.9973,100,NA,0.0189312,0.0000078
2009,ROK,Forest,Forest.2009,3,L,C,NA,ROK F3 SOC,0.3295,0.721,118.8164,100,NA,0.0283639,0.0000051
2009,ROK,Forest,Forest.2009,3,L,S,NA,ROK F3 SOS,0.1795,0.403,124.5125,100,NA,0.0125956,0.0000079
2009,ROK,Ecotone,Ecotone.2009,1,L,A,NA,ROK FT1 EAA,0.5297,1.093,106.3432,96.9072,NA,0.0314296,0.0000342
2009,ROK,Ecotone,Ecotone.2009,1,L,C,NA,ROK FT1 EAC,0.4743,1.014,113.7887,96.4706,NA,0.0265846,0.000023
2009,ROK,Ecotone,Ecotone.2009,1,L,S,NA,ROK FT1 EAS,NA,NA,NA,NA,NA,NA,NA
2009,ROK,Ecotone,Ecotone.2009,1,W,A,NA,ROK FT1 NWA,0.2366,0.618,161.2003,98.4615,NA,0.0213224,0.0000265
2009,ROK,Ecotone,Ecotone.2009,1,W,C,NA,ROK FT1 NWC,0.612,1.348,120.2614,100,NA,0.0355236,0.0000344
2009,ROK,Ecotone,Ecotone.2009,1,W,S,NA,ROK FT1 NWS,NA,NA,NA,NA,NA,NA,NA
2009,ROK,Ecotone,Ecotone.2009,1,L,A,NA,ROK FT1 SOA,0.4453,0.989,122.0975,100,NA,0.0301384,0.0000151
2009,ROK,Ecotone,Ecotone.2009,1,L,C,NA,ROK FT1 SOC,0.7525,1.616,114.7508,92.7419,NA,0.0484529,0.000022
2009,ROK,Ecotone,Ecotone.2009,1,L,S,NA,ROK FT1 SOS,0.1283,0.298,132.2681,100,NA,0.0120312,0.0000144
2009,ROK,Ecotone,Ecotone.2009,2,L,A,NA,ROK FT2 EAA,0.1832,0.411,124.345,97.8261,NA,0.014202,0.0000198
2009,ROK,Ecotone,Ecotone.2009,2,L,C,NA,ROK FT2 EAC,0.3609,0.784,117.2347,97.0588,NA,0.0190261,0.0000357
2009,ROK,Ecotone,Ecotone.2009,2,L,S,NA,ROK FT2 EAS,0.1267,0.257,102.8414,91.6667,NA,0.0271691,0.0000125
2009,ROK,Ecotone,Ecotone.2009,2,W,A,NA,ROK FT2 NWA,0.3208,0.699,117.8928,96.2264,NA,0.0174712,0.0000426
2009,ROK,Ecotone,Ecotone.2009,2,W,C,NA,ROK FT2 NWC,0.3321,0.691,108.0699,89.4118,NA,0.0222108,0.000027
2009,ROK,Ecotone,Ecotone.2009,2,W,S,NA,ROK FT2 NWS,0.2419,0.503,107.9372,96,NA,0.0261706,0.0000116
2009,ROK,Ecotone,Ecotone.2009,2,L,A,NA,ROK FT2 SOA,0.2761,0.622,125.2807,89.4118,NA,0.0252861,0.0000219
2009,ROK,Ecotone,Ecotone.2009,2,L,C,NA,ROK FT2 SOC,0.5574,1.164,108.8267,97.4026,NA,0.0274256,0.0000669
2009,ROK,Ecotone,Ecotone.2009,2,L,S,NA,ROK FT2 SOS,0.3083,0.641,107.9144,98.3051,NA,0.0197336,0.0000226
2009,ROK,Ecotone,Ecotone.2009,3,L,A,NA,ROK FT3 EAA,0.1465,0.331,125.9386,93.617,NA,0.0139818,0.0000222
2009,ROK,Ecotone,Ecotone.2009,3,L,C,NA,ROK FT3 EAC,0.196,0.447,128.0612,96.4912,NA,0.0162692,0.000037
2009,ROK,Ecotone,Ecotone.2009,3,L,S,NA,ROK FT3 EAS,0.1504,0.335,122.7394,100,NA,0.0155472,0.0000148
2009,ROK,Ecotone,Ecotone.2009,3,W,A,NA,ROK FT3 NWA,0.1288,0.289,124.3789,100,NA,0.0122652,0.0000225
2009,ROK,Ecotone,Ecotone.2009,3,W,C,NA,ROK FT3 NWC,0.2168,0.492,126.9373,92.7273,NA,0.0156099,0.0000413
2009,ROK,Ecotone,Ecotone.2009,3,W,S,NA,ROK FT3 NWS,NA,0.138,NA,NA,NA,NA,NA
2009,ROK,Ecotone,Ecotone.2009,3,L,A,NA,ROK FT3 SOA,0.3123,0.703,125.1041,97.1831,NA,0.022206,0.0000255
2009,ROK,Ecotone,Ecotone.2009,3,L,C,NA,ROK FT3 SOC,0.1225,0.263,114.6939,86.5385,NA,0.0125008,0.000032
2009,ROK,Ecotone,Ecotone.2009,3,L,S,NA,ROK FT3 SOS,NA,0.162,NA,NA,NA,NA,NA
2009,ROK,Tundra,Tundra.2009,1,L,A,NA,ROK T1 EAA,0.1018,0.207,103.3399,93.75,NA,0.0117707,0.0000094
2009,ROK,Tundra,Tundra.2009,1,L,S,NA,ROK T1 EAS,0.073,0.152,108.2192,93.75,NA,0.0101884,0.0000221
2009,ROK,Tundra,Tundra.2009,1,W,A,NA,ROK T1 NWA,0.0965,0.201,108.2902,100,NA,0.0090049,0.0000223
2009,ROK,Tundra,Tundra.2009,1,W,S,NA,ROK T1 NWS,0.0548,0.105,91.6058,100,NA,0.0067046,0.0000216
2009,ROK,Tundra,Tundra.2009,1,L,A,NA,ROK T1 SOA,0.0683,0.136,99.1215,96.7742,NA,0.0079758,0.0000352
2009,ROK,Tundra,Tundra.2009,1,L,S,NA,ROK T1 SOS,0.0723,0.156,115.7676,100,NA,0.0086238,0.0000188
2009,ROK,Tundra,Tundra.2009,2,L,A,NA,ROK T2 EAA,0.0657,0.131,99.3912,93.9394,NA,0.0058637,0.0000339
2009,ROK,Tundra,Tundra.2009,2,L,S,NA,ROK T2 EAS,0.2173,0.47,116.2908,97.9167,NA,0.0150125,0.0000247
2009,ROK,Tundra,Tundra.2009,2,W,A,NA,ROK T2 NWA,0.2769,0.584,110.9065,100,NA,0.0126487,0.0000521
2009,ROK,Tundra,Tundra.2009,2,W,S,NA,ROK T2 NWS,0.1169,0.252,115.5689,89.1892,NA,0.0261786,0.0000088
2009,ROK,Tundra,Tundra.2009,2,L,A,NA,ROK T2 SOA,0.1722,0.38,120.6736,100,NA,0.007249,0.000049
2009,ROK,Tundra,Tundra.2009,2,L,S,NA,ROK T2 SOS,0.2232,0.4636,107.7061,97.0588,NA,0.011782,0.0000231
2009,ROK,Tundra,Tundra.2009,3,L,A,NA,ROK T3 EAA,0.1917,0.4401,129.5775,95.9184,NA,0.0139858,0.0000264
2009,ROK,Tundra,Tundra.2009,3,L,S,NA,ROK T3 EAS,0.1514,0.327,115.9841,95.5882,NA,0.0189168,0.0000469
2009,ROK,Tundra,Tundra.2009,3,W,A,NA,ROK T3 NWA,0.1945,0.424,117.9949,100,NA,0.0289444,0.0000203
2009,ROK,Tundra,Tundra.2009,3,W,S,NA,ROK T3 NWS,0.1652,0.339,105.2058,97.9167,NA,0.0128127,0.0000392
2009,ROK,Tundra,Tundra.2009,3,L,A,NA,ROK T3 SOA,0.4137,0.867,109.5722,100,NA,0.0336527,0.0000254
2009,ROK,Tundra,Tundra.2009,3,L,S,NA,ROK T3 SOS,0.1885,0.452,139.7878,97.9592,NA,0.0147737,0.0000154
2010,BLK,Ecotone,Ecotone.2010,1,F,A,NA,BLK E1 FA,0.0504,0.1264,150.7937,100,NA,0.004731,0.0000125
2010,BLK,Ecotone,Ecotone.2010,1,F,C,NA,BLK E1 FC,0.1038,0.269,159.1522,96.6667,NA,0.0058465,0.000024
2010,BLK,Ecotone,Ecotone.2010,1,F,S,NA,BLK E1 FS,0.1076,0.1964,82.5279,100,NA,0.0082993,0.0000142
2010,BLK,Ecotone,Ecotone.2010,1,T,A,NA,BLK E1 TA,0.041,0.102,148.7805,100,NA,0.0029569,0.0000127
2010,BLK,Ecotone,Ecotone.2010,1,T,C,NA,BLK E1 TC,0.082,0.2,143.9024,100,NA,0.006626,0.0000194
2010,BLK,Ecotone,Ecotone.2010,1,T,S,NA,BLK E1 TS,0.027,0.066,144.4444,100,NA,0.0030913,0.000015
2010,BLK,Ecotone,Ecotone.2010,2,F,A,NA,BLK E2 FA,0.0388,0.0925,138.4021,80.9524,NA,0.0047629,0.0000172
2010,BLK,Ecotone,Ecotone.2010,2,F,C,NA,BLK E2 FC,0.09,0.217,141.1111,100,NA,0.0063774,0.000019
2010,BLK,Ecotone,Ecotone.2010,2,F,S,NA,BLK E2 FS,0.036,0.11,205.5556,0,NA,0.0043362,0.0000228
2010,BLK,Ecotone,Ecotone.2010,2,T,A,NA,BLK E2 TA,0.0655,0.1596,143.6641,100,NA,0.0073115,0.0000168
2010,BLK,Ecotone,Ecotone.2010,2,T,C,NA,BLK E2 TC,0.1067,0.2544,138.4255,100,NA,0.0079969,0.0000279
2010,BLK,Ecotone,Ecotone.2010,2,T,S,NA,BLK E2 TS,0.042,0.115,173.8095,100,NA,0.0063404,0.0000176
2010,BLK,Ecotone,Ecotone.2010,3,F,A,NA,BLK E3 FA,0.139,0.322,131.6547,100,NA,0.0106581,0.000018
2010,BLK,Ecotone,Ecotone.2010,3,F,C,NA,BLK E3 FC,0.118,0.272,130.5085,83.3333,NA,0.0081045,0.0000225
2010,BLK,Ecotone,Ecotone.2010,3,F,S,NA,BLK E3 FS,0.0901,0.2134,136.8479,95.8333,NA,0.0095963,0.0000123
2010,BLK,Ecotone,Ecotone.2010,3,T,A,NA,BLK E3 TA,NA,NA,NA,NA,NA,NA,NA
2010,BLK,Ecotone,Ecotone.2010,3,T,C,NA,BLK E3 TC,0.029,0.067,131.0345,100,NA,0.002088,0.0000211
2010,BLK,Ecotone,Ecotone.2010,3,T,S,NA,BLK E3 TS,0.046,0.089,93.4783,100,NA,0.0067672,0.0000156
2010,BLK,Forest,Forest.2010,1,F,A,NA,BLK F1 FA,0.183,0.414,126.2295,92.5926,NA,0.0140618,0.0000108
2010,BLK,Forest,Forest.2010,1,F,C,NA,BLK F1 FC,0.12,0.268,123.3333,79.4118,NA,0.0091965,0.0000097
2010,BLK,Forest,Forest.2010,1,F,S,NA,BLK F1 FS,0.159,0.416,161.6352,91.5254,NA,0.0165533,0.0000134
2010,BLK,Forest,Forest.2010,1,T,A,NA,BLK F1 TA,0.099,0.227,129.2929,61.1111,NA,0.0095258,0.0000091
2010,BLK,Forest,Forest.2010,1,T,C,NA,BLK F1 TC,0.137,0.363,164.9635,92.8571,NA,0.0099491,0.0000204
2010,BLK,Forest,Forest.2010,1,T,S,NA,BLK F1 TS,0.132,0.3146,138.3333,94.8718,NA,0.0113352,0.0000126
2010,BLK,Forest,Forest.2010,2,F,A,NA,BLK F2 FA,0.072,0.168,133.3333,93.75,NA,0.0074728,0.0000118
2010,BLK,Forest,Forest.2010,2,F,C,NA,BLK F2 FC,0.1264,0.2907,129.9842,100,NA,0.0107959,0.0000156
2010,BLK,Forest,Forest.2010,2,F,S,NA,BLK F2 FS,0.0601,0.1144,90.3494,100,NA,0.0045025,0.0000234
2010,BLK,Forest,Forest.2010,2,T,A,NA,BLK F2 TA,0.043,0.094,118.6047,100,NA,0.0037633,0.0000161
2010,BLK,Forest,Forest.2010,2,T,C,NA,BLK F2 TC,0.0681,0.1566,129.9559,100,NA,0.0059137,0.0000208
