location,site,type,wind,plotting,year,sample.no,depth,density,swe,htc
Broad: Riparian Forest,BRF,forest,deposition,C.2011,2011,15,66,212.08,139.97,0.2004
Broad: Riparian Forest,BRF,forest,deposition,C.2011,2011,30,70,219.96,153.97,0.2032
Broad: Riparian Forest,BRF,forest,deposition,C.2011,2011,13,92,252.56,232.36,0.2038
Broad: Riparian Forest,BRF,forest,deposition,C.2011,2011,12,94,256.12,240.75,0.2052
Broad: Riparian Forest,BRF,forest,deposition,C.2011,2011,27,88,251.32,221.16,0.211
Broad: Riparian Forest,BRF,forest,deposition,C.2011,2011,2,102,271.71,277.15,0.2128
Broad: Riparian Forest,BRF,forest,deposition,C.2011,2011,8,82,256.05,209.96,0.2351
Broad: Riparian Forest,BRF,forest,deposition,C.2011,2011,9,75,246.35,184.76,0.2379
Broad: Riparian Forest,BRF,forest,deposition,C.2011,2011,23,74,249.68,184.76,0.2477
Broad: Riparian Forest,BRF,forest,deposition,C.2011,2011,33,84,266.62,223.96,0.2488
Broad: Riparian Forest,BRF,forest,deposition,C.2011,2011,17,62,234.79,145.57,0.2614
Broad: Riparian Forest,BRF,forest,deposition,C.2011,2011,4,66,262.98,173.57,0.3081
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,26,46,243.43,111.98,0.3787
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,10,35,255.95,89.58,0.5503
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,2,38,287.31,109.18,0.6387
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,16,37,287.51,106.38,0.6568
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,27,45,317.27,142.77,0.6577
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,12,41,307.26,125.98,0.677
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,9,42,319.94,134.37,0.7165
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,18,34,288.18,97.98,0.7181
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,8,38,309.41,117.58,0.7407
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,32,36,303.28,109.18,0.7511
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,11,35,303.94,106.38,0.776
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,29,38,316.78,120.38,0.7764
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,3,32,314.94,100.78,0.9113
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,14,33,330.85,109.18,0.9752
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,19,28,309.94,86.78,1.0087
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,4,34,345.82,117.58,1.0341
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,23,34,354.05,120.38,1.0839
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,5,35,359.93,125.98,1.0882
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,17,31,343.16,106.38,1.1168
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,6,32,349.93,111.98,1.125
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,13,32,349.93,111.98,1.125
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,21,37,385.87,142.77,1.1831
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,7,33,364.78,120.38,1.1855
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,28,28,339.93,95.18,1.2133
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,1,30,354.6,106.38,1.2323
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,25,32,376.18,120.38,1.3001
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,24,32,384.93,123.18,1.3613
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,15,30,373.26,111.98,1.3654
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,20,30,373.26,111.98,1.3654
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,33,30,373.26,111.98,1.3654
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,31,30,382.59,114.78,1.4345
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,22,28,379.93,106.38,1.5156
Broad: Sedge Fen,BCF,fen,scour,D.2011,2011,30,28,399.92,111.98,1.6794
Broad: Shrub,BSH,shrub,deposition,B.2011,2011,NA,NA,NA,NA,NA
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,2,59,142.35,83.98,0.101
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,32,56,149.97,83.98,0.1181
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,1,60,158.64,95.18,0.1233
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,29,63,168.86,106.38,0.1331
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,10,56,159.97,89.58,0.1343
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,17,52,172.27,89.58,0.1678
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,3,60,186.63,111.98,0.1707
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,11,48,174.97,83.98,0.1875
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,16,59,194.54,114.78,0.1886
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,26,50,179.17,89.58,0.1888
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,14,58,193.07,111.98,0.1889
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,9,56,189.96,106.38,0.1895
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,30,59,199.28,117.58,0.1979
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,33,57,196.45,111.98,0.1991
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,4,56,194.96,109.18,0.1996
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,7,49,182.82,89.58,0.2005
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,6,52,188.43,97.98,0.2007
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,19,51,186.63,95.18,0.2008
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,5,51,192.12,97.98,0.2128
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,23,48,186.63,89.58,0.2133
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,27,51,197.61,100.78,0.2251
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,15,53,206,109.18,0.2354
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,20,53,206,109.18,0.2354
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,8,50,201.56,100.78,0.2389
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,12,48,198.3,95.18,0.2408
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,22,53,211.28,111.98,0.2476
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,31,52,209.96,109.18,0.2492
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,25,46,200.83,92.38,0.2578
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,21,54,222.92,120.38,0.2706
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,24,42,199.96,83.98,0.2799
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,13,40,195.96,78.39,0.2822
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,18,57,235.74,134.37,0.2867
Broad: Spruce Forest,BSF,forest,deposition,C.2011,2011,28,46,213,97.98,0.29
Mary Lake: Forest,MLK,forest,deposition,C.2011,2011,NA,NA,NA,NA,NA
Owl: Coastal Fen,OCF,fen,scour,D.2011,2011,NA,NA,NA,NA,NA
Owl: Spruce Forest,OSF,forest,deposition,C.2011,2011,NA,NA,NA,NA,NA
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2011,2011,NA,NA,NA,NA,NA
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2011,2011,NA,NA,NA,NA,NA
Roberge Lake: Tree Island,RTI,island,deposition,A.2011,2011,NA,NA,NA,NA,NA
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,2,3,102.65,3.08,1.0326
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,9,3,102.65,3.08,1.0326
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,18,7,175.97,12.32,1.3005
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,26,9,202.18,18.2,1.3354
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,30,4,153.97,6.16,1.7425
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,19,8,244.95,19.6,2.2051
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,3,4,174.97,7,2.2501
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,25,5,207.16,10.36,2.5234
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,11,8,262.45,21,2.5313
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,29,5,212.76,10.64,2.6617
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,12,10,307.94,30.79,2.7879
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,16,6,242.62,14.56,2.8844
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,33,6,242.62,14.56,2.8844
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,6,5,223.96,11.2,2.9492
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,32,5,223.96,11.2,2.9492
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,7,8,286.95,22.96,3.0259
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,4,7,271.95,19.04,3.1061
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,8,7,271.95,19.04,3.1061
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,14,4,209.96,8.4,3.2401
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,5,5,246.35,12.32,3.5686
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,17,11,369.02,40.59,3.6396
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,10,4,223.96,8.96,3.6865
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,23,4,223.96,8.96,3.6865
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,21,11,371.57,40.87,3.69
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,15,5,251.95,12.6,3.7326
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,27,6,279.95,16.8,3.8401
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,20,8,332.44,26.59,4.0614
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,28,7,315.94,22.12,4.1923
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,13,6,293.94,17.64,4.2337
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,31,6,293.94,17.64,4.2337
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,22,5,279.95,14,4.6082
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,24,5,279.95,14,4.6082
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2012,2012,1,8,360.43,28.83,4.7742
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,26,106,187.51,198.76,0.0975
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,1,112,207.46,232.36,0.113
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,21,120,240.29,288.34,0.1415
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,15,88,209.96,184.76,0.1473
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,14,94,217.41,204.36,0.1478
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,19,104,228.8,237.95,0.148
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,33,114,247.53,282.19,0.158
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,29,80,209.96,167.97,0.162
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,4,80,216.96,173.57,0.173
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,8,78,215.34,167.97,0.1748
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,12,90,233.29,209.96,0.1778
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,2,109,256.83,279.95,0.1779
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,16,93,240.81,223.96,0.1833
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,5,96,244.95,235.16,0.1838
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,7,84,233.29,195.96,0.1905
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,32,107,264.77,283.31,0.1926
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,28,104,261.1,271.55,0.1927
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,20,112,274.95,307.94,0.1984
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,10,82,235.56,193.16,0.199
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,31,105,266.62,279.95,0.199
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,11,93,252.85,235.16,0.2021
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,18,105,269.28,282.75,0.203
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,25,107,274.71,293.94,0.2074
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,24,102,268.97,274.35,0.2085
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,13,85,250.31,212.76,0.2167
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,27,110,287.58,316.34,0.221
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,30,108,285.13,307.94,0.2213
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,23,114,294.68,335.94,0.2239
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,22,118,301.3,355.53,0.2262
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,17,88,264.04,232.36,0.2329
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,9,80,251.95,201.56,0.2333
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,6,84,266.62,223.96,0.2488
Broad: Riparian Forest,BRF,forest,deposition,C.2012,2012,3,72,248.84,179.17,0.2528
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,27,39,229.7,89.58,0.3977
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,32,31,207.7,64.39,0.4091
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,26,39,244.06,95.18,0.449
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,22,39,272.77,106.38,0.5609
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,29,40,279.95,111.98,0.576
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,14,41,300.43,123.18,0.6472
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,28,39,294.3,114.78,0.6529
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,9,35,287.94,100.78,0.6965
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,7,34,288.18,97.98,0.7181
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,16,37,302.64,111.98,0.7278
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,23,40,314.94,125.98,0.729
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,12,41,320.91,131.57,0.7385
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,25,38,309.41,117.58,0.7407
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,24,34,296.41,100.78,0.7597
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,13,35,303.94,106.38,0.776
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,21,33,296.91,97.98,0.7854
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,15,40,328.94,131.57,0.7953
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,30,38,324.15,123.18,0.8129
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,31,37,325.34,120.38,0.8411
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,8,35,319.94,111.98,0.8598
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,6,30,298.61,89.58,0.8738
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,20,30,298.61,89.58,0.8738
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,11,37,332.91,123.18,0.8806
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,17,31,307.04,95.18,0.8941
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,10,35,335.94,117.58,0.948
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,33,31,343.16,106.38,1.1168
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,1,20,279.95,55.99,1.152
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,5,23,304.29,69.99,1.1836
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,4,21,333.27,69.99,1.555
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,18,23,352.98,81.18,1.5926
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,19,23,365.15,83.98,1.7043
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,2,13,279.95,36.39,1.7724
Broad: Sedge Fen,BCF,fen,scour,D.2012,2012,3,13,301.48,39.19,2.0555
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,7,74,268.6,198.76,0.2866
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,9,67,292.48,195.96,0.3754
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,4,65,288.56,187.56,0.3766
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,19,69,300.23,207.16,0.3841
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,14,68,300.53,204.36,0.3905
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,21,74,313.99,232.36,0.3917
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,8,66,296.91,195.96,0.3927
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,16,70,307.94,215.56,0.3983
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,28,78,326.6,254.75,0.4021
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,25,77,327.21,251.95,0.4088
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,5,72,318.83,229.56,0.4151
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,33,70,315.94,221.16,0.4192
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,30,67,309.19,207.16,0.4195
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,10,70,323.94,226.76,0.4407
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,24,76,338.88,257.55,0.4443
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,31,69,324.58,223.96,0.4489
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,32,71,331.2,235.16,0.4542
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,18,64,314.94,201.56,0.4556
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,27,83,360.89,299.54,0.4614
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,23,76,346.25,263.15,0.4638
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,2,68,329.35,223.96,0.469
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,20,75,347.13,260.35,0.4724
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,13,71,339.09,240.75,0.4761
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,26,80,360.43,288.34,0.4774
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,22,72,342.16,246.35,0.478
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,3,65,327.32,212.76,0.4846
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,17,71,343.03,243.55,0.4873
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,6,68,337.58,229.56,0.4927
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,1,75,354.6,265.95,0.4929
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,29,72,349.93,251.95,0.5
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,11,63,333.27,209.96,0.5183
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,12,60,335.94,201.56,0.553
Broad: Shrub,BSH,shrub,deposition,B.2012,2012,15,64,393.67,251.95,0.7119
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,3,53,126.77,67.19,0.0891
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,8,45,124.42,55.99,0.1011
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,10,57,147.34,83.98,0.112
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,24,44,139.97,61.59,0.1309
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,26,45,143.08,64.39,0.1338
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,27,38,132.61,50.39,0.136
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,25,40,139.97,55.99,0.144
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,12,46,152.14,69.99,0.1479
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,2,53,169.02,89.58,0.1585
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,9,56,179.97,100.78,0.17
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,1,54,181.45,97.98,0.1792
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,11,53,184.87,97.98,0.1896
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,18,88,248.13,218.36,0.2057
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,7,54,197,106.38,0.2113
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,4,60,209.96,125.98,0.216
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,14,55,203.6,111.98,0.2216
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,20,78,244.06,190.36,0.2245
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,33,50,195.96,97.98,0.2258
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,5,42,179.97,75.59,0.2267
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,28,56,209.96,117.58,0.2314
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,22,62,221.25,137.17,0.2321
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,6,52,204.58,106.38,0.2366
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,23,66,233.29,153.97,0.2424
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,32,53,211.28,111.98,0.2476
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,29,58,222.03,128.78,0.2499
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,13,48,209.96,100.78,0.27
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,31,66,250.26,165.17,0.279
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,17,61,247.82,151.17,0.296
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,19,69,267.77,184.76,0.3055
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,30,60,265.95,159.57,0.3466
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,15,60,270.61,162.37,0.3588
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,21,55,264.68,145.57,0.3745
Broad: Spruce Forest,BSF,forest,deposition,C.2012,2012,16,48,256.62,123.18,0.4033
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,1,66,220.56,145.57,0.2167
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,3,76,239.43,181.97,0.2218
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,14,62,221.25,137.17,0.2321
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,4,74,245.9,181.97,0.2402
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,7,76,250.48,190.36,0.2427
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,17,52,209.96,109.18,0.2492
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,30,59,227.75,134.37,0.2585
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,15,43,195.31,83.98,0.2608
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,23,72,252.73,181.97,0.2608
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,31,55,223.96,123.18,0.2681
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,25,63,239.95,151.17,0.2687
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,6,77,265.4,204.36,0.2689
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,32,58,231.68,134.37,0.2721
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,24,70,255.95,179.17,0.2751
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,22,75,265.02,198.76,0.2753
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,2,73,264.61,193.16,0.282
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,13,64,249.33,159.57,0.2856
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,33,53,227.13,120.38,0.2862
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,11,60,242.62,145.57,0.2884
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,19,58,241.33,139.97,0.2952
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,20,66,258.74,170.77,0.2982
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,26,66,262.98,173.57,0.3081
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,5,63,257.73,162.37,0.31
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,27,63,257.73,162.37,0.31
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,9,52,236.88,123.18,0.3172
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,18,50,235.16,117.58,0.3252
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,10,68,275.83,187.56,0.3289
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,29,55,249.41,137.17,0.3325
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,21,71,283.89,201.56,0.3337
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,12,51,241.52,123.18,0.3363
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,28,63,271.06,170.77,0.3429
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,8,65,275.64,179.17,0.3437
Mary Lake: Forest,MLK,forest,deposition,C.2012,2012,16,39,215.34,83.98,0.3496
Owl: Coastal Fen,OCF,fen,scour,D.2012,2012,7,50,123.18,61.59,0.0892
Owl: Coastal Fen,OCF,fen,scour,D.2012,2012,1,44,139.97,61.59,0.1309
Owl: Coastal Fen,OCF,fen,scour,D.2012,2012,21,35,151.97,53.19,0.194
Owl: Coastal Fen,OCF,fen,scour,D.2012,2012,2,44,178.15,78.39,0.2121
Owl: Coastal Fen,OCF,fen,scour,D.2012,2012,19,48,186.63,89.58,0.2133
Owl: Coastal Fen,OCF,fen,scour,D.2012,2012,6,49,194.25,95.18,0.2264
Owl: Coastal Fen,OCF,fen,scour,D.2012,2012,4,35,167.97,58.79,0.237
Owl: Coastal Fen,OCF,fen,scour,D.2012,2012,3,36,178.85,64.39,0.2612
Owl: Coastal Fen,OCF,fen,scour,D.2012,2012,28,37,181.59,67.19,0.262
Owl: Coastal Fen,OCF,fen,scour,D.2012,2012,20,41,191.18,78.39,0.2621
