location,site,type,wind,plotting,year,sample.no,depth,density,swe,htc
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2016,2016,23,5,397.52,19.88,9.2919
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2016,2016,31,5,397.52,19.88,9.2919
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2016,2016,33,4,356.93,14.28,9.3639
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,11,41,34.14,14,0.0084
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,30,29,38.61,11.2,0.0151
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,8,32,52.49,16.8,0.0253
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,6,28,49.99,14,0.0262
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,10,41,61.45,25.2,0.0271
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,2,34,61.75,21,0.033
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,25,31,67.73,21,0.0435
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,26,32,69.99,22.4,0.045
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,12,32,78.73,25.2,0.057
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,16,32,78.73,25.2,0.057
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,24,34,82.34,27.99,0.0586
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,1,31,90.31,27.99,0.0773
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,27,36,101.09,36.39,0.0835
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,14,26,96.9,25.2,0.1062
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,23,34,115.27,39.19,0.1149
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,3,31,117.4,36.39,0.1307
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,21,31,117.4,36.39,0.1307
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,7,32,131.22,41.99,0.1582
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,20,29,125.49,36.39,0.1597
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,13,27,134.79,36.39,0.1978
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,19,28,139.97,39.19,0.2057
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,29,30,149.3,44.79,0.2185
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,9,32,157.47,50.39,0.2278
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,18,32,157.47,50.39,0.2278
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,28,28,149.97,41.99,0.2362
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,32,36,171.08,61.59,0.239
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,17,33,169.66,55.99,0.2565
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,5,36,178.85,64.39,0.2612
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,31,33,178.15,58.79,0.2827
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,4,38,191.54,72.79,0.2839
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,15,30,177.3,53.19,0.3081
Owl: Coastal Fen,OCF,fen,scour,D.2016,2016,33,36,202.18,72.79,0.3338
