site,zone,year,zone.year,depth,density,swe,htc
RID,bE,2014,2014.bE,104,282.6382628,293.9437934,0.225827019
RID,bE,2014,2014.bE,108,285.1306638,307.9411169,0.221315293
RID,bE,2014,2014.bE,113,297.2882866,335.9357638,0.229945271
RID,bE,2014,2014.bE,112,299.9426463,335.9357638,0.236159677
RID,bE,2014,2014.bE,109,287.6514186,313.5400463,0.22317928
RID,bE,2014,2014.bE,110,310.4860848,341.5346932,0.257655209
RID,bE,2014,2014.bE,108,282.5385668,305.1416522,0.217309669
RID,bE,2014,2014.bE,116,299.253123,347.1336226,0.226969094
RID,bE,2014,2014.bE,107,282.562792,302.3421875,0.219378215
RID,bE,2014,2014.bE,104,279.9464699,291.1443287,0.221546035
RID,bE,2014,2014.bE,95,294.6804946,279.9464699,0.268736406
RID,bE,2014,2014.bE,98,314.2256294,307.9411169,0.296213239
RID,bE,2014,2014.bE,106,316.9205319,335.9357638,0.27857505
RID,bE,2014,2014.bE,102,301.9030557,307.9411169,0.26271337
RID,bE,2014,2014.bE,111,282.4685101,313.5400463,0.211331595
RID,bE,2014,2014.bE,121,279.9464699,338.7352285,0.190419733
RID,bE,2014,2014.bE,101,293.805206,296.7432581,0.251272482
RID,bE,2014,2014.bE,104,296.0972277,307.9411169,0.247846433
RID,bE,2014,2014.bE,126,311.0516332,391.9250578,0.225757277
RID,bE,2014,2014.bE,108,295.4990515,319.1389756,0.237703599
RID,bE,2014,2014.bE,106,290.5104876,307.9411169,0.234080424
RID,bE,2014,2014.bE,123,298.1543703,366.7298755,0.21248319
RID,bE,2014,2014.bE,147,323.7476182,475.9089988,0.209625041
RID,bE,2014,2014.bE,131,297.0424375,389.1255931,0.198021814
RID,bE,2014,2014.bE,135,311.0516332,419.9197048,0.210706791
RID,bE,2014,2014.bE,128,314.9397786,403.1229166,0.227820288
RID,bE,2014,2014.bE,122,289.1250427,352.732552,0.201446126
RID,bE,2014,2014.bE,129,323.3490233,417.1202401,0.238287207
RID,bE,2014,2014.bE,117,272.7683553,319.1389756,0.186960318
RID,bE,2014,2014.bE,108,279.9464699,302.3421875,0.213340626
RID,bE,2014,2014.bE,118,322.6501687,380.727199,0.259375598
RID,bE,2014,2014.bE,110,341.0256997,375.1282696,0.310834247
RID,bE,2014,2014.bE,131,288.4944537,377.9277343,0.18678886
RID,cT,2014,2014.cT,4,153.9705584,6.158822337,1.742459565
RID,cT,2014,2014.cT,3,289.2780189,8.678340566,8.200813675
RID,cT,2014,2014.cT,3,212.7593171,5.318982927,5.323343577
RID,cT,2014,2014.cT,4,311.9403521,10.91791232,8.173769797
RID,cT,2014,2014.cT,2,167.9678819,3.359357638,4.147341775
RID,cT,2014,2014.cT,4,195.9625289,7.838501156,2.822496486
RID,cT,2014,2014.cT,5,167.9678819,7.558554686,1.843263011
RID,cT,2014,2014.cT,3,215.3434384,6.998661747,4.194954509
RID,cT,2014,2014.cT,4,199.9617642,6.998661747,3.3587154
RID,cT,2014,2014.cT,3,279.9464699,6.998661747,9.216315057
RID,cT,2014,2014.cT,3,212.7593171,5.318982927,5.323343577
RID,cT,2014,2014.cT,4,223.9571759,8.958287036,3.686526023
RID,cT,2014,2014.cT,5,184.7646701,9.238233506,2.007313419
RID,cT,2014,2014.cT,4,160.9692202,6.438768807,1.904465103
RID,cT,2014,2014.cT,4,207.9602348,7.278608217,3.632786576
RID,cT,2014,2014.cT,3,205.2940779,6.158822337,4.130274525
RID,cT,2014,2014.cT,4,167.9678819,6.718715277,2.073670888
RID,cT,2014,2014.cT,4,181.9652054,7.278608217,2.433683195
RID,cT,2014,2014.cT,4,175.9663525,6.158822337,2.600989205
RID,cT,2014,2014.cT,3,177.2994309,5.318982927,3.080638644
RID,cT,2014,2014.cT,3,205.2940779,6.158822337,4.130274525
RID,cT,2014,2014.cT,5,240.7539641,12.0376982,3.408193308
RID,cT,2014,2014.cT,4,139.9732349,5.598929397,1.440049228
RID,cT,2014,2014.cT,4,139.9732349,5.598929397,1.440049228
RID,cT,2014,2014.cT,4,319.9388227,11.19785879,8.598311423
ROK,aF,2008,2008.aF,66,178.1477536,117.5775173,0.141372226
ROK,aF,2008,2008.aF,66,169.6645272,111.9785879,0.128228776
ROK,aF,2008,2008.aF,70,179.9655878,125.9759114,0.136027974
ROK,aF,2008,2008.aF,44,178.1477536,78.38501156,0.212058339
ROK,aF,2008,2008.aF,52,161.5075788,83.98394096,0.147478869
ROK,aF,2008,2008.aF,90,230.1782086,207.1603877,0.173074558
ROK,aF,2008,2008.aF,68,164.674394,111.9785879,0.117243984
ROK,aF,2008,2008.aF,62,135.4579693,83.98394096,0.087009117
ROK,aF,2008,2008.aF,74,226.9836242,167.9678819,0.204693788
ROK,aF,2008,2008.aF,82,245.8066565,201.5614583,0.216631076
ROK,aF,2008,2008.aF,34,214.0767123,72.78608217,0.396284664
ROK,aF,2008,2008.aF,54,228.104531,123.1764467,0.283283575
ROK,aF,2008,2008.aF,38,206.2763462,78.38501156,0.329202098
ROK,aF,2008,2008.aF,56,254.9512493,142.7726996,0.341250733
ROK,aF,2008,2008.aF,48,221.6242886,106.3796585,0.300843618
ROK,aF,2008,2008.aF,69,247.4889081,170.7673466,0.260981498
ROK,aF,2008,2008.aF,60,209.9598524,125.9759114,0.216007384
ROK,aF,2008,2008.aF,76,228.3773833,173.5668113,0.201762255
ROK,aF,2008,2008.aF,78,244.0558968,190.3635995,0.224507751
ROK,aF,2008,2008.aF,58,236.5065004,137.1737702,0.283534232
ROK,aF,2008,2008.aF,63,217.7361432,137.1737702,0.221242131
ROK,aF,2008,2008.aF,65,163.6610132,106.3796585,0.121150286
ROK,aF,2008,2008.aF,68,144.0900948,97.98126445,0.089764925
ROK,aF,2008,2008.aF,67,200.558665,134.3743055,0.17650434
ROK,aF,2008,2008.aF,60,158.6363329,95.18179975,0.123310882
ROK,aF,2008,2008.aF,64,192.463198,123.1764467,0.170162067
ROK,aF,2008,2008.aF,64,174.9665437,111.9785879,0.140629807
ROK,aF,2008,2008.aF,64,209.9598524,134.3743055,0.202506923
ROK,aF,2008,2008.aF,70,171.9671172,120.376982,0.124205295
ROK,aF,2008,2008.aF,60,209.9598524,125.9759114,0.216007384
ROK,aF,2008,2008.aF,55,203.5974326,111.9785879,0.221579325
ROK,aF,2008,2008.aF,59,189.7942169,111.9785879,0.179498684
ROK,aF,2008,2008.aF,60,177.2994309,106.3796585,0.154031932
ROK,bE,2008,2008.bE,41,273.1185072,111.9785879,0.534891546
ROK,bE,2008,2008.bE,41,273.1185072,111.9785879,0.534891546
ROK,bE,2008,2008.bE,50,260.350217,130.1751085,0.398559545
ROK,bE,2008,2008.bE,66,229.0471117,151.1710937,0.233696945
ROK,bE,2008,2008.bE,82,249.2206378,204.360923,0.222690394
ROK,bE,2008,2008.bE,44,209.9598524,92.38233506,0.294555524
ROK,bE,2008,2008.bE,40,174.9665437,69.98661747,0.225007692
ROK,bE,2008,2008.bE,68,247.0115911,167.9678819,0.263798963
ROK,bE,2008,2008.bE,35,215.9587053,75.58554686,0.391760564
ROK,bE,2008,2008.bE,81,262.6658236,212.7593171,0.250420253
ROK,bE,2008,2008.bE,71,252.3461137,179.1657407,0.263683056
ROK,bE,2008,2008.bE,33,229.0471117,75.58554686,0.467393889
ROK,bE,2008,2008.bE,75,227.6897955,170.7673466,0.20322316
ROK,bE,2008,2008.bE,54,258.6912749,139.6932885,0.364348623
ROK,bE,2008,2008.bE,52,255.7203331,132.9745732,0.369721332
ROK,bE,2008,2008.bE,39,276.3574126,107.7793909,0.575738085
ROK,bE,2008,2008.bE,27,176.2625921,47.59089988,0.33830146
ROK,bE,2008,2008.bE,24,227.4565068,54.58956162,0.633771665
ROK,bE,2008,2008.bE,15,261.2833719,39.19250578,1.338072408
ROK,bE,2008,2008.bE,25,235.1550347,58.78875867,0.65030319
ROK,bE,2008,2008.bE,5,335.9357638,16.79678819,6.635746841
ROK,bE,2008,2008.bE,12,198.2954162,23.79544994,0.963366266
ROK,bE,2008,2008.bE,12,279.9464699,33.59357638,1.920065637
ROK,bE,2008,2008.bE,22,248.134371,54.58956162,0.822807992
ROK,bE,2008,2008.bE,32,266.8239791,85.38367331,0.654104392
ROK,bE,2008,2008.bE,47,262.0775463,123.1764467,0.429644345
ROK,bE,2008,2008.bE,50,246.3528935,123.1764467,0.356855719
ROK,bE,2008,2008.bE,55,218.8672401,120.376982,0.256062608
ROK,bE,2008,2008.bE,55,180.6927215,99.3809968,0.17452834
ROK,bE,2008,2008.bE,57,243.111408,138.5735026,0.304847861
ROK,bE,2008,2008.bE,51,466.5774498,237.9544994,1.254944861
ROK,bE,2008,2008.bE,61,234.053606,142.7726996,0.264026895
ROK,bE,2008,2008.bE,31,275.4312042,85.38367331,0.719468722
ROK,cT,2008,2008.cT,3,93.31548996,2.799464699,0.853362505
ROK,cT,2008,2008.cT,8,174.9665437,13.99732349,1.125038459
ROK,cT,2008,2008.cT,10,293.9437934,29.39437934,2.540246837
ROK,cT,2008,2008.cT,2,237.9544994,4.759089988,8.323484535
ROK,cT,2008,2008.cT,6,139.9732349,8.398394096,0.960032818
ROK,cT,2008,2008.cT,4,139.9732349,5.598929397,1.440049228
ROK,cT,2008,2008.cT,5,311.0516332,13.99732349,6.321203743
ROK,cT,2008,2008.cT,7,195.9625289,13.71737702,1.612855135
ROK,cT,2008,2008.cT,16,262.4498155,41.99197048,1.265668266
ROK,cT,2008,2008.cT,8,234.4551685,18.75641348,2.020119057
ROK,cT,2008,2008.cT,8,97.98126445,7.838501156,0.352812061
ROK,cT,2008,2008.cT,5,251.9518229,12.59759114,3.732607598
ROK,cT,2008,2008.cT,5,251.9518229,12.59759114,3.732607598
ROK,cT,2008,2008.cT,4,209.9598524,8.398394096,3.240110762
ROK,cT,2008,2008.cT,6,163.3021074,9.798126445,1.306711336
ROK,cT,2008,2008.cT,9,223.9571759,20.15614583,1.63845601
ROK,cT,2008,2008.cT,8,167.9678819,13.43743055,1.036835444
ROK,cT,2008,2008.cT,6,223.9571759,13.43743055,2.457684015
ROK,cT,2008,2008.cT,6,186.6309799,11.19785879,1.70672501
ROK,cT,2008,2008.cT,6,186.6309799,11.19785879,1.70672501
ROK,cT,2008,2008.cT,11,279.9464699,30.79411169,2.094617058
ROK,cT,2008,2008.cT,6,242.6202739,14.55721643,2.884365268
ROK,cT,2008,2008.cT,5,229.5561053,11.47780526,3.098525122
ROK,cT,2008,2008.cT,4,174.9665437,6.998661747,2.250076918
ROK,cT,2008,2008.cT,6,279.9464699,16.79678819,3.840131274
ROK,cT,2008,2008.cT,11,264.6766624,29.11443287,1.872345298
ROK,cT,2008,2008.cT,7,199.9617642,13.99732349,1.6793577
ROK,cT,2008,2008.cT,8,279.9464699,22.39571759,2.880098455
ROK,cT,2008,2008.cT,4,244.9531611,9.798126445,4.410150759
ROK,cT,2008,2008.cT,4,69.98661747,2.799464699,0.360012307
ROK,cT,2008,2008.cT,6,237.9544994,14.27726996,2.774494845
ROK,cT,2008,2008.cT,4,293.9437934,11.75775173,6.350617094
ROK,aF,2009,2009.aF,68,187.3171232,127.3756438,0.151702723
ROK,aF,2009,2009.aF,64,199.0244434,127.3756438,0.181961787
ROK,aF,2009,2009.aF,61,208.8125308,127.3756438,0.210150588
ROK,aF,2009,2009.aF,52,220.7270243,114.7780526,0.275457755
ROK,aF,2009,2009.aF,58,222.0265106,128.7753761,0.249878565
ROK,aF,2009,2009.aF,52,220.7270243,114.7780526,0.275457755
ROK,aF,2009,2009.aF,54,212.5519493,114.7780526,0.245970914
ROK,aF,2009,2009.aF,56,234.9550729,131.5748408,0.289820403
ROK,aF,2009,2009.aF,61,220.2857468,134.3743055,0.233878495
ROK,aF,2009,2009.aF,59,218.2633494,128.7753761,0.23738701
ROK,aF,2009,2009.aF,70,223.9571759,156.7700231,0.21065863
ROK,aF,2009,2009.aF,52,188.4255086,97.98126445,0.200735128
ROK,aF,2009,2009.aF,68,218.1935721,148.371629,0.205836469
ROK,aF,2009,2009.aF,62,230.2785478,142.7726996,0.251456349
ROK,aF,2009,2009.aF,62,216.7327509,134.3743055,0.22274334
ROK,aF,2009,2009.aF,69,206.916956,142.7726996,0.18242754
ROK,aF,2009,2009.aF,58,231.6798371,134.3743055,0.272079497
ROK,aF,2009,2009.aF,69,198.8025656,137.1737702,0.168400047
ROK,aF,2009,2009.aF,64,209.9598524,134.3743055,0.202506923
ROK,aF,2009,2009.aF,66,203.5974326,134.3743055,0.184649438
ROK,aF,2009,2009.aF,62,212.2174852,131.5748408,0.213559044
ROK,aF,2009,2009.aF,68,193.492413,131.5748408,0.161869975
ROK,aF,2009,2009.aF,66,216.3222722,142.7726996,0.208451904
ROK,aF,2009,2009.aF,68,214.0767123,145.5721643,0.198142332
ROK,aF,2009,2009.aF,66,216.3222722,142.7726996,0.208451904
ROK,aF,2009,2009.aF,66,178.1477536,117.5775173,0.141372226
ROK,aF,2009,2009.aF,66,203.5974326,134.3743055,0.184649438
ROK,aF,2009,2009.aF,54,207.3677555,111.9785879,0.234118657
ROK,aF,2009,2009.aF,48,209.9598524,100.7807292,0.27000923
ROK,aF,2009,2009.aF,53,190.1523192,100.7807292,0.200574036
ROK,aF,2009,2009.aF,66,173.9061404,114.7780526,0.134720358
ROK,aF,2009,2009.aF,60,181.9652054,109.1791232,0.162245546
ROK,aF,2009,2009.aF,60,251.9518229,151.1710937,0.311050633
ROK,bE,2009,2009.bE,33,288.4296962,95.18179975,0.741162326
ROK,bE,2009,2009.bE,28,244.9531611,68.58688512,0.630021537
ROK,bE,2009,2009.bE,34,247.0115911,83.98394096,0.527597926
ROK,bE,2009,2009.bE,39,226.1106103,88.18313801,0.385411446
ROK,bE,2009,2009.bE,36,256.6175974,92.38233506,0.537796162
ROK,bE,2009,2009.bE,42,299.9426463,125.9759114,0.629759137
ROK,bE,2009,2009.bE,42,286.611862,120.376982,0.575024516
ROK,bE,2009,2009.bE,44,203.5974326,89.58287036,0.276974156
ROK,bE,2009,2009.bE,37,219.4175034,81.18447626,0.382549946
ROK,bE,2009,2009.bE,36,241.0650157,86.78340566,0.474584125
ROK,bE,2009,2009.bE,33,254.4967908,83.98394096,0.577029493
ROK,bE,2009,2009.bE,30,307.9411169,92.38233506,0.929311768
ROK,bE,2009,2009.bE,28,269.9483817,75.58554686,0.765157352
ROK,bE,2009,2009.bE,40,230.9558376,92.38233506,0.392053402
ROK,bE,2009,2009.bE,37,264.8142283,97.98126445,0.557221978
ROK,bE,2009,2009.bE,32,244.9531611,78.38501156,0.551268845
ROK,bE,2009,2009.bE,35,199.9617642,69.98661747,0.33587154
ROK,bE,2009,2009.bE,41,259.4625818,106.3796585,0.48273962
ROK,bE,2009,2009.bE,42,253.2849013,106.3796585,0.449072689
ROK,bE,2009,2009.bE,40,216.9585141,86.78340566,0.345971827
ROK,bE,2009,2009.bE,38,154.7072597,58.78875867,0.18517618
ROK,bE,2009,2009.bE,42,226.6233327,95.18179975,0.359506945
ROK,bE,2009,2009.bE,35,303.9418816,106.3796585,0.775997606
ROK,bE,2009,2009.bE,37,302.6448323,111.9785879,0.727800135
ROK,bE,2009,2009.bE,39,229.6996676,89.58287036,0.397743835
ROK,bE,2009,2009.bE,38,235.7443957,89.58287036,0.42997825
ROK,bE,2009,2009.bE,46,237.3459201,109.1791232,0.360041896
ROK,bE,2009,2009.bE,46,206.916956,95.18179975,0.27364131
ROK,bE,2009,2009.bE,52,220.7270243,114.7780526,0.275457755
ROK,bE,2009,2009.bE,56,224.9569847,125.9759114,0.265679636
ROK,bE,2009,2009.bE,52,215.3434384,111.9785879,0.262184657
ROK,bE,2009,2009.bE,56,244.9531611,137.1737702,0.315010769
ROK,bE,2009,2009.bE,64,236.204834,151.1710937,0.256297824
ROK,cT,2009,2009.cT,12,121.3101369,14.55721643,0.360545658
ROK,cT,2009,2009.cT,11,234.1370475,25.75507523,1.465193288
ROK,cT,2009,2009.cT,10,151.1710937,15.11710937,0.671869368
ROK,cT,2009,2009.cT,10,235.1550347,23.51550347,1.625757976
ROK,cT,2009,2009.cT,11,137.428267,15.11710937,0.5047854
ROK,cT,2009,2009.cT,8,174.9665437,13.99732349,1.125038459
ROK,cT,2009,2009.cT,9,155.5258166,13.99732349,0.790150468
ROK,cT,2009,2009.cT,11,132.3383312,14.55721643,0.468086324
ROK,cT,2009,2009.cT,9,161.7468493,14.55721643,0.854626746
ROK,cT,2009,2009.cT,8,139.9732349,11.19785879,0.720024614
ROK,cT,2009,2009.cT,9,152.4153003,13.71737702,0.758860509
ROK,cT,2009,2009.cT,9,139.9732349,12.59759114,0.640021879
ROK,cT,2009,2009.cT,11,203.5974326,22.39571759,1.107896626
ROK,cT,2009,2009.cT,9,192.8520126,17.35668113,1.214935359
ROK,cT,2009,2009.cT,14,239.954117,33.59357638,1.209137544
ROK,cT,2009,2009.cT,13,226.1106103,29.39437934,1.156234337
ROK,cT,2009,2009.cT,10,265.9491464,26.59491464,2.079431085
ROK,cT,2009,2009.cT,16,311.4404477,49.83047164,1.782285927
ROK,cT,2009,2009.cT,14,249.9522052,34.99330873,1.311998203
ROK,cT,2009,2009.cT,13,236.8777822,30.79411169,1.268973739
ROK,cT,2009,2009.cT,13,269.1792979,34.99330873,1.638654105
ROK,cT,2009,2009.cT,13,279.9464699,36.39304108,1.77236828
ROK,cT,2009,2009.cT,15,223.9571759,33.59357638,0.983073606
ROK,cT,2009,2009.cT,13,279.9464699,36.39304108,1.77236828
ROK,cT,2009,2009.cT,13,236.8777822,30.79411169,1.268973739
ROK,cT,2009,2009.cT,12,268.2820336,32.19384403,1.763393614
ROK,cT,2009,2009.cT,10,195.9625289,19.59625289,1.128998594
ROK,cT,2009,2009.cT,12,326.6042148,39.19250578,2.613422672
ROK,cT,2009,2009.cT,11,241.7719512,26.59491464,1.562307351
ROK,cT,2009,2009.cT,12,261.2833719,31.35400463,1.67259051
ROK,cT,2009,2009.cT,18,209.9598524,37.79277343,0.720024614
ROK,cT,2009,2009.cT,15,205.2940779,30.79411169,0.826054905
ROK,cT,2009,2009.cT,16,244.9531611,39.19250578,1.10253769
ROK,aF,2013,2013.aF,52,172.2747507,89.58287036,0.16779818
ROK,aF,2013,2013.aF,41,204.8388804,83.98394096,0.300876494
ROK,aF,2013,2013.aF,55,142.5182028,78.38501156,0.108573869
ROK,aF,2013,2013.aF,49,188.5353777,92.38233506,0.213273532
ROK,aF,2013,2013.aF,42,339.9349991,142.7726996,0.808890625
ROK,aF,2013,2013.aF,56,199.9617642,111.9785879,0.209919712
ROK,aF,2013,2013.aF,52,193.8090945,100.7807292,0.212369572
ROK,aF,2013,2013.aF,56,189.963676,106.3796585,0.189452541
ROK,aF,2013,2013.aF,54,167.9678819,90.70265624,0.153605251
ROK,aF,2013,2013.aF,78,143.5622922,111.9785879,0.077684343
ROK,aF,2013,2013.aF,52,188.4255086,97.98126445,0.200735128
ROK,aF,2013,2013.aF,55,162.8779461,89.58287036,0.141810768
ROK,aF,2013,2013.aF,54,228.104531,123.1764467,0.283283575
ROK,aF,2013,2013.aF,73,184.0743911,134.3743055,0.136461838
ROK,aF,2013,2013.aF,66,169.6645272,111.9785879,0.128228776
ROK,aF,2013,2013.aF,60,158.6363329,95.18179975,0.123310882
ROK,aF,2013,2013.aF,60,186.6309799,111.9785879,0.170672501
ROK,aF,2013,2013.aF,62,144.4885006,89.58287036,0.09899704
ROK,aF,2013,2013.aF,61,234.053606,142.7726996,0.264026895
ROK,aF,2013,2013.aF,64,144.3473985,92.38233506,0.095716163
ROK,aF,2013,2013.aF,61,146.8571645,89.58287036,0.103945998
ROK,aF,2013,2013.aF,56,119.9770585,67.18715277,0.075571096
ROK,aF,2013,2013.aF,62,214.475118,132.9745732,0.218127023
ROK,aF,2013,2013.aF,60,198.2954162,118.9772497,0.192673253
ROK,aF,2013,2013.aF,64,174.9665437,111.9785879,0.140629807
ROK,aF,2013,2013.aF,62,214.475118,132.9745732,0.218127023
ROK,aF,2013,2013.aF,79,221.4766376,174.9665437,0.182547581
ROK,aF,2013,2013.aF,65,146.4335381,95.18179975,0.096987348
ROK,aF,2013,2013.aF,51,192.1201264,97.98126445,0.212776118
ROK,aF,2013,2013.aF,74,217.5259732,160.9692202,0.187991343
ROK,aF,2013,2013.aF,67,208.915276,139.9732349,0.191519466
ROK,aF,2013,2013.aF,65,204.5762664,132.9745732,0.189297322
ROK,aF,2013,2013.aF,64,207.7727706,132.9745732,0.198310002
ROK,bE,2013,2013.bE,66,212.080659,139.9732349,0.200357463
ROK,bE,2013,2013.bE,76,265.2124451,201.5614583,0.272095611
ROK,bE,2013,2013.bE,108,259.2096943,279.9464699,0.182905201
ROK,bE,2013,2013.bE,120,321.9384403,386.3261284,0.25392868
ROK,bE,2013,2013.bE,99,282.774212,279.9464699,0.237460697
ROK,bE,2013,2013.bE,94,262.0775463,246.3528935,0.214822173
ROK,bE,2013,2013.bE,56,189.963676,106.3796585,0.189452541
ROK,bE,2013,2013.bE,38,221.0103709,83.98394096,0.377910571
ROK,bE,2013,2013.bE,48,180.7987618,86.78340566,0.200215178
ROK,bE,2013,2013.bE,48,174.9665437,83.98394096,0.18750641
ROK,bE,2013,2013.bE,68,279.9464699,190.3635995,0.338835112
ROK,bE,2013,2013.bE,61,215.6964604,131.5748408,0.224235068
ROK,bE,2013,2013.bE,76,228.3773833,173.5668113,0.201762255
ROK,bE,2013,2013.bE,48,204.1276343,97.98126445,0.255217058
ROK,bE,2013,2013.bE,47,226.339699,106.3796585,0.320457869
ROK,bE,2013,2013.bE,41,184.3549924,75.58554686,0.243709961
ROK,bE,2013,2013.bE,30,205.2940779,61.58822337,0.413027453
ROK,bE,2013,2013.bE,33,229.0471117,75.58554686,0.467393889
ROK,bE,2013,2013.bE,22,152.6980745,33.59357638,0.311595926
ROK,bE,2013,2013.bE,45,186.6309799,83.98394096,0.227563335
ROK,bE,2013,2013.bE,40,167.9678819,67.18715277,0.207367089
ROK,bE,2013,2013.bE,42,199.9617642,83.98394096,0.27989295
ROK,bE,2013,2013.bE,20,188.9638672,37.79277343,0.524897943
ROK,bE,2013,2013.bE,17,156.4406743,26.59491464,0.423250781
ROK,bE,2013,2013.bE,14,205.9606171,28.8344864,0.890815292
ROK,bE,2013,2013.bE,12,174.9665437,20.99598524,0.750025639
ROK,bE,2013,2013.bE,10,83.98394096,8.398394096,0.207367089
ROK,bE,2013,2013.bE,10,223.9571759,22.39571759,1.474610409
ROK,bE,2013,2013.bE,23,182.5737847,41.99197048,0.426085084
ROK,bE,2013,2013.bE,15,242.6202739,36.39304108,1.153746107
ROK,bE,2013,2013.bE,20,258.9504846,51.79009693,0.985713696
ROK,bE,2013,2013.bE,29,159.279888,46.19116753,0.257200149
ROK,bE,2013,2013.bE,19,243.111408,46.19116753,0.914543583
ROK,cT,2013,2013.cT,8,216.9585141,17.35668113,1.729859135
ROK,cT,2013,2013.cT,10,145.5721643,14.55721643,0.623022898
ROK,cT,2013,2013.cT,9,155.5258166,13.99732349,0.790150468
ROK,cT,2013,2013.cT,7,399.9235284,27.99464699,6.717430799
ROK,cT,2013,2013.cT,12,284.6122444,34.15346932,1.984601176
ROK,cT,2013,2013.cT,5,313.5400463,15.67700231,5.780472803
ROK,cT,2013,2013.cT,7,175.9663525,12.31764467,1.300494603
ROK,cT,2013,2013.cT,5,223.9571759,11.19785879,2.949220818
ROK,cT,2013,2013.cT,4,279.9464699,11.19785879,5.76019691
ROK,cT,2013,2013.cT,6,307.9411169,18.47646701,4.646558841
ROK,cT,2013,2013.cT,6,279.9464699,16.79678819,3.840131274
ROK,cT,2013,2013.cT,7,207.9602348,14.55721643,1.816393288
ROK,cT,2013,2013.cT,4,230.9558376,9.238233506,3.920534022
ROK,cT,2013,2013.cT,10,179.1657407,17.91657407,0.943750662
ROK,cT,2013,2013.cT,5,100.7807292,5.039036458,0.597217216
ROK,cT,2013,2013.cT,2,223.9571759,4.479143518,7.373052045
ROK,cT,2013,2013.cT,4,279.9464699,11.19785879,5.76019691
ROK,cT,2013,2013.cT,4,265.9491464,10.63796585,5.198577712
ROK,cT,2013,2013.cT,3,177.2994309,5.318982927,3.080638644
ROK,cT,2013,2013.cT,10,268.7486111,26.87486111,2.123438989
ROK,cT,2013,2013.cT,8,202.9611907,16.23689525,1.513851751
ROK,cT,2013,2013.cT,5,212.7593171,10.63796585,2.661671788
ROK,cT,2013,2013.cT,4,195.9625289,7.838501156,2.822496486
ROK,cT,2013,2013.cT,17,219.0169441,37.23288049,0.82957153
ROK,cT,2013,2013.cT,6,158.6363329,9.518179975,1.23310882
ROK,cT,2013,2013.cT,3,261.2833719,7.838501156,6.690362041
ROK,cT,2013,2013.cT,12,237.9544994,28.55453993,1.387247423
ROK,cT,2013,2013.cT,8,178.4658745,14.27726996,1.170490013
ROK,cT,2013,2013.cT,8,174.9665437,13.99732349,1.125038459
ROK,cT,2013,2013.cT,7,203.9609995,14.27726996,1.747203751
ROK,aF,2014,2014.aF,53,250.8954211,132.9745732,0.349186087
ROK,aF,2014,2014.aF,32,192.463198,61.58822337,0.340324134
ROK,aF,2014,2014.aF,47,190.6018518,89.58287036,0.227249902
ROK,aF,2014,2014.aF,56,244.9531611,137.1737702,0.315010769
ROK,aF,2014,2014.aF,54,199.5914646,107.7793909,0.216888987
ROK,aF,2014,2014.aF,50,195.9625289,97.98126445,0.225799719
ROK,aF,2014,2014.aF,41,430.1616488,176.366276,1.326865341
ROK,aF,2014,2014.aF,50,212.7593171,106.3796585,0.266167179
ROK,aF,2014,2014.aF,39,279.9464699,109.1791232,0.590789427
ROK,aF,2014,2014.aF,67,213.0935815,142.7726996,0.199256852
ROK,aF,2014,2014.aF,64,203.398607,130.1751085,0.190048001
ROK,aF,2014,2014.aF,60,158.6363329,95.18179975,0.123310882
ROK,aF,2014,2014.aF,67,165.0430681,110.5788556,0.119527299
ROK,aF,2014,2014.aF,56,174.9665437,97.98126445,0.16071978
ROK,aF,2014,2014.aF,68,282.0048998,191.7633319,0.343836301
ROK,aF,2014,2014.aF,71,165.6021371,117.5775173,0.113558816
ROK,aF,2014,2014.aF,56,394.9244843,221.1577112,0.818818078
ROK,aF,2014,2014.aF,64,174.9665437,111.9785879,0.140629807
ROK,aF,2014,2014.aF,55,178.1477536,97.98126445,0.169646671
ROK,aF,2014,2014.aF,64,196.8373616,125.9759114,0.1779846
ROK,aF,2014,2014.aF,52,215.3434384,111.9785879,0.262184657
ROK,aF,2014,2014.aF,50,195.9625289,97.98126445,0.225799719
ROK,aF,2014,2014.aF,61,183.5714557,111.9785879,0.162415622
ROK,aF,2014,2014.aF,53,184.8703103,97.98126445,0.189585798
ROK,aF,2014,2014.aF,62,203.1869539,125.9759114,0.195770514
ROK,aF,2014,2014.aF,50,195.9625289,97.98126445,0.225799719
ROK,aF,2014,2014.aF,60,186.6309799,111.9785879,0.170672501
ROK,aF,2014,2014.aF,44,159.0604942,69.98661747,0.169051609
ROK,aF,2014,2014.aF,40,174.9665437,69.98661747,0.225007692
ROK,aF,2014,2014.aF,48,174.9665437,83.98394096,0.18750641
ROK,aF,2014,2014.aF,48,180.7987618,86.78340566,0.200215178
ROK,aF,2014,2014.aF,48,198.2954162,95.18179975,0.240841566
ROK,aF,2014,2014.aF,54,233.2887249,125.9759114,0.296306425
ROK,bE,2014,2014.bE,62,237.0514463,146.9718967,0.266465421
ROK,bE,2014,2014.bE,57,225.9217125,128.7753761,0.263262146
ROK,bE,2014,2014.bE,60,181.9652054,109.1791232,0.162245546
ROK,bE,2014,2014.bE,62,261.8854073,162.3689525,0.325220745
ROK,bE,2014,2014.bE,62,252.854876,156.7700231,0.303178435
ROK,bE,2014,2014.bE,66,275.7048567,181.9652054,0.338604112
ROK,bE,2014,2014.bE,68,247.0115911,167.9678819,0.263798963
