"id","year","month","day","date","gf.top","gf.side","hf.top","hf.side","gf.top.ibuttons","gf.side.ibuttons","hf.top.ibuttons","hf.side.ibuttons","gf_top_mod","gf_side_mod","hf_top_mod","hf_side_mod","gf_top_ts","gf_side_ts","hf_top_ts","hf_side_ts"
1,2015,8,18,2015-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,8,19,2015-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2015,8,20,2015-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2015,8,21,2015-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2015,8,22,2015-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2015,8,23,2015-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2015,8,24,2015-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2015,8,25,2015-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2015,8,26,2015-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2015,8,27,2015-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2015,8,28,2015-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2015,8,29,2015-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2015,8,30,2015-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2015,8,31,2015-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2015,9,1,2015-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2015,9,2,2015-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2015,9,3,2015-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2015,9,4,2015-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2015,9,5,2015-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2015,9,6,2015-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2015,9,7,2015-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2015,9,8,2015-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2015,9,9,2015-09-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2015,9,10,2015-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2015,9,11,2015-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2015,9,12,2015-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2015,9,13,2015-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2015,9,14,2015-09-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2015,9,15,2015-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2015,9,16,2015-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2015,9,17,2015-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2015,9,18,2015-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2015,9,19,2015-09-19,15,38,5,5,0,125,0,0,15,38,5,5,0,125,0,0
34,2015,9,20,2015-09-20,18,41,5,5,0,125,0,0,18,41,5,5,0,125,0,0
35,2015,9,21,2015-09-21,17,40,5,5,0,125,0,0,17,40,5,5,0,125,0,0
36,2015,9,22,2015-09-22,17,40,5,5,0,125,0,0,17,40,5,5,0,125,0,0
37,2015,9,23,2015-09-23,15,38,5,5,0,125,0,0,15,38,5,5,0,125,0,0
38,2015,9,24,2015-09-24,17,40,5,5,0,125,0,0,17,40,5,5,0,125,0,0
39,2015,9,25,2015-09-25,16,39,5,5,0,125,0,0,16,39,5,5,0,125,0,0
40,2015,9,26,2015-09-26,16,39,5,5,0,125,0,0,16,39,5,5,0,125,0,0
41,2015,9,27,2015-09-27,15,38,5,5,0,95,0,0,15,38,5,5,0,95,0,0
42,2015,9,28,2015-09-28,15,38,5,5,0,105,0,0,15,38,5,5,0,105,0,0
43,2015,9,29,2015-09-29,5,28,5,5,0,125,0,0,5,28,5,5,0,125,0,0
44,2015,9,30,2015-09-30,5,28,5,5,0,85,0,0,5,28,5,5,0,85,0,0
45,2015,10,1,2015-10-01,5,28,20,20,0,105,0,0,5,28,20,20,0,105,0,0
46,2015,10,2,2015-10-02,8,31,5,10,0,0,0,0,8,31,5,10,0,0,0,0
47,2015,10,3,2015-10-03,8,31,5,5,0,0,0,0,8,31,5,5,0,0,0,0
48,2015,10,4,2015-10-04,10,33,10,5,0,0,0,0,10,33,10,5,0,0,0,0
49,2015,10,5,2015-10-05,10,33,5,5,0,95,0,0,10,33,5,5,0,95,0,0
50,2015,10,6,2015-10-06,10,33,5,5,0,105,0,0,10,33,5,5,0,105,0,0
51,2015,10,7,2015-10-07,9,32,5,5,0,0,0,0,9,32,5,5,0,0,0,0
52,2015,10,8,2015-10-08,8,31,5,5,0,0,0,0,8,31,5,5,0,0,0,0
53,2015,10,9,2015-10-09,10,38,10,10,0,105,0,0,10,38,10,10,0,105,0,0
54,2015,10,10,2015-10-10,10,38,20,30,0,125,0,35,10,38,20,30,0,125,0,35
55,2015,10,11,2015-10-11,10,38,20,30,0,125,0,35,10,38,20,30,0,125,0,35
56,2015,10,12,2015-10-12,11,39,20,30,0,125,0,0,11,39,20,30,0,125,0,0
57,2015,10,13,2015-10-13,12,40,20,30,0,125,35,35,12,40,20,30,0,125,35,35
58,2015,10,14,2015-10-14,16,45,20,30,0,125,35,35,16,45,20,30,0,125,35,35
59,2015,10,15,2015-10-15,15,44,15,25,0,125,0,0,15,44,15,25,0,125,0,0
60,2015,10,16,2015-10-16,17,45,20,30,0,125,0,0,17,45,20,30,0,125,0,0
61,2015,10,17,2015-10-17,15,43,20,30,0,125,0,0,15,43,20,30,0,125,0,0
62,2015,10,18,2015-10-18,8,36,15,20,0,125,0,35,8,36,15,20,0,125,0,35
63,2015,10,19,2015-10-19,16.1806699615596,31.3016310103791,20,20,0,125,0,35,16.1806699615596,31.3016310103791,20,20,0,125,0,35
64,2015,10,20,2015-10-20,16.1806699615596,31.3016310103791,20,20,0,125,0,0,16.1806699615596,31.3016310103791,20,20,0,125,0,0
65,2015,10,21,2015-10-21,16.1806699615596,31.3016310103791,20,20,0,125,0,0,16.1806699615596,31.3016310103791,20,20,0,125,0,0
66,2015,10,22,2015-10-22,16.1806699615596,31.3016310103791,20,20,0,125,0,0,16.1806699615596,31.3016310103791,20,20,0,125,0,0
67,2015,10,23,2015-10-23,16.1806699615596,31.3016310103791,20,20,0,125,0,35,16.1806699615596,31.3016310103791,20,20,0,125,0,35
68,2015,10,24,2015-10-24,17,43,20,30,0,125,0,35,17,43,20,30,0,125,0,35
69,2015,10,25,2015-10-25,17,43,20,30,0,125,0,35,17,43,20,30,0,125,0,35
70,2015,10,26,2015-10-26,17,43,20,30,0,125,35,35,17,43,20,30,0,125,35,35
71,2015,10,27,2015-10-27,17,43,20,30,0,125,0,35,17,43,20,30,0,125,0,35
72,2015,10,28,2015-10-28,17,43,20,30,0,125,0,0,17,43,20,30,0,125,0,0
73,2015,10,29,2015-10-29,17,43,20,30,0,125,0,0,17,43,20,30,0,125,0,0
74,2015,10,30,2015-10-30,17,43,20,30,0,125,0,35,17,43,20,30,0,125,0,35
75,2015,10,31,2015-10-31,17,43,20,30,0,125,35,35,17,43,20,30,0,125,35,35
76,2015,11,1,2015-11-01,18,44,20,30,0,125,35,35,18,44,20,30,0,125,35,35
77,2015,11,2,2015-11-02,18,44,20,30,0,125,0,0,18,44,20,30,0,125,0,0
78,2015,11,3,2015-11-03,18,44,20,30,0,125,0,0,18,44,20,30,0,125,0,0
79,2015,11,4,2015-11-04,12,38,20,30,0,125,0,0,12,38,20,30,0,125,0,0
80,2015,11,5,2015-11-05,20,46,20,30,0,125,0,0,20,46,20,30,0,125,0,0
81,2015,11,6,2015-11-06,19,45,20,30,0,125,0,0,19,45,20,30,0,125,0,0
82,2015,11,7,2015-11-07,18,44,25,35,0,125,0,0,18,44,25,35,0,125,0,0
83,2015,11,8,2015-11-08,18,44,30,40,0,125,0,35,18,44,30,40,0,125,0,35
84,2015,11,9,2015-11-09,18.9184878913172,42.989417989418,30,40,0,125,35,35,18.9184878913172,42.989417989418,30,40,0,125,35,35
85,2015,11,10,2015-11-10,18.9184878913172,43.3968253968254,30,45,0,125,45,45,18.9184878913172,43.3968253968254,30,45,0,125,45,45
86,2015,11,11,2015-11-11,18.9184878913172,42.989417989418,30,40,0,125,35,35,18.9184878913172,42.989417989418,30,40,0,125,35,35
87,2015,11,12,2015-11-12,19.2008269344359,42.989417989418,20,40,0,125,35,35,19.2008269344359,42.989417989418,20,40,0,125,35,35
88,2015,11,13,2015-11-13,19.2008269344359,42.5820105820106,20,35,0,125,35,35,19.2008269344359,42.5820105820106,20,35,0,125,35,35
89,2015,11,14,2015-11-14,18.9184878913172,43.8042328042328,30,50,0,125,45,45,18.9184878913172,43.8042328042328,30,50,0,125,45,45
90,2015,11,15,2015-11-15,18.9184878913172,43.8042328042328,30,50,0,125,45,45,18.9184878913172,43.8042328042328,30,50,0,125,45,45
91,2015,11,16,2015-11-16,18.9184878913172,43.8042328042328,30,50,0,125,45,45,18.9184878913172,43.8042328042328,30,50,0,125,45,45
92,2015,11,17,2015-11-17,18.9184878913172,43.8042328042328,30,50,20,125,35,35,18.9184878913172,43.8042328042328,30,50,0,125,35,35
93,2015,11,18,2015-11-18,18.9184878913172,43.8042328042328,30,50,0,125,0,35,18.9184878913172,43.8042328042328,30,50,0,125,0,35
94,2015,11,19,2015-11-19,18.9184878913172,42.989417989418,30,40,0,125,35,35,18.9184878913172,42.989417989418,30,40,0,125,35,35
95,2015,11,20,2015-11-20,18.9184878913172,42.989417989418,30,40,0,125,35,35,18.9184878913172,42.989417989418,30,40,0,125,35,35
96,2015,11,21,2015-11-21,18.6361488481985,42.989417989418,40,40,0,125,0,0,18.6361488481985,42.989417989418,40,40,0,125,0,0
97,2015,11,22,2015-11-22,18.6361488481985,42.989417989418,40,40,0,125,45,45,18.6361488481985,42.989417989418,40,40,0,125,45,45
98,2015,11,23,2015-11-23,18.6361488481985,44.6190476190476,40,60,0,125,0,35,18.6361488481985,44.6190476190476,40,60,0,125,0,35
99,2015,11,24,2015-11-24,17.7891317188423,44.6190476190476,70,60,0,125,35,35,17.7891317188423,44.6190476190476,70,60,0,125,35,35
100,2015,11,25,2015-11-25,17.7891317188423,45.4338624338624,70,70,0,125,45,55,17.7891317188423,45.4338624338624,70,70,0,125,45,55
101,2015,11,26,2015-11-26,18,44,60,70,0,125,0,0,18,44,60,70,0,125,0,0
102,2015,11,27,2015-11-27,18,44,60,60,0,125,35,35,18,44,60,60,0,125,35,35
103,2015,11,28,2015-11-28,17,43,50,60,0,125,0,35,17,43,50,60,0,125,0,35
104,2015,11,29,2015-11-29,18.3538098050797,44.6190476190476,50,60,0,125,35,35,18.3538098050797,44.6190476190476,50,60,0,125,35,35
105,2015,11,30,2015-11-30,18.071470761961,45.4338624338624,60,70,0,125,45,65,18.071470761961,45.4338624338624,60,70,0,125,45,65
106,2015,12,1,2015-12-01,24.1666666666667,49.3249999999998,60,70,0,125,35,35,24.1666666666667,49.3249999999998,60,70,0,125,35,35
107,2015,12,2,2015-12-02,24.1666666666667,49.5249999999997,50,75,20,125,55,55,24.1666666666667,49.5249999999997,50,75,0,125,55,55
108,2015,12,3,2015-12-03,24.1666666666667,49.3249999999998,60,70,0,125,55,55,24.1666666666667,49.3249999999998,60,70,0,125,55,55
109,2015,12,4,2015-12-04,24.1666666666667,49.3249999999998,50,70,0,125,45,45,24.1666666666667,49.3249999999998,50,70,0,125,45,45
110,2015,12,5,2015-12-05,24.1666666666667,49.3249999999998,50,70,20,125,45,55,24.1666666666667,49.3249999999998,50,70,0,125,45,55
111,2015,12,6,2015-12-06,24.1666666666667,49.3249999999998,50,70,0,125,45,45,24.1666666666667,49.3249999999998,50,70,0,125,45,45
112,2015,12,7,2015-12-07,24.1666666666667,49.5249999999997,50,75,0,125,55,55,24.1666666666667,49.5249999999997,50,75,0,125,55,55
113,2015,12,8,2015-12-08,24.1666666666667,49.5249999999997,60,75,0,125,45,45,24.1666666666667,49.5249999999997,60,75,0,125,45,45
114,2015,12,9,2015-12-09,24.1666666666667,49.5249999999997,50,75,0,125,45,45,24.1666666666667,49.5249999999997,50,75,0,125,45,45
115,2015,12,10,2015-12-10,24.1666666666667,49.5249999999997,50,75,0,125,55,55,24.1666666666667,49.5249999999997,50,75,0,125,55,55
116,2015,12,11,2015-12-11,24.1666666666667,49.5249999999997,50,75,0,125,45,55,24.1666666666667,49.5249999999997,50,75,0,125,45,55
117,2015,12,12,2015-12-12,24.1666666666667,49.5249999999997,50,75,0,125,35,35,24.1666666666667,49.5249999999997,50,75,0,125,35,35
118,2015,12,13,2015-12-13,24.1666666666667,49.5249999999997,50,75,0,125,35,35,24.1666666666667,49.5249999999997,50,75,0,125,35,35
119,2015,12,14,2015-12-14,24.1666666666667,49.5249999999997,50,75,0,125,35,35,24.1666666666667,49.5249999999997,50,75,0,125,35,35
120,2015,12,15,2015-12-15,24.1666666666667,49.5249999999997,50,75,0,125,45,45,24.1666666666667,49.5249999999997,50,75,0,125,45,45
121,2015,12,16,2015-12-16,24.1666666666667,49.5249999999997,50,75,0,125,35,35,24.1666666666667,49.5249999999997,50,75,0,125,35,35
122,2015,12,17,2015-12-17,24.1666666666667,49.5249999999997,50,75,0,125,45,45,24.1666666666667,49.5249999999997,50,75,0,125,45,45
123,2015,12,18,2015-12-18,24.1666666666667,49.5249999999997,50,75,0,125,45,45,24.1666666666667,49.5249999999997,50,75,0,125,45,45
124,2015,12,19,2015-12-19,24.1666666666667,49.5249999999997,50,75,0,125,45,45,24.1666666666667,49.5249999999997,50,75,0,125,45,45
125,2015,12,20,2015-12-20,24.1666666666667,49.5249999999997,50,75,0,125,35,35,24.1666666666667,49.5249999999997,50,75,0,125,35,35
126,2015,12,21,2015-12-21,24.1666666666667,49.5249999999997,50,75,0,125,35,35,24.1666666666667,49.5249999999997,50,75,0,125,35,35
127,2015,12,22,2015-12-22,24.1666666666667,49.5249999999997,50,75,0,125,45,45,24.1666666666667,49.5249999999997,50,75,0,125,45,45
128,2015,12,23,2015-12-23,24.1666666666667,49.5249999999997,50,75,0,125,45,45,24.1666666666667,49.5249999999997,50,75,0,125,45,45
129,2015,12,24,2015-12-24,24.1666666666667,49.5249999999997,50,75,0,125,35,35,24.1666666666667,49.5249999999997,50,75,0,125,35,35
130,2015,12,25,2015-12-25,24.1666666666667,49.5249999999997,50,75,0,125,45,45,24.1666666666667,49.5249999999997,50,75,0,125,45,45
131,2015,12,26,2015-12-26,24.1666666666667,49.5249999999997,50,75,0,125,55,55,24.1666666666667,49.5249999999997,50,75,0,125,55,55
132,2015,12,27,2015-12-27,24.1666666666667,49.5249999999997,50,75,0,125,55,55,24.1666666666667,49.5249999999997,50,75,0,125,55,55
133,2015,12,28,2015-12-28,24.1666666666667,49.5249999999997,50,75,0,125,45,45,24.1666666666667,49.5249999999997,50,75,0,125,45,45
134,2015,12,29,2015-12-29,24.1666666666667,49.3249999999998,50,70,0,125,0,0,24.1666666666667,49.3249999999998,50,70,0,125,0,0
135,2015,12,30,2015-12-30,24.1666666666667,49.3249999999998,50,70,0,125,35,35,24.1666666666667,49.3249999999998,50,70,0,125,35,35
136,2015,12,31,2015-12-31,24.1666666666667,48.9249999999999,40,60,0,125,0,0,24.1666666666667,48.9249999999999,40,60,0,125,0,0
137,2016,1,1,2016-01-01,25.7333333333333,60.531956432388,43.3333333333333,76.6666666666667,0,125,35,75,25.7333333333333,60.531956432388,43.3333333333333,76.6666666666667,0,125,35,75
138,2016,1,2,2016-01-02,23.6666666666667,61.7023222359227,46.6666666666667,93.3333333333333,0,125,45,45,23.6666666666667,61.7023222359227,46.6666666666667,93.3333333333333,0,125,45,45
139,2016,1,3,2016-01-03,21.6,62.8726880394575,50,110,0,125,35,75,21.6,62.8726880394575,50,110,0,125,35,75
140,2016,1,4,2016-01-04,21.6,62.8726880394575,50,110,0,125,0,35,21.6,62.8726880394575,50,110,0,125,0,35
141,2016,1,5,2016-01-05,21,60,50,110,0,125,0,0,21,60,50,110,0,125,0,0
142,2016,1,6,2016-01-06,21,60,50,110,0,125,45,95,21,60,50,110,0,125,45,95
143,2016,1,7,2016-01-07,21,60,50,110,0,125,35,85,21,60,50,110,0,125,35,85
144,2016,1,8,2016-01-08,22,61,50,110,0,125,35,55,22,61,50,110,0,125,35,55
145,2016,1,9,2016-01-09,23,62,50,110,0,125,0,35,23,62,50,110,0,125,0,35
146,2016,1,10,2016-01-10,21.6,62.8726880394575,50,110,0,125,0,35,21.6,62.8726880394575,50,110,0,125,0,35
147,2016,1,11,2016-01-11,21.6,62.8726880394575,50,110,0,125,35,65,21.6,62.8726880394575,50,110,0,125,35,65
148,2016,1,12,2016-01-12,21.6,62.8726880394575,50,110,0,125,0,65,21.6,62.8726880394575,50,110,0,125,0,65
149,2016,1,13,2016-01-13,21.6,62.8726880394575,50,110,0,125,55,95,21.6,62.8726880394575,50,110,0,125,55,95
150,2016,1,14,2016-01-14,21.6,62.8726880394575,50,110,0,125,55,55,21.6,62.8726880394575,50,110,0,125,55,55
151,2016,1,15,2016-01-15,21.6,62.8726880394575,50,110,0,125,55,85,21.6,62.8726880394575,50,110,0,125,55,85
152,2016,1,16,2016-01-16,21.6,62.8726880394575,50,110,0,125,55,65,21.6,62.8726880394575,50,110,0,125,55,65
153,2016,1,17,2016-01-17,21.6,62.8726880394575,50,110,0,125,55,65,21.6,62.8726880394575,50,110,0,125,55,65
154,2016,1,18,2016-01-18,21.6,62.8726880394575,50,110,0,125,55,95,21.6,62.8726880394575,50,110,0,125,55,95
155,2016,1,19,2016-01-19,21.6,62.8726880394575,50,110,0,125,45,45,21.6,62.8726880394575,50,110,0,125,45,45
156,2016,1,20,2016-01-20,21.6,63.5749075215783,50,120,0,125,35,85,21.6,63.5749075215783,50,120,0,125,35,85
157,2016,1,21,2016-01-21,21.6,63.5749075215783,50,120,0,125,35,65,21.6,63.5749075215783,50,120,0,125,35,65
158,2016,1,22,2016-01-22,21.6,63.5749075215783,50,120,0,125,55,85,21.6,63.5749075215783,50,120,0,125,55,85
159,2016,1,23,2016-01-23,21.6,63.5749075215783,50,120,0,125,35,55,21.6,63.5749075215783,50,120,0,125,35,55
160,2016,1,24,2016-01-24,21.6,63.5749075215783,50,120,0,125,55,95,21.6,63.5749075215783,50,120,0,125,55,95
161,2016,1,25,2016-01-25,21.6,62.8726880394575,50,110,0,125,55,95,21.6,62.8726880394575,50,110,0,125,55,95
162,2016,1,26,2016-01-26,15.4,63.5749075215783,60,120,0,125,55,55,15.4,63.5749075215783,60,120,0,125,55,55
163,2016,1,27,2016-01-27,15.4,64.2771270036991,60,130,0,125,35,65,15.4,64.2771270036991,60,130,0,125,35,65
164,2016,1,28,2016-01-28,15.4,64.2771270036991,60,130,0,125,35,105,15.4,64.2771270036991,60,130,0,125,35,105
165,2016,1,29,2016-01-29,15.4,63.5749075215783,60,120,20,125,0,65,15.4,63.5749075215783,60,120,0,125,0,65
166,2016,1,30,2016-01-30,15.4,63.5749075215783,60,120,0,125,45,105,15.4,63.5749075215783,60,120,0,125,45,105
167,2016,1,31,2016-01-31,15.4,63.5749075215783,60,120,0,125,45,75,15.4,63.5749075215783,60,120,0,125,45,75
168,2016,2,1,2016-02-01,29.4444444444445,83.7697480798695,50,120,0,125,35,125,29.4444444444445,83.7697480798695,50,120,0,125,35,125
169,2016,2,2,2016-02-02,31.8888888888889,83.7697480798695,60,120,20,125,55,65,31.8888888888889,83.7697480798695,60,120,0,125,55,65
170,2016,2,3,2016-02-03,29.4444444444445,83.7697480798695,50,120,0,125,45,75,29.4444444444445,83.7697480798695,50,120,0,125,45,75
171,2016,2,4,2016-02-04,29.4444444444445,83.7697480798695,50,120,0,125,45,45,29.4444444444445,83.7697480798695,50,120,0,125,45,45
172,2016,2,5,2016-02-05,31.8888888888889,83.7697480798695,60,120,0,125,45,85,31.8888888888889,83.7697480798695,60,120,0,125,45,85
173,2016,2,6,2016-02-06,31.8888888888889,86.5578903124747,60,130,0,125,35,65,31.8888888888889,86.5578903124747,60,130,0,125,35,65
174,2016,2,7,2016-02-07,31.8888888888889,86.5578903124747,60,130,0,125,45,115,31.8888888888889,86.5578903124747,60,130,0,125,45,115
175,2016,2,8,2016-02-08,31.8888888888889,86.5578903124747,60,130,0,125,45,95,31.8888888888889,86.5578903124747,60,130,0,125,45,95
176,2016,2,9,2016-02-09,29.4444444444445,86.5578903124747,50,130,30,125,45,125,29.4444444444445,86.5578903124747,50,130,0,125,45,125
177,2016,2,10,2016-02-10,31.8888888888889,86.5578903124747,60,130,0,125,45,115,31.8888888888889,86.5578903124747,60,130,0,125,45,115
178,2016,2,11,2016-02-11,31.8888888888889,87.9519614287773,60,135,0,125,45,105,31.8888888888889,87.9519614287773,60,135,0,125,45,105
179,2016,2,12,2016-02-12,31.8888888888889,87.9519614287773,60,135,30,125,55,125,31.8888888888889,87.9519614287773,60,135,0,125,55,125
180,2016,2,13,2016-02-13,31.8888888888889,87.9519614287773,60,135,0,125,35,95,31.8888888888889,87.9519614287773,60,135,0,125,35,95
181,2016,2,14,2016-02-14,31.8888888888889,86.5578903124747,60,130,30,125,55,125,31.8888888888889,86.5578903124747,60,130,0,125,55,125
182,2016,2,15,2016-02-15,31.8888888888889,86.5578903124747,60,130,20,125,45,125,31.8888888888889,86.5578903124747,60,130,0,125,45,125
183,2016,2,16,2016-02-16,31.8888888888889,85.1638191961721,60,125,0,125,45,95,31.8888888888889,85.1638191961721,60,125,0,125,45,95
184,2016,2,17,2016-02-17,31.8888888888889,87.9519614287773,60,135,0,125,0,85,31.8888888888889,87.9519614287773,60,135,0,125,0,85
185,2016,2,18,2016-02-18,31.8888888888889,85.1638191961721,60,125,0,125,45,125,31.8888888888889,85.1638191961721,60,125,0,125,45,125
186,2016,2,19,2016-02-19,31.8888888888889,85.1638191961721,60,125,0,125,0,75,31.8888888888889,85.1638191961721,60,125,0,125,0,75
187,2016,2,20,2016-02-20,31.8888888888889,85.1638191961721,60,125,0,125,0,0,31.8888888888889,85.1638191961721,60,125,0,125,0,0
188,2016,2,21,2016-02-21,31.8888888888889,85.1638191961721,60,125,0,125,45,115,31.8888888888889,85.1638191961721,60,125,0,125,45,115
189,2016,2,22,2016-02-22,31.8888888888889,85.1638191961721,60,125,0,125,0,95,31.8888888888889,85.1638191961721,60,125,0,125,0,95
190,2016,2,23,2016-02-23,31.8888888888889,86.5578903124747,60,130,0,125,0,65,31.8888888888889,86.5578903124747,60,130,0,125,0,65
191,2016,2,24,2016-02-24,29.4444444444445,86.5578903124747,50,130,0,125,35,95,29.4444444444445,86.5578903124747,50,130,0,125,35,95
192,2016,2,25,2016-02-25,31.8888888888889,87.9519614287773,60,135,0,125,0,85,31.8888888888889,87.9519614287773,60,135,0,125,0,85
193,2016,2,26,2016-02-26,31.8888888888889,87.9519614287773,60,135,20,125,45,85,31.8888888888889,87.9519614287773,60,135,0,125,45,85
194,2016,2,27,2016-02-27,31.8888888888889,89.3460325450799,60,140,0,125,45,85,31.8888888888889,89.3460325450799,60,140,0,125,45,85
195,2016,2,28,2016-02-28,31.8888888888889,89.3460325450799,60,140,30,125,45,125,31.8888888888889,89.3460325450799,60,140,0,125,45,125
196,2016,2,29,2016-02-29,31.8888888888889,89.3460325450799,60,140,0,125,45,125,31.8888888888889,89.3460325450799,60,140,0,125,45,125
197,2016,3,1,2016-03-01,42.1111111111112,87.1565442480896,60,145,0,125,55,125,42.1111111111112,87.1565442480896,60,145,0,125,55,125
198,2016,3,2,2016-03-02,42.1111111111112,87.1565442480896,60,145,0,125,35,125,42.1111111111112,87.1565442480896,60,145,0,125,35,125
199,2016,3,3,2016-03-03,42.1111111111112,87.1565442480896,60,145,20,125,45,125,42.1111111111112,87.1565442480896,60,145,0,125,45,125
200,2016,3,4,2016-03-04,40,83.5,60,145,0,125,45,125,40,83.5,60,145,0,125,45,125
201,2016,3,5,2016-03-05,40,83.5,60,145,0,125,45,125,40,83.5,60,145,0,125,45,125
202,2016,3,6,2016-03-06,40,83.5,60,145,20,125,55,125,40,83.5,60,145,0,125,55,125
203,2016,3,7,2016-03-07,40,83.5,60,140,0,125,45,125,40,83.5,60,140,0,125,45,125
204,2016,3,8,2016-03-08,40,83.5,60,140,20,125,45,125,40,83.5,60,140,0,125,45,125
205,2016,3,9,2016-03-09,40,83.5,60,140,0,125,45,115,40,83.5,60,140,0,125,45,115
206,2016,3,10,2016-03-10,40,83.5,60,140,0,125,45,105,40,83.5,60,140,0,125,45,105
207,2016,3,11,2016-03-11,40,83.5,60,140,30,125,45,125,40,83.5,60,140,0,125,45,125
208,2016,3,12,2016-03-12,38,81.5,60,140,20,125,45,115,38,81.5,60,140,0,125,45,115
209,2016,3,13,2016-03-13,39,82.5,60,140,0,125,45,95,39,82.5,60,140,0,125,45,95
210,2016,3,14,2016-03-14,41,84.5,60,140,0,125,45,105,41,84.5,60,140,0,125,45,105
211,2016,3,15,2016-03-15,40,83.5,60,140,0,125,45,115,40,83.5,60,140,0,125,45,115
212,2016,3,16,2016-03-16,41,84.5,60,140,0,125,45,125,41,84.5,60,140,0,125,45,125
213,2016,3,17,2016-03-17,41,84.5,60,140,0,125,45,105,41,84.5,60,140,0,125,45,105
214,2016,3,18,2016-03-18,46,89.5,60,140,20,125,45,115,46,89.5,60,140,0,125,45,115
215,2016,3,19,2016-03-19,47,90.5,60,145,20,125,55,95,47,90.5,60,145,0,125,55,95
216,2016,3,20,2016-03-20,47,90.5,60,145,0,125,45,95,47,90.5,60,145,0,125,45,95
217,2016,3,21,2016-03-21,44,87.5,60,140,0,125,35,95,44,87.5,60,140,0,125,35,95
218,2016,3,22,2016-03-22,44,87.5,60,140,20,125,45,115,44,87.5,60,140,0,125,45,115
219,2016,3,23,2016-03-23,44,87.5,60,140,20,125,45,125,44,87.5,60,140,0,125,45,125
220,2016,3,24,2016-03-24,44,87.5,60,140,0,125,45,105,44,87.5,60,140,0,125,45,105
221,2016,3,25,2016-03-25,44,87.5,60,140,0,125,45,125,44,87.5,60,140,0,125,45,125
222,2016,3,26,2016-03-26,44,87.5,60,140,0,125,35,95,44,87.5,60,140,0,125,35,95
223,2016,3,27,2016-03-27,44,87.5,60,140,0,125,45,95,44,87.5,60,140,0,125,45,95
224,2016,3,28,2016-03-28,44,87.5,60,140,0,125,35,95,44,87.5,60,140,0,125,35,95
225,2016,3,29,2016-03-29,44,87.5,60,135,0,125,0,55,44,87.5,60,135,0,125,0,55
226,2016,3,30,2016-03-30,41,84.5,60,130,20,125,45,125,41,84.5,60,130,0,125,45,125
227,2016,3,31,2016-03-31,41,84.5,50,125,0,125,35,125,41,84.5,50,125,0,125,35,125
228,2016,4,1,2016-04-01,41,84.5,50,125,0,125,0,105,41,84.5,50,125,0,125,0,105
229,2016,4,2,2016-04-02,40,83.5,50,125,0,125,0,85,40,83.5,50,125,0,125,0,85
230,2016,4,3,2016-04-03,40,83.5,60,130,0,125,45,115,40,83.5,60,130,0,125,45,115
231,2016,4,4,2016-04-04,40,83.5,60,125,0,125,0,95,40,83.5,60,125,0,125,0,95
232,2016,4,5,2016-04-05,40,83.5,60,130,0,125,0,95,40,83.5,60,130,0,125,0,95
