Date,Site,Cage,Plot,Tag,Species,Year,Live,Height.mm,Comments
20210820,BWSHR,C,435,1187,F,18,N,NA,
20210820,BWSHR,C,435,1188,F,18,N,NA,
20210820,BWSHR,C,435,1190,F,18,N,NA,
20210820,BWSHR,C,435,NA,S,15,Y,14,
20210820,BWSHR,C,435,NA,S,15,Y,14,
20210820,BWSHR,C,435,NA,S,15,Y,20,
20210820,BWSHR,C,435,NA,S,15,Y,15,
20210820,BWSHR,C,435,NA,S,15,Y,18,
20210820,BWSHR,C,435,NA,S,16,Y,24,
20210820,BWSHR,C,435,NA,S,16,Y,16,
20210820,BWSHR,C,435,NA,S,16,Y,26,
20210820,BWSHR,C,435,NA,S,16,Y,25,
20210820,BWSHR,C,435,1185,F,18,Y,32,
20210820,BWSHR,C,435,1189,F,18,Y,28,
20210820,BWSHR,C,435,743,S,18,Y,2,
20210820,BWSHR,U,434,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,C,434,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,U,433,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,C,433,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,U,432,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,C,432,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,U,431,NA,F,15,Y,42,
20210820,BWSHR,C,431,NA,S,16,N,NA,
20210820,BWSHR,C,431,740,S,18,Y,18,
20210820,BWSHR,C,431,741,S,18,Y,11,
20210820,BWSHR,C,431,742,S,18,Y,19,
20210820,BWSHR,C,431,NA,S,15,Y,32,
20210820,BWSHR,C,431,NA,S,16,Y,21,
20210820,BWSHR,U,430,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,C,430,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,U,429,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,C,429,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,U,428,NA,NA,NA,NA,NA,no seedlings orange blue stake in corner but no seedling
20210820,BWSHR,C,428,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,U,427,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,C,427,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,U,426,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,C,426,NA,S,15,N,NA,
20210820,BWSHR,C,426,739,S,18,Y,35,FELL OUT OF GROUND AND REPLANTED
20210820,BWSHR,U,425,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,C,425,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,U,424,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,C,424,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,U,423,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,C,423,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,U,422,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,C,422,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,U,421,NA,NA,NA,NA,NA,no seedlings
20210820,BWSHR,C,421,NA,F,13,N,NA,
20210820,BWSHR,C,421,NA,F,17,Y,32,
20210820,BWSHR,C,421,NA,S,16,Y,22,
20210820,BWSHR,C,421,NA,S,16,Y,25,
20210820,BWSHR,C,421,NA,S,16,Y,18,
20210820,BWSHR,C,421,NA,S,16,Y,18,
20210820,BWSHR,C,421,NA,S,16,Y,16,
20210820,BWSHR,C,421,NA,F,13,Y,40,
20210820,BWSHR,C,421,NA,F,16,N,NA,
20210820,BWCUT,U,441,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,C,441,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,U,442,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,C,442,NA,F,16,Y,44,
20210820,BWCUT,C,442,NA,F,16,Y,36,
20210820,BWCUT,C,442,NA,F,16,Y,37,
20210820,BWCUT,C,442,NA,F,16,Y,26,
20210820,BWCUT,C,442,NA,S,15,Y,17,
20210820,BWCUT,C,442,NA,S,15,Y,17,
20210820,BWCUT,U,443,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,C,443,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,U,444,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,C,444,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,U,445,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,C,445,750,S,18,N,NA,
20210820,BWCUT,C,445,NA,S,16,Y,43,
20210820,BWCUT,C,445,NA,S,16,Y,39,
20210820,BWCUT,C,445,NA,S,16,Y,43,
20210820,BWCUT,C,445,NA,S,15,Y,31,
20210820,BWCUT,C,445,NA,S,15,Y,27,
20210820,BWCUT,C,445,749,S,18,Y,20,
20210820,BWCUT,C,445,1199,F,18,Y,12,
20210820,BWCUT,U,446,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,C,446,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,U,447,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,C,447,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,U,448,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,C,448,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,U,449,1200,F,18,N,NA,
20210820,BWCUT,C,449,NA,F,16,Y,31,
20210820,BWCUT,C,449,NA,F,16,Y,30,
20210820,BWCUT,C,449,NA,S,15,Y,42,
20210820,BWCUT,C,449,NA,S,15,Y,18,
20210820,BWCUT,C,449,NA,S,16,Y,27,
20210820,BWCUT,C,449,NA,S,16,Y,33,
20210820,BWCUT,C,449,NA,S,16,Y,23,
20210820,BWCUT,C,449,NA,S,16,Y,30,
20210820,BWCUT,C,449,NA,S,16,Y,25,
20210820,BWCUT,C,449,751,S,18,Y,6,
20210820,BWCUT,C,449,752,S,18,Y,8,
20210820,BWCUT,C,449,753,S,18,Y,8,
20210820,BWCUT,C,449,754,S,18,Y,12,
20210820,BWCUT,C,449,755,S,18,Y,8,
20210820,BWCUT,C,449,756,S,18,Y,12,
20210820,BWCUT,C,449,745,S,18,Y,21,ETCHED NEW TAG
20210820,BWCUT,U,450,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,C,450,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,U,451,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,C,451,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,U,452,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,C,452,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,U,453,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,C,453,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,U,454,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,C,454,NA,S,16,Y,21,
20210820,BWCUT,C,454,NA,S,16,Y,27,
20210820,BWCUT,C,454,NA,S,16,Y,39,
20210820,BWCUT,C,454,NA,S,16,Y,10,
20210820,BWCUT,C,454,NA,S,16,Y,9,
20210820,BWCUT,C,454,NA,F,16,Y,20,
20210820,BWCUT,C,454,NA,F,16,Y,24,
20210820,BWCUT,C,454,NA,F,16,Y,25,
20210820,BWCUT,C,454,NA,S,15,N,NA,
20210820,BWCUT,C,454,757,S,18,Y,11,
20210820,BWCUT,C,454,759,S,18,Y,12,
20210820,BWCUT,C,454,760,S,18,Y,5,
20210820,BWCUT,C,454,1202,F,18,Y,11,
20210820,BWCUT,C,454,NA,S,15,N,NA,
20210820,BWCUT,C,454,NA,S,15,N,NA,
20210820,BWCUT,C,454,1201,F,18,N,NA,
20210820,BWCUT,C,454,758,S,18,N,NA,
20210820,BWCUT,C,454,761,S,18,N,NA,
20210820,BWCUT,C,454,762,S,18,N,NA,
20210820,BWCUT,U,455,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,C,455,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,U,456,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,C,456,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,U,457,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,C,457,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,U,458,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,C,458,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,U,459,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,C,459,NA,S,15,Y,28,
20210820,BWCUT,C,459,NA,S,15,Y,13,
20210820,BWCUT,C,459,NA,S,15,Y,14,
20210820,BWCUT,C,459,NA,S,15,Y,8,
20210820,BWCUT,C,459,763,S,18,Y,6,
20210820,BWCUT,C,459,764,S,18,Y,5,
20210820,BWCUT,U,460,NA,NA,NA,NA,NA,no seedlings
20210820,BWCUT,C,460,NA,NA,NA,NA,NA,no seedlings
