"id","year","month","day","date","gf.top","gf.side","hf.top","hf.side"
48,2015,10,4,2015-10-04,10,33,10,5
49,2015,10,5,2015-10-05,10,33,5,5
50,2015,10,6,2015-10-06,10,33,5,5
51,2015,10,7,2015-10-07,9,32,5,5
52,2015,10,8,2015-10-08,8,31,5,5
53,2015,10,9,2015-10-09,10,38,10,10
54,2015,10,10,2015-10-10,10,38,20,30
55,2015,10,11,2015-10-11,10,38,20,30
56,2015,10,12,2015-10-12,11,39,20,30
57,2015,10,13,2015-10-13,12,40,20,30
58,2015,10,14,2015-10-14,16,45,20,30
59,2015,10,15,2015-10-15,15,44,15,25
60,2015,10,16,2015-10-16,17,45,20,30
61,2015,10,17,2015-10-17,15,43,20,30
62,2015,10,18,2015-10-18,8,36,15,20
63,2015,10,19,2015-10-19,16.1806699615596,31.3016310103791,20,20
64,2015,10,20,2015-10-20,16.1806699615596,31.3016310103791,20,20
65,2015,10,21,2015-10-21,16.1806699615596,31.3016310103791,20,20
66,2015,10,22,2015-10-22,16.1806699615596,31.3016310103791,20,20
67,2015,10,23,2015-10-23,16.1806699615596,31.3016310103791,20,20
68,2015,10,24,2015-10-24,17,43,20,30
69,2015,10,25,2015-10-25,17,43,20,30
70,2015,10,26,2015-10-26,17,43,20,30
71,2015,10,27,2015-10-27,17,43,20,30
72,2015,10,28,2015-10-28,17,43,20,30
73,2015,10,29,2015-10-29,17,43,20,30
74,2015,10,30,2015-10-30,17,43,20,30
75,2015,10,31,2015-10-31,17,43,20,30
76,2015,11,1,2015-11-01,18,44,20,30
77,2015,11,2,2015-11-02,18,44,20,30
78,2015,11,3,2015-11-03,18,44,20,30
79,2015,11,4,2015-11-04,12,38,20,30
80,2015,11,5,2015-11-05,20,46,20,30
81,2015,11,6,2015-11-06,19,45,20,30
82,2015,11,7,2015-11-07,18,44,25,35
83,2015,11,8,2015-11-08,18,44,30,40
84,2015,11,9,2015-11-09,18.9184878913172,42.989417989418,30,40
85,2015,11,10,2015-11-10,18.9184878913172,43.3968253968254,30,45
86,2015,11,11,2015-11-11,18.9184878913172,42.989417989418,30,40
87,2015,11,12,2015-11-12,19.2008269344359,42.989417989418,20,40
88,2015,11,13,2015-11-13,19.2008269344359,42.5820105820106,20,35
89,2015,11,14,2015-11-14,18.9184878913172,43.8042328042328,30,50
90,2015,11,15,2015-11-15,18.9184878913172,43.8042328042328,30,50
91,2015,11,16,2015-11-16,18.9184878913172,43.8042328042328,30,50
92,2015,11,17,2015-11-17,18.9184878913172,43.8042328042328,30,50
93,2015,11,18,2015-11-18,18.9184878913172,43.8042328042328,30,50
94,2015,11,19,2015-11-19,18.9184878913172,42.989417989418,30,40
95,2015,11,20,2015-11-20,18.9184878913172,42.989417989418,30,40
96,2015,11,21,2015-11-21,18.6361488481985,42.989417989418,40,40
97,2015,11,22,2015-11-22,18.6361488481985,42.989417989418,40,40
98,2015,11,23,2015-11-23,18.6361488481985,44.6190476190476,40,60
99,2015,11,24,2015-11-24,17.7891317188423,44.6190476190476,70,60
100,2015,11,25,2015-11-25,17.7891317188423,45.4338624338624,70,70
101,2015,11,26,2015-11-26,18,44,60,70
102,2015,11,27,2015-11-27,18,44,60,60
103,2015,11,28,2015-11-28,17,43,50,60
104,2015,11,29,2015-11-29,18.3538098050797,44.6190476190476,50,60
105,2015,11,30,2015-11-30,18.071470761961,45.4338624338624,60,70
106,2015,12,1,2015-12-01,24.1666666666667,49.3249999999998,60,70
107,2015,12,2,2015-12-02,24.1666666666667,49.5249999999997,50,75
108,2015,12,3,2015-12-03,24.1666666666667,49.3249999999998,60,70
109,2015,12,4,2015-12-04,24.1666666666667,49.3249999999998,50,70
110,2015,12,5,2015-12-05,24.1666666666667,49.3249999999998,50,70
111,2015,12,6,2015-12-06,24.1666666666667,49.3249999999998,50,70
112,2015,12,7,2015-12-07,24.1666666666667,49.5249999999997,50,75
113,2015,12,8,2015-12-08,24.1666666666667,49.5249999999997,60,75
114,2015,12,9,2015-12-09,24.1666666666667,49.5249999999997,50,75
115,2015,12,10,2015-12-10,24.1666666666667,49.5249999999997,50,75
116,2015,12,11,2015-12-11,24.1666666666667,49.5249999999997,50,75
117,2015,12,12,2015-12-12,24.1666666666667,49.5249999999997,50,75
118,2015,12,13,2015-12-13,24.1666666666667,49.5249999999997,50,75
119,2015,12,14,2015-12-14,24.1666666666667,49.5249999999997,50,75
120,2015,12,15,2015-12-15,24.1666666666667,49.5249999999997,50,75
121,2015,12,16,2015-12-16,24.1666666666667,49.5249999999997,50,75
122,2015,12,17,2015-12-17,24.1666666666667,49.5249999999997,50,75
123,2015,12,18,2015-12-18,24.1666666666667,49.5249999999997,50,75
124,2015,12,19,2015-12-19,24.1666666666667,49.5249999999997,50,75
125,2015,12,20,2015-12-20,24.1666666666667,49.5249999999997,50,75
126,2015,12,21,2015-12-21,24.1666666666667,49.5249999999997,50,75
127,2015,12,22,2015-12-22,24.1666666666667,49.5249999999997,50,75
128,2015,12,23,2015-12-23,24.1666666666667,49.5249999999997,50,75
129,2015,12,24,2015-12-24,24.1666666666667,49.5249999999997,50,75
130,2015,12,25,2015-12-25,24.1666666666667,49.5249999999997,50,75
131,2015,12,26,2015-12-26,24.1666666666667,49.5249999999997,50,75
132,2015,12,27,2015-12-27,24.1666666666667,49.5249999999997,50,75
133,2015,12,28,2015-12-28,24.1666666666667,49.5249999999997,50,75
134,2015,12,29,2015-12-29,24.1666666666667,49.3249999999998,50,70
135,2015,12,30,2015-12-30,24.1666666666667,49.3249999999998,50,70
136,2015,12,31,2015-12-31,24.1666666666667,48.9249999999999,40,60
137,2016,1,1,2016-01-01,25.7333333333333,60.531956432388,43.3333333333333,76.6666666666667
138,2016,1,2,2016-01-02,23.6666666666667,61.7023222359227,46.6666666666667,93.3333333333333
139,2016,1,3,2016-01-03,21.6,62.8726880394575,50,110
140,2016,1,4,2016-01-04,21.6,62.8726880394575,50,110
141,2016,1,5,2016-01-05,21,60,50,110
142,2016,1,6,2016-01-06,21,60,50,110
143,2016,1,7,2016-01-07,21,60,50,110
144,2016,1,8,2016-01-08,22,61,50,110
145,2016,1,9,2016-01-09,23,62,50,110
146,2016,1,10,2016-01-10,21.6,62.8726880394575,50,110
147,2016,1,11,2016-01-11,21.6,62.8726880394575,50,110
148,2016,1,12,2016-01-12,21.6,62.8726880394575,50,110
149,2016,1,13,2016-01-13,21.6,62.8726880394575,50,110
150,2016,1,14,2016-01-14,21.6,62.8726880394575,50,110
151,2016,1,15,2016-01-15,21.6,62.8726880394575,50,110
152,2016,1,16,2016-01-16,21.6,62.8726880394575,50,110
153,2016,1,17,2016-01-17,21.6,62.8726880394575,50,110
154,2016,1,18,2016-01-18,21.6,62.8726880394575,50,110
155,2016,1,19,2016-01-19,21.6,62.8726880394575,50,110
156,2016,1,20,2016-01-20,21.6,63.5749075215783,50,120
157,2016,1,21,2016-01-21,21.6,63.5749075215783,50,120
158,2016,1,22,2016-01-22,21.6,63.5749075215783,50,120
159,2016,1,23,2016-01-23,21.6,63.5749075215783,50,120
160,2016,1,24,2016-01-24,21.6,63.5749075215783,50,120
161,2016,1,25,2016-01-25,21.6,62.8726880394575,50,110
162,2016,1,26,2016-01-26,15.4,63.5749075215783,60,120
163,2016,1,27,2016-01-27,15.4,64.2771270036991,60,130
164,2016,1,28,2016-01-28,15.4,64.2771270036991,60,130
165,2016,1,29,2016-01-29,15.4,63.5749075215783,60,120
166,2016,1,30,2016-01-30,15.4,63.5749075215783,60,120
167,2016,1,31,2016-01-31,15.4,63.5749075215783,60,120
168,2016,2,1,2016-02-01,29.4444444444445,83.7697480798695,50,120
169,2016,2,2,2016-02-02,31.8888888888889,83.7697480798695,60,120
170,2016,2,3,2016-02-03,29.4444444444445,83.7697480798695,50,120
171,2016,2,4,2016-02-04,29.4444444444445,83.7697480798695,50,120
172,2016,2,5,2016-02-05,31.8888888888889,83.7697480798695,60,120
173,2016,2,6,2016-02-06,31.8888888888889,86.5578903124747,60,130
174,2016,2,7,2016-02-07,31.8888888888889,86.5578903124747,60,130
175,2016,2,8,2016-02-08,31.8888888888889,86.5578903124747,60,130
176,2016,2,9,2016-02-09,29.4444444444445,86.5578903124747,50,130
177,2016,2,10,2016-02-10,31.8888888888889,86.5578903124747,60,130
178,2016,2,11,2016-02-11,31.8888888888889,87.9519614287773,60,135
179,2016,2,12,2016-02-12,31.8888888888889,87.9519614287773,60,135
180,2016,2,13,2016-02-13,31.8888888888889,87.9519614287773,60,135
181,2016,2,14,2016-02-14,31.8888888888889,86.5578903124747,60,130
182,2016,2,15,2016-02-15,31.8888888888889,86.5578903124747,60,130
183,2016,2,16,2016-02-16,31.8888888888889,85.1638191961721,60,125
184,2016,2,17,2016-02-17,31.8888888888889,87.9519614287773,60,135
185,2016,2,18,2016-02-18,31.8888888888889,85.1638191961721,60,125
186,2016,2,19,2016-02-19,31.8888888888889,85.1638191961721,60,125
187,2016,2,20,2016-02-20,31.8888888888889,85.1638191961721,60,125
188,2016,2,21,2016-02-21,31.8888888888889,85.1638191961721,60,125
189,2016,2,22,2016-02-22,31.8888888888889,85.1638191961721,60,125
190,2016,2,23,2016-02-23,31.8888888888889,86.5578903124747,60,130
191,2016,2,24,2016-02-24,29.4444444444445,86.5578903124747,50,130
192,2016,2,25,2016-02-25,31.8888888888889,87.9519614287773,60,135
193,2016,2,26,2016-02-26,31.8888888888889,87.9519614287773,60,135
194,2016,2,27,2016-02-27,31.8888888888889,89.3460325450799,60,140
195,2016,2,28,2016-02-28,31.8888888888889,89.3460325450799,60,140
196,2016,2,29,2016-02-29,31.8888888888889,89.3460325450799,60,140
197,2016,3,1,2016-03-01,42.1111111111112,87.1565442480896,60,145
198,2016,3,2,2016-03-02,42.1111111111112,87.1565442480896,60,145
199,2016,3,3,2016-03-03,42.1111111111112,87.1565442480896,60,145
200,2016,3,4,2016-03-04,40,83.5,60,145
201,2016,3,5,2016-03-05,40,83.5,60,145
202,2016,3,6,2016-03-06,40,83.5,60,145
203,2016,3,7,2016-03-07,40,83.5,60,140
204,2016,3,8,2016-03-08,40,83.5,60,140
205,2016,3,9,2016-03-09,40,83.5,60,140
206,2016,3,10,2016-03-10,40,83.5,60,140
207,2016,3,11,2016-03-11,40,83.5,60,140
208,2016,3,12,2016-03-12,38,81.5,60,140
209,2016,3,13,2016-03-13,39,82.5,60,140
210,2016,3,14,2016-03-14,41,84.5,60,140
211,2016,3,15,2016-03-15,40,83.5,60,140
212,2016,3,16,2016-03-16,41,84.5,60,140
213,2016,3,17,2016-03-17,41,84.5,60,140
214,2016,3,18,2016-03-18,46,89.5,60,140
215,2016,3,19,2016-03-19,47,90.5,60,145
216,2016,3,20,2016-03-20,47,90.5,60,145
217,2016,3,21,2016-03-21,44,87.5,60,140
218,2016,3,22,2016-03-22,44,87.5,60,140
219,2016,3,23,2016-03-23,44,87.5,60,140
220,2016,3,24,2016-03-24,44,87.5,60,140
221,2016,3,25,2016-03-25,44,87.5,60,140
222,2016,3,26,2016-03-26,44,87.5,60,140
223,2016,3,27,2016-03-27,44,87.5,60,140
224,2016,3,28,2016-03-28,44,87.5,60,140
225,2016,3,29,2016-03-29,44,87.5,60,135
226,2016,3,30,2016-03-30,41,84.5,60,130
227,2016,3,31,2016-03-31,41,84.5,50,125
228,2016,4,1,2016-04-01,41,84.5,50,125
229,2016,4,2,2016-04-02,40,83.5,50,125
230,2016,4,3,2016-04-03,40,83.5,60,130
231,2016,4,4,2016-04-04,40,83.5,60,125
232,2016,4,5,2016-04-05,40,83.5,60,130
233,2016,4,6,2016-04-06,40,83.5,60,130
234,2016,4,7,2016-04-07,40,83.5,60,130
235,2016,4,8,2016-04-08,40,83.5,60,130
236,2016,4,9,2016-04-09,40,83.5,60,130
237,2016,4,10,2016-04-10,40,83.5,60,130
238,2016,4,11,2016-04-11,40,83.5,60,130
239,2016,4,12,2016-04-12,40,83.5,55,130
240,2016,4,13,2016-04-13,40,83.5,55,130
241,2016,4,14,2016-04-14,40,83.5,55,130
242,2016,4,15,2016-04-15,40,83.5,55,130
243,2016,4,16,2016-04-16,43,86.5,60,135
244,2016,4,17,2016-04-17,43,86.5,60,135
245,2016,4,18,2016-04-18,47,90.5,70,140
246,2016,4,19,2016-04-19,47,90.5,70,150
247,2016,4,20,2016-04-20,47,90.5,60,150
248,2016,4,21,2016-04-21,47,90.5,60,145
249,2016,4,22,2016-04-22,45,89.5,60,145
250,2016,4,23,2016-04-23,42,89.5,60,145
251,2016,4,24,2016-04-24,41,88.5,60,145
252,2016,4,25,2016-04-25,40,87.5,60,145
253,2016,4,26,2016-04-26,39,86.5,55,140
254,2016,4,27,2016-04-27,39,86.5,55,130
255,2016,4,28,2016-04-28,38,86.5,55,130
256,2016,4,29,2016-04-29,38,86.5,50,130
257,2016,4,30,2016-04-30,38,86.5,50,130
258,2016,5,1,2016-05-01,39,86.5,55,150
259,2016,5,2,2016-05-02,38,86.5,50,145
260,2016,5,3,2016-05-03,30,85.5,50,130
261,2016,5,4,2016-05-04,26,84.5,45,130
262,2016,5,5,2016-05-05,26,84.5,45,130
263,2016,5,6,2016-05-06,27,85.5,40,130
264,2016,5,7,2016-05-07,27,85.5,40,130
265,2016,5,8,2016-05-08,21,84.5,40,125
266,2016,5,9,2016-05-09,22,84.5,35,125
267,2016,5,10,2016-05-10,20,84.5,35,125
268,2016,5,11,2016-05-11,20,84.5,30,120
269,2016,5,12,2016-05-12,18,81.5,20,110
270,2016,5,13,2016-05-13,16,80.5,20,110
271,2016,5,14,2016-05-14,9,77.5,20,120
272,2016,5,15,2016-05-15,8,76.5,10,100
273,2016,5,16,2016-05-16,0,66.5,0,90
274,2016,5,17,2016-05-17,0,65.5,0,80
275,2016,5,18,2016-05-18,0,57.5,0,80
276,2016,5,19,2016-05-19,0,55.5,0,70
277,2016,5,20,2016-05-20,0,53,0,65
278,2016,5,21,2016-05-21,0,51,0,60
279,2016,5,22,2016-05-22,0,48,0,50
280,2016,5,23,2016-05-23,0,48,0,40
281,2016,5,24,2016-05-24,0,48,0,35
282,2016,5,25,2016-05-25,0,25,0,25
283,2016,5,26,2016-05-26,0,25,0,20
284,2016,5,27,2016-05-27,0,25,0,15
285,2016,5,28,2016-05-28,0,24,0,15
286,2016,5,29,2016-05-29,0,23,0,10
287,2016,5,30,2016-05-30,0,17,0,10
288,2016,5,31,2016-05-31,0,16,0,10
289,2016,6,1,2016-06-01,0,15,0,10
290,2016,6,2,2016-06-02,0,15,0,10
291,2016,6,3,2016-06-03,0,10,0,10
292,2016,6,4,2016-06-04,0,5,0,5
293,2016,6,5,2016-06-05,0,5,0,5
294,2016,6,6,2016-06-06,0,0,0,0
295,2016,6,7,2016-06-07,0,0,0,0
296,2016,6,8,2016-06-08,0,0,0,0
297,2016,6,9,2016-06-09,0,0,0,0
298,2016,6,10,2016-06-10,0,0,0,0
299,2016,6,11,2016-06-11,0,0,0,0
300,2016,6,12,2016-06-12,0,0,0,0
301,2016,6,13,2016-06-13,0,0,0,0
302,2016,6,14,2016-06-14,0,0,0,0
303,2016,6,15,2016-06-15,0,0,0,0
304,2016,6,16,2016-06-16,0,0,0,0
305,2016,6,17,2016-06-17,0,0,0,0
306,2016,6,18,2016-06-18,0,0,0,0
307,2016,6,19,2016-06-19,0,0,0,0
308,2016,6,20,2016-06-20,0,0,0,0
309,2016,6,21,2016-06-21,0,0,0,0
310,2016,6,22,2016-06-22,0,0,0,0
311,2016,6,23,2016-06-23,0,0,0,0
312,2016,6,24,2016-06-24,0,0,0,0
313,2016,6,25,2016-06-25,0,0,0,0
314,2016,6,26,2016-06-26,0,0,0,0
315,2016,6,27,2016-06-27,0,0,0,0
316,2016,6,28,2016-06-28,0,0,0,0
317,2016,6,29,2016-06-29,0,0,0,0
318,2016,6,30,2016-06-30,0,0,0,0
319,2016,7,1,2016-07-01,0,0,0,0
320,2016,7,2,2016-07-02,0,0,0,0
321,2016,7,3,2016-07-03,0,0,0,0
322,2016,7,4,2016-07-04,0,0,0,0
323,2016,7,5,2016-07-05,0,0,0,0
324,2016,7,6,2016-07-06,0,0,0,0
325,2016,7,7,2016-07-07,0,0,0,0
326,2016,7,8,2016-07-08,0,0,0,0
327,2016,7,9,2016-07-09,0,0,0,0
328,2016,7,10,2016-07-10,0,0,0,0
329,2016,7,11,2016-07-11,0,0,0,0
330,2016,7,12,2016-07-12,0,0,0,0
331,2016,7,13,2016-07-13,0,0,0,0
332,2016,7,14,2016-07-14,0,0,0,0
333,2016,7,15,2016-07-15,0,0,0,0
334,2016,7,16,2016-07-16,0,0,0,0
335,2016,7,17,2016-07-17,0,0,0,0
336,2016,7,18,2016-07-18,0,0,0,0
337,2016,7,19,2016-07-19,0,0,0,0
338,2016,7,20,2016-07-20,0,0,0,0
339,2016,7,21,2016-07-21,0,0,0,0
340,2016,7,22,2016-07-22,0,0,0,0
341,2016,7,23,2016-07-23,0,0,0,0
342,2016,7,24,2016-07-24,0,0,0,0
343,2016,7,25,2016-07-25,0,0,0,0
344,2016,7,26,2016-07-26,0,0,0,0
345,2016,7,27,2016-07-27,0,0,0,0
346,2016,7,28,2016-07-28,0,0,0,0
347,2016,7,29,2016-07-29,0,0,0,0
348,2016,7,30,2016-07-30,0,0,0,0
349,2016,7,31,2016-07-31,0,0,0,0
350,2016,8,1,2016-08-01,0,0,0,0
351,2016,8,2,2016-08-02,0,0,0,0
352,2016,8,3,2016-08-03,0,0,0,0
353,2016,8,4,2016-08-04,0,0,0,0
354,2016,8,5,2016-08-05,0,0,0,0
355,2016,8,6,2016-08-06,0,0,0,0
356,2016,8,7,2016-08-07,0,0,0,0
357,2016,8,8,2016-08-08,0,0,0,0
358,2016,8,9,2016-08-09,0,0,0,0
359,2016,8,10,2016-08-10,0,0,0,0
360,2016,8,11,2016-08-11,0,0,0,0
361,2016,8,12,2016-08-12,0,0,0,0
362,2016,8,13,2016-08-13,0,0,0,0
363,2016,8,14,2016-08-14,0,0,0,0
364,2016,8,15,2016-08-15,0,0,0,0
365,2016,8,16,2016-08-16,0,0,0,0
366,2016,8,17,2016-08-17,0,0,0,0
367,2016,8,18,2016-08-18,0,0,0,0
368,2016,8,19,2016-08-19,0,0,0,0
369,2016,8,20,2016-08-20,0,0,0,0
370,2016,8,21,2016-08-21,0,0,0,0
371,2016,8,22,2016-08-22,0,0,0,0
372,2016,8,23,2016-08-23,0,0,0,0
373,2016,8,24,2016-08-24,0,0,0,0
374,2016,8,25,2016-08-25,0,0,0,0
375,2016,8,26,2016-08-26,0,0,0,0
376,2016,8,27,2016-08-27,0,0,0,0
377,2016,8,28,2016-08-28,0,0,0,0
378,2016,8,29,2016-08-29,0,0,0,0
379,2016,8,30,2016-08-30,0,0,0,0
380,2016,8,31,2016-08-31,0,0,0,0
381,2016,9,1,2016-09-01,0,0,0,0
382,2016,9,2,2016-09-02,0,0,0,0
383,2016,9,3,2016-09-03,0,0,0,0
384,2016,9,4,2016-09-04,0,0,0,0
385,2016,9,5,2016-09-05,0,0,0,0
386,2016,9,6,2016-09-06,0,0,0,0
387,2016,9,7,2016-09-07,0,0,0,0
388,2016,9,8,2016-09-08,0,0,0,0
389,2016,9,9,2016-09-09,0,0,0,0
390,2016,9,10,2016-09-10,0,0,0,0
391,2016,9,11,2016-09-11,0,0,0,0
392,2016,9,12,2016-09-12,0,0,0,0
393,2016,9,13,2016-09-13,0,0,0,0
394,2016,9,14,2016-09-14,0,0,0,0
395,2016,9,15,2016-09-15,0,0,0,0
396,2016,9,16,2016-09-16,0,0,0,0
397,2016,9,17,2016-09-17,0,0,0,0
398,2016,9,18,2016-09-18,0,0,0,0
399,2016,9,19,2016-09-19,0,0,0,0
400,2016,9,20,2016-09-20,0,0,0,0
401,2016,9,21,2016-09-21,0,0,0,0
402,2016,9,22,2016-09-22,0,0,0,0
403,2016,9,23,2016-09-23,0,0,0,0
404,2016,9,24,2016-09-24,0,0,0,0
405,2016,9,25,2016-09-25,8,15,5,5
406,2016,9,26,2016-09-26,8,18,5,5
407,2016,9,27,2016-09-27,8,18,1,1
408,2016,9,28,2016-09-28,0,0,0,0
409,2016,9,29,2016-09-29,0,0,0,0
410,2016,9,30,2016-09-30,0,0,0,0
411,2016,10,1,2016-10-01,10,15,10,10
412,2016,10,2,2016-10-02,10,15,10,10
413,2016,10,3,2016-10-03,15,21,10,10
414,2016,10,4,2016-10-04,12,20,10,10
415,2016,10,5,2016-10-05,10,20,10,10
416,2016,10,6,2016-10-06,10,20,10,10
417,2016,10,7,2016-10-07,10,20,10,10
418,2016,10,8,2016-10-08,10,20,10,10
419,2016,10,9,2016-10-09,10,20,10,10
420,2016,10,10,2016-10-10,10,20,10,10
421,2016,10,11,2016-10-11,10,20,10,10
422,2016,10,12,2016-10-12,10,20,10,10
423,2016,10,13,2016-10-13,10,20,10,10
424,2016,10,14,2016-10-14,10,20,10,10
425,2016,10,15,2016-10-15,10,20,10,10
426,2016,10,16,2016-10-16,10,20,10,10
427,2016,10,17,2016-10-17,10,24,10,10
428,2016,10,18,2016-10-18,10,27,20,15
429,2016,10,19,2016-10-19,10,27,20,20
430,2016,10,20,2016-10-20,10,27,20,20
431,2016,10,21,2016-10-21,16,28,20,20
432,2016,10,22,2016-10-22,12,30,20,20
433,2016,10,23,2016-10-23,18,30,20,25
434,2016,10,24,2016-10-24,18,35,20,25
435,2016,10,25,2016-10-25,21,35,20,25
436,2016,10,26,2016-10-26,21,36,20,25
437,2016,10,27,2016-10-27,21,34,20,25
438,2016,10,28,2016-10-28,20,34,20,25
439,2016,10,29,2016-10-29,20,32,20,25
440,2016,10,30,2016-10-30,22,36,20,25
441,2016,10,31,2016-10-31,23,37,20,25
442,2016,11,1,2016-11-01,23,37,20,20
443,2016,11,2,2016-11-02,23,37,20,20
444,2016,11,3,2016-11-03,19.2008269344359,41.7671957671958,20,25
445,2016,11,4,2016-11-04,19.0596574128766,42.1746031746032,25,30
446,2016,11,5,2016-11-05,18.9184878913172,42.989417989418,30,40
447,2016,11,6,2016-11-06,18.9184878913172,42.989417989418,30,40
448,2016,11,7,2016-11-07,18.9184878913172,42.989417989418,30,40
449,2016,11,8,2016-11-08,18.9184878913172,42.989417989418,30,40
450,2016,11,9,2016-11-09,18.9184878913172,45,30,40
451,2016,11,10,2016-11-10,18.9184878913172,42.989417989418,30,40
452,2016,11,11,2016-11-11,18.9184878913172,42.989417989418,30,40
453,2016,11,12,2016-11-12,18.9184878913172,42.989417989418,30,40
454,2016,11,13,2016-11-13,18.9184878913172,42.989417989418,30,40
455,2016,11,14,2016-11-14,18.9184878913172,42.989417989418,30,40
456,2016,11,15,2016-11-15,18.9184878913172,42.989417989418,30,40
457,2016,11,16,2016-11-16,18.9184878913172,42.989417989418,30,40
458,2016,11,17,2016-11-17,18.9184878913172,42.989417989418,30,40
459,2016,11,18,2016-11-18,25,42.989417989418,30,40
460,2016,11,19,2016-11-19,18.9184878913172,42.989417989418,30,40
461,2016,11,20,2016-11-20,18.9184878913172,42.989417989418,30,40
462,2016,11,21,2016-11-21,18.9184878913172,42.989417989418,30,40
463,2016,11,22,2016-11-22,18.9184878913172,42.989417989418,30,40
464,2016,11,23,2016-11-23,18.9184878913172,42.989417989418,30,40
465,2016,11,24,2016-11-24,18.8243748769443,42.989417989418,33.3333333333333,40
466,2016,11,25,2016-11-25,18.7302618625714,42.989417989418,36.6666666666667,40
467,2016,11,26,2016-11-26,18.6361488481985,42.989417989418,40,40
468,2016,11,27,2016-11-27,18.5420358338256,43.1252204585538,43.3333333333333,41.6666666666667
469,2016,11,28,2016-11-28,18.4479228194527,43.2610229276896,46.6666666666667,43.3333333333333
470,2016,11,29,2016-11-29,18.3538098050797,43.3968253968254,50,45
471,2016,11,30,2016-11-30,18.3538098050797,43.3968253968254,50,45
472,2016,12,1,2016-12-01,24.1666666666667,48.325,50,45
473,2016,12,2,2016-12-02,24.1666666666667,48.125,30,40
474,2016,12,3,2016-12-03,24.1666666666667,48.5249999999999,40,50
475,2016,12,4,2016-12-04,24.1666666666667,48.325,40,45
476,2016,12,5,2016-12-05,24.1666666666667,48.125,40,40
477,2016,12,6,2016-12-06,24.1666666666667,48.125,40,40
478,2016,12,7,2016-12-07,24.1666666666667,48.125,40,40
479,2016,12,8,2016-12-08,24.1666666666667,48.125,40,40
480,2016,12,9,2016-12-09,24.1666666666667,48.125,40,40
481,2016,12,10,2016-12-10,24.1666666666667,48.125,40,40
482,2016,12,11,2016-12-11,25,45,40,40
483,2016,12,12,2016-12-12,24,50,40,40
484,2016,12,13,2016-12-13,24,50,40,40.625
485,2016,12,14,2016-12-14,24,48,40,41.25
486,2016,12,15,2016-12-15,24,48,40,41.875
487,2016,12,16,2016-12-16,24,48,40,42.5
488,2016,12,17,2016-12-17,24.1666666666667,48.25,40,43.125
489,2016,12,18,2016-12-18,24.1666666666667,48.275,40,43.75
490,2016,12,19,2016-12-19,24.1666666666667,48.3,40,44.375
491,2016,12,20,2016-12-20,24.1666666666667,48.325,40,45
492,2016,12,21,2016-12-21,24.1666666666667,48.325,30,45
493,2016,12,22,2016-12-22,24.1666666666667,48.325,30,45
494,2016,12,23,2016-12-23,24.1666666666667,48.325,30,45
495,2016,12,24,2016-12-24,24.1666666666667,48.325,40,45
496,2016,12,25,2016-12-25,24.1666666666667,48.325,40,45
497,2016,12,26,2016-12-26,24.1666666666667,48.325,40,45
498,2016,12,27,2016-12-27,24.1666666666667,48.325,40,45
